Date,P/E,P/B,Div Yield
26-Oct-05,14.58,3.69,1.84
25-Oct-05,14.81,3.7,1.83
24-Oct-05,14.72,3.67,1.85
21-Oct-05,15.02,3.74,1.81
20-Oct-05,14.69,3.67,1.85
19-Oct-05,14.81,3.69,1.83
18-Oct-05,15.17,3.78,1.79
17-Oct-05,15.27,3.8,1.78
14-Oct-05,15.3,3.83,1.78
13-Oct-05,15.67,3.91,1.74
11-Oct-05,16,3.99,1.71
10-Oct-05,15.94,3.96,1.72
07-Oct-05,15.99,3.97,1.72
06-Oct-05,16.02,3.98,1.71
05-Oct-05,16.42,4.08,1.67
04-Oct-05,16.54,4.11,1.66
03-Oct-05,16.33,4.06,1.68
30-Sep-05,16.15,4.01,1.7
29-Sep-05,16.21,4.03,1.69
28-Sep-05,16.13,4,1.7
27-Sep-05,15.99,3.97,1.72
26-Sep-05,15.88,3.94,1.73
23-Sep-05,15.37,3.93,1.63
22-Sep-05,15.36,3.93,1.63
21-Sep-05,15.93,4.07,1.57
20-Sep-05,15.99,4.09,1.56
19-Sep-05,15.92,4.07,1.57
16-Sep-05,15.83,4.14,1.47
15-Sep-05,15.66,4.09,1.49
14-Sep-05,15.46,4.04,1.51
13-Sep-05,15.51,4.05,1.5
12-Sep-05,15.41,4.03,1.51
09-Sep-05,15.23,3.98,1.53
08-Sep-05,15.22,3.98,1.53
06-Sep-05,15.06,3.94,1.55
05-Sep-05,15.02,3.93,1.55
02-Sep-05,14.98,3.94,1.57
01-Sep-05,14.92,3.92,1.58
31-Aug-05,14.78,3.89,1.59
30-Aug-05,14.67,3.86,1.61
29-Aug-05,14.48,3.81,1.63
26-Aug-05,14.6,3.84,1.61
25-Aug-05,14.58,3.84,1.62
24-Aug-05,14.39,3.78,1.64
23-Aug-05,14.41,3.79,1.64
22-Aug-05,14.67,3.86,1.61
19-Aug-05,14.77,3.89,1.59
18-Aug-05,14.8,3.89,1.59
17-Aug-05,14.89,3.92,1.58
16-Aug-05,14.68,3.95,1.58
12-Aug-05,14.63,3.93,1.59
11-Aug-05,14.75,3.96,1.57
10-Aug-05,14.62,3.93,1.59
09-Aug-05,14.36,3.86,1.62
08-Aug-05,14.4,3.87,1.61
05-Aug-05,14.63,3.94,1.58
04-Aug-05,14.67,3.95,1.58
03-Aug-05,14.6,3.93,1.59
02-Aug-05,14.58,3.92,1.59
01-Aug-05,14.36,3.87,1.61
29-Jul-05,14.1,3.86,1.62
27-Jul-05,14.69,3.87,1.61
26-Jul-05,14.58,3.84,1.62
25-Jul-05,14.62,3.82,1.63
22-Jul-05,14.47,3.91,1.62
21-Jul-05,14.27,3.85,1.65
20-Jul-05,14.36,3.87,1.64
19-Jul-05,14.33,3.87,1.64
18-Jul-05,14.31,3.86,1.64
15-Jul-05,14.21,3.83,1.65
14-Jul-05,14.04,3.78,1.68
13-Jul-05,14.17,3.81,1.66
12-Jul-05,14.29,3.84,1.65
11-Jul-05,14.3,3.84,1.65
08-Jul-05,14.16,3.85,1.66
07-Jul-05,14.05,3.82,1.67
06-Jul-05,14.36,3.91,1.63
05-Jul-05,14.25,3.88,1.64
04-Jul-05,14.38,3.91,1.63
01-Jul-05,14.26,3.96,1.56
30-Jun-05,14.31,3.98,1.55
29-Jun-05,14.13,3.93,1.57
28-Jun-05,13.99,3.89,1.59
27-Jun-05,14.18,3.94,1.57
24-Jun-05,14.14,3.96,1.54
23-Jun-05,14.08,3.94,1.55
22-Jun-05,14.1,3.95,1.55
21-Jun-05,13.99,3.92,1.56
20-Jun-05,13.82,3.87,1.58
17-Jun-05,14.04,3.83,1.59
16-Jun-05,14.04,3.83,1.59
15-Jun-05,14.07,3.84,1.59
14-Jun-05,13.96,3.81,1.6
13-Jun-05,13.9,3.79,1.61
10-Jun-05,13.89,3.92,1.65
09-Jun-05,13.97,3.94,1.64
08-Jun-05,14.09,3.96,1.64
07-Jun-05,14,3.93,1.65
06-Jun-05,13.96,3.92,1.65
04-Jun-05,13.96,3.92,1.97
03-Jun-05,13.97,3.93,1.96
02-Jun-05,13.77,3.87,1.99
01-Jun-05,13.93,3.91,1.97
31-May-05,13.94,3.91,1.97
30-May-05,13.86,3.88,1.99
27-May-05,13.97,3.89,1.98
26-May-05,13.95,3.89,1.98
25-May-05,13.75,3.83,2.01
24-May-05,13.98,3.8,2.02
23-May-05,13.88,3.77,2.04
20-May-05,13.73,3.73,2.06
19-May-05,13.74,3.73,2.06
18-May-05,13.74,3.72,2.07
17-May-05,13.8,3.73,2.06
16-May-05,13.97,3.77,2.04
13-May-05,13.78,3.72,2.03
12-May-05,13.81,3.73,2.03
11-May-05,13.76,3.72,2.03
10-May-05,13.82,3.73,2.02
09-May-05,13.87,3.74,2.02
06-May-05,13.71,3.7,2.04
05-May-05,13.64,3.67,2.06
04-May-05,13.5,3.63,2.08
03-May-05,13.35,3.59,2.1
02-May-05,13.32,3.59,2.11
29-Apr-05,13.27,3.56,2.11
28-Apr-05,13.55,3.63,2.07
27-Apr-05,13.51,3.62,2.07
26-Apr-05,13.85,3.66,2.05
25-Apr-05,13.99,3.69,2.03
22-Apr-05,13.97,3.68,2.04
21-Apr-05,13.87,3.65,2.06
20-Apr-05,13.78,3.61,2.08
19-Apr-05,13.64,3.57,2.1
18-Apr-05,13.75,3.61,2.08
15-Apr-05,13.95,3.66,2.05
13-Apr-05,14.52,3.79,1.98
12-Apr-05,14.65,3.82,1.96
11-Apr-05,14.39,3.76,2
08-Apr-05,14.56,3.8,1.97
07-Apr-05,14.71,3.84,1.95
06-Apr-05,14.83,3.87,1.94
05-Apr-05,14.71,3.84,1.95
04-Apr-05,14.81,3.86,1.94
01-Apr-05,14.84,3.88,1.94
31-Mar-05,14.6,3.82,1.97
30-Mar-05,14.3,3.74,2.01
29-Mar-05,14.21,3.71,2.02
28-Mar-05,14.54,3.8,1.98
24-Mar-05,14.39,3.76,2
23-Mar-05,14.47,3.78,1.99
22-Mar-05,14.72,3.85,1.95
21-Mar-05,14.97,3.91,1.92
18-Mar-05,15.06,3.93,1.9
17-Mar-05,14.98,3.91,1.91
16-Mar-05,15.17,3.96,1.88
15-Mar-05,15.2,3.97,1.88
14-Mar-05,15.32,4,1.86
11-Mar-05,15.38,4.02,1.86
10-Mar-05,15.47,4.04,1.84
09-Mar-05,15.43,4.03,1.85
08-Mar-05,15.48,4.05,1.84
07-Mar-05,15.42,4.03,1.85
04-Mar-05,15.34,4.01,1.86
03-Mar-05,15.2,3.97,1.88
02-Mar-05,14.94,3.9,1.91
01-Mar-05,14.88,3.89,1.92
28-Feb-05,15.02,3.92,1.9
25-Feb-05,14.71,3.84,1.93
24-Feb-05,14.29,3.57,2.04
23-Feb-05,14.3,3.57,2.03
22-Feb-05,14.31,3.57,2.03
21-Feb-05,14.21,3.55,2.05
18-Feb-05,14.29,3.57,2.04
17-Feb-05,14.34,3.58,2.03
16-Feb-05,14.39,3.59,2.02
15-Feb-05,14.53,3.63,2
14-Feb-05,14.59,3.64,1.99
11-Feb-05,14.48,3.61,2
10-Feb-05,14.31,3.58,2.01
09-Feb-05,14.36,3.59,2.01
08-Feb-05,14.26,3.57,2.02
07-Feb-05,14.26,3.57,2.02
04-Feb-05,14.41,3.61,1.92
03-Feb-05,14.42,3.61,1.92
02-Feb-05,14.24,3.56,1.95
01-Feb-05,14.34,3.58,1.94
31-Jan-05,14.68,3.57,1.94
28-Jan-05,14.34,3.49,1.99
27-Jan-05,13.84,3.39,2.04
25-Jan-05,13.74,3.35,2.07
24-Jan-05,13.6,3.31,2.09
20-Jan-05,14.09,3.34,2.08
19-Jan-05,14.12,3.34,2.07
18-Jan-05,14.19,3.36,2.07
17-Jan-05,14.17,3.35,2.07
14-Jan-05,14.18,3.35,2.07
13-Jan-05,14.35,3.39,2.05
12-Jan-05,14.05,3.32,2.09
11-Jan-05,14.37,3.39,2.05
10-Jan-05,14.58,3.44,2.02
07-Jan-05,14.84,3.49,1.98
06-Jan-05,14.71,3.47,2
05-Jan-05,14.96,3.52,1.97
04-Jan-05,15.49,3.65,1.9
03-Jan-05,15.57,3.67,1.89
31-Dec-04,15.32,3.61,1.83
30-Dec-04,15.17,3.57,1.85
29-Dec-04,15.24,3.59,1.84
28-Dec-04,15.25,3.59,1.84
27-Dec-04,15.19,3.58,1.84
24-Dec-04,15.19,3.58,1.84
23-Dec-04,15.06,3.55,1.85
22-Dec-04,14.98,3.53,1.86
21-Dec-04,15.05,3.54,1.85
20-Dec-04,14.92,3.51,1.87
17-Dec-04,16.91,3.48,1.89
16-Dec-04,17.08,3.52,1.87
15-Dec-04,17.04,3.51,1.87
14-Dec-04,16.86,3.47,1.89
13-Dec-04,16.68,3.44,1.91
10-Dec-04,16.54,3.41,1.92
09-Dec-04,16.66,3.44,1.88
08-Dec-04,16.56,3.42,1.9
07-Dec-04,16.68,3.44,1.88
06-Dec-04,16.68,3.44,1.88
03-Dec-04,16.71,3.45,1.88
02-Dec-04,16.73,3.45,1.88
01-Dec-04,16.42,3.39,1.91
30-Nov-04,16.39,3.38,1.92
29-Nov-04,16.23,3.35,1.93
25-Nov-04,15.91,3.28,1.97
24-Nov-04,15.93,3.29,1.97
23-Nov-04,15.84,3.27,1.98
22-Nov-04,15.66,3.23,2.01
19-Nov-04,15.65,3.23,2.01
18-Nov-04,15.82,3.26,1.99
17-Nov-04,15.79,3.26,1.99
16-Nov-04,15.71,3.24,2
12-Nov-04,15.66,3.23,2.01
11-Nov-04,15.64,3.23,2.01
10-Nov-04,15.68,3.24,2
09-Nov-04,15.54,3.21,2.02
08-Nov-04,15.57,3.21,2.02
05-Nov-04,15.48,3.2,2.07
04-Nov-04,15.34,3.17,2.09
03-Nov-04,15.36,3.17,2.09
02-Nov-04,15.16,3.13,2.11
01-Nov-04,15.03,3.1,2.13
29-Oct-04,14.93,3.08,2.14
28-Oct-04,15.04,3.1,2.12
27-Oct-04,14.91,3.08,2.14
26-Oct-04,14.89,3.07,2.14
25-Oct-04,14.69,3.03,2.17
21-Oct-04,14.87,3.07,2.14
20-Oct-04,14.96,3.09,2.13
19-Oct-04,15.11,3.12,2.11
18-Oct-04,14.93,3.08,2.13
15-Oct-04,15,3.1,2.12
14-Oct-04,15,3.1,2.12
12-Oct-04,14.93,3.08,2.13
11-Oct-04,15.11,3.12,2.11
09-Oct-04,15.19,3.14,2.1
08-Oct-04,15.21,3.14,2.09
07-Oct-04,15.17,3.13,2.1
06-Oct-04,15,3.1,2.12
05-Oct-04,15.15,3.13,2.1
04-Oct-04,15.09,3.11,2.11
01-Oct-04,14.84,3.21,2.15
30-Sep-04,14.59,3.16,2.18
29-Sep-04,14.44,3.12,2.21
28-Sep-04,14.21,3.07,2.24
27-Sep-04,14.35,3.1,2.22
24-Sep-04,14.39,3.11,2.23
23-Sep-04,14.42,3.12,2.22
22-Sep-04,14.66,3.17,2.19
21-Sep-04,14.63,3.16,2.19
20-Sep-04,14.45,3.13,2.22
17-Sep-04,14.49,3.13,2.21
16-Sep-04,14.25,3.08,2.25
15-Sep-04,14.07,3.04,2.28
14-Sep-04,14.09,3.05,2.28
13-Sep-04,14,3.03,2.29
10-Sep-04,13.95,3.02,2.3
09-Sep-04,13.78,2.98,2.33
08-Sep-04,13.84,2.99,2.32
07-Sep-04,13.79,2.98,2.33
06-Sep-04,13.74,2.97,2.34
03-Sep-04,13.66,2.95,2.4
02-Sep-04,13.62,2.94,2.41
01-Sep-04,13.67,2.96,2.4
31-Aug-04,13.64,2.95,2.4
30-Aug-04,13.61,2.94,2.41
27-Aug-04,13.45,2.91,2.45
26-Aug-04,13.46,2.91,2.44
25-Aug-04,13.34,2.88,2.47
24-Aug-04,13.3,2.88,2.47
23-Aug-04,13.19,2.85,2.49
20-Aug-04,13.29,2.87,2.47
19-Aug-04,13.45,2.91,2.44
18-Aug-04,13.22,2.86,2.48
17-Aug-04,13.41,2.9,2.45
16-Aug-04,13.36,2.89,2.46
13-Aug-04,13.36,2.89,2.47
12-Aug-04,13.43,2.91,2.46
11-Aug-04,13.55,2.93,2.44
10-Aug-04,13.8,2.99,2.4
09-Aug-04,13.72,2.97,2.41
06-Aug-04,13.64,2.95,2.42
05-Aug-04,13.82,2.99,2.39
04-Aug-04,13.58,2.94,2.43
03-Aug-04,13.62,2.95,2.43
02-Aug-04,13.69,2.96,2.41
30-Jul-04,13.63,2.95,2.45
29-Jul-04,13.52,2.93,2.47
28-Jul-04,13.31,2.91,2.51
27-Jul-04,13.37,2.92,2.5
26-Jul-04,13.51,2.95,2.47
23-Jul-04,13.34,2.91,2.49
22-Jul-04,13.31,2.91,2.49
21-Jul-04,13.17,2.88,2.52
20-Jul-04,13.05,2.85,2.54
19-Jul-04,13.09,2.86,2.53
16-Jul-04,12.98,2.83,2.53
15-Jul-04,12.82,2.8,2.56
14-Jul-04,12.68,2.77,2.59
13-Jul-04,12.82,2.8,2.56
12-Jul-04,12.97,2.83,2.53
09-Jul-04,12.94,2.92,2.53
08-Jul-04,12.64,2.85,2.58
07-Jul-04,13.05,2.94,2.5
06-Jul-04,12.98,2.93,2.52
05-Jul-04,12.72,2.87,2.57
02-Jul-04,12.9,2.89,2.54
01-Jul-04,12.9,2.89,2.54
30-Jun-04,12.64,2.83,2.59
29-Jun-04,12.74,2.85,2.57
28-Jun-04,12.71,2.84,2.57
25-Jun-04,11.96,2.85,2.6
24-Jun-04,11.82,2.82,2.64
23-Jun-04,11.62,2.77,2.68
22-Jun-04,11.85,2.83,2.63
21-Jun-04,11.91,2.84,2.62
18-Jun-04,11.98,2.86,2.6
17-Jun-04,12.15,2.9,2.56
16-Jun-04,12.01,2.87,2.59
15-Jun-04,12,2.88,2.58
14-Jun-04,11.84,2.84,2.62
11-Jun-04,12.14,2.89,2.55
10-Jun-04,12.44,2.96,2.49
09-Jun-04,12.47,2.97,2.48
08-Jun-04,12.48,2.97,2.48
07-Jun-04,12.42,2.96,2.49
04-Jun-04,12.25,2.92,2.53
03-Jun-04,12.04,2.87,2.57
02-Jun-04,12.36,2.94,2.51
01-Jun-04,12.14,2.89,2.55
31-May-04,11.94,2.84,2.59
28-May-04,12.98,2.95,2.55
27-May-04,13.65,3.1,2.42
26-May-04,13.75,3.13,2.41
25-May-04,13.88,3.14,2.3
24-May-04,13.9,3.15,2.3
21-May-04,14.14,3.08,2.35
20-May-04,13.99,3.04,2.38
19-May-04,14.41,3.09,2.34
18-May-04,13.94,2.97,2.44
17-May-04,12.87,2.74,2.64
14-May-04,14.66,3.12,2.32
13-May-04,15.91,3.39,2.14
12-May-04,15.86,3.37,2.14
11-May-04,15.74,3.35,2.16
10-May-04,16.38,3.49,2.07
07-May-04,16.77,3.56,2.03
06-May-04,17.04,3.61,2
05-May-04,16.86,3.57,1.94
04-May-04,16.87,3.53,1.96
03-May-04,16.62,3.48,2.02
30-Apr-04,18.68,3.54,1.98
29-Apr-04,18.82,3.56,1.97
28-Apr-04,18.89,3.58,1.96
27-Apr-04,18.9,3.58,1.96
23-Apr-04,19.68,3.73,1.88
22-Apr-04,19.58,3.71,1.89
21-Apr-04,19.41,3.68,1.91
20-Apr-04,19.11,3.62,1.94
19-Apr-04,19.1,3.62,1.94
17-Apr-04,19.35,3.67,1.91
16-Apr-04,19.36,3.67,1.91
15-Apr-04,19.29,3.65,1.92
13-Apr-04,19.46,3.69,1.9
12-Apr-04,19.04,3.61,1.95
08-Apr-04,21.67,3.66,1.69
07-Apr-04,21.61,3.65,1.69
06-Apr-04,21.64,3.66,1.69
05-Apr-04,21.71,3.67,1.69
02-Apr-04,21.53,3.64,1.7
01-Apr-04,21.27,3.59,1.72
31-Mar-04,20.7,3.5,1.77
30-Mar-04,20.44,3.45,1.79
29-Mar-04,20.58,3.48,1.78
26-Mar-04,20.41,3.45,1.79
25-Mar-04,19.91,3.36,1.84
24-Mar-04,19.76,3.34,1.85
23-Mar-04,19.81,3.35,1.85
22-Mar-04,19.68,3.32,1.86
19-Mar-04,20.15,3.4,1.82
18-Mar-04,20.05,3.39,1.82
17-Mar-04,20.44,3.45,1.79
16-Mar-04,20.43,3.45,1.79
15-Mar-04,20.59,3.48,1.46
12-Mar-04,21.16,3.58,1.42
11-Mar-04,21.08,3.56,1.42
10-Mar-04,21.54,3.64,1.39
09-Mar-04,21.79,3.68,1.38
08-Mar-04,22.01,3.72,1.36
05-Mar-04,21.81,3.68,1.37
04-Mar-04,21.53,3.64,1.39
03-Mar-04,21.72,3.67,1.38
01-Mar-04,21.57,4.26,1.39
27-Feb-04,19.74,3.89,1.52
26-Feb-04,19.37,3.81,1.55
25-Feb-04,19.6,3.86,1.54
24-Feb-04,19.97,3.93,1.51
23-Feb-04,19.83,3.91,1.52
20-Feb-04,20.31,4,1.48
19-Feb-04,20.38,4.01,1.48
18-Feb-04,21.01,4.14,1.43
17-Feb-04,21.05,4.15,1.43
16-Feb-04,20.98,4.13,1.43
13-Feb-04,20.95,4.13,1.44
12-Feb-04,20.64,4.07,1.46
11-Feb-04,20.71,4.08,1.45
10-Feb-04,20.79,4.06,1.46
09-Feb-04,20.78,4.06,1.46
06-Feb-04,20.27,3.95,1.5
05-Feb-04,19.94,3.89,1.52
04-Feb-04,20.14,3.93,1.51
03-Feb-04,19.55,3.81,1.55
30-Jan-04,19.96,3.9,1.52
29-Jan-04,20.34,3.97,1.49
28-Jan-04,20.55,4.01,1.48
27-Jan-04,21.01,4.1,1.45
23-Jan-04,20.38,3.98,1.49
22-Jan-04,19.53,3.81,1.56
21-Jan-04,20.13,3.93,1.51
20-Jan-04,20.88,4.07,1.46
19-Jan-04,21.35,4.17,1.42
16-Jan-04,20.96,4.09,1.45
15-Jan-04,21.44,4.18,1.42
14-Jan-04,21.86,4.27,1.39
13-Jan-04,21.66,4.23,1.4
12-Jan-04,21.46,4.19,1.42
09-Jan-04,21.75,4.24,1.4
08-Jan-04,21.71,4.24,1.4
07-Jan-04,21.14,4.12,1.44
06-Jan-04,21.25,4.15,1.43
05-Jan-04,21.56,4.21,1.41
02-Jan-04,21.46,4.19,1.42
01-Jan-04,21.09,4.12,1.44
31-Dec-03,20.73,4.05,1.47
30-Dec-03,20.66,4.03,1.47
29-Dec-03,20.67,4.03,1.47
26-Dec-03,20.26,3.95,1.5
24-Dec-03,19.95,3.89,1.52
23-Dec-03,19.63,3.83,1.55
22-Dec-03,19.73,3.85,1.54
19-Dec-03,19.61,3.83,1.55
18-Dec-03,19.37,3.78,1.57
17-Dec-03,19.11,3.73,1.59
16-Dec-03,19.15,3.74,1.59
15-Dec-03,19.01,3.71,1.6
12-Dec-03,18.73,3.66,1.62
11-Dec-03,18.69,3.65,1.63
10-Dec-03,18.6,3.63,1.63
09-Dec-03,18.48,3.61,1.64
08-Dec-03,18.15,3.54,1.67
05-Dec-03,18.15,3.54,1.67
04-Dec-03,18.47,3.6,1.65
03-Dec-03,18.42,3.59,1.65
02-Dec-03,18.29,3.57,1.66
01-Dec-03,18.27,3.57,1.66
28-Nov-03,17.81,3.47,1.71
27-Nov-03,17.62,3.44,1.72
25-Nov-03,17.29,3.37,1.76
24-Nov-03,17.02,3.32,1.79
21-Nov-03,16.98,3.31,1.79
20-Nov-03,16.78,3.27,1.81
19-Nov-03,16.98,3.31,1.79
18-Nov-03,17.24,3.37,1.76
17-Nov-03,17.42,3.4,1.74
15-Nov-03,17.23,3.36,1.76
14-Nov-03,17.09,3.34,1.78
13-Nov-03,17.42,3.4,1.74
12-Nov-03,17.68,3.45,1.72
11-Nov-03,17.65,3.44,1.72
10-Nov-03,17.58,3.43,1.73
07-Nov-03,17.55,3.42,1.73
06-Nov-03,17.77,3.47,1.71
05-Nov-03,17.74,3.46,1.71
04-Nov-03,17.84,3.48,1.7
03-Nov-03,17.65,3.45,1.72
31-Oct-03,17.15,3.35,1.77
30-Oct-03,16.72,3.26,1.82
29-Oct-03,16.52,3.22,1.84
28-Oct-03,16.33,3.19,1.86
27-Oct-03,16.37,3.19,1.86
25-Oct-03,16.78,3.27,1.81
24-Oct-03,16.6,3.24,1.83
23-Oct-03,16.21,3.16,1.87
22-Oct-03,16.46,3.21,1.85
21-Oct-03,16.6,3.24,1.83
20-Oct-03,17,3.32,1.79
17-Oct-03,17.29,3.37,1.76
16-Oct-03,17.14,3.35,1.77
15-Oct-03,16.94,3.3,1.79
14-Oct-03,16.76,3.27,1.81
13-Oct-03,17.04,3.33,1.78
10-Oct-03,16.78,3.28,1.81
09-Oct-03,16.55,3.23,1.84
08-Oct-03,16.29,3.18,1.77
07-Oct-03,16.28,3.18,1.77
06-Oct-03,16.3,3.18,1.77
03-Oct-03,15.97,3.12,1.8
01-Oct-03,15.66,3.06,1.84
30-Sep-03,15.61,3.05,1.85
29-Sep-03,15.43,3.01,1.87
26-Sep-03,15.28,2.98,1.89
25-Sep-03,14.95,2.92,1.93
24-Sep-03,15.12,2.95,1.91
23-Sep-03,14.64,2.86,1.97
22-Sep-03,14.36,2.8,2.01
19-Sep-03,14.57,2.84,1.98
18-Sep-03,14.35,2.8,2.01
17-Sep-03,14.78,2.88,1.95
16-Sep-03,14.96,2.92,1.93
15-Sep-03,14.65,2.86,1.97
12-Sep-03,15.12,2.95,1.91
11-Sep-03,15.46,3.02,1.86
10-Sep-03,15.53,3.03,1.86
09-Sep-03,15.5,3.03,1.86
08-Sep-03,15.62,3.05,1.85
05-Sep-03,15.41,3.01,1.87
04-Sep-03,15.13,2.95,1.91
03-Sep-03,14.98,2.92,1.92
02-Sep-03,15.27,2.98,1.89
01-Sep-03,15.16,2.96,1.9
29-Aug-03,14.95,2.92,1.93
28-Aug-03,14.78,2.88,1.95
27-Aug-03,14.77,2.88,1.95
26-Aug-03,14.52,2.83,1.98
25-Aug-03,14.01,2.73,2.06
22-Aug-03,14.45,2.82,1.99
21-Aug-03,14.33,2.8,2.01
20-Aug-03,14.19,2.77,2.03
19-Aug-03,14.08,2.75,2.05
18-Aug-03,14.12,2.76,2.04
14-Aug-03,13.75,2.68,2.1
13-Aug-03,13.74,2.68,2.1
12-Aug-03,13.61,2.65,2.12
11-Aug-03,13.58,2.65,2.12
08-Aug-03,13.47,2.63,2.14
07-Aug-03,13.19,2.57,2.19
06-Aug-03,12.9,2.52,2.23
05-Aug-03,13.05,2.55,2.21
04-Aug-03,13.26,2.59,2.17
01-Aug-03,12.95,2.58,2.21
31-Jul-03,12.84,2.55,2.23
30-Jul-03,12.81,2.55,2.23
29-Jul-03,12.71,2.53,2.25
28-Jul-03,12.65,2.52,2.26
25-Jul-03,12.58,2.51,2.27
24-Jul-03,12.32,2.45,2.32
23-Jul-03,12.1,2.41,2.36
22-Jul-03,12,2.39,2.38
21-Jul-03,12.16,2.4,2.36
18-Jul-03,12.42,2.46,2.31
17-Jul-03,12.55,2.48,2.29
16-Jul-03,12.73,2.52,2.26
15-Jul-03,12.64,2.5,2.27
14-Jul-03,12.76,2.52,2.25
11-Jul-03,12.66,2.5,2.27
10-Jul-03,12.66,2.5,2.27
09-Jul-03,12.43,2.46,2.31
08-Jul-03,12.49,2.47,2.3
07-Jul-03,12.43,2.46,2.31
04-Jul-03,12.4,2.45,2.32
03-Jul-03,12.47,2.47,2.31
02-Jul-03,12.35,2.44,2.33
01-Jul-03,12.32,2.44,2.33
30-Jun-03,12.95,2.44,2.62
27-Jun-03,12.85,2.42,2.64
26-Jun-03,12.75,2.41,2.66
25-Jun-03,12.64,2.38,2.69
24-Jun-03,12.39,2.34,2.74
23-Jun-03,12.44,2.35,2.73
20-Jun-03,12.56,2.37,2.7
19-Jun-03,12.47,2.35,2.72
18-Jun-03,12.41,2.34,2.74
17-Jun-03,12.35,2.33,2.75
16-Jun-03,12.01,2.27,2.83
13-Jun-03,12.06,2.28,2.82
12-Jun-03,12,2.27,2.83
11-Jun-03,11.92,2.25,2.85
10-Jun-03,11.85,2.24,2.87
09-Jun-03,12.01,2.27,2.83
06-Jun-03,11.95,2.25,2.84
05-Jun-03,11.82,2.23,2.87
04-Jun-03,11.66,2.2,2.91
03-Jun-03,11.54,2.18,2.94
02-Jun-03,11.59,2.19,2.93
30-May-03,11.65,2.17,2.95
29-May-03,11.61,2.16,2.97
28-May-03,11.31,2.1,3.04
27-May-03,11.47,2.13,3
26-May-03,11.37,2.12,3.03
23-May-03,11.2,2.09,3.07
22-May-03,11.15,2.08,3.09
21-May-03,11.21,2.09,3.07
20-May-03,11.25,2.09,3.06
19-May-03,11.19,2.08,3.08
16-May-03,11.26,2.1,3.06
15-May-03,11.11,2.07,3.1
14-May-03,11.02,2.05,3.12
13-May-03,10.93,2.03,3.15
12-May-03,10.84,2.02,3.18
09-May-03,10.86,2.02,3.17
08-May-03,10.9,2.03,3.16
07-May-03,11,2.05,3.13
06-May-03,11.02,2.05,3.12
05-May-03,10.94,2.04,3.15
02-May-03,10.86,2.02,3.17
30-Apr-03,13.14,2.11,2.98
29-Apr-03,12.73,2.05,3.07
28-Apr-03,12.7,2.04,3.08
25-Apr-03,12.63,2.03,3.1
24-Apr-03,12.7,2.04,3.08
23-Apr-03,12.76,2.05,3.07
22-Apr-03,12.89,2.07,3.04
21-Apr-03,12.94,2.08,3.02
17-Apr-03,12.85,2.07,3.04
16-Apr-03,13.09,2.1,2.99
15-Apr-03,12.99,2.09,3.01
11-Apr-03,12.97,2.09,3.02
10-Apr-03,13.14,2.11,2.98
09-Apr-03,13.73,2.21,2.85
08-Apr-03,13.91,2.24,2.81
07-Apr-03,14.09,2.26,2.78
04-Apr-03,13.89,2.23,2.82
03-Apr-03,13.78,2.22,2.84
02-Apr-03,13.65,2.19,2.87
01-Apr-03,13.44,2.16,2.91
31-Mar-03,13.36,2.15,2.93
28-Mar-03,13.67,2.2,2.86
27-Mar-03,13.69,2.2,2.86
26-Mar-03,13.85,2.23,2.83
25-Mar-03,13.81,2.22,2.83
24-Mar-03,13.85,2.23,2.83
22-Mar-03,14.17,2.28,2.76
21-Mar-03,14.08,2.26,2.78
20-Mar-03,14,2.25,2.79
19-Mar-03,13.71,2.2,2.85
17-Mar-03,13.51,2.18,2.63
13-Mar-03,13.6,2.19,2.61
12-Mar-03,13.63,2.2,2.61
11-Mar-03,13.81,2.23,2.57
10-Mar-03,13.7,2.21,2.59
07-Mar-03,13.84,2.23,2.57
06-Mar-03,14.03,2.26,2.53
05-Mar-03,14.16,2.28,2.51
04-Mar-03,14.24,2.3,2.5
03-Mar-03,14.36,2.32,2.47
28-Feb-03,14.42,2.33,2.46
27-Feb-03,14.28,2.3,2.49
26-Feb-03,14.24,2.3,2.5
25-Feb-03,14.32,2.31,2.48
24-Feb-03,14.51,2.34,2.45
21-Feb-03,14.46,2.33,2.46
20-Feb-03,14.45,2.33,2.46
19-Feb-03,14.43,2.33,2.46
18-Feb-03,14.37,2.32,2.47
17-Feb-03,14.35,2.31,2.48
14-Feb-03,14.05,2.27,2.53
12-Feb-03,14.17,2.28,2.51
11-Feb-03,14.21,2.29,2.5
10-Feb-03,14.22,2.29,2.5
07-Feb-03,14.34,2.31,2.48
06-Feb-03,14.42,2.33,2.46
05-Feb-03,14.21,2.29,2.5
04-Feb-03,14.31,2.31,2.48
03-Feb-03,14.31,2.31,2.48
31-Jan-03,14.13,2.28,2.51
30-Jan-03,14.03,2.26,2.53
29-Jan-03,14.07,2.27,2.53
28-Jan-03,14.19,2.29,2.5
27-Jan-03,14.07,2.27,2.52
24-Jan-03,14.32,2.31,2.48
23-Jan-03,14.52,2.34,2.45
22-Jan-03,14.69,2.37,2.42
21-Jan-03,14.62,2.36,2.43
20-Jan-03,14.6,2.35,2.43
17-Jan-03,14.74,2.38,2.41
16-Jan-03,14.76,2.38,2.41
15-Jan-03,14.72,2.37,2.41
14-Jan-03,14.63,2.36,2.43
13-Jan-03,14.56,2.35,2.44
10-Jan-03,14.65,2.36,2.43
