Date,P/E,P/B,Div Yield
08-Jul-11,20.87,3.51,1.25
07-Jul-11,21.12,3.55,1.24
06-Jul-11,20.74,3.49,1.26
05-Jul-11,20.76,3.49,1.26
04-Jul-11,20.83,3.5,1.25
01-Jul-11,20.75,3.49,1.26
30-Jun-11,20.82,3.5,1.25
29-Jun-11,20.65,3.47,1.27
28-Jun-11,20.44,3.44,1.28
27-Jun-11,20.38,3.43,1.28
24-Jun-11,20.17,3.39,1.3
23-Jun-11,19.61,3.3,1.33
22-Jun-11,19.46,3.27,1.34
21-Jun-11,19.48,3.27,1.34
20-Jun-11,19.42,3.26,1.35
17-Jun-11,19.82,3.33,1.32
16-Jun-11,19.93,3.35,1.31
15-Jun-11,20.12,3.38,1.3
14-Jun-11,20.31,3.41,1.29
13-Jun-11,20.25,3.4,1.29
10-Jun-11,20.26,3.4,1.29
09-Jun-11,20.39,3.42,1.28
08-Jun-11,20.41,3.43,1.28
07-Jun-11,20.52,3.44,1.22
06-Jun-11,20.43,3.43,1.23
03-Jun-11,20.37,3.42,1.23
02-Jun-11,20.49,3.44,1.23
01-Jun-11,20.65,3.47,1.22
31-May-11,20.53,3.45,1.22
30-May-11,20.25,3.39,1.24
27-May-11,20.26,3.44,1.23
26-May-11,19.95,3.4,1.25
25-May-11,19.72,3.36,1.26
24-May-11,19.9,3.38,1.25
23-May-11,19.93,3.38,1.25
20-May-11,20.34,3.44,1.23
19-May-11,20.2,3.41,1.24
18-May-11,20.18,3.4,1.25
17-May-11,20.16,3.41,1.24
16-May-11,20.39,3.45,1.23
13-May-11,20.6,3.48,1.22
12-May-11,20.4,3.45,1.23
11-May-11,20.71,3.5,1.21
10-May-11,20.61,3.48,1.22
09-May-11,20.66,3.49,1.21
06-May-11,20.67,3.49,1.21
05-May-11,20.32,3.43,1.23
04-May-11,20.58,3.51,1.13
03-May-11,20.68,3.53,1.12
02-May-11,21.19,3.62,1.09
29-Apr-11,21.36,3.65,1.09
28-Apr-11,21.61,3.67,1.08
27-Apr-11,21.79,3.7,1.07
26-Apr-11,21.91,3.72,1.06
25-Apr-11,21.94,3.73,1.06
21-Apr-11,22.18,3.73,1.06
20-Apr-11,22.06,3.71,1.07
19-Apr-11,21.65,3.64,1.09
18-Apr-11,21.66,3.63,1.09
15-Apr-11,22.02,3.69,1.07
13-Apr-11,22.43,3.75,1.06
11-Apr-11,21.96,3.67,1.08
08-Apr-11,22.18,3.71,1.07
07-Apr-11,22.34,3.73,1.06
06-Apr-11,22.36,3.74,1.06
05-Apr-11,22.43,3.75,1.06
04-Apr-11,22.43,3.75,1.06
01-Apr-11,22.11,3.7,1.07
31-Mar-11,22.14,3.7,1.07
30-Mar-11,21.97,3.67,1.08
29-Mar-11,21.77,3.64,1.09
28-Mar-11,21.59,3.61,1.1
25-Mar-11,21.46,3.59,1.1
24-Mar-11,21.15,3.5,1.13
23-Mar-11,20.99,3.47,1.13
22-Mar-11,20.73,3.43,1.15
21-Mar-11,20.54,3.4,1.16
18-Mar-11,20.58,3.4,1.16
17-Mar-11,20.86,3.45,1.14
16-Mar-11,21.1,3.49,1.13
15-Mar-11,20.87,3.45,1.14
14-Mar-11,21.18,3.5,1.12
11-Mar-11,20.85,3.45,1.14
10-Mar-11,21.04,3.48,1.13
09-Mar-11,21.18,3.5,1.12
08-Mar-11,21.14,3.5,1.13
07-Mar-11,20.92,3.46,1.14
04-Mar-11,21.21,3.51,1.12
03-Mar-11,21.2,3.51,1.12
01-Mar-11,21.14,3.5,1.13
28-Feb-11,20.42,3.38,1.17
25-Feb-11,20.31,3.36,1.17
24-Feb-11,20.15,3.33,1.18
23-Feb-11,20.82,3.44,1.14
22-Feb-11,20.9,3.46,1.14
21-Feb-11,21.09,3.49,1.13
18-Feb-11,20.86,3.46,1.14
17-Feb-11,21.19,3.51,1.12
16-Feb-11,20.95,3.47,1.13
15-Feb-11,20.96,3.47,1.13
14-Feb-11,20.86,3.45,1.14
11-Feb-11,20.34,3.35,1.17
10-Feb-11,20.01,3.3,1.19
09-Feb-11,20.12,3.32,1.19
08-Feb-11,20.35,3.35,1.17
07-Feb-11,20.69,3.41,1.15
04-Feb-11,20.67,3.4,1.15
03-Feb-11,21.16,3.49,1.13
02-Feb-11,20.8,3.43,1.15
01-Feb-11,20.7,3.42,1.15
31-Jan-11,21.06,3.47,1.13
28-Jan-11,21.23,3.48,1.13
27-Jan-11,21.64,3.53,1.11
25-Jan-11,21.96,3.59,1.1
24-Jan-11,22.26,3.62,1.08
21-Jan-11,22.41,3.59,1.09
20-Jan-11,22.59,3.6,1.09
19-Jan-11,22.51,3.59,1.09
18-Jan-11,22.66,3.61,1.09
17-Jan-11,22.5,3.57,1.1
14-Jan-11,22.5,3.57,1.1
13-Jan-11,22.92,3.63,1.08
12-Jan-11,23.41,3.7,1.06
11-Jan-11,22.98,3.63,1.08
10-Jan-11,23.01,3.63,1.08
07-Jan-11,23.56,3.72,1.06
06-Jan-11,24.14,3.81,1.03
05-Jan-11,24.26,3.83,1.03
04-Jan-11,24.53,3.87,1.01
03-Jan-11,24.57,3.88,1.01
31-Dec-10,24.48,3.87,1.02
30-Dec-10,24.35,3.85,1.02
29-Dec-10,24.19,3.82,1.03
28-Dec-10,23.93,3.78,1.04
27-Dec-10,23.94,3.78,1.04
24-Dec-10,23.99,3.79,1.04
23-Dec-10,23.86,3.77,1.04
22-Dec-10,23.88,3.77,1.04
21-Dec-10,23.95,3.78,1.04
20-Dec-10,23.73,3.75,1.05
16-Dec-10,23.74,3.75,1.05
15-Dec-10,23.51,3.71,1.06
14-Dec-10,23.72,3.75,1.05
13-Dec-10,23.58,3.72,1.06
10-Dec-10,23.35,3.69,1.07
09-Dec-10,22.98,3.63,1.08
08-Dec-10,23.53,3.72,1.06
07-Dec-10,23.82,3.76,1.04
06-Dec-10,23.88,3.77,1.04
03-Dec-10,23.89,3.77,1.04
02-Dec-10,23.96,3.78,1.04
01-Dec-10,23.78,3.76,1.05
30-Nov-10,23.39,3.69,1.06
29-Nov-10,23.26,3.67,1.07
26-Nov-10,22.96,3.63,1.08
25-Nov-10,23.15,3.66,1.08
24-Nov-10,23.41,3.7,1.06
23-Nov-10,23.69,3.74,1.05
22-Nov-10,23.98,3.79,1.04
19-Nov-10,23.47,3.71,1.06
18-Nov-10,23.9,3.78,1.04
16-Nov-10,23.86,3.77,1.04
15-Nov-10,24.39,3.86,1.02
12-Nov-10,24.62,3.82,1.03
11-Nov-10,25.11,3.89,1.01
10-Nov-10,25.44,3.94,1
09-Nov-10,25.55,3.96,0.99
08-Nov-10,25.43,3.94,1
05-Nov-10,25.59,3.97,0.99
04-Nov-10,25.47,3.95,0.99
03-Nov-10,25.3,3.87,1.01
02-Nov-10,25.13,3.85,1.02
01-Nov-10,25.12,3.85,1.02
29-Oct-10,24.71,3.78,1.04
28-Oct-10,24.59,3.76,1.04
27-Oct-10,24.69,3.78,1.04
26-Oct-10,24.98,3.82,1.03
25-Oct-10,25.2,3.84,1.03
22-Oct-10,25.03,3.82,1.03
21-Oct-10,25.18,3.84,1.03
20-Oct-10,24.69,3.76,1.05
19-Oct-10,24.87,3.79,1.04
18-Oct-10,25.07,3.82,1.03
15-Oct-10,25.2,3.81,1.03
14-Oct-10,25.68,3.89,1.02
13-Oct-10,25.91,3.92,1.01
12-Oct-10,25.32,3.83,1.03
11-Oct-10,25.51,3.86,1.02
08-Oct-10,25.37,3.84,1.03
07-Oct-10,25.44,3.85,1.02
06-Oct-10,25.72,3.89,1.01
05-Oct-10,25.55,3.87,1.02
04-Oct-10,25.61,3.88,1.02
01-Oct-10,25.54,3.93,1.02
30-Sep-10,25.46,3.82,1.03
29-Sep-10,25.29,3.79,1.03
28-Sep-10,25.45,3.82,1.03
27-Sep-10,25.48,3.89,1.01
24-Sep-10,25.41,3.88,1.02
23-Sep-10,25.16,3.84,1.03
22-Sep-10,25.29,3.86,1.02
21-Sep-10,25.37,3.87,1.02
20-Sep-10,25.25,3.93,1.01
17-Sep-10,24.84,3.87,1.03
16-Sep-10,24.61,3.83,1.04
15-Sep-10,24.74,3.85,1.03
14-Sep-10,24.47,3.81,1.04
13-Sep-10,24.32,3.78,1.05
09-Sep-10,23.73,3.69,1.07
08-Sep-10,23.59,3.67,1.08
07-Sep-10,23.58,3.67,1.08
06-Sep-10,23.46,3.65,1.09
03-Sep-10,23.05,3.59,1.1
02-Sep-10,23.08,3.59,1.1
01-Sep-10,23.02,3.58,1.11
31-Aug-10,22.73,3.54,1.12
30-Aug-10,22.78,3.55,1.12
27-Aug-10,22.76,3.54,1.12
26-Aug-10,23.05,3.59,1.11
25-Aug-10,22.98,3.58,1.11
24-Aug-10,23.13,3.61,1.1
23-Aug-10,23.29,3.63,1.09
20-Aug-10,23.24,3.62,1.09
19-Aug-10,23.28,3.63,1.09
18-Aug-10,23.02,3.59,1.1
17-Aug-10,22.75,3.55,1.12
16-Aug-10,22.76,3.55,1.12
13-Aug-10,22.86,3.57,1.11
12-Aug-10,22.71,3.55,1.12
11-Aug-10,22.72,3.55,1.12
10-Aug-10,22.89,3.58,1.11
09-Aug-10,23,3.59,1.1
06-Aug-10,22.95,3.56,1.11
05-Aug-10,22.98,3.69,1.04
04-Aug-10,23.07,3.7,1.03
03-Aug-10,22.95,3.68,1.04
02-Aug-10,22.91,3.83,1.01
30-Jul-10,22.31,3.78,1.02
29-Jul-10,22.49,3.81,1.01
28-Jul-10,22.44,3.85,0.91
27-Jul-10,22.58,3.87,0.9
26-Jul-10,22.53,3.87,0.91
23-Jul-10,22.78,3.89,0.9
22-Jul-10,22.75,3.88,0.9
21-Jul-10,22.66,3.85,0.91
20-Jul-10,22.53,3.83,0.91
19-Jul-10,22.61,3.84,0.91
16-Jul-10,22.61,3.84,0.91
15-Jul-10,22.54,3.83,0.91
14-Jul-10,22.57,3.84,0.91
13-Jul-10,22.63,3.85,0.91
12-Jul-10,22.56,3.83,0.91
09-Jul-10,22.42,3.81,0.92
08-Jul-10,22.18,3.77,0.93
07-Jul-10,21.95,3.73,0.94
06-Jul-10,22.15,3.76,0.93
05-Jul-10,21.93,3.73,0.94
02-Jul-10,21.93,3.73,0.94
01-Jul-10,21.99,3.74,0.94
30-Jun-10,22.25,3.78,0.93
29-Jun-10,22.01,3.74,0.94
28-Jun-10,22.34,3.8,0.92
25-Jun-10,22.07,3.75,0.93
24-Jun-10,22.28,3.79,0.92
23-Jun-10,22.29,3.79,0.92
22-Jun-10,22.27,3.78,0.93
21-Jun-10,22.42,3.81,0.92
18-Jun-10,22.04,3.75,0.94
17-Jun-10,22.09,3.75,0.93
16-Jun-10,21.92,3.72,0.94
15-Jun-10,21.87,3.72,0.94
14-Jun-10,21.77,3.7,0.95
11-Jun-10,21.44,3.64,0.96
10-Jun-10,21.3,3.61,0.97
09-Jun-10,20.97,3.56,0.98
08-Jun-10,20.91,3.55,0.99
07-Jun-10,21.11,3.58,0.98
04-Jun-10,21.5,3.65,0.96
03-Jun-10,21.4,3.63,0.96
02-Jun-10,21.02,3.57,0.98
01-Jun-10,20.81,3.53,0.99
31-May-10,21.3,3.61,0.97
28-May-10,21.22,3.6,0.97
27-May-10,20.88,3.56,0.98
26-May-10,20.52,3.49,1
25-May-10,20.06,3.42,1.03
24-May-10,20.63,3.51,1
21-May-10,20.58,3.5,1
20-May-10,20.65,3.52,1
19-May-10,20.53,3.5,1
18-May-10,21.14,3.6,0.97
17-May-10,21.12,3.6,0.97
14-May-10,21.26,3.62,0.97
13-May-10,21.86,3.68,0.95
12-May-10,21.77,3.66,0.96
11-May-10,21.68,3.65,0.96
10-May-10,21.92,3.69,0.95
07-May-10,21.19,3.57,0.97
06-May-10,21.5,3.62,0.96
05-May-10,21.64,3.64,0.95
04-May-10,21.74,3.66,0.95
03-May-10,22.06,3.71,0.93
30-Apr-10,22.29,3.75,0.92
29-Apr-10,22.22,3.74,0.93
28-Apr-10,22.05,3.71,0.94
27-Apr-10,22.45,3.77,0.92
26-Apr-10,23.11,3.78,0.92
23-Apr-10,23.03,3.77,0.92
22-Apr-10,22.88,3.75,0.93
21-Apr-10,22.78,3.73,0.93
20-Apr-10,22.71,3.72,0.93
19-Apr-10,22.58,3.7,0.94
16-Apr-10,22.78,3.74,0.93
15-Apr-10,22.83,3.75,0.93
13-Apr-10,23.04,3.78,0.92
12-Apr-10,23.11,3.79,0.91
09-Apr-10,23.21,3.81,0.91
08-Apr-10,22.96,3.77,0.92
07-Apr-10,22.88,3.79,0.92
06-Apr-10,22.84,3.78,0.92
05-Apr-10,22.85,3.78,0.92
01-Apr-10,22.52,3.73,0.93
31-Mar-10,22.33,3.7,0.94
30-Mar-10,22.39,3.71,0.94
29-Mar-10,22.56,3.73,0.93
26-Mar-10,22.47,3.72,0.93
25-Mar-10,22.38,3.7,0.94
23-Mar-10,22.23,3.68,0.94
22-Mar-10,22.15,3.66,0.95
19-Mar-10,22.39,3.71,0.94
18-Mar-10,22.32,3.69,0.94
17-Mar-10,22.26,3.68,0.94
16-Mar-10,22.12,3.66,0.95
15-Mar-10,21.82,3.61,0.96
12-Mar-10,21.86,3.62,0.96
11-Mar-10,21.84,3.61,0.96
10-Mar-10,21.77,3.6,0.96
09-Mar-10,21.7,3.59,0.97
08-Mar-10,21.8,3.61,0.96
05-Mar-10,21.63,3.58,0.97
04-Mar-10,21.59,3.57,0.97
03-Mar-10,21.63,3.58,0.97
02-Mar-10,21.33,3.53,0.98
26-Feb-10,20.92,3.46,1
25-Feb-10,20.79,3.42,1.02
24-Feb-10,20.78,3.42,1.02
23-Feb-10,20.83,3.43,1.01
22-Feb-10,20.77,3.42,1.02
19-Feb-10,20.72,3.41,1.02
18-Feb-10,20.91,3.44,1.01
17-Feb-10,21.02,3.46,1
16-Feb-10,20.77,3.42,1.02
15-Feb-10,20.54,3.38,1.03
11-Feb-10,20.65,3.4,1.02
10-Feb-10,20.35,3.35,1.04
09-Feb-10,20.5,3.37,1.03
08-Feb-10,20.36,3.35,1.04
06-Feb-10,20.35,3.35,1.04
05-Feb-10,20.18,3.32,1.05
04-Feb-10,20.84,3.41,1.02
03-Feb-10,21.21,3.47,1
02-Feb-10,20.77,3.4,1.02
01-Feb-10,21.07,3.45,1
29-Jan-10,21,3.43,1.01
28-Jan-10,21.09,3.42,1.01
27-Jan-10,21.03,3.41,1.01
25-Jan-10,21.7,3.52,0.98
22-Jan-10,22.24,3.54,0.98
21-Jan-10,22.5,3.58,0.97
20-Jan-10,23.06,3.67,0.94
19-Jan-10,23.35,3.68,0.94
18-Jan-10,23.57,3.71,0.93
15-Jan-10,23.46,3.69,0.94
14-Jan-10,23.5,3.7,0.93
13-Jan-10,23.38,3.68,0.94
12-Jan-10,23.28,3.67,0.94
11-Jan-10,23.45,3.7,0.94
08-Jan-10,23.43,3.69,0.94
07-Jan-10,23.51,3.7,0.93
06-Jan-10,23.59,3.72,0.93
05-Jan-10,23.57,3.71,0.93
04-Jan-10,23.31,3.67,0.94
31-Dec-09,23.17,3.65,0.95
30-Dec-09,23.03,3.63,0.95
29-Dec-09,23.11,3.64,0.95
24-Dec-09,23.07,3.64,0.95
23-Dec-09,22.91,3.61,0.96
22-Dec-09,22.2,3.5,0.99
21-Dec-09,22.05,3.48,0.99
18-Dec-09,22.21,3.5,0.99
17-Dec-09,22.45,3.57,0.98
16-Dec-09,22.45,3.57,0.98
15-Dec-09,22.41,3.57,0.98
14-Dec-09,22.74,3.62,0.97
11-Dec-09,22.79,3.63,0.96
10-Dec-09,22.86,3.64,0.96
09-Dec-09,22.76,3.62,0.97
08-Dec-09,22.92,3.65,0.96
07-Dec-09,22.52,3.59,0.98
04-Dec-09,22.71,3.62,0.97
03-Dec-09,22.81,3.63,0.96
02-Dec-09,22.77,3.63,0.97
01-Dec-09,22.77,3.62,0.97
30-Nov-09,22.37,3.56,0.98
27-Nov-09,21.97,3.5,1
26-Nov-09,22.25,3.54,0.99
25-Nov-09,22.71,3.61,0.97
24-Nov-09,22.63,3.6,0.97
23-Nov-09,22.69,3.61,0.97
20-Nov-09,22.46,3.58,0.98
19-Nov-09,22.18,3.53,0.99
18-Nov-09,22.47,3.58,0.98
17-Nov-09,22.5,3.58,0.98
16-Nov-09,22.48,3.58,0.98
13-Nov-09,22.22,3.54,0.99
12-Nov-09,22.02,3.5,1
11-Nov-09,22.24,3.78,0.98
10-Nov-09,21.43,3.65,1.02
09-Nov-09,21.5,3.67,1.02
06-Nov-09,21.05,3.59,1.04
05-Nov-09,20.68,3.57,1.05
04-Nov-09,20.45,3.53,1.06
03-Nov-09,19.81,3.42,1.1
30-Oct-09,20.45,3.53,1.06
29-Oct-09,21,3.56,1.05
28-Oct-09,21.33,3.61,1.04
27-Oct-09,21.42,3.63,1.03
26-Oct-09,21.96,3.72,1.01
23-Oct-09,22.19,3.74,1
22-Oct-09,22.44,3.73,1
21-Oct-09,22.71,3.75,1
20-Oct-09,22.94,3.79,0.99
17-Oct-09,23.08,3.81,0.98
16-Oct-09,23.08,3.81,0.98
15-Oct-09,22.93,3.79,0.99
14-Oct-09,22.97,3.79,0.99
12-Oct-09,22.8,3.75,1
09-Oct-09,22.31,3.67,1.02
08-Oct-09,22.58,3.71,1.01
07-Oct-09,22.48,3.69,1.02
06-Oct-09,22.67,3.72,1.01
05-Oct-09,22.53,3.7,1.01
01-Oct-09,22.89,3.76,1
30-Sep-09,22.9,3.76,1
29-Sep-09,22.55,3.7,1.01
25-Sep-09,22.33,3.67,1.02
24-Sep-09,22.46,3.69,1.02
23-Sep-09,22.38,3.68,1.02
22-Sep-09,22.61,3.95,1.01
18-Sep-09,22.41,3.91,1.02
17-Sep-09,22.36,3.9,1.02
16-Sep-09,22.33,3.9,1.03
15-Sep-09,22.03,3.85,1.04
14-Sep-09,21.66,3.78,1.06
11-Sep-09,21.7,3.79,1.06
10-Sep-09,21.66,3.78,1.06
09-Sep-09,21.63,3.78,1.06
08-Sep-09,21.59,3.77,1.06
07-Sep-09,21.49,3.75,1.07
04-Sep-09,21.02,3.67,1.09
03-Sep-09,20.63,3.6,1.11
02-Sep-09,20.7,3.61,1.11
01-Sep-09,20.78,3.63,1.1
31-Aug-09,20.94,3.66,1.09
28-Aug-09,21.26,3.71,1.08
27-Aug-09,21.01,3.67,1.09
26-Aug-09,20.97,3.66,1.09
25-Aug-09,20.88,3.64,1.1
24-Aug-09,20.82,3.63,1.1
21-Aug-09,20.31,3.54,1.13
20-Aug-09,19.98,3.48,1.15
19-Aug-09,19.71,3.44,1.16
18-Aug-09,20,3.49,1.15
17-Aug-09,19.68,3.43,1.17
14-Aug-09,20.54,3.58,1.12
13-Aug-09,20.66,3.71,1.11
12-Aug-09,19.99,3.59,1.15
11-Aug-09,20.06,3.6,1.15
10-Aug-09,19.9,3.57,1.15
07-Aug-09,20.1,3.61,1.14
06-Aug-09,20.56,3.69,1.12
05-Aug-09,21.05,3.78,1.09
04-Aug-09,20.99,3.77,1.09
03-Aug-09,21.09,3.79,1.09
31-Jul-09,20.68,3.73,1.11
30-Jul-09,20.31,3.68,1.12
29-Jul-09,20.08,3.63,1.14
28-Jul-09,20.3,3.67,1.12
27-Jul-09,20.59,3.68,1.12
24-Jul-09,20.6,3.67,1.12
23-Jul-09,20.27,3.64,1.13
22-Jul-09,19.89,3.54,1.17
21-Jul-09,20.29,3.59,1.15
20-Jul-09,20.44,3.62,1.14
17-Jul-09,19.87,3.52,1.17
16-Jul-09,19.21,3.4,1.21
15-Jul-09,19.58,3.4,1.21
14-Jul-09,19.02,3.33,1.23
13-Jul-09,18.42,3.22,1.28
10-Jul-09,18.58,3.24,1.27
09-Jul-09,18.99,3.3,1.25
08-Jul-09,18.98,3.3,1.25
07-Jul-09,19.55,3.4,1.21
06-Jul-09,19.38,3.37,1.22
03-Jul-09,20.58,3.67,1.13
02-Jul-09,20.23,3.61,1.15
01-Jul-09,20.2,3.6,1.15
30-Jun-09,19.97,3.56,1.16
29-Jun-09,20.25,3.64,1.13
26-Jun-09,20.08,3.63,1.14
25-Jun-09,19.07,3.46,1.3
24-Jun-09,19.22,3.51,1.28
23-Jun-09,19.01,3.47,1.29
22-Jun-09,18.96,3.46,1.3
19-Jun-09,19.31,3.52,1.27
18-Jun-09,19.03,3.47,1.29
17-Jun-09,19.5,3.56,1.26
16-Jun-09,20.63,3.67,1.21
15-Jun-09,20.47,3.64,1.22
12-Jun-09,20.91,3.72,1.19
11-Jun-09,21.16,3.78,1.19
10-Jun-09,21.24,3.8,1.18
09-Jun-09,20.77,3.71,1.21
08-Jun-09,20.21,3.61,1.24
05-Jun-09,20.93,3.74,1.2
04-Jun-09,20.87,3.73,1.2
03-Jun-09,20.62,3.69,1.21
02-Jun-09,20.6,3.69,1.22
01-Jun-09,20.62,3.69,1.21
29-May-09,20.82,3.63,1.24
28-May-09,20.32,3.54,1.27
27-May-09,20,3.49,1.29
26-May-09,19.29,3.36,1.34
25-May-09,19.85,3.5,1.31
22-May-09,19.87,3.5,1.31
21-May-09,19.85,3.48,1.32
20-May-09,20.18,3.53,1.3
19-May-09,20.39,3.57,1.29
18-May-09,20.41,3.57,1.29
15-May-09,17.34,3.03,1.51
14-May-09,16.97,2.97,1.55
13-May-09,17.17,3,1.53
12-May-09,17.38,3.04,1.51
11-May-09,16.78,2.93,1.56
08-May-09,17.21,2.99,1.54
07-May-09,17.51,3.04,1.51
06-May-09,17.23,2.99,1.53
05-May-09,17.4,3.02,1.52
04-May-09,17.37,3.02,1.52
29-Apr-09,16.53,2.87,1.6
28-Apr-09,16.02,2.78,1.65
27-Apr-09,16.53,2.87,1.6
24-Apr-09,16.43,2.87,1.6
23-Apr-09,16.12,2.82,1.63
22-Apr-09,15.69,2.75,1.67
21-Apr-09,15.86,2.78,1.65
20-Apr-09,15.94,2.79,1.66
17-Apr-09,15.97,2.8,1.65
16-Apr-09,15.9,2.79,1.66
15-Apr-09,16.45,2.88,1.61
13-Apr-09,16.01,2.8,1.65
09-Apr-09,15.82,2.77,1.67
08-Apr-09,15.82,2.77,1.67
06-Apr-09,15.42,2.69,1.72
02-Apr-09,15.2,2.66,1.74
01-Apr-09,14.49,2.53,1.83
31-Mar-09,14.29,2.5,1.85
30-Mar-09,14.08,2.46,1.88
27-Mar-09,14.7,2.57,1.8
26-Mar-09,14.64,2.56,1.82
25-Mar-09,14.17,2.48,1.88
24-Mar-09,13.96,2.44,1.91
23-Mar-09,13.96,2.44,1.9
20-Mar-09,13.33,2.33,2
19-Mar-09,13.33,2.33,2
18-Mar-09,13.27,2.32,2
17-Mar-09,13.09,2.29,2.03
16-Mar-09,13.18,2.3,2.02
13-Mar-09,12.91,2.26,2.06
12-Mar-09,12.42,2.17,2.14
09-Mar-09,12.21,2.14,2.18
06-Mar-09,12.44,2.17,2.14
05-Mar-09,12.23,2.14,2.17
04-Mar-09,12.56,2.19,2.12
03-Mar-09,12.45,2.18,2.14
02-Mar-09,12.7,2.22,2.09
27-Feb-09,13.12,2.29,2.03
26-Feb-09,13.22,2.31,2.01
25-Feb-09,13.11,2.29,2.03
24-Feb-09,12.98,2.27,2.05
20-Feb-09,12.99,2.27,2.05
19-Feb-09,13.24,2.31,2.01
18-Feb-09,13.18,2.3,2.02
17-Feb-09,13.15,2.3,2.02
16-Feb-09,13.52,2.36,1.97
13-Feb-09,14,2.45,1.9
12-Feb-09,13.73,2.41,1.94
11-Feb-09,13.89,2.43,1.91
10-Feb-09,13.93,2.44,1.91
09-Feb-09,13.86,2.43,1.92
06-Feb-09,13.49,2.36,1.97
05-Feb-09,13.19,2.31,2.02
04-Feb-09,13.29,2.33,2
03-Feb-09,13.2,2.31,2.01
02-Feb-09,13.12,2.3,2.02
30-Jan-09,13.4,2.39,1.95
29-Jan-09,13.17,2.35,1.98
28-Jan-09,13.1,2.37,1.97
27-Jan-09,12.67,2.3,2.02
23-Jan-09,12.27,2.23,2.09
22-Jan-09,11.96,2.26,2.06
21-Jan-09,11.97,2.25,2.07
20-Jan-09,12.36,2.33,2
19-Jan-09,12.58,2.37,1.97
16-Jan-09,12.51,2.35,1.98
15-Jan-09,12.1,2.28,2.05
14-Jan-09,12.56,2.36,1.98
13-Jan-09,12.16,2.28,2.04
12-Jan-09,12.32,2.31,2.02
09-Jan-09,12.59,2.37,1.97
07-Jan-09,12.8,2.41,1.93
06-Jan-09,13.64,2.57,1.82
05-Jan-09,13.68,2.58,1.81
02-Jan-09,13.36,2.51,1.85
01-Jan-09,13.3,2.5,1.86
31-Dec-08,12.97,2.44,1.91
30-Dec-08,13.06,2.46,1.9
29-Dec-08,12.81,2.41,1.93
26-Dec-08,12.52,2.36,1.98
24-Dec-08,12.79,2.41,1.94
23-Dec-08,13.01,2.45,1.9
22-Dec-08,13.32,2.51,1.86
19-Dec-08,13.49,2.54,1.84
18-Dec-08,13.42,2.53,1.85
17-Dec-08,12.95,2.44,1.91
16-Dec-08,13.33,2.51,1.86
15-Dec-08,13.07,2.46,1.9
12-Dec-08,12.81,2.41,1.93
11-Dec-08,12.8,2.41,1.94
10-Dec-08,12.84,2.42,1.93
08-Dec-08,12.2,2.3,2.03
05-Dec-08,11.9,2.24,2.08
04-Dec-08,12.22,2.34,2.03
03-Dec-08,11.64,2.23,2.13
02-Dec-08,11.65,2.23,2.13
01-Dec-08,11.76,2.25,2.11
28-Nov-08,12.08,2.32,2.05
26-Nov-08,12.06,2.31,2.05
25-Nov-08,11.63,2.23,2.13
24-Nov-08,11.86,2.28,2.09
21-Nov-08,11.8,2.26,2.1
20-Nov-08,11.18,2.15,2.21
19-Nov-08,11.54,2.21,2.14
18-Nov-08,11.75,2.25,2.11
17-Nov-08,12.26,2.35,2.01
14-Nov-08,12.31,2.36,2.01
12-Nov-08,12.48,2.39,1.98
11-Nov-08,12.87,2.47,1.92
10-Nov-08,13.78,2.64,1.79
07-Nov-08,13.02,2.5,1.9
06-Nov-08,12.66,2.43,1.95
05-Nov-08,13.11,2.51,1.88
04-Nov-08,13.76,2.64,1.8
03-Nov-08,13.33,2.56,1.85
31-Oct-08,12.57,2.42,1.96
29-Oct-08,11.42,2.26,2.09
28-Oct-08,11.36,2.25,2.1
27-Oct-08,10.68,2.12,2.24
24-Oct-08,10.99,2.17,2.18
23-Oct-08,12.66,2.47,1.92
22-Oct-08,13.18,2.57,1.84
21-Oct-08,13.92,2.72,1.74
20-Oct-08,13.47,2.62,1.81
17-Oct-08,13.15,2.56,1.85
16-Oct-08,14.01,2.72,1.74
15-Oct-08,14.31,2.78,1.7
14-Oct-08,15.09,2.93,1.62
13-Oct-08,14.97,2.91,1.63
10-Oct-08,14.07,2.73,1.73
08-Oct-08,15.1,2.93,1.62
07-Oct-08,15.5,3,1.58
06-Oct-08,15.48,3,1.58
03-Oct-08,16.41,3.18,1.49
01-Oct-08,16.98,3.29,1.44
30-Sep-08,16.85,3.26,1.45
29-Sep-08,16.54,3.21,1.48
26-Sep-08,17.12,3.32,1.43
25-Sep-08,17.66,3.42,1.38
24-Sep-08,17.88,3.46,1.37
23-Sep-08,17.73,3.44,1.38
22-Sep-08,18.15,3.52,1.35
19-Sep-08,18.24,3.53,1.34
18-Sep-08,17.35,3.36,1.41
17-Sep-08,17.22,3.6,1.38
16-Sep-08,17.51,3.66,1.35
15-Sep-08,17.5,3.65,1.36
12-Sep-08,18.14,3.79,1.31
11-Sep-08,18.41,3.84,1.29
10-Sep-08,18.88,3.94,1.26
09-Sep-08,18.9,3.93,1.25
08-Sep-08,18.94,3.94,1.25
05-Sep-08,18.39,3.83,1.29
04-Sep-08,18.8,3.91,1.26
02-Sep-08,19.03,3.96,1.24
01-Sep-08,18.38,3.82,1.29
29-Aug-08,18.43,3.83,1.29
28-Aug-08,17.81,3.7,1.33
27-Aug-08,18.1,3.77,1.31
