sl,year,statename,lcname,candidate,sex,age,category,party,general,postal,total,overpolled,electors,rank,win,alliance
805,2008,NCT of Delhi,Jangpura,TARVINDER SINGH MARWAH,M,49,GEN,INC,37258,3,37261,57,156477,1,1,INC
806,2008,NCT of Delhi,Jangpura,MANJINDER SINGH SIRSA,M,35,GEN,BJP,23302,8,23310,35.66,156477,2,0,BJP
807,2008,NCT of Delhi,Jangpura,GAJE SINGH,M,38,GEN,BSP,3192,0,3192,4.88,156477,3,0,OTHERS
808,2008,NCT of Delhi,Jangpura,HASEEN AHMED SIDDIQI,M,45,GEN,LJP,559,0,559,0.86,156477,4,0,OTHERS
809,2008,NCT of Delhi,Jangpura,PRAVEEN KUMAR JAIN,M,43,GEN,IND,394,0,394,0.6,156477,5,0,OTHERS
810,2008,NCT of Delhi,Jangpura,VIJAY KUMAR SHARMA,M,42,GEN,BPD,162,0,162,0.25,156477,6,0,OTHERS
811,2008,NCT of Delhi,Jangpura,MD.KALEEM,M,46,GEN,RPI(A),157,0,157,0.24,156477,7,0,OTHERS
812,2008,NCT of Delhi,Jangpura,LAXMI,F,42,SC,UWF,124,0,124,0.19,156477,8,0,OTHERS
813,2008,NCT of Delhi,Jangpura,PUSHPA DEVI,F,37,GEN,LPSP,114,0,114,0.17,156477,9,0,OTHERS
814,2008,NCT of Delhi,Jangpura,SURESH GUPTA,M,52,GEN,IJP,101,0,101,0.15,156896,10,0,OTHERS
818,2008,NCT of Delhi,Kasturba Nagar,NEERAJ BASOYA,M,32,GEN,INC,33792,15,33807,44.4,161136,1,1,INC
819,2008,NCT of Delhi,Kasturba Nagar,SUSHIL CHOUDHARY,M,62,GEN,BJP,31318,5,31323,41.13,161136,2,0,BJP
820,2008,NCT of Delhi,Kasturba Nagar,SATISH BASOYA,M,34,GEN,BSP,9773,2,9775,12.84,161136,3,0,OTHERS
821,2008,NCT of Delhi,Kasturba Nagar,PREM BABBAR,F,56,GEN,SP,339,0,339,0.45,161136,4,0,OTHERS
822,2008,NCT of Delhi,Kasturba Nagar,SURESH,M,33,GEN,IND,337,0,337,0.44,120171,5,0,OTHERS
823,2008,NCT of Delhi,Kasturba Nagar,JAMEEL AHMAD,M,50,GEN,IND,197,0,197,0.26,120171,6,0,OTHERS
824,2008,NCT of Delhi,Kasturba Nagar,MANISH KATHURIA,M,37,GEN,IND,151,0,151,0.2,120171,7,0,OTHERS
825,2008,NCT of Delhi,Kasturba Nagar,AMIT MISHRA,M,33,GEN,IND,115,0,115,0.15,120171,8,0,OTHERS
826,2008,NCT of Delhi,Kasturba Nagar,DINESH KUMAR,M,33,GEN,IND,105,0,105,0.14,120171,9,0,OTHERS
839,2008,NCT of Delhi,Malviya Nagar,KIRAN WALIA,F,64,GEN,INC,31280,3,31283,46.55,137859,1,1,INC
840,2008,NCT of Delhi,Malviya Nagar,RAM BHAJ,M,69,GEN,BJP,27550,1,27551,41,137859,2,0,BJP
841,2008,NCT of Delhi,Malviya Nagar,SHRI PAL SAINI,M,44,GEN,BSP,6831,1,6832,10.17,137859,3,0,OTHERS
842,2008,NCT of Delhi,Malviya Nagar,JAVED FAROOQUI,M,30,GEN,LJP,352,0,352,0.52,161333,4,0,OTHERS
843,2008,NCT of Delhi,Malviya Nagar,RAFIK,M,47,GEN,IND,309,0,309,0.46,161333,5,0,OTHERS
844,2008,NCT of Delhi,Malviya Nagar,RAJIV MALHOTRA,M,43,GEN,IND,244,0,244,0.36,161333,6,0,OTHERS
845,2008,NCT of Delhi,Malviya Nagar,AJIT JOHN,M,32,GEN,IND,231,0,231,0.34,161333,7,0,OTHERS
846,2008,NCT of Delhi,Malviya Nagar,HANIF MOHAMMAD KHAN,M,38,GEN,NJD,218,0,218,0.32,161333,8,0,OTHERS
847,2008,NCT of Delhi,Malviya Nagar,RAJEEV KHOSLA,M,43,GEN,JKNPP,106,0,106,0.16,161333,9,0,OTHERS
848,2008,NCT of Delhi,Malviya Nagar,TULSI PRASAD YADAV,M,28,GEN,NSCP,75,0,75,0.11,161333,10,0,OTHERS
852,2008,NCT of Delhi,R.K. Puram,BARKHA SINGH,F,46,GEN,INC,35860,18,35878,53.5,154314,1,1,INC
853,2008,NCT of Delhi,R.K. Puram,RADHEY SHYAM SHARMA,M,60,GEN,BJP,26546,15,26561,39.6,154314,2,0,BJP
854,2008,NCT of Delhi,R.K. Puram,KULBIR SINGH,M,29,GEN,BSP,3298,0,3298,4.92,154314,3,0,OTHERS
855,2008,NCT of Delhi,R.K. Puram,RAJA RAM,M,63,SC,LJP,364,0,364,0.54,143112,4,0,OTHERS
856,2008,NCT of Delhi,R.K. Puram,G SIVASANKARAN,M,58,GEN,IND,334,0,334,0.5,143112,5,0,OTHERS
857,2008,NCT of Delhi,R.K. Puram,SATISH,M,39,GEN,IND,292,0,292,0.44,143112,6,0,OTHERS
858,2008,NCT of Delhi,R.K. Puram,YAMUNA CHAND,F,43,GEN,IND,162,0,162,0.24,143112,7,0,OTHERS
859,2008,NCT of Delhi,R.K. Puram,SURAJ BHAN,M,63,GEN,RJAP,113,0,113,0.17,143112,8,0,OTHERS
860,2008,NCT of Delhi,R.K. Puram,JASWANT RAI NIM,M,29,SC,IND,64,0,64,0.1,143112,9,0,OTHERS
864,2008,NCT of Delhi,Mehrauli,DR. YOGANAND SHASTRI,M,63,GEN,INC,21736,4,21740,32.83,168508,1,1,INC
865,2008,NCT of Delhi,Mehrauli,SHER SINGH DAGAR,M,58,GEN,BJP,20630,2,20632,31.15,168508,2,0,BJP
866,2008,NCT of Delhi,Mehrauli,SATBIR SINGH,M,54,GEN,IND,14947,7,14954,22.58,168508,3,0,OTHERS
867,2008,NCT of Delhi,Mehrauli,VED PARKASH,M,50,GEN,BSP,5697,0,5697,8.6,168508,4,0,OTHERS
868,2008,NCT of Delhi,Mehrauli,JAGDISH SINGH LOHIA,M,59,GEN,NCP,1892,0,1892,2.86,168508,5,0,OTHERS
869,2008,NCT of Delhi,Mehrauli,ARVIND GUPTA,M,42,GEN,RKJP,355,0,355,0.54,168508,6,0,OTHERS
870,2008,NCT of Delhi,Mehrauli,ABDUL SALEEM,M,42,GEN,IND,253,0,253,0.38,168508,7,0,OTHERS
871,2008,NCT of Delhi,Mehrauli,SANDEEP PNAWAR,M,34,GEN,IND,167,0,167,0.25,168508,8,0,OTHERS
872,2008,NCT of Delhi,Mehrauli,KUNWAR PAL SINGH,M,47,GEN,NJD,120,0,120,0.18,168508,9,0,OTHERS
873,2008,NCT of Delhi,Mehrauli,RAGHUNATH CHAUHAN,M,29,SC,RJAP,119,0,119,0.18,168508,10,0,OTHERS
874,2008,NCT of Delhi,Mehrauli,ANJU SINGH,F,38,GEN,IND,106,0,106,0.16,168508,11,0,OTHERS
875,2008,NCT of Delhi,Mehrauli,SHAHEEDA PARWIN,F,49,GEN,LJP,102,0,102,0.15,168508,12,0,OTHERS
876,2008,NCT of Delhi,Mehrauli,TRIBHUVAN SINGH,M,36,GEN,IND,87,0,87,0.13,168508,13,0,OTHERS
889,2008,NCT of Delhi,Chhatarpur,BALRAM TANWAR,M,50,GEN,INC,32401,5,32406,37.22,152679,1,1,INC
890,2008,NCT of Delhi,Chhatarpur,BRAHM SINGH TANWAR,M,56,GEN,BJP,27370,6,27376,31.44,152679,2,0,BJP
891,2008,NCT of Delhi,Chhatarpur,KANWAR SINGH TANWAR,M,47,GEN,BSP,25486,6,25492,29.28,152679,3,0,OTHERS
892,2008,NCT of Delhi,Chhatarpur,HIRA LAL SINGH,M,49,GEN,IND,481,0,481,0.55,152679,4,0,OTHERS
893,2008,NCT of Delhi,Chhatarpur,PREM RAJ,M,49,GEN,RLD,440,0,440,0.51,152679,5,0,OTHERS
894,2008,NCT of Delhi,Chhatarpur,KIRAN SINGH,M,47,GEN,SHS,241,0,241,0.28,152679,6,0,OTHERS
895,2008,NCT of Delhi,Chhatarpur,RAFIK AHMAD,M,34,GEN,IND,203,0,203,0.23,152679,7,0,OTHERS
896,2008,NCT of Delhi,Chhatarpur,BIR SINGH,M,36,GEN,IND,124,0,124,0.14,152679,8,0,OTHERS
897,2008,NCT of Delhi,Chhatarpur,CH.PARTAP SINGH TANWAR,M,38,GEN,LJP,118,0,118,0.14,152679,9,0,OTHERS
898,2008,NCT of Delhi,Chhatarpur,RAM SIRJAN BHAGAT,M,44,GEN,LPSP,110,0,110,0.13,152679,10,0,OTHERS
899,2008,NCT of Delhi,Chhatarpur,SANJAY SINGH,M,33,GEN,NJD,86,0,86,0.1,152679,11,0,OTHERS
903,2008,NCT of Delhi,Deoli (SC),ARVINDER SINGH,M,43,SC,INC,41486,11,41497,43.41,142787,1,1,INC
904,2008,NCT of Delhi,Deoli (SC),SHRI LAL,M,49,SC,BSP,24868,1,24869,26.02,143184,2,0,OTHERS
905,2008,NCT of Delhi,Deoli (SC),BHIM SINGH,M,54,SC,BJP,22653,8,22661,23.71,143184,3,0,BJP
906,2008,NCT of Delhi,Deoli (SC),DAL CHAND KAPIL,M,47,SC,LJP,4757,1,4758,4.98,143184,4,0,OTHERS
907,2008,NCT of Delhi,Deoli (SC),RAKESH KUMAR,M,35,SC,IND,1244,0,1244,1.3,143184,5,0,OTHERS
908,2008,NCT of Delhi,Deoli (SC),CHINKI DEVI,F,37,SC,RBCP,558,0,558,0.58,143184,6,0,OTHERS
912,2008,NCT of Delhi,Ambedkar Nagar (SC),CH.PREM SINGH,M,75,SC,INC,30460,7,30467,43.19,112205,1,1,INC
913,2008,NCT of Delhi,Ambedkar Nagar (SC),SURESH CHAND,M,49,SC,BJP,25616,14,25630,36.34,112205,2,0,BJP
914,2008,NCT of Delhi,Ambedkar Nagar (SC),PRAHLAD KUMAR MALVIYA,M,39,SC,BSP,12360,2,12362,17.53,112205,3,0,OTHERS
915,2008,NCT of Delhi,Ambedkar Nagar (SC),DALIP VALMIKI,M,50,SC,LJP,1264,0,1264,1.79,112205,4,0,OTHERS
916,2008,NCT of Delhi,Ambedkar Nagar (SC),TRILOK,M,38,SC,IND,515,0,515,0.73,112205,5,0,OTHERS
917,2008,NCT of Delhi,Ambedkar Nagar (SC),PRAVEEN PARCHA,M,29,SC,RJAP,300,0,300,0.43,133515,6,0,OTHERS
921,2008,NCT of Delhi,Sangam Vihar,DR. S.C.L.GUPTA,M,45,GEN,BJP,20332,0,20332,27.37,154438,1,1,BJP
922,2008,NCT of Delhi,Sangam Vihar,AMOD KUMAR KANTH,M,61,GEN,INC,16743,0,16743,22.54,154438,2,0,INC
923,2008,NCT of Delhi,Sangam Vihar,RANJIT SINGH,M,42,GEN,BSP,11687,0,11687,15.73,154438,3,0,OTHERS
924,2008,NCT of Delhi,Sangam Vihar,VIR SINGH,M,54,GEN,NCP,10575,2,10577,14.24,154438,4,0,OTHERS
925,2008,NCT of Delhi,Sangam Vihar,A.K.GUPTA,M,48,GEN,SP,9665,0,9665,13.01,154438,5,0,OTHERS
935,2008,NCT of Delhi,Sangam Vihar,SURESH CHOUDHARY,M,32,GEN,LJP,2975,0,2975,4.01,135606,6,0,OTHERS
936,2008,NCT of Delhi,Sangam Vihar,VIJAY DUA,M,49,GEN,IND,424,0,424,0.57,135606,7,0,OTHERS
937,2008,NCT of Delhi,Sangam Vihar,REKHA,F,30,GEN,IND,360,0,360,0.48,135606,8,0,OTHERS
938,2008,NCT of Delhi,Sangam Vihar,KARAN SINGH KADAM,M,57,GEN,RBCP,269,0,269,0.36,135606,9,0,OTHERS
939,2008,NCT of Delhi,Sangam Vihar,MD.NASIR KHAN,M,36,GEN,NLHP,219,0,219,0.29,135606,10,0,OTHERS
940,2008,NCT of Delhi,Sangam Vihar,KAILASH GIRI,M,63,GEN,IND,219,0,219,0.29,135606,10,0,OTHERS
941,2008,NCT of Delhi,Sangam Vihar,MOHD.ANWAR ALAM,M,51,GEN,IND,211,0,211,0.28,135606,12,0,OTHERS
942,2008,NCT of Delhi,Sangam Vihar,JAG PRASAD,M,46,GEN,IND,191,0,191,0.26,135606,13,0,OTHERS
943,2008,NCT of Delhi,Sangam Vihar,BIMAL GUPTA,M,36,GEN,IND,153,0,153,0.21,135606,14,0,OTHERS
944,2008,NCT of Delhi,Sangam Vihar,BRAHM PAL SINGH,M,52,SC,IJP,152,0,152,0.2,135606,15,0,OTHERS
945,2008,NCT of Delhi,Sangam Vihar,MAHESH CHANDRA SINGH,M,47,GEN,JD(U),104,0,104,0.14,135606,16,0,OTHERS
949,2008,NCT of Delhi,Greater Kailash,VIJAY KUMAR MALHOTRA,M,76,GEN,BJP,42197,9,42206,52.94,137442,1,1,BJP
950,2008,NCT of Delhi,Greater Kailash,JITENDER KUMAR KOCHER,M,44,GEN,INC,30979,8,30987,38.87,137442,2,0,INC
951,2008,NCT of Delhi,Greater Kailash,RAJENDRA KUMAR GUPTA,M,72,GEN,BSP,4485,1,4486,5.63,137442,3,0,OTHERS
952,2008,NCT of Delhi,Greater Kailash,RAJU,M,47,GEN,SHS,676,0,676,0.85,137442,4,0,OTHERS
953,2008,NCT of Delhi,Greater Kailash,JITENDAR KUMAR GUPTA,M,57,GEN,BPC,321,1,322,0.4,137442,5,0,OTHERS
954,2008,NCT of Delhi,Greater Kailash,HARISH BHARDWAJ,M,63,GEN,IND,317,0,317,0.4,137442,6,0,OTHERS
955,2008,NCT of Delhi,Greater Kailash,NEELAM SAXENA,F,44,GEN,SP,219,0,219,0.27,137442,7,0,OTHERS
956,2008,NCT of Delhi,Greater Kailash,SURYA PRAKASH LOONKER,M,33,GEN,BPD,180,0,180,0.23,137442,8,0,OTHERS
957,2008,NCT of Delhi,Greater Kailash,CHANDER KALA,F,64,GEN,IND,173,0,173,0.22,137442,9,0,OTHERS
958,2008,NCT of Delhi,Greater Kailash,RAI ANOOP PRASAD,M,38,GEN,NSCP,80,0,80,0.1,137442,10,0,OTHERS
959,2008,NCT of Delhi,Greater Kailash,SUNITA CHAUDHARY,F,30,GEN,JKNPP,76,0,76,0.1,146577,11,0,OTHERS
963,2008,NCT of Delhi,Kalkaji,SUBHASH CHOPRA,M,60,GEN,INC,38358,2,38360,51.91,156896,1,1,INC
964,2008,NCT of Delhi,Kalkaji,JAI GOPAL ABROL,M,64,GEN,BJP,24963,8,24971,33.79,156896,2,0,BJP
965,2008,NCT of Delhi,Kalkaji,AVINASH KAUR,F,42,GEN,BSP,9455,0,9455,12.79,156896,3,0,OTHERS
966,2008,NCT of Delhi,Kalkaji,SUSHIL KUMAR AGARWAL,M,47,GEN,IND,432,0,432,0.58,156896,4,0,OTHERS
967,2008,NCT of Delhi,Kalkaji,OM PRAKASH ABROL,M,63,GEN,IND,353,0,353,0.48,156896,5,0,OTHERS
968,2008,NCT of Delhi,Kalkaji,LAVESH KUMAR GAUTAM,M,28,SC,IND,172,0,172,0.23,156896,6,0,OTHERS
969,2008,NCT of Delhi,Kalkaji,MOHD. ALAM,M,26,GEN,IND,161,0,161,0.22,156896,7,0,OTHERS
973,2008,NCT of Delhi,Tughlakabad,RAMESH BIDHURI,M,47,GEN,BJP,32629,4,32633,40.99,245769,1,1,BJP
974,2008,NCT of Delhi,Tughlakabad,SAHI RAM,M,47,GEN,BSP,24398,1,24399,30.65,245769,2,0,OTHERS
984,2008,NCT of Delhi,Tughlakabad,SHISH PAL SINGH,M,50,GEN,INC,20689,3,20692,25.99,245769,3,0,INC
985,2008,NCT of Delhi,Tughlakabad,HANS RAJ NAGAR,M,30,GEN,IND,519,0,519,0.65,245769,4,0,OTHERS
986,2008,NCT of Delhi,Tughlakabad,MUNNA,M,39,GEN,RBCP,265,0,265,0.33,245769,5,0,OTHERS
987,2008,NCT of Delhi,Tughlakabad,BIRJU NAYAK,M,33,GEN,IND,228,0,228,0.29,245769,6,0,OTHERS
988,2008,NCT of Delhi,Tughlakabad,RAJESHWARI MEENA,F,36,GEN,IND,191,0,191,0.24,245769,7,0,OTHERS
989,2008,NCT of Delhi,Tughlakabad,REKHA SINGH,F,40,GEN,IND,154,0,154,0.19,245769,8,0,OTHERS
990,2008,NCT of Delhi,Tughlakabad,AMIT BIDHURI,M,25,GEN,IND,146,0,146,0.18,245769,9,0,OTHERS
991,2008,NCT of Delhi,Tughlakabad,SUDESH,M,31,GEN,LJP,120,0,120,0.15,245769,10,0,OTHERS
992,2008,NCT of Delhi,Tughlakabad,NARESH JAIN,M,39,GEN,IND,112,0,112,0.14,245769,11,0,OTHERS
993,2008,NCT of Delhi,Tughlakabad,ATIBAL SINGH,M,44,SC,IND,84,0,84,0.11,145552,12,0,OTHERS
994,2008,NCT of Delhi,Tughlakabad,PRAKASH CHAND,M,48,GEN,IND,62,0,62,0.08,145552,13,0,OTHERS
998,2008,NCT of Delhi,Badarpur,RAM SINGH NETAJI,M,53,GEN,BSP,53406,10,53416,47.3,143204,1,1,OTHERS
999,2008,NCT of Delhi,Badarpur,RAMBIR SINGH BIDHURI,M,55,GEN,INC,40105,6,40111,35.52,143204,2,0,INC
1000,2008,NCT of Delhi,Badarpur,KHEM CHAND,M,52,GEN,BJP,15617,4,15621,13.83,143204,3,0,BJP
1001,2008,NCT of Delhi,Badarpur,BINOD RAJ JHA,M,42,GEN,LJP,1262,0,1262,1.12,143204,4,0,OTHERS
1002,2008,NCT of Delhi,Badarpur,OM PRAKASH GUPTA,M,56,GEN,IND,1050,0,1050,0.93,143204,5,0,OTHERS
1003,2008,NCT of Delhi,Badarpur,M.S.KHAN,M,56,GEN,SP,744,0,744,0.66,143204,6,0,OTHERS
1004,2008,NCT of Delhi,Badarpur,RAM NATH SHARMA,M,46,GEN,RBCP,478,0,478,0.42,143204,7,0,OTHERS
1005,2008,NCT of Delhi,Badarpur,VIRENDER SINGH,M,40,GEN,JD(U),247,0,247,0.22,143204,8,0,OTHERS
1009,2008,NCT of Delhi,Okhla,PARVEZ HASHMI,M,53,GEN,INC,29296,7,29303,28.53,187622,1,1,INC
1010,2008,NCT of Delhi,Okhla,ASIF MOHD.KHAN,M,45,GEN,RJD,28756,6,28762,28,190130,2,0,OTHERS
1011,2008,NCT of Delhi,Okhla,BRAHAM SINGH,M,46,GEN,BSP,22061,3,22064,21.48,190130,3,0,OTHERS
1012,2008,NCT of Delhi,Okhla,SURENDER KUMAR,M,43,GEN,BJP,14046,3,14049,13.68,190130,4,0,BJP
1013,2008,NCT of Delhi,Okhla,WASIM AHMED GHAZI,M,52,GEN,SP,4499,0,4499,4.38,190130,5,0,OTHERS
1014,2008,NCT of Delhi,Okhla,AMANAT ULLAH KHAN,M,34,GEN,LJP,699,0,699,0.68,190130,6,0,OTHERS
1015,2008,NCT of Delhi,Okhla,MOHD.KAMRAN SIDDIQUI,M,37,GEN,NLHP,696,0,696,0.68,190130,7,0,OTHERS
1016,2008,NCT of Delhi,Okhla,RAZA HAIDER,M,37,GEN,CPM,525,0,525,0.51,190130,8,0,OTHERS
1017,2008,NCT of Delhi,Okhla,AMIRUDDIN,M,48,GEN,CPI,477,0,477,0.46,190130,9,0,OTHERS
1018,2008,NCT of Delhi,Okhla,CHANDER PAL,M,42,GEN,IND,364,0,364,0.35,190130,10,0,OTHERS
1019,2008,NCT of Delhi,Okhla,SANTOSH KUMAR,M,31,GEN,IND,323,0,323,0.31,190130,11,0,OTHERS
1020,2008,NCT of Delhi,Okhla,MOHAMMAD AYUB,M,42,GEN,IND,178,0,178,0.17,190130,12,0,OTHERS
1021,2008,NCT of Delhi,Okhla,ANAND,M,35,GEN,IND,177,0,177,0.17,190130,13,0,OTHERS
1022,2008,NCT of Delhi,Okhla,SYED MOHAMMAD MOHSIN,M,39,GEN,NADP,156,0,156,0.15,190130,14,0,OTHERS
1023,2008,NCT of Delhi,Okhla,M R ISLAM,M,40,GEN,AIMF,108,0,108,0.11,190130,15,0,OTHERS
1033,2008,NCT of Delhi,Okhla,MOHD.SHAHID,M,43,GEN,JD(U),108,0,108,0.11,190130,15,0,OTHERS
1034,2008,NCT of Delhi,Okhla,JAMALUDDIN,M,44,GEN,IND,97,0,97,0.09,190130,17,0,OTHERS
1035,2008,NCT of Delhi,Okhla,FAKHAR ALAM,M,33,GEN,RPI(A),72,0,72,0.07,190130,18,0,OTHERS
1036,2008,NCT of Delhi,Okhla,ALEEM,M,42,GEN,IND,69,0,69,0.07,190130,19,0,OTHERS
1040,2008,NCT of Delhi,Trilokpuri (SC),SUNIL KUMAR,M,41,SC,BJP,30772,9,30781,37.28,147779,1,1,BJP
1041,2008,NCT of Delhi,Trilokpuri (SC),ANJANA,F,29,SC,INC,30137,10,30147,36.51,147779,2,0,INC
1042,2008,NCT of Delhi,Trilokpuri (SC),GANGA RAM,M,65,SC,BSP,19413,4,19417,23.52,147779,3,0,OTHERS
1043,2008,NCT of Delhi,Trilokpuri (SC),LOVEKUSH SAGAR,M,30,SC,RPI(A),665,0,665,0.81,147779,4,0,OTHERS
1044,2008,NCT of Delhi,Trilokpuri (SC),AJAY,M,36,SC,IND,435,0,435,0.53,147779,5,0,OTHERS
1045,2008,NCT of Delhi,Trilokpuri (SC),PREM CHAND,M,42,SC,IND,393,0,393,0.48,147779,6,0,OTHERS
1046,2008,NCT of Delhi,Trilokpuri (SC),CHARAN DASS,M,33,SC,IND,390,0,390,0.47,75259,7,0,OTHERS
1047,2008,NCT of Delhi,Trilokpuri (SC),FATEH SINGH,M,54,SC,IND,334,0,334,0.4,75259,8,0,OTHERS
1051,2008,NCT of Delhi,Kondli (SC),AMRISH SINGH GAUTAM,M,52,SC,INC,36576,4,36580,45.26,137655,1,1,INC
1052,2008,NCT of Delhi,Kondli (SC),DUSHYANT GAUTAM,M,50,SC,BJP,21593,1,21594,26.72,137655,2,0,BJP
1053,2008,NCT of Delhi,Kondli (SC),CHANDER PAL SINGH,M,46,SC,BSP,19885,18,19903,24.63,137655,3,0,OTHERS
1054,2008,NCT of Delhi,Kondli (SC),SHIV DUTT,M,41,SC,IND,916,0,916,1.13,137655,4,0,OTHERS
1055,2008,NCT of Delhi,Kondli (SC),MADAN PAL SINGH,M,31,SC,LJP,475,0,475,0.59,137655,5,0,OTHERS
1056,2008,NCT of Delhi,Kondli (SC),RAJAN,M,38,SC,IND,311,0,311,0.38,147744,6,0,OTHERS
1057,2008,NCT of Delhi,Kondli (SC),KANTA,F,25,SC,JKNPP,268,0,268,0.33,147744,7,0,OTHERS
1058,2008,NCT of Delhi,Kondli (SC),VIJAY KUMAR,M,30,SC,IND,224,0,224,0.28,147744,8,0,OTHERS
1059,2008,NCT of Delhi,Kondli (SC),MADAN LAL,M,60,SC,IJP,149,0,149,0.18,147744,9,0,OTHERS
1060,2008,NCT of Delhi,Kondli (SC),NARENDER KUMAR,M,34,SC,IND,143,0,143,0.18,147744,10,0,OTHERS
1061,2008,NCT of Delhi,Kondli (SC),PARVEEN KUMAR KAIM,M,29,SC,IND,136,0,136,0.17,147744,11,0,OTHERS
1062,2008,NCT of Delhi,Kondli (SC),RAJENDER KUMAR,M,40,SC,RPI(A),117,0,117,0.14,147744,12,0,OTHERS
1066,2008,NCT of Delhi,Patparganj,ANIL KUMAR,M,32,GEN,INC,36984,15,36999,42.4,192649,1,1,INC
1067,2008,NCT of Delhi,Patparganj,NAKUL BHARDWAJ,M,28,GEN,BJP,36323,13,36336,41.64,192649,2,0,BJP
1068,2008,NCT of Delhi,Patparganj,MADAN SINGH,M,46,GEN,BSP,12028,4,12032,13.79,192649,3,0,OTHERS
1069,2008,NCT of Delhi,Patparganj,SHASHI KUMAR,M,32,SC,CPI,613,0,613,0.7,192649,4,0,OTHERS
1070,2008,NCT of Delhi,Patparganj,PARMOD,M,33,GEN,IND,462,0,462,0.53,192649,5,0,OTHERS
1071,2008,NCT of Delhi,Patparganj,KRISHAN KAMAL,M,42,GEN,NCP,310,0,310,0.36,192649,6,0,OTHERS
1072,2008,NCT of Delhi,Patparganj,JAIVEER CHAUDHARY,M,33,GEN,SP,248,0,248,0.28,192649,7,0,OTHERS
1082,2008,NCT of Delhi,Patparganj,SHYAMJI RAI,M,36,GEN,ABHM,101,0,101,0.12,192649,8,0,OTHERS
1083,2008,NCT of Delhi,Patparganj,GOPAL LAL SHARMA,M,40,GEN,IND,92,0,92,0.11,192649,9,0,OTHERS
1084,2008,NCT of Delhi,Patparganj,SHER MOHAMMED,M,41,GEN,JD(U),74,0,74,0.08,199209,10,0,OTHERS
1088,2008,NCT of Delhi,Laxmi Nagar,DR. ASHOK KUMAR WALIA,M,59,GEN,INC,54224,28,54252,59.58,138913,1,1,INC
1089,2008,NCT of Delhi,Laxmi Nagar,MURARI SINGH PANWAR,M,62,GEN,BJP,31844,11,31855,34.99,137859,2,0,BJP
1090,2008,NCT of Delhi,Laxmi Nagar,AVINASH SHARMA,M,36,GEN,BSP,3517,10,3527,3.87,137859,3,0,OTHERS
1091,2008,NCT of Delhi,Laxmi Nagar,YASHODA RANI,F,48,GEN,IND,374,0,374,0.41,137859,4,0,OTHERS
1092,2008,NCT of Delhi,Laxmi Nagar,OMVIR SINGH YADAV,M,36,GEN,SP,305,0,305,0.33,137859,5,0,OTHERS
1093,2008,NCT of Delhi,Laxmi Nagar,RAJU PRASAD GUPTA,M,41,GEN,RLD,257,0,257,0.28,137859,6,0,OTHERS
1094,2008,NCT of Delhi,Laxmi Nagar,GULZAR AHMAD,M,33,GEN,IND,168,0,168,0.18,137859,7,0,OTHERS
1095,2008,NCT of Delhi,Laxmi Nagar,KANTA,F,51,GEN,UPUDF,125,0,125,0.14,137859,8,0,OTHERS
1096,2008,NCT of Delhi,Laxmi Nagar,OM PRAKASH SINGH,M,33,GEN,IND,97,0,97,0.11,137859,9,0,OTHERS
1097,2008,NCT of Delhi,Laxmi Nagar,VINAY KUMAR SHARMA,M,32,GEN,JD(U),90,1,91,0.1,137859,10,0,OTHERS
1101,2008,NCT of Delhi,Vishwas Nagar,NASEEB SINGH,M,41,GEN,INC,48784,21,48805,51.09,127177,1,1,INC
1102,2008,NCT of Delhi,Vishwas Nagar,OM PRAKASH SHARMA,M,56,GEN,BJP,39151,25,39176,41.01,127177,2,0,BJP
1103,2008,NCT of Delhi,Vishwas Nagar,NARENDRA KUMAR PANDEY,M,43,GEN,BSP,5819,4,5823,6.1,127177,3,0,OTHERS
1104,2008,NCT of Delhi,Vishwas Nagar,DEEPAK GUPTA,M,42,GEN,DBP,528,0,528,0.55,127177,4,0,OTHERS
1105,2008,NCT of Delhi,Vishwas Nagar,SUDESH KUMAR JAIN,M,49,GEN,IND,350,0,350,0.37,142098,5,0,OTHERS
1106,2008,NCT of Delhi,Vishwas Nagar,RAM KUMAR,M,42,GEN,IND,172,0,172,0.18,142098,6,0,OTHERS
1107,2008,NCT of Delhi,Vishwas Nagar,KAMAR AHMAD,M,53,GEN,IND,144,0,144,0.15,142098,7,0,OTHERS
1108,2008,NCT of Delhi,Vishwas Nagar,RAM SINGH,M,53,GEN,IND,143,0,143,0.15,142098,8,0,OTHERS
1109,2008,NCT of Delhi,Vishwas Nagar,MOHD SHAH,M,51,GEN,IND,92,0,92,0.1,142098,9,0,OTHERS
1110,2008,NCT of Delhi,Vishwas Nagar,SANJAY SHARMA,M,38,GEN,RSSHP,89,0,89,0.09,142098,10,0,OTHERS
1111,2008,NCT of Delhi,Vishwas Nagar,MAHENDER KUMAR,M,61,GEN,SHS,86,0,86,0.09,142098,11,0,OTHERS
1113,2008,NCT of Delhi,Vishwas Nagar,BRAHMJIT,M,83,GEN,IND,68,0,68,0.07,142098,12,0,OTHERS
1114,2008,NCT of Delhi,Vishwas Nagar,GIRJESH BAHADUR SINGH,M,44,GEN,IND,51,0,51,0.05,142098,13,0,OTHERS
1118,2008,NCT of Delhi,Krishna Nagar,HARSH VARDHAN,M,53,GEN,BJP,47837,15,47852,45.5,120171,1,1,BJP
