id,year,statename,pcname,candidate,sex,party,total,polled,validv,electors,polled,pollperc,Rank,win,alliance
3408,1996,GUJARAT,PATAN (SC),CHAUHAN TRIBHOVANDAS VITTHALDAS,M,IND,766,0.25%,307253,971332,313364,32.26%,10,0,OTHERS
3409,1996,GUJARAT,PATAN (SC),SOLANKI KANTIBHAI HEMABHAI,M,IND,731,0.24%,307253,971332,313364,32.26%,11,0,OTHERS
3410,1996,GUJARAT,PATAN (SC),BABUBHAI R PARMAR,M,IND,609,0.20%,307253,971332,313364,32.26%,12,0,OTHERS
3411,1996,GUJARAT,PATAN (SC),PARSOTAMBHAI MANBHAI PARMAR,M,IND,528,0.17%,307253,971332,313364,32.26%,13,0,OTHERS
3412,1996,GUJARAT,PATAN (SC),KG PARMAR,M,IND,499,0.16%,307253,971332,313364,32.26%,14,0,OTHERS
3413,1996,GUJARAT,PATAN (SC),GANDHI ASHOKBHAI KHEMCHANDBHAI,M,IND,434,0.14%,307253,971332,313364,32.26%,15,0,OTHERS
3414,1996,GUJARAT,PATAN (SC),VITTHALBHAI RANCHHODBHAI CHAUHAN,M,IND,373,0.12%,307253,971332,313364,32.26%,16,0,OTHERS
3415,1996,GUJARAT,PATAN (SC),PARMAR RATILAL RANCHHODBHAI,M,IND,362,0.12%,307253,971332,313364,32.26%,17,0,OTHERS
3416,1996,GUJARAT,PATAN (SC),SRIMALI LAXMANBHAI MAGANBHAI,M,IND,343,0.11%,307253,971332,313364,32.26%,18,0,OTHERS
3417,1996,GUJARAT,PATAN (SC),SENMA LAXMANBHAI RAJABHAI,M,IND,335,0.11%,307253,971332,313364,32.26%,19,0,OTHERS
3418,1996,GUJARAT,PATAN (SC),PARMAR VIRCHANDBHAI KARSANBHAI (ZERI),M,IND,263,0.09%,307253,971332,313364,32.26%,20,0,OTHERS
3419,1996,GUJARAT,PATAN (SC),PARMAR JAYANTILAL RATILAL,M,IND,220,0.07%,307253,971332,313364,32.26%,21,0,OTHERS
3420,1996,GUJARAT,PATAN (SC),TURI KANTIBHAI RATNABHAI,M,IND,207,0.07%,307253,971332,313364,32.26%,22,0,OTHERS
3421,1996,GUJARAT,BANASKANTHA,BK GADHAVI,M,INC,211624,44.58%,474690,1085314,482669,44.47%,1,1,OTHERS
3422,1996,GUJARAT,BANASKANTHA,CHAVADA HARISINHJI PRATAPSINHJI,M,BJP,199664,42.06%,474690,1085314,482669,44.47%,2,0,BJP
3423,1996,GUJARAT,BANASKANTHA,KESAJI SHIVAJI CHAUHAN,M,AIIC(T),48859,10.29%,474690,1085314,482669,44.47%,3,0,OTHERS
3424,1996,GUJARAT,BANASKANTHA,PARMAR VINODBHAI DOLATBHAI,M,IND,2553,0.54%,474690,1085314,482669,44.47%,4,0,OTHERS
3425,1996,GUJARAT,BANASKANTHA,BAROT BABUJI SHAMJI,M,IND,2358,0.50%,474690,1085314,482669,44.47%,5,0,OTHERS
3426,1996,GUJARAT,BANASKANTHA,JOSHI RAJENDRAKUMAR CHIMANLAL,M,SHS,1807,0.38%,474690,1085314,482669,44.47%,6,0,BJP AFFILIATED
3427,1996,GUJARAT,BANASKANTHA,VARAIYA JAYANTILAL SAVJIBHAI,M,IND,1535,0.32%,474690,1085314,482669,44.47%,7,0,OTHERS
3428,1996,GUJARAT,BANASKANTHA,KHATRI BHAGAVATIBEN KHETSIBHAI,F,IND,1189,0.25%,474690,1085314,482669,44.47%,8,0,OTHERS
3429,1996,GUJARAT,BANASKANTHA,MAHENDRAKUMAR MAFATLAL THAKKAR,M,IND,995,0.21%,474690,1085314,482669,44.47%,9,0,OTHERS
3430,1996,GUJARAT,BANASKANTHA,DESAI JAYANTILAL GAGALDAS,M,IND,855,0.18%,474690,1085314,482669,44.47%,10,0,OTHERS
3431,1996,GUJARAT,BANASKANTHA,DADUBHA DARBAR,M,IND,840,0.18%,474690,1085314,482669,44.47%,11,0,OTHERS
3432,1996,GUJARAT,BANASKANTHA,KUNVARABHAI VASHARAMBHAI PATEL,M,IND,803,0.17%,474690,1085314,482669,44.47%,12,0,OTHERS
3433,1996,GUJARAT,BANASKANTHA,PANDYA BALDEVBHAI GULABJI,M,IND,516,0.11%,474690,1085314,482669,44.47%,13,0,OTHERS
3434,1996,GUJARAT,BANASKANTHA,DARJI NATVARLAL AMRUTLAL,M,IND,389,0.08%,474690,1085314,482669,44.47%,14,0,OTHERS
3435,1996,GUJARAT,BANASKANTHA,THAKKAR BABULAL DEVARAM,M,IND,253,0.05%,474690,1085314,482669,44.47%,15,0,OTHERS
3436,1996,GUJARAT,BANASKANTHA,BHIL KALABHAI MANGLABHAI,M,IND,242,0.05%,474690,1085314,482669,44.47%,16,0,OTHERS
3437,1996,GUJARAT,BANASKANTHA,THAKAR GANPATLAL KESHAVLAL,M,IND,208,0.04%,474690,1085314,482669,44.47%,17,0,OTHERS
3438,1996,GUJARAT,SABARKANTHA,NISHA AMARSINH CHAUDHARY,F,INC,223754,52.12%,429338,1095704,437460,39.93%,1,1,OTHERS
3439,1996,GUJARAT,SABARKANTHA,ARVIND TRIVEDI (LANKESH),M,BJP,183143,42.66%,429338,1095704,437460,39.93%,2,0,BJP
3440,1996,GUJARAT,SABARKANTHA,TUNVER BISMILLAKHAN UMEDKHAN,M,AIIC(T),2466,0.57%,429338,1095704,437460,39.93%,3,0,OTHERS
3441,1996,GUJARAT,SABARKANTHA,BANDI YUSUFBHAI BHIKHABHAI (YUSUF BANDI),M,JD,2287,0.53%,429338,1095704,437460,39.93%,4,0,NATIONAL FRONT
3442,1996,GUJARAT,SABARKANTHA,PANCHAL BHARAT KALIDAS,M,SHS,2174,0.51%,429338,1095704,437460,39.93%,5,0,BJP AFFILIATED
3443,1996,GUJARAT,SABARKANTHA,BAROT ARVINDKUMAR MOHANLAL,M,IND,2093,0.49%,429338,1095704,437460,39.93%,6,0,OTHERS
3444,1996,GUJARAT,SABARKANTHA,VANKAR PUNJABHAI HARIBHAI,M,IND,1863,0.43%,429338,1095704,437460,39.93%,7,0,OTHERS
3445,1996,GUJARAT,SABARKANTHA,PATEL JAYANTIBHAI PASHABHAI,M,IND,1795,0.42%,429338,1095704,437460,39.93%,8,0,OTHERS
3446,1996,GUJARAT,SABARKANTHA,MODI NARAYANBHAI AMTHALAL,M,IND,1615,0.38%,429338,1095704,437460,39.93%,9,0,OTHERS
3447,1996,GUJARAT,SABARKANTHA,KHALIDBHAI IBRAHIMBHAI MEMON,M,SP,1483,0.35%,429338,1095704,437460,39.93%,10,0,NATIONAL FRONT
3448,1996,GUJARAT,SABARKANTHA,PRAJAPATI NARAYANBHAI DAHYABHAI,M,SAP,1154,0.27%,429338,1095704,437460,39.93%,11,0,BJP AFFILIATED
3449,1996,GUJARAT,SABARKANTHA,DEVISINH SARDARSINH SOLANKI,M,IND,1103,0.26%,429338,1095704,437460,39.93%,12,0,OTHERS
3450,1996,GUJARAT,SABARKANTHA,VANKAR CHIMANBHAI KESHABHAI,M,BSP,1015,0.24%,429338,1095704,437460,39.93%,13,0,BSP
3451,1996,GUJARAT,SABARKANTHA,PATEL GORDHANBHAI DAHYABHAI,M,IND,854,0.20%,429338,1095704,437460,39.93%,14,0,OTHERS
3452,1996,GUJARAT,SABARKANTHA,KUSKIWALA MUSABHAI MOHMADBHAI,M,IND,764,0.18%,429338,1095704,437460,39.93%,15,0,OTHERS
3453,1996,GUJARAT,SABARKANTHA,PARMAR MOHANBHAI VIRCHANDBHAI,M,IND,547,0.13%,429338,1095704,437460,39.93%,16,0,OTHERS
3454,1996,GUJARAT,SABARKANTHA,MADHUSUDAN DAHYALAL BHATT,M,IND,387,0.09%,429338,1095704,437460,39.93%,17,0,OTHERS
3455,1996,GUJARAT,SABARKANTHA,SANT SHRI RAMDASYAGIJI GURUJI LAXMANDAS,M,IND,339,0.08%,429338,1095704,437460,39.93%,18,0,OTHERS
3456,1996,GUJARAT,SABARKANTHA,PATEL NARAYANBHAI GIRDHARBHAI,M,IND,283,0.07%,429338,1095704,437460,39.93%,19,0,OTHERS
3457,1996,GUJARAT,SABARKANTHA,CK JOSHI,M,IND,219,0.05%,429338,1095704,437460,39.93%,20,0,OTHERS
3458,1996,GUJARAT,KAPADVANJ,CHAUHAN JAYSINHJI MANSINGJI,M,BJP,172476,56.59%,304800,1102487,309748,28.10%,1,1,BJP
3459,1996,GUJARAT,KAPADVANJ,CHAUHAN FULSINH VAJESIGH,M,INC,88539,29.05%,304800,1102487,309748,28.10%,2,0,OTHERS
3460,1996,GUJARAT,KAPADVANJ,RAMSIHJI RUPSIHJI SOLANKI,M,IND,27106,8.89%,304800,1102487,309748,28.10%,3,0,OTHERS
3461,1996,GUJARAT,KAPADVANJ,THAKOR BABARJI ABHUJI,M,IND,2473,0.81%,304800,1102487,309748,28.10%,4,0,OTHERS
3462,1996,GUJARAT,KAPADVANJ,PATEL NAVNITHBHAI ARJANBHAI,M,IND,2397,0.79%,304800,1102487,309748,28.10%,5,0,OTHERS
3463,1996,GUJARAT,KAPADVANJ,PATHAN MAHAMAD AAGHAKHAN ABDULAKHAN,M,IND,1820,0.60%,304800,1102487,309748,28.10%,6,0,OTHERS
3464,1996,GUJARAT,KAPADVANJ,DARJI CHIMANLAL KISHORBHAI (DHANSURWALA),M,IND,1788,0.59%,304800,1102487,309748,28.10%,7,0,OTHERS
3465,1996,GUJARAT,KAPADVANJ,THAKOR SHIVSINH NATHUSINH,M,AIIC(T),1324,0.43%,304800,1102487,309748,28.10%,8,0,OTHERS
3466,1996,GUJARAT,KAPADVANJ,PATEL KESHAVLAL KUBERDAS,M,SP,1174,0.39%,304800,1102487,309748,28.10%,9,0,NATIONAL FRONT
3467,1996,GUJARAT,KAPADVANJ,RK THAPA,M,BSP,1136,0.37%,304800,1102487,309748,28.10%,10,0,BSP
3468,1996,GUJARAT,KAPADVANJ,PARMAR RAMESHBHAI KHUSHALBHAI,M,RPI,1054,0.35%,304800,1102487,309748,28.10%,11,0,OTHERS
3469,1996,GUJARAT,KAPADVANJ,RAJPUT CHANDRASINH SAJJANSINH,M,IND,674,0.22%,304800,1102487,309748,28.10%,12,0,OTHERS
3470,1996,GUJARAT,KAPADVANJ,CHAUHAN GIRIVATSINH HIMATSINH,M,IND,598,0.20%,304800,1102487,309748,28.10%,13,0,OTHERS
3471,1996,GUJARAT,KAPADVANJ,MEHTA YOGESH TRIBHOVANDAS,M,IND,523,0.17%,304800,1102487,309748,28.10%,14,0,OTHERS
3472,1996,GUJARAT,KAPADVANJ,DABHI DILIPSINH AMBALAL,M,IND,512,0.17%,304800,1102487,309748,28.10%,15,0,OTHERS
3473,1996,GUJARAT,KAPADVANJ,PRAJAPATI JAYANTIBHAI PARSHOTAMDAS,M,IND,474,0.16%,304800,1102487,309748,28.10%,16,0,OTHERS
3474,1996,GUJARAT,KAPADVANJ,PATEL KANUBHAI CHHAGANBHAI,M,IND,409,0.13%,304800,1102487,309748,28.10%,17,0,OTHERS
3475,1996,GUJARAT,KAPADVANJ,SOLANKI MANAJI PUNJAJI,M,IND,323,0.11%,304800,1102487,309748,28.10%,18,0,OTHERS
3476,1996,GUJARAT,DOHAD (ST),DAMOR SOMJIBHAI PUNJABHAI,M,INC,172045,57.38%,299820,1006608,308477,30.65%,1,1,OTHERS
3477,1996,GUJARAT,DOHAD (ST),BHABHOR SUMANBHAI RANGJIBHAI,M,BJP,104463,34.84%,299820,1006608,308477,30.65%,2,0,BJP
3478,1996,GUJARAT,DOHAD (ST),NAYKA DILIPBHAI MAVSING,M,IND,5038,1.68%,299820,1006608,308477,30.65%,3,0,OTHERS
3479,1996,GUJARAT,DOHAD (ST),RATHOD RAMABHAI DHULABHAI,M,IND,3546,1.18%,299820,1006608,308477,30.65%,4,0,OTHERS
3480,1996,GUJARAT,DOHAD (ST),NISARATA CHHAGANBHAI DHIRABHAI,M,AIIC(T),3160,1.05%,299820,1006608,308477,30.65%,5,0,OTHERS
3481,1996,GUJARAT,DOHAD (ST),DAMOR MASULBHAI MANJIBHAI,M,IND,1961,0.65%,299820,1006608,308477,30.65%,6,0,OTHERS
3482,1996,GUJARAT,DOHAD (ST),MAHIDA SHASHIKANT KANJIBHAI,M,BSP,1788,0.60%,299820,1006608,308477,30.65%,7,0,BSP
3483,1996,GUJARAT,DOHAD (ST),MAKWANA RANCHHODBHAI SOMABHAI,M,GAVP,1586,0.53%,299820,1006608,308477,30.65%,8,0,OTHERS
3484,1996,GUJARAT,DOHAD (ST),HATHILA MOTIBHAI VARSINHBHAI,M,SHS,1561,0.52%,299820,1006608,308477,30.65%,9,0,BJP AFFILIATED
3485,1996,GUJARAT,DOHAD (ST),NINAMA MOHANBHAI KANJIBHAI,M,IND,1482,0.49%,299820,1006608,308477,30.65%,10,0,OTHERS
3486,1996,GUJARAT,DOHAD (ST),BARIYA ANANDSINH RAMSINHBHAI,M,IND,1077,0.36%,299820,1006608,308477,30.65%,11,0,OTHERS
3487,1996,GUJARAT,DOHAD (ST),DEVDHA SAMSUBHAI KHATARABHAI,M,IND,1074,0.36%,299820,1006608,308477,30.65%,12,0,OTHERS
3488,1996,GUJARAT,DOHAD (ST),KATARA SINGJIBHAI JALJIBHAI,M,SAP,1039,0.35%,299820,1006608,308477,30.65%,13,0,BJP AFFILIATED
3489,1996,GUJARAT,GODHRA,PATEL SHANTILAL PARSOTAMDAS,M,INC,152586,47.71%,319800,998949,326079,32.64%,1,1,OTHERS
3490,1996,GUJARAT,GODHRA,VAGHELA SHANKARSINH LAXMANSINH,M,BJP,149358,46.70%,319800,998949,326079,32.64%,2,0,BJP
3491,1996,GUJARAT,GODHRA,OZA MADHUKANT MANILAL,M,IND,2686,0.84%,319800,998949,326079,32.64%,3,0,OTHERS
3492,1996,GUJARAT,GODHRA,GADHAVI GOKULBHAI DEBHABHAI,M,IND,2629,0.82%,319800,998949,326079,32.64%,4,0,OTHERS
3493,1996,GUJARAT,GODHRA,AMDAVADWALA HASIM FAKHRUDDIN,M,IND,2412,0.75%,319800,998949,326079,32.64%,5,0,OTHERS
3494,1996,GUJARAT,GODHRA,PATEL GHANSHYAMBHAI SAKHIDAS,M,IND,1919,0.60%,319800,998949,326079,32.64%,6,0,OTHERS
3495,1996,GUJARAT,GODHRA,CHAUDHARY DHARMISTHABEN NARESHBHAI,F,BSP,1594,0.50%,319800,998949,326079,32.64%,7,0,BSP
3496,1996,GUJARAT,GODHRA,GAURISHANKAR MULSHANKAR JOSHI,M,IND,1511,0.47%,319800,998949,326079,32.64%,8,0,OTHERS
3497,1996,GUJARAT,GODHRA,GHANSHYAM POHUMAL KALWANI,M,IND,1366,0.43%,319800,998949,326079,32.64%,9,0,OTHERS
3498,1996,GUJARAT,GODHRA,PARMAR KALUBHAI BHAVJIBHAI,M,IND,1148,0.36%,319800,998949,326079,32.64%,10,0,OTHERS
3499,1996,GUJARAT,GODHRA,SOLANKI ADESINH GALSINH,M,IND,757,0.24%,319800,998949,326079,32.64%,11,0,OTHERS
3500,1996,GUJARAT,GODHRA,PATEL BHULABHAI NARANBHAI,M,AIIC(T),635,0.20%,319800,998949,326079,32.64%,12,0,OTHERS
3501,1996,GUJARAT,GODHRA,SHAIKH A LATIF A HUSEN,M,SAP,445,0.14%,319800,998949,326079,32.64%,13,0,BJP AFFILIATED
3502,1996,GUJARAT,GODHRA,PATEL SUMITRABEN HARIDAS,F,IND,432,0.14%,319800,998949,326079,32.64%,14,0,OTHERS
3503,1996,GUJARAT,GODHRA,PATEL JAYENDRAKUMAR HIRABHAI,M,IND,322,0.10%,319800,998949,326079,32.64%,15,0,OTHERS
3504,1996,GUJARAT,KAIRA,DINSHA PATEL,M,INC,178318,49.10%,363153,1034342,371499,35.92%,1,1,OTHERS
3505,1996,GUJARAT,KAIRA,DR KD JESHWANI,M,BJP,128747,35.45%,363153,1034342,371499,35.92%,2,0,BJP
3506,1996,GUJARAT,KAIRA,AMARSINHJI BHUPATSINHJI VAGHELA,M,AIIC(T),40779,11.23%,363153,1034342,371499,35.92%,3,0,OTHERS
3507,1996,GUJARAT,KAIRA,PATHAK VIRENDRA RAMCHANDRA,M,SHS,1999,0.55%,363153,1034342,371499,35.92%,4,0,BJP AFFILIATED
3508,1996,GUJARAT,KAIRA,MALEK AMDUMIYA DASHOTIMIYA,M,BSP,1969,0.54%,363153,1034342,371499,35.92%,5,0,BSP
3509,1996,GUJARAT,KAIRA,VAGHELA RAJESHKUMAR LALUBHAI,M,IND,1789,0.49%,363153,1034342,371499,35.92%,6,0,OTHERS
3510,1996,GUJARAT,KAIRA,CHAUHAN ASHVINCHANDRA RAVJIBHAI (KUMAR),M,JD,1736,0.48%,363153,1034342,371499,35.92%,7,0,NATIONAL FRONT
3511,1996,GUJARAT,KAIRA,AIYUBBHAI NABIJIBHAI VAHORA,M,IND,1232,0.34%,363153,1034342,371499,35.92%,8,0,OTHERS
3512,1996,GUJARAT,KAIRA,RAMESHBHAI SHANKARBHAI PATEL,M,IND,1162,0.32%,363153,1034342,371499,35.92%,9,0,OTHERS
3513,1996,GUJARAT,KAIRA,PARMAR KISHANBHAI SHAKRABHAI,M,IND,1155,0.32%,363153,1034342,371499,35.92%,10,0,OTHERS
3514,1996,GUJARAT,KAIRA,SHIVABHAI FULABHAI CHAUHAN,M,IND,1089,0.30%,363153,1034342,371499,35.92%,11,0,OTHERS
3515,1996,GUJARAT,KAIRA,THAKAR SANJAYBHAI GUNVANTBHAI,M,IND,1044,0.29%,363153,1034342,371499,35.92%,12,0,OTHERS
3516,1996,GUJARAT,KAIRA,HASMUKH SHAH,M,IND,498,0.14%,363153,1034342,371499,35.92%,13,0,OTHERS
3517,1996,GUJARAT,KAIRA,DESAI HITESHBHAI MANUBHAI,M,IND,444,0.12%,363153,1034342,371499,35.92%,14,0,OTHERS
3518,1996,GUJARAT,KAIRA,SATISHBHAI RAMANBHAI RANA,M,IND,359,0.10%,363153,1034342,371499,35.92%,15,0,OTHERS
3519,1996,GUJARAT,KAIRA,MAKWANA RAVJIBHAI DHULABHAI,M,IND,334,0.09%,363153,1034342,371499,35.92%,16,0,OTHERS
3520,1996,GUJARAT,KAIRA,BIPINCHANDRA SOLOMAN MAKWANA,M,IND,332,0.09%,363153,1034342,371499,35.92%,17,0,OTHERS
3521,1996,GUJARAT,KAIRA,PATEL CHANDRAKANTBHAI BHAILALBHAI,M,IND,167,0.05%,363153,1034342,371499,35.92%,18,0,OTHERS
3522,1996,GUJARAT,ANAND,CHAVDA ISHWARBHAI KHODABHAI,M,INC,183107,50.66%,361429,1017223,371592,36.53%,1,1,OTHERS
3523,1996,GUJARAT,ANAND,PROF KISHORSINH SOLANKI,M,BJP,151375,41.88%,361429,1017223,371592,36.53%,2,0,BJP
3524,1996,GUJARAT,ANAND,PN PATEL,M,SHS,6822,1.89%,361429,1017223,371592,36.53%,3,0,BJP AFFILIATED
3525,1996,GUJARAT,ANAND,CHOKSI FIROJBHAI SIDIKBHAI,M,SP,2699,0.75%,361429,1017223,371592,36.53%,4,0,NATIONAL FRONT
3526,1996,GUJARAT,ANAND,MANOJKUMAR NATWARLAL THAKKAR,M,IND,2028,0.56%,361429,1017223,371592,36.53%,5,0,OTHERS
3527,1996,GUJARAT,ANAND,CHIMANBHAI KASHIBHAI PATEL,M,JD,1680,0.46%,361429,1017223,371592,36.53%,6,0,NATIONAL FRONT
3528,1996,GUJARAT,ANAND,SADHU DEVIDAS PREMDAS,M,IND,1549,0.43%,361429,1017223,371592,36.53%,7,0,OTHERS
3529,1996,GUJARAT,ANAND,KHODABHAI LALLUBHAI TALPADA,M,IND,1327,0.37%,361429,1017223,371592,36.53%,8,0,OTHERS
3530,1996,GUJARAT,ANAND,SAROJBEN NAYANKUMAR CHAUHAN,F,IND,1013,0.28%,361429,1017223,371592,36.53%,9,0,OTHERS
3531,1996,GUJARAT,ANAND,PATEL RAMESHBHAI AMBALAL,M,SAP,947,0.26%,361429,1017223,371592,36.53%,10,0,BJP AFFILIATED
3532,1996,GUJARAT,ANAND,PATEL JESANGBHAI BHIKHABHAI,M,IND,921,0.25%,361429,1017223,371592,36.53%,11,0,OTHERS
3533,1996,GUJARAT,ANAND,CHIMANLAL DAHYABHAI MAKWANA,M,BSP,863,0.24%,361429,1017223,371592,36.53%,12,0,BSP
3534,1996,GUJARAT,ANAND,PATEL JAGDISHBHAI RAMBHAI,M,IND,799,0.22%,361429,1017223,371592,36.53%,13,0,OTHERS
3535,1996,GUJARAT,ANAND,THAKOR AMBALAL BOGHABHAI,M,IND,742,0.21%,361429,1017223,371592,36.53%,14,0,OTHERS
3536,1996,GUJARAT,ANAND,NAYNABEN RAVJIBHAI VAGHELA,F,IND,738,0.20%,361429,1017223,371592,36.53%,15,0,OTHERS
3537,1996,GUJARAT,ANAND,SHANABHAI SHAKRABHAI VAGHARI,M,IND,679,0.19%,361429,1017223,371592,36.53%,16,0,OTHERS
3538,1996,GUJARAT,ANAND,DAHYABHAI GOVINDBHAI GOHEL,M,IND,676,0.19%,361429,1017223,371592,36.53%,17,0,OTHERS
3539,1996,GUJARAT,ANAND,BRAHAMBHATT SHUSHILABEN ASHABHAI,F,IND,638,0.18%,361429,1017223,371592,36.53%,18,0,OTHERS
3540,1996,GUJARAT,ANAND,WAGHELA TAKHATSINH BHAGVANSINH,M,IND,562,0.16%,361429,1017223,371592,36.53%,19,0,OTHERS
3541,1996,GUJARAT,ANAND,MAKWANA RAMANBHAI DAHYABHAI,M,IND,544,0.15%,361429,1017223,371592,36.53%,20,0,OTHERS
3542,1996,GUJARAT,ANAND,JITENDRABHAI PUNAMBHAI PATEL,M,IND,426,0.12%,361429,1017223,371592,36.53%,21,0,OTHERS
3543,1996,GUJARAT,ANAND,HARIJAN RAMABHAI BHATABHAI,M,IND,413,0.11%,361429,1017223,371592,36.53%,22,0,OTHERS
3544,1996,GUJARAT,ANAND,LALJIBHAI GANESHJI PUROHIT,M,IND,353,0.10%,361429,1017223,371592,36.53%,23,0,OTHERS
3545,1996,GUJARAT,ANAND,VASANTJATI SOMAJATI GOSWAMI,M,IND,297,0.08%,361429,1017223,371592,36.53%,24,0,OTHERS
3546,1996,GUJARAT,ANAND,PRAJPATI PREMJIBHAI RAMJIBHAI,M,IND,231,0.06%,361429,1017223,371592,36.53%,25,0,OTHERS
3547,1996,GUJARAT,CHHOTA UDAIPUR (ST),RATHAWA NARANBHAI JEMALABHAI,M,INC,172216,50.87%,338553,943031,350637,37.18%,1,1,OTHERS
3548,1996,GUJARAT,CHHOTA UDAIPUR (ST),ARJUNSINH RATHAWA,M,BJP,114310,33.76%,338553,943031,350637,37.18%,2,0,BJP
3549,1996,GUJARAT,CHHOTA UDAIPUR (ST),RAMSINH RATHAWA,M,AIIC(T),23315,6.89%,338553,943031,350637,37.18%,3,0,OTHERS
3550,1996,GUJARAT,CHHOTA UDAIPUR (ST),TADVI BHAILALBHAI DEVJIBHAI,M,BSP,5748,1.70%,338553,943031,350637,37.18%,4,0,BSP
3551,1996,GUJARAT,CHHOTA UDAIPUR (ST),TADVI DINESHBHAI CHUNILAL,M,GAVP,5696,1.68%,338553,943031,350637,37.18%,5,0,OTHERS
3552,1996,GUJARAT,CHHOTA UDAIPUR (ST),TADVI MOHANBHAI UKABHAI,M,IND,4233,1.25%,338553,943031,350637,37.18%,6,0,OTHERS
3553,1996,GUJARAT,CHHOTA UDAIPUR (ST),TADVI KANUBHAI MOHANBHAI,M,IND,2863,0.85%,338553,943031,350637,37.18%,7,0,OTHERS
3554,1996,GUJARAT,CHHOTA UDAIPUR (ST),RATHAWA ABHESINGBHAI MOHANBHAI,M,IND,2066,0.61%,338553,943031,350637,37.18%,8,0,OTHERS
3555,1996,GUJARAT,CHHOTA UDAIPUR (ST),KOLCHA RAMANBHAI MOTIBHAI,M,IND,1971,0.58%,338553,943031,350637,37.18%,9,0,OTHERS
3556,1996,GUJARAT,CHHOTA UDAIPUR (ST),NAYAKA VECHATBHAI NAMABHAI,M,IND,1645,0.49%,338553,943031,350637,37.18%,10,0,OTHERS
3557,1996,GUJARAT,CHHOTA UDAIPUR (ST),RATHAWA DEVSINGBHAI VICHHIYABHAI,M,IND,1339,0.40%,338553,943031,350637,37.18%,11,0,OTHERS
3558,1996,GUJARAT,CHHOTA UDAIPUR (ST),TADVI RAMUBHAI KANTIBHAI,M,SAP,1218,0.36%,338553,943031,350637,37.18%,12,0,BJP AFFILIATED
3559,1996,GUJARAT,CHHOTA UDAIPUR (ST),RATHAWA SURESHBHAI JAMSINGBHAI,M,IND,1064,0.31%,338553,943031,350637,37.18%,13,0,OTHERS
3560,1996,GUJARAT,CHHOTA UDAIPUR (ST),RATHAWA SAVABHAI GALABHAI,M,IND,534,0.16%,338553,943031,350637,37.18%,14,0,OTHERS
3561,1996,GUJARAT,CHHOTA UDAIPUR (ST),VASAVA KARSANBHAI TRIKAMBHAI,M,IND,335,0.10%,338553,943031,350637,37.18%,15,0,OTHERS
3562,1996,GUJARAT,BARODA,GAEKWAD SATYAJITSINH DILIPSINH,M,INC,131248,30.97%,423831,1396257,437236,31.31%,1,1,OTHERS
3563,1996,GUJARAT,BARODA,JITENDRA RATILAL SUKHADIA (JITUBHAI),M,BJP,131231,30.96%,423831,1396257,437236,31.31%,2,0,BJP
3564,1996,GUJARAT,BARODA,SUBHANGINIRAJE RANJITSINH GAEKWAD,F,IND,100678,23.75%,423831,1396257,437236,31.31%,3,0,OTHERS
3565,1996,GUJARAT,BARODA,MADHUBHAI SHRIVASTAV,M,IND,50941,12.02%,423831,1396257,437236,31.31%,4,0,OTHERS
3566,1996,GUJARAT,BARODA,VARMA VIKRAMSINGH LAXMICHAND,M,IND,1181,0.28%,423831,1396257,437236,31.31%,5,0,OTHERS
3567,1996,GUJARAT,BARODA,PATEL VITTHALBHAI KASIBHAI,M,IND,842,0.20%,423831,1396257,437236,31.31%,6,0,OTHERS
3568,1996,GUJARAT,BARODA,JADHAV ARUN KASHIRAM,M,IND,778,0.18%,423831,1396257,437236,31.31%,7,0,OTHERS
3569,1996,GUJARAT,BARODA,HARISH MADHUKAR JAMDAR,M,IND,766,0.18%,423831,1396257,437236,31.31%,8,0,OTHERS
3570,1996,GUJARAT,BARODA,SINDHA RANJITSINH BABUBHAI,M,IND,605,0.14%,423831,1396257,437236,31.31%,9,0,OTHERS
3571,1996,GUJARAT,BARODA,GANDOTRA SM,M,ABJS,556,0.13%,423831,1396257,437236,31.31%,10,0,OTHERS
3572,1996,GUJARAT,BARODA,PIYUSHKUMAR LALJIBHAI VAGHELA,M,IND,480,0.11%,423831,1396257,437236,31.31%,11,0,OTHERS
3573,1996,GUJARAT,BARODA,RAMANBHAI DHURABHAI PATEL,M,IND,457,0.11%,423831,1396257,437236,31.31%,12,0,OTHERS
3574,1996,GUJARAT,BARODA,PATEL KAMLESHBHAI RAMANBHAI,M,IND,413,0.10%,423831,1396257,437236,31.31%,13,0,OTHERS
3575,1996,GUJARAT,BARODA,MOHANLAL PATEL,M,SAP,394,0.09%,423831,1396257,437236,31.31%,14,0,BJP AFFILIATED
3576,1996,GUJARAT,BARODA,SAROJ RAMKAILASH RAMNARESHBHAI,M,IND,390,0.09%,423831,1396257,437236,31.31%,15,0,OTHERS
3577,1996,GUJARAT,BARODA,PATEL PRAVINCHANDRA MANGALBHAI,M,IND,378,0.09%,423831,1396257,437236,31.31%,16,0,OTHERS
3578,1996,GUJARAT,BARODA,MARUTI SUDAMJI MAHARAJ,M,IND,350,0.08%,423831,1396257,437236,31.31%,17,0,OTHERS
3579,1996,GUJARAT,BARODA,SARDAR RANJITSINH ARJUNSINH,M,IND,303,0.07%,423831,1396257,437236,31.31%,18,0,OTHERS
3580,1996,GUJARAT,BARODA,KANCHANBHAI SHANABHAI RANA,M,IND,288,0.07%,423831,1396257,437236,31.31%,19,0,OTHERS
