id,year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance
1171,2016,Tamil Nadu,Tiruvannamalai,"RAJARAM,G",M,35,GEN,GOKMK,155,0,155,255195,203825,14,0,OTHERS
1172,2016,Tamil Nadu,Tiruvannamalai,"SHANTHI,E",F,36,GEN,IND,150,1,151,255195,203825,15,0,OTHERS
1173,2016,Tamil Nadu,Tiruvannamalai,"JAYAKANTHAN,K",M,39,GEN,GMI,126,1,127,255195,203825,16,0,OTHERS
1174,2016,Tamil Nadu,Tiruvannamalai,"SELVAM,K",M,46,GEN,IND,126,1,127,255195,203825,16,0,OTHERS
1175,2016,Tamil Nadu,Tiruvannamalai,"SINUVASAN,R",M,33,GEN,IND,94,0,94,255195,203825,18,0,OTHERS
1176,2016,Tamil Nadu,Tiruvannamalai,"SAKTHIVEL,P",M,48,GEN,IND,90,0,90,255195,203825,19,0,OTHERS
1177,2016,Tamil Nadu,Tiruvannamalai,"VENKATESAN,A",M,51,GEN,SP,88,1,89,255195,203825,20,0,OTHERS
1178,2016,Tamil Nadu,Tiruvannamalai,"MUNIYAMMAL,J",F,39,ST,IND,87,0,87,255195,203825,21,0,OTHERS
1179,2016,Tamil Nadu,Tiruvannamalai,"GANESHKUMAR,M",M,32,GEN,IND,76,0,76,255195,203825,22,0,OTHERS
1180,2016,Tamil Nadu,Kilpennathur,PITCHANDI K,M,62,GEN,DMK,98413,657,99070,233605,197287,1,1,DMK
1181,2016,Tamil Nadu,Kilpennathur,SELVAMANI K,M,54,GEN,ADMK,64137,267,64404,233605,197287,2,0,AIADMK
1182,2016,Tamil Nadu,Kilpennathur,EDIROLIMANIAN G,M,53,GEN,PMK,20632,105,20737,233605,197287,3,0,OTHERS
1183,2016,Tamil Nadu,Kilpennathur,JOTHI K,M,56,GEN,CPI,4598,15,4613,233605,197287,4,0,MMK
1184,2016,Tamil Nadu,Kilpennathur,DEVENDIRAN S,M,43,SC,BSP,1273,0,1273,233605,197287,5,0,OTHERS
1185,2016,Tamil Nadu,Kilpennathur,SUBBARAYAN M,M,50,GEN,BJP,1206,3,1209,233605,197287,6,0,NDA
1186,2016,Tamil Nadu,Kilpennathur,None of the Above,,,,NOTA,1161,3,1164,233605,197287,7,0,OTHERS
1187,2016,Tamil Nadu,Kilpennathur,RAJANGAM M,M,67,GEN,IND,798,0,798,233605,197287,8,0,OTHERS
1188,2016,Tamil Nadu,Kilpennathur,RAMESHBABU R,M,39,GEN,NTK,771,5,776,233605,197287,9,0,OTHERS
1189,2016,Tamil Nadu,Kilpennathur,PADAVETTAN M,M,47,ST,IND,587,0,587,233605,197287,10,0,OTHERS
1190,2016,Tamil Nadu,Kilpennathur,DURAIRAJ A,M,41,GEN,IND,460,0,460,233605,197287,11,0,OTHERS
1191,2016,Tamil Nadu,Kilpennathur,SAMIKKANNU P,M,41,SC,IND,424,0,424,233605,197287,12,0,OTHERS
1192,2016,Tamil Nadu,Kilpennathur,MURUGAN M,M,42,GEN,IND,410,0,410,233605,197287,13,0,OTHERS
1193,2016,Tamil Nadu,Kilpennathur,SAMPATHRAJ M,M,35,GEN,IND,298,0,298,233605,197287,14,0,OTHERS
1194,2016,Tamil Nadu,Kilpennathur,ELUMALAI A R,M,49,GEN,IND,286,0,286,233605,197287,15,0,OTHERS
1195,2016,Tamil Nadu,Kilpennathur,SUGUNA PANDIAN A R,M,72,GEN,IND,252,0,252,233605,197287,16,0,OTHERS
1196,2016,Tamil Nadu,Kilpennathur,KANAGAVALLI A,F,41,GEN,GOKMK,233,0,233,233605,197287,17,0,OTHERS
1197,2016,Tamil Nadu,Kilpennathur,SASIKUMAR S,M,41,GEN,IND,167,0,167,233605,197287,18,0,OTHERS
1198,2016,Tamil Nadu,Kilpennathur,SAMPATH P,M,40,GEN,SP,126,0,126,233605,197287,19,0,OTHERS
1199,2016,Tamil Nadu,Kalasapakkam,PANNEERSELVAM V,M,43,GEN,ADMK,84210,184,84394,219301,185859,1,1,AIADMK
1200,2016,Tamil Nadu,Kalasapakkam,KUMAR G,M,48,GEN,INC,57452,528,57980,219301,185859,2,0,DMK
1201,2016,Tamil Nadu,Kalasapakkam,KALIDASS R,M,53,GEN,PMK,23699,126,23825,219301,185859,3,0,OTHERS
1202,2016,Tamil Nadu,Kalasapakkam,NEHRU M,M,52,GEN,DMDK,9901,31,9932,219301,185859,4,0,MMK
1203,2016,Tamil Nadu,Kalasapakkam,None of the Above,,,,NOTA,1505,5,1510,219301,185859,5,0,OTHERS
1204,2016,Tamil Nadu,Kalasapakkam,RAJAPRABU P,M,31,SC,IND,1387,0,1387,219301,185859,6,0,OTHERS
1205,2016,Tamil Nadu,Kalasapakkam,RAJKUMAR E,M,39,SC,IND,1047,0,1047,219301,185859,7,0,OTHERS
1206,2016,Tamil Nadu,Kalasapakkam,PANNEERSELVAM V,M,44,GEN,IND,840,0,840,219301,185859,8,0,OTHERS
1207,2016,Tamil Nadu,Kalasapakkam,BALAJI .E,M,30,GEN,NTK,766,10,776,219301,185859,9,0,OTHERS
1208,2016,Tamil Nadu,Kalasapakkam,MURUGAN M,M,40,GEN,IND,730,0,730,219301,185859,10,0,OTHERS
1209,2016,Tamil Nadu,Kalasapakkam,SAKTHIVEL S,M,31,GEN,BSP,722,1,723,219301,185859,11,0,OTHERS
1210,2016,Tamil Nadu,Kalasapakkam,MURUGADASS K,M,45,GEN,IJK,518,2,520,219301,185859,12,0,NDA
1211,2016,Tamil Nadu,Kalasapakkam,PANNEERSELVAM V,M,35,GEN,IND,487,0,487,219301,185859,13,0,OTHERS
1212,2016,Tamil Nadu,Kalasapakkam,GUNASEKARAN M,M,43,SC,IND,345,0,345,219301,185859,14,0,OTHERS
1213,2016,Tamil Nadu,Kalasapakkam,PANNEERSELVAM B,M,33,SC,IND,336,0,336,219301,185859,15,0,OTHERS
1214,2016,Tamil Nadu,Kalasapakkam,KUMAR S,M,45,GEN,IND,283,0,283,219301,185859,16,0,OTHERS
1215,2016,Tamil Nadu,Kalasapakkam,PRADEESHKUMAR R,M,35,GEN,SP,271,0,271,219301,185859,17,0,OTHERS
1216,2016,Tamil Nadu,Kalasapakkam,PALANI N,M,49,GEN,IND,242,0,242,219301,185859,18,0,OTHERS
1217,2016,Tamil Nadu,Kalasapakkam,LAKSHMANAN K,M,41,GEN,IND,231,0,231,219301,185859,19,0,OTHERS
1218,2016,Tamil Nadu,Polur,SEKARAN.K.V,M,58,GEN,DMK,65610,978,66588,227936,195714,1,1,DMK
1219,2016,Tamil Nadu,Polur,MURUGAN.M,M,43,GEN,ADMK,58156,159,58315,227936,195714,2,0,AIADMK
1220,2016,Tamil Nadu,Polur,ELUMALAI.C,M,62,GEN,IND,38614,247,38861,227936,195714,3,0,OTHERS
1221,2016,Tamil Nadu,Polur,VELAYUTHAM.A,M,47,GEN,PMK,16976,208,17184,227936,195714,4,0,OTHERS
1222,2016,Tamil Nadu,Polur,SELVAN.P,M,43,SC,CPM,4950,50,5000,227936,195714,5,0,OTHERS
1223,2016,Tamil Nadu,Polur,DHASHANAMOORTHY.A,M,61,GEN,IND,1857,1,1858,227936,195714,6,0,OTHERS
1224,2016,Tamil Nadu,Polur,TAMILARASI.D,F,52,GEN,BJP,1227,5,1232,227936,195714,7,0,NDA
1225,2016,Tamil Nadu,Polur,None of the Above,,,,NOTA,1223,7,1230,227936,195714,8,0,OTHERS
1226,2016,Tamil Nadu,Polur,VELAUTHAM.M,M,43,GEN,IND,847,0,847,227936,195714,9,0,OTHERS
1227,2016,Tamil Nadu,Polur,KANDAN.P,M,34,GEN,NTK,621,3,624,227936,195714,10,0,OTHERS
1228,2016,Tamil Nadu,Polur,DURAIRAJ.M,M,56,SC,IND,612,0,612,227936,195714,11,0,OTHERS
1229,2016,Tamil Nadu,Polur,ELUMALAI.A,M,26,GEN,IND,580,1,581,227936,195714,12,0,OTHERS
1230,2016,Tamil Nadu,Polur,RAMACHANDIRAN.M,M,32,GEN,GOKMK,572,1,573,227936,195714,13,0,OTHERS
1231,2016,Tamil Nadu,Polur,DEVADASS.M,M,47,SC,BSP,569,2,571,227936,195714,14,0,OTHERS
1232,2016,Tamil Nadu,Polur,ELUMALAI.C,M,32,GEN,IND,489,1,490,227936,195714,15,0,OTHERS
1233,2016,Tamil Nadu,Polur,VIJAYAKUMAR.B,M,27,SC,RPI,424,0,424,227936,195714,16,0,OTHERS
1234,2016,Tamil Nadu,Polur,MURUGAN.M,M,30,GEN,IND,289,0,289,227936,195714,17,0,OTHERS
1235,2016,Tamil Nadu,Polur,VIJAYAN.D,M,36,GEN,VVIP,233,2,235,227936,195714,18,0,OTHERS
1236,2016,Tamil Nadu,Polur,SUGUNA.A,F,44,GEN,SP,200,0,200,227936,195714,19,0,OTHERS
1237,2016,Tamil Nadu,Arani,"RAMACHANDRAN, S",M,58,GEN,ADMK,93861,213,94074,256327,209545,1,1,AIADMK
1238,2016,Tamil Nadu,Arani,"BABU, S",M,27,GEN,DMK,85929,818,86747,256327,209545,2,0,DMK
1239,2016,Tamil Nadu,Arani,"RAJASEKAR, S",M,38,GEN,PMK,12791,86,12877,256327,209545,3,0,OTHERS
1240,2016,Tamil Nadu,Arani,"BABU MURUGAVEL, R.M",M,40,GEN,DMDK,6988,37,7025,256327,209545,4,0,MMK
1241,2016,Tamil Nadu,Arani,None of the Above,,,,NOTA,1742,7,1749,256327,209545,5,0,OTHERS
1242,2016,Tamil Nadu,Arani,"GOPI, P",M,42,GEN,BJP,1298,6,1304,256327,209545,6,0,NDA
1243,2016,Tamil Nadu,Arani,"MOHANRAJ, J",M,39,GEN,NTK,869,3,872,256327,209545,7,0,OTHERS
1244,2016,Tamil Nadu,Arani,"RAMACHANDRAN, S",M,32,GEN,IND,704,0,704,256327,209545,8,0,OTHERS
1245,2016,Tamil Nadu,Arani,"SEKAR, K",M,50,GEN,GOKMK,606,1,607,256327,209545,9,0,OTHERS
1246,2016,Tamil Nadu,Arani,"VENKATESAN, S",M,34,GEN,IND,539,0,539,256327,209545,10,0,OTHERS
1247,2016,Tamil Nadu,Arani,"SUMATHI, S",F,38,GEN,IND,453,0,453,256327,209545,11,0,OTHERS
1248,2016,Tamil Nadu,Arani,"GANESAN, A",M,55,SC,BSP,413,0,413,256327,209545,12,0,OTHERS
1249,2016,Tamil Nadu,Arani,"PALANI, P",M,50,GEN,IND,371,2,373,256327,209545,13,0,OTHERS
1250,2016,Tamil Nadu,Arani,"SAKTHIVEL , S",M,27,GEN,IND,353,1,354,256327,209545,14,0,OTHERS
1251,2016,Tamil Nadu,Arani,"ASHOKKUMAR, A",M,34,GEN,IND,272,0,272,256327,209545,15,0,OTHERS
1252,2016,Tamil Nadu,Arani,"BABU, S",M,45,GEN,IND,180,0,180,256327,209545,16,0,OTHERS
1253,2016,Tamil Nadu,Arani,"RAMACHANDRAN, V",M,62,GEN,IND,163,0,163,256327,209545,17,0,OTHERS
1254,2016,Tamil Nadu,Arani,"SASI, P",F,45,GEN,IND,159,0,159,256327,209545,18,0,OTHERS
1255,2016,Tamil Nadu,Arani,"EKAMBARAM, V",M,38,GEN,IND,151,0,151,256327,209545,19,0,OTHERS
1256,2016,Tamil Nadu,Arani,"JANAKIRAMAN, M",M,38,GEN,SP,147,0,147,256327,209545,20,0,OTHERS
1257,2016,Tamil Nadu,Arani,"JAYACHANDRAN, S",M,39,GEN,IND,145,0,145,256327,209545,21,0,OTHERS
1258,2016,Tamil Nadu,Arani,"MANI, D",M,62,GEN,SASP,127,0,127,256327,209545,22,0,OTHERS
1259,2016,Tamil Nadu,Arani,"VELU, P",M,37,GEN,VVIP,110,0,110,256327,209545,23,0,OTHERS
1260,2016,Tamil Nadu,Cheyyar,MOHAN K,M,58,GEN,ADMK,77420,346,77766,243084,205813,1,1,AIADMK
1261,2016,Tamil Nadu,Cheyyar,DR. VISHNUPRASAD M K,M,43,GEN,INC,68622,617,69239,243084,205813,2,0,DMK
1262,2016,Tamil Nadu,Cheyyar,SRINIVASAN G,M,47,GEN,PMK,37324,167,37491,243084,205813,3,0,OTHERS
1263,2016,Tamil Nadu,Cheyyar,SARVANAN P,M,42,GEN,DMDK,10800,55,10855,243084,205813,4,0,MMK
1264,2016,Tamil Nadu,Cheyyar,BHASKARAN.B,M,55,GEN,BJP,2374,14,2388,243084,205813,5,0,NDA
1265,2016,Tamil Nadu,Cheyyar,None of the Above,,,,NOTA,2238,10,2248,243084,205813,6,0,OTHERS
1266,2016,Tamil Nadu,Cheyyar,MOHAN K,M,56,GEN,IND,1300,0,1300,243084,205813,7,0,OTHERS
1267,2016,Tamil Nadu,Cheyyar,VELAYUTHAM T,M,38,GEN,IND,1080,0,1080,243084,205813,8,0,OTHERS
1268,2016,Tamil Nadu,Cheyyar,RAJESH S,M,28,GEN,NTK,965,9,974,243084,205813,9,0,OTHERS
1269,2016,Tamil Nadu,Cheyyar,MOHAN A,M,32,GEN,IND,532,0,532,243084,205813,10,0,OTHERS
1270,2016,Tamil Nadu,Cheyyar,AMUTHA P,F,38,GEN,IND,490,1,491,243084,205813,11,0,OTHERS
1271,2016,Tamil Nadu,Cheyyar,SRIDHAR S,M,29,SC,IND,443,0,443,243084,205813,12,0,OTHERS
1272,2016,Tamil Nadu,Cheyyar,SOUNDARAPANDIYAN S,M,29,GEN,IND,291,4,295,243084,205813,13,0,OTHERS
1273,2016,Tamil Nadu,Cheyyar,RAVI G,M,55,GEN,SP,287,0,287,243084,205813,14,0,OTHERS
1274,2016,Tamil Nadu,Cheyyar,MATHI K,M,50,GEN,IND,282,0,282,243084,205813,15,0,OTHERS
1275,2016,Tamil Nadu,Cheyyar,PREMKUMAR P,M,36,SC,IND,142,0,142,243084,205813,16,0,OTHERS
1276,2016,Tamil Nadu,Vandavasi,"AMBETHKUMAR, S",M,40,SC,DMK,79652,554,80206,222453,181476,1,1,DMK
1277,2016,Tamil Nadu,Vandavasi,"MEGANATHAN, V",M,55,SC,ADMK,61955,183,62138,222453,181476,2,0,AIADMK
1278,2016,Tamil Nadu,Vandavasi,VADIVELRAVANAN,M,64,SC,PMK,24114,163,24277,222453,181476,3,0,OTHERS
1279,2016,Tamil Nadu,Vandavasi,"METHARAMESH, M.K",M,42,SC,VCK,7695,50,7745,222453,181476,4,0,MMK
1280,2016,Tamil Nadu,Vandavasi,None of the Above,,,,NOTA,2417,4,2421,222453,181476,5,0,OTHERS
1281,2016,Tamil Nadu,Vandavasi,"SUDHA, J",F,33,SC,IJK,1076,3,1079,222453,181476,6,0,NDA
1282,2016,Tamil Nadu,Vandavasi,"PONNAN, T",M,69,SC,BSP,860,2,862,222453,181476,7,0,OTHERS
1283,2016,Tamil Nadu,Vandavasi,"RAVI, C",M,43,SC,IND,743,0,743,222453,181476,8,0,OTHERS
1284,2016,Tamil Nadu,Vandavasi,"NEELAKANDAN, C",M,28,SC,NTK,683,2,685,222453,181476,9,0,OTHERS
1285,2016,Tamil Nadu,Vandavasi,"MEGANATHAN, M",M,40,SC,IND,607,0,607,222453,181476,10,0,OTHERS
1286,2016,Tamil Nadu,Vandavasi,"JEGAN, S",M,35,SC,IND,319,0,319,222453,181476,11,0,OTHERS
1287,2016,Tamil Nadu,Vandavasi,"PARTHASARATHY, J",M,36,SC,IND,214,0,214,222453,181476,12,0,OTHERS
1288,2016,Tamil Nadu,Vandavasi,"RAMAMOORTHY, M",M,42,SC,SP,180,0,180,222453,181476,13,0,OTHERS
1289,2016,Tamil Nadu,Gingee,MASTHAN K S,M,60,GEN,DMK,87495,945,88440,251396,201024,1,1,DMK
1290,2016,Tamil Nadu,Gingee,GOVINDASAMY A,M,59,GEN,ADMK,66098,285,66383,251396,201024,2,0,AIADMK
1291,2016,Tamil Nadu,Gingee,GANESH KUMAR A,M,32,GEN,PMK,28207,308,28515,251396,201024,3,0,OTHERS
1292,2016,Tamil Nadu,Gingee,MANI A K,M,70,GEN,MDMK,10634,38,10672,251396,201024,4,0,MMK
1293,2016,Tamil Nadu,Gingee,None of the Above,,,,NOTA,2315,11,2326,251396,201024,5,0,OTHERS
1294,2016,Tamil Nadu,Gingee,RAJENDIRAN M S,M,42,GEN,BJP,1436,7,1443,251396,201024,6,0,NDA
1295,2016,Tamil Nadu,Gingee,LOGANATHAN K,M,38,GEN,IND,1151,0,1151,251396,201024,7,0,OTHERS
1296,2016,Tamil Nadu,Gingee,DHANASEKAR R,M,33,GEN,NTK,579,2,581,251396,201024,8,0,OTHERS
1297,2016,Tamil Nadu,Gingee,MASTHAN B,M,34,GEN,IND,566,1,567,251396,201024,9,0,OTHERS
1298,2016,Tamil Nadu,Gingee,GANESAN P,M,51,GEN,IND,291,0,291,251396,201024,10,0,OTHERS
1299,2016,Tamil Nadu,Gingee,POYYATHAPPAN K,M,48,GEN,IND,198,0,198,251396,201024,11,0,OTHERS
1300,2016,Tamil Nadu,Gingee,SENJE RAJA KNK,M,40,GEN,IND,126,0,126,251396,201024,12,0,OTHERS
1301,2016,Tamil Nadu,Gingee,GOPI S,M,35,GEN,IND,123,1,124,251396,201024,13,0,OTHERS
1302,2016,Tamil Nadu,Gingee,DEVANATHAN R,M,36,GEN,VVIP,116,1,117,251396,201024,14,0,OTHERS
1303,2016,Tamil Nadu,Gingee,GOVINDAN A,M,44,GEN,IND,90,0,90,251396,201024,15,0,OTHERS
1304,2016,Tamil Nadu,Mailam,MASILAMANI R,M,65,GEN,DMK,70496,384,70880,211372,171211,1,1,DMK
1305,2016,Tamil Nadu,Mailam,ANNADURAI K,M,48,GEN,ADMK,58444,130,58574,211372,171211,2,0,AIADMK
1306,2016,Tamil Nadu,Mailam,RAJASHEKARAN VR,M,40,GEN,PMK,25562,149,25711,211372,171211,3,0,OTHERS
1307,2016,Tamil Nadu,Mailam,BALAJI SS,M,46,GEN,VCK,10828,38,10866,211372,171211,4,0,MMK
1308,2016,Tamil Nadu,Mailam,None of the Above,,,,NOTA,1721,1,1722,211372,171211,5,0,OTHERS
1309,2016,Tamil Nadu,Mailam,RAJASEKAR J,M,32,GEN,IND,753,0,753,211372,171211,6,0,OTHERS
1310,2016,Tamil Nadu,Mailam,VIDJEALATCHOUMY S,F,54,GEN,NTK,672,0,672,211372,171211,7,0,OTHERS
1311,2016,Tamil Nadu,Mailam,STEPHANRAJ S,M,46,GEN,BSP,582,1,583,211372,171211,8,0,OTHERS
1312,2016,Tamil Nadu,Mailam,GNANASEKAR E,M,25,GEN,IND,445,0,445,211372,171211,9,0,OTHERS
1313,2016,Tamil Nadu,Mailam,SUNDARAMURTHY C,M,41,GEN,IND,385,0,385,211372,171211,10,0,OTHERS
1314,2016,Tamil Nadu,Mailam,RAMADEVI R,F,35,SC,IJK,314,1,315,211372,171211,11,0,NDA
1315,2016,Tamil Nadu,Mailam,ARUL N,M,28,GEN,IND,210,0,210,211372,171211,12,0,OTHERS
1316,2016,Tamil Nadu,Mailam,ELAIYARAJA P,M,40,GEN,IND,95,0,95,211372,171211,13,0,OTHERS
1317,2016,Tamil Nadu,Tindivanam,SEETHAPATHY P,F,66,SC,DMK,60830,1049,61879,221864,175150,1,1,DMK
1318,2016,Tamil Nadu,Tindivanam,RAJENDRAN S P,M,63,SC,ADMK,61453,325,61778,221864,175150,2,0,AIADMK
1319,2016,Tamil Nadu,Tindivanam,KALIDOSS A,M,48,SC,PMK,29701,147,29848,221864,175150,3,0,OTHERS
1320,2016,Tamil Nadu,Tindivanam,UDHAYAKUMAR M,M,34,SC,DMDK,14811,117,14928,221864,175150,4,0,MMK
1321,2016,Tamil Nadu,Tindivanam,None of the Above,,,,NOTA,2103,9,2112,221864,175150,5,0,OTHERS
1322,2016,Tamil Nadu,Tindivanam,POOVAZHAGI B,F,32,SC,BJP,1496,13,1509,221864,175150,6,0,NDA
1323,2016,Tamil Nadu,Tindivanam,BHUVANESHWARI G,F,25,SC,NTK,903,5,908,221864,175150,7,0,OTHERS
1324,2016,Tamil Nadu,Tindivanam,VISWANATHAN S A,M,39,SC,AIPMK,716,0,716,221864,175150,8,0,OTHERS
1325,2016,Tamil Nadu,Tindivanam,KARTHICK R,M,35,SC,IND,489,0,489,221864,175150,9,0,OTHERS
1326,2016,Tamil Nadu,Tindivanam,GOVINDASAMY A,M,47,SC,BSP,394,2,396,221864,175150,10,0,OTHERS
1327,2016,Tamil Nadu,Tindivanam,MEERA K,F,45,SC,IND,392,0,392,221864,175150,11,0,OTHERS
1328,2016,Tamil Nadu,Tindivanam,CHANDRASEKARAN M,M,54,SC,IND,195,0,195,221864,175150,12,0,OTHERS
1329,2016,Tamil Nadu,Vanur,CHAKRAPANI M,M,62,SC,ADMK,64030,137,64167,221269,174428,1,1,AIADMK
1330,2016,Tamil Nadu,Vanur,MYDILI R,F,44,SC,DMK,53617,327,53944,221269,174428,2,0,DMK
1331,2016,Tamil Nadu,Vanur,SANKAR P,M,41,SC,PMK,27124,116,27240,221269,174428,3,0,OTHERS
1332,2016,Tamil Nadu,Vanur,RAVIKUMAR D,M,55,SC,VCK,23764,109,23873,221269,174428,4,0,MMK
1333,2016,Tamil Nadu,Vanur,THIRUSELVAKUMAR D,M,37,SC,BJP,1714,2,1716,221269,174428,5,0,NDA
1334,2016,Tamil Nadu,Vanur,None of the Above,,,,NOTA,1428,2,1430,221269,174428,6,0,OTHERS
1335,2016,Tamil Nadu,Vanur,LATCHOUMY M,F,34,SC,NTK,796,1,797,221269,174428,7,0,OTHERS
1336,2016,Tamil Nadu,Vanur,KANNABIRAN V,M,32,SC,BSP,595,0,595,221269,174428,8,0,OTHERS
1337,2016,Tamil Nadu,Vanur,SELVAKUMARI E,F,36,SC,IND,451,0,451,221269,174428,9,0,OTHERS
1338,2016,Tamil Nadu,Vanur,ELAMURUGAN V,M,39,SC,IND,215,0,215,221269,174428,10,0,OTHERS
1339,2016,Tamil Nadu,Villupuram,SHANMUGAM C VE,M,50,GEN,ADMK,68885,536,69421,247327,188964,1,1,AIADMK
1340,2016,Tamil Nadu,Villupuram,AMEER ABBAS S M,M,44,GEN,IUML,46300,830,47130,247327,188964,2,0,DMK
1341,2016,Tamil Nadu,Villupuram,PALANIVEL P,M,48,GEN,PMK,36092,364,36456,247327,188964,3,0,OTHERS
1342,2016,Tamil Nadu,Villupuram,VENGATESAN L,M,48,GEN,DMDK,24724,183,24907,247327,188964,4,0,MMK
1343,2016,Tamil Nadu,Villupuram,JAYAKUMAR RAMA,M,45,GEN,BJP,2165,23,2188,247327,188964,5,0,NDA
1344,2016,Tamil Nadu,Villupuram,None of the Above,,,,NOTA,1685,16,1701,247327,188964,6,0,OTHERS
1345,2016,Tamil Nadu,Villupuram,SUBRAMANI K,M,36,GEN,NTK,1223,8,1231,247327,188964,7,0,OTHERS
1346,2016,Tamil Nadu,Villupuram,MUGAMADHU ALI JINNA M,M,50,GEN,IND,840,1,841,247327,188964,8,0,OTHERS
1347,2016,Tamil Nadu,Villupuram,VENKATESAN A,M,46,GEN,IND,801,0,801,247327,188964,9,0,OTHERS
1348,2016,Tamil Nadu,Villupuram,PALANIVEL P,M,33,GEN,IND,578,0,578,247327,188964,10,0,OTHERS
1349,2016,Tamil Nadu,Villupuram,DINESH G,M,27,GEN,IND,461,0,461,247327,188964,11,0,OTHERS
1350,2016,Tamil Nadu,Villupuram,KALIAMOORTHY G KARUNCHIRUTHAI,M,49,GEN,BSP,454,2,456,247327,188964,12,0,OTHERS
1351,2016,Tamil Nadu,Villupuram,SHANMUGAM V C,M,60,SC,IND,370,0,370,247327,188964,13,0,OTHERS
1352,2016,Tamil Nadu,Villupuram,SHANMUGAM P,M,32,GEN,IND,357,0,357,247327,188964,14,0,OTHERS
1353,2016,Tamil Nadu,Villupuram,SULTHAN MOIDEEN D,M,54,GEN,IND,294,0,294,247327,188964,15,0,OTHERS
1354,2016,Tamil Nadu,Villupuram,JEYACHANDRAN J,M,62,GEN,GMI,263,2,265,247327,188964,16,0,OTHERS
1355,2016,Tamil Nadu,Villupuram,MURUGAN K,M,49,GEN,IND,230,0,230,247327,188964,17,0,OTHERS
1356,2016,Tamil Nadu,Villupuram,ANANDHBABU A,M,32,GEN,IND,215,0,215,247327,188964,18,0,OTHERS
1357,2016,Tamil Nadu,Villupuram,MEENAKSHI V,F,35,SC,IND,182,0,182,247327,188964,19,0,OTHERS
1358,2016,Tamil Nadu,Villupuram,RAMAKRISHNAN R,M,52,GEN,SP,180,0,180,247327,188964,20,0,OTHERS
1359,2016,Tamil Nadu,Villupuram,VENKATESH  KUMAR  K,M,42,SC,IND,165,0,165,247327,188964,21,0,OTHERS
1360,2016,Tamil Nadu,Villupuram,VICTOR A S,M,42,GEN,IND,161,0,161,247327,188964,22,0,OTHERS
1361,2016,Tamil Nadu,Villupuram,SHANMUGAM K,M,47,GEN,IND,140,0,140,247327,188964,23,0,OTHERS
1362,2016,Tamil Nadu,Villupuram,INIYADHAYALAN G,M,61,GEN,IND,122,0,122,247327,188964,24,0,OTHERS
1363,2016,Tamil Nadu,Villupuram,SHANMUGAM A,M,48,GEN,IND,112,0,112,247327,188964,25,0,OTHERS
1364,2016,Tamil Nadu,Vikravandi,RATHAMANI.K,M,67,GEN,DMK,63203,554,63757,218619,178637,1,1,DMK
1365,2016,Tamil Nadu,Vikravandi,VELU R,M,63,GEN,ADMK,56622,223,56845,218619,178637,2,0,AIADMK
1366,2016,Tamil Nadu,Vikravandi,ANBUMANI. C,M,58,GEN,PMK,41119,309,41428,218619,178637,3,0,OTHERS
1367,2016,Tamil Nadu,Vikravandi,RAMAMURTHY R,M,68,GEN,CPM,9915,66,9981,218619,178637,4,0,OTHERS
1368,2016,Tamil Nadu,Vikravandi,None of the Above,,,,NOTA,1378,7,1385,218619,178637,5,0,OTHERS
1369,2016,Tamil Nadu,Vikravandi,AADHAVAN. S,M,47,GEN,BJP,1289,2,1291,218619,178637,6,0,NDA
1370,2016,Tamil Nadu,Vikravandi,MUTHUKUMARASAMY. S,M,65,GEN,IND,699,0,699,218619,178637,7,0,OTHERS
1371,2016,Tamil Nadu,Vikravandi,SARAVANAKUMAR. S,M,27,GEN,NTK,590,4,594,218619,178637,8,0,OTHERS
1372,2016,Tamil Nadu,Vikravandi,VELU. K,M,49,GEN,IND,522,0,522,218619,178637,9,0,OTHERS
1373,2016,Tamil Nadu,Vikravandi,MURUGADOSS A,M,30,SC,BSP,464,3,467,218619,178637,10,0,OTHERS
1374,2016,Tamil Nadu,Vikravandi,NAVANEETHAM. R,F,39,SC,IND,396,0,396,218619,178637,11,0,OTHERS
1375,2016,Tamil Nadu,Vikravandi,THANGARASU. K,M,59,GEN,IND,394,0,394,218619,178637,12,0,OTHERS
1376,2016,Tamil Nadu,Vikravandi,VELU. K,M,44,GEN,IND,215,0,215,218619,178637,13,0,OTHERS
1377,2016,Tamil Nadu,Vikravandi,MANIVANNAN. T,M,46,GEN,IND,192,0,192,218619,178637,14,0,OTHERS
1378,2016,Tamil Nadu,Vikravandi,RAVICHANDRAN. A,M,50,GEN,SP,153,4,157,218619,178637,15,0,OTHERS
1379,2016,Tamil Nadu,Vikravandi,PERUMAL. B,M,27,GEN,IND,125,0,125,218619,178637,16,0,OTHERS
1380,2016,Tamil Nadu,Vikravandi,KALIYAPERUMAL. G,M,67,GEN,IND,119,0,119,218619,178637,17,0,OTHERS
1381,2016,Tamil Nadu,Vikravandi,ATCHUTHAN S,M,28,GEN,IND,70,0,70,218619,178637,18,0,OTHERS
1382,2016,Tamil Nadu,Tirukkoyilur,PONMUDY K,M,65,GEN,DMK,92895,942,93837,239087,188438,1,1,DMK
1383,2016,Tamil Nadu,Tirukkoyilur,GOTHANDARAMAN G,M,66,GEN,ADMK,52516,264,52780,239087,188438,2,0,AIADMK
