year,statename,lcname,category,candidate,sex,age,party,total,rank,electors,polled,win,alliance
2013,NCT of Delhi,DELHI CANTT,GEN,ASHOK KUMAR JAIN,M,59,INC,11988,3,109420,65891,0,INC
2013,NCT of Delhi,DELHI CANTT,GEN,HEERA LAL,M,50,RJAP,44,11,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,KARAN SINGH TANWAR,M,61,BJP,25769,2,109420,65891,0,BJP
2013,NCT of Delhi,DELHI CANTT,GEN,None of the Above,NULL,NULL,NOTA,478,5,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,RAJESH PIHAL,M,41,BSP,745,4,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,RAVI KUMAR,M,25,IND,176,6,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,SANJAY KUMAR NANDA,M,42,SHS,120,9,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,SANJEEV TOKAS,M,38,IND,143,8,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,SUNIL KUMAR SINGH,M,48,IND,146,7,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,SURENDER KUMAR,M,48,IND,94,10,109420,65891,0,OTHERS
2013,NCT of Delhi,DELHI CANTT,GEN,SURENDER SINGH,M,34,AAAP,26124,1,109420,65891,1,AAAP
2013,NCT of Delhi,RAJINDER NAGAR,GEN,AJAY KUMAR KALIA,M,58,NADP,142,14,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,MD. SHOAIB,M,26,SP(I),201,10,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,NEELAM MAHAJAN,F,54,IND,103,17,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,None of the Above,NULL,NULL,NOTA,552,6,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,P.D. THANAPPAN,M,63,DMDK,152,12,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,R.P.SINGH,M,52,BJP,35713,1,164868,99817,1,BJP
2013,NCT of Delhi,RAJINDER NAGAR,GEN,RAJANI CHAUHAN,F,48,PHRC,134,15,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,RAM KUMAR TANWAR,M,52,IND,406,7,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,RAMA KANT GOSWAMI,M,69,INC,20817,3,164868,99817,0,INC
2013,NCT of Delhi,RAJINDER NAGAR,GEN,SADHANA,F,38,RPIE,160,11,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,SANNO,F,37,RVNP,123,16,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,SWADESH OHRI,M,72,ATBP,149,13,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,TRILOK CHAND SHARMA,M,50,BSP,4794,4,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,VIJAY GUPTA,M,47,IND,264,9,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,VIJENDER GARG VIJAY,M,50,AAAP,33917,2,164868,99817,0,AAAP
2013,NCT of Delhi,RAJINDER NAGAR,GEN,VINOD BHATT,M,32,IND,1720,5,164868,99817,0,OTHERS
2013,NCT of Delhi,RAJINDER NAGAR,GEN,VINOD KUMAR SHRIVASTAVA,M,48,JD(U),358,8,164868,99817,0,JD(U)
2013,NCT of Delhi,NEW DELHI,GEN,ANAND KUMAR RAI,M,28,IND,39,13,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,ANITA,F,43,SP(I),260,6,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,ARVIND KEJRIWAL,M,45,AAAP,44269,1,124107,83059,1,AAAP
2013,NCT of Delhi,NEW DELHI,GEN,ASAD MIYAN,M,42,IND,39,14,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,ASHISH KAPUR,M,40,IND,58,12,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,G S MANI,M,35,DMDK,205,8,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,JAGDISH KUMAR GHAI,M,64,IND,82,10,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,K.P. SANKARAN MENON,M,68,RBHP,15,18,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,LAXMI NARAYAN,M,35,IND,208,7,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,LILA DEVI,F,51,IND,83,9,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,None of the Above,NULL,NULL,NOTA,460,5,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,RAJ KUMAR PARIHAR,M,38,DJP,22,15,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,RITU SINGH,F,46,BSP,605,4,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,SANJAY KUMAR,M,35,RaJSP,62,11,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,SHANKAR SHAH,M,52,RVNP,17,17,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,SHEILA DIKSHIT,F,75,INC,18405,2,124107,83059,0,INC
2013,NCT of Delhi,NEW DELHI,GEN,SHIV KUMAR TIWARI,M,39,ABHM,21,16,124107,83059,0,OTHERS
2013,NCT of Delhi,NEW DELHI,GEN,VIJENDER KUMAR,M,50,BJP,17952,3,124107,83059,0,BJP
2013,NCT of Delhi,JANGPURA,GEN,A. SHIVA,M,37,DMDK,256,8,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,DEEPAK BISWAS,M,52,IND,67,12,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,MANINDER SINGH DHIR,M,61,AAAP,29701,1,129053,80399,1,AAAP
2013,NCT of Delhi,JANGPURA,GEN,None of the Above,NULL,NULL,NOTA,555,6,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,PANKAJ JAIN,M,43,BJP,18978,3,129053,80399,0,BJP
2013,NCT of Delhi,JANGPURA,GEN,PREM SAGAR,M,49,IJP,124,10,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,RAKESH,M,26,JD(U),1523,4,129053,80399,0,JD(U)
2013,NCT of Delhi,JANGPURA,GEN,SANDEEP SINGH,M,35,ABVCP,243,9,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,SURESH CHAND,M,58,BSP,600,5,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,TARUN SAINI,M,31,IND,72,11,129053,80399,0,OTHERS
2013,NCT of Delhi,JANGPURA,GEN,TARVINDER SINGH MARWAH,M,54,INC,27957,2,129053,80399,0,INC
2013,NCT of Delhi,JANGPURA,GEN,VIJAY CHOUDARY,M,59,IND,299,7,129053,80399,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,BACHO,M,36,NADP,140,8,134828,88500,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,BEER SINGH NEGI,M,52,SSGP,151,6,134828,88500,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,BISWAMBAR NAYAK,M,41,IND,90,9,134828,88500,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,COLONEL ANIL JOTWANI (RETIRED),M,50,IND,148,7,134828,88500,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,MADAN LAL,M,57,AAAP,33609,1,134828,88500,1,AAAP
2013,NCT of Delhi,KASTURBA NAGAR,GEN,NEERAJ BASOYA,M,37,INC,24227,3,134828,88500,0,INC
2013,NCT of Delhi,KASTURBA NAGAR,GEN,None of the Above,NULL,NULL,NOTA,607,4,134828,88500,0,OTHERS
2013,NCT of Delhi,KASTURBA NAGAR,GEN,SHIKHA ROY,F,49,BJP,28935,2,134828,88500,0,BJP
2013,NCT of Delhi,KASTURBA NAGAR,GEN,SURESH KUMAR VERMA,M,38,BSP,478,5,134828,88500,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,BHART KUMAR SHAHOO,M,25,IND,45,14,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,CHAHAT MIYAN,M,30,SP,247,7,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,KIRAN,F,29,Aa S P,36,15,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,KISHOR,M,48,AACP,2389,4,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,MOHD. YUSUF,M,27,BHBP,93,11,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,MRS. SHARMILA,F,30,DMDK,184,8,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,MS. ARTI MEHRA,F,50,BJP,24486,2,124575,81895,0,BJP
2013,NCT of Delhi,MALVIYA NAGAR,GEN,MS. KIRAN WALIA,F,69,INC,20500,3,124575,81895,0,INC
2013,NCT of Delhi,MALVIYA NAGAR,GEN,None of the Above,NULL,NULL,NOTA,375,6,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,PREM SINGH,M,42,JKNPP,32,16,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI HANNAN AHMED,M,51,NADP,47,13,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI JAVED FAROOQUI,M,40,LJP,30,17,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI RAFIK,M,51,PECP,129,10,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI RAJEEV KUMAR,M,40,IND,134,9,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI SOMNATH BHARTI,M,39,AAAP,32258,1,124575,81895,1,AAAP
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SHRI VIJENDER,M,40,BSP,741,5,124575,81895,0,OTHERS
2013,NCT of Delhi,MALVIYA NAGAR,GEN,SUNIL ATREE,M,52,NCP,88,12,124575,81895,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,ANIL KUMAR SHARMA,M,42,BJP,28017,1,133302,84600,1,BJP
2013,NCT of Delhi,R K PURAM,GEN,BARKHA SHUKLA SINGH,F,54,INC,19679,3,133302,84600,0,INC
2013,NCT of Delhi,R K PURAM,GEN,DHIRAJ KUMAR TOKAS,M,38,BSP,7614,4,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,GAURAV VERMA,M,35,ABVCP,39,12,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,GIANDEV GUPTA,M,61,AACP,109,9,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,KULDEEP SINGH AHLAWAT,M,51,IND,72,11,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,MAHAVEER SINGH,M,33,PpGP,222,6,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,NEPAL SINGH,M,37,RJAP,22,13,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,None of the Above,NULL,NULL,NOTA,528,5,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,RASHID ILMI,M,42,IND,99,10,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,S.D. PRAKASH,M,28,DMDK,165,8,133302,84600,0,OTHERS
2013,NCT of Delhi,R K PURAM,GEN,SHAZIA ILMI MALIK,F,43,AAAP,27691,2,133302,84600,0,AAAP
2013,NCT of Delhi,R K PURAM,GEN,UTTAM KUMAR,M,46,NADP,211,7,133302,84600,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,ANUPAM KUMAR SHARMA,M,44,IND,105,9,156039,96838,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,BIMLESH KUMAR JHA,M,33,IND,117,8,156039,96838,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,DR. YOGANAND SHASTRI,M,68,INC,21494,3,156039,96838,0,INC
2013,NCT of Delhi,MEHRAULI,GEN,NARENDER SINGH,M,29,AACP,209,7,156039,96838,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,NARINDER SINGH SEJWAL,M,37,AAAP,32917,2,156039,96838,0,AAAP
2013,NCT of Delhi,MEHRAULI,GEN,None of the Above,NULL,NULL,NOTA,657,5,156039,96838,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,PARVESH SAHIB SINGH,M,36,BJP,37481,1,156039,96838,1,BJP
2013,NCT of Delhi,MEHRAULI,GEN,PREM DUTT SHARMA,M,65,NCP,644,6,156039,96838,0,OTHERS
2013,NCT of Delhi,MEHRAULI,GEN,SURENDER PAWAR,M,56,BSP,3170,4,156039,96838,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,AMIT KUMAR,M,31,BSP,2507,4,167686,110879,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,ASHOK,M,25,SHS,180,9,167686,110879,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,BABU LAL,M,36,IND,245,8,167686,110879,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,BALRAM TANWAR,M,55,INC,33851,2,167686,110879,0,INC
2013,NCT of Delhi,CHHATARPUR,GEN,BRAHM SINGH TANWAR,M,61,BJP,49975,1,167686,110879,1,BJP
2013,NCT of Delhi,CHHATARPUR,GEN,None of the Above,NULL,NULL,NOTA,718,6,167686,110879,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,RAM SIRJAN BHAGAT,M,49,PBI,370,7,167686,110879,0,OTHERS
2013,NCT of Delhi,CHHATARPUR,GEN,RISHI PAL,M,46,AAAP,22285,3,167686,110879,0,AAAP
2013,NCT of Delhi,CHHATARPUR,GEN,SHIV DUTT SHARMA,M,45,CPI,745,5,167686,110879,0,OTHERS
2013,NCT of Delhi,DEOLI,SC,ARVINDER SINGH,M,48,INC,26140,3,184309,118364,0,INC
2013,NCT of Delhi,DEOLI,SC,GAGAN RANA @ GAGAN SHRI LAL PRADHAN,M,30,BJP,34538,2,184309,118364,0,BJP
2013,NCT of Delhi,DEOLI,SC,KISHOR KUMAR RAJORA,M,39,BSP,4419,4,184309,118364,0,OTHERS
2013,NCT of Delhi,DEOLI,SC,None of the Above,NULL,NULL,NOTA,838,5,184309,118364,0,OTHERS
2013,NCT of Delhi,DEOLI,SC,PRAKASH,M,25,AAAP,51646,1,184309,118364,1,AAAP
2013,NCT of Delhi,DEOLI,SC,SHER SINGH,M,40,JKNPP,739,6,184309,118364,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,ASHOK KUMAR,M,53,AAAP,36239,1,124523,85526,1,AAAP
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,CH. PREM SINGH,M,80,INC,19753,3,124523,85526,0,INC
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,GHAN SHYAM DASS,M,64,BSP,3250,4,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,GOPAL KRISHAN,M,28,JKNPP,238,7,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,KHUSHI RAM CHUNAR,M,39,BJP,24569,2,124523,85526,0,BJP
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,None of the Above,NULL,NULL,NOTA,568,5,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,RADHEY SHYAM,M,41,IND,330,6,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,RAJ KUMAR BANEWAL,M,49,IJP,104,10,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,RAJVEER SINGH,M,40,IND,190,8,124523,85526,0,OTHERS
2013,NCT of Delhi,AMBEDKAR NAGAR,SC,RAMESH CHANDER CHHAZLAAN,M,60,BHBP,188,9,124523,85526,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,AMARJEET VERMA,M,43,PBI,484,9,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,DASHRATH CHAUHAN,M,40,IND,1500,6,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,DINESH MOHANIYA,M,35,AAAP,24851,1,137295,89167,1,AAAP
2013,NCT of Delhi,SANGAM VIHAR,GEN,DIPANKAR BANERJEE,M,28,RaJSP,152,16,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,DIWAKAR JHA,M,41,IND,246,12,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,JAG PARVESH,M,41,INC,16435,3,137295,89167,0,INC
2013,NCT of Delhi,SANGAM VIHAR,GEN,KALPANA JHA,F,41,IND,508,8,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,LOKESH KUMAR,M,29,IND,281,11,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,MOHD. YOUNUS,M,46,LJP,70,18,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,NARESH SHARMA,M,27,SP,91,17,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,None of the Above,NULL,NULL,NOTA,298,10,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,RAMA WATI,F,36,RaMSP,199,13,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,RITA GILL,F,44,IJP,172,15,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,SHAHID,M,38,PECP,753,7,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,SHAILENDRA KUMAR,M,36,IND,193,14,137295,89167,0,OTHERS
2013,NCT of Delhi,SANGAM VIHAR,GEN,SHISH PAL SINGH,M,56,JD(U),9010,5,137295,89167,0,JD(U)
2013,NCT of Delhi,SANGAM VIHAR,GEN,SHIV CHARAN LAL GUPTA,M,60,BJP,24074,2,137295,89167,0,BJP
2013,NCT of Delhi,SANGAM VIHAR,GEN,VIR SINGH,M,58,BSP,9850,4,137295,89167,0,OTHERS
2013,NCT of Delhi,GREATER KAILASH,GEN,AJAY KUMAR MALHOTRA,M,52,BJP,30005,2,144016,95261,0,BJP
2013,NCT of Delhi,GREATER KAILASH,GEN,ASHOK KUMAR,M,31,IND,427,6,144016,95261,0,OTHERS
2013,NCT of Delhi,GREATER KAILASH,GEN,MUKESH BHARDWAJ,M,40,BSP,912,4,144016,95261,0,OTHERS
2013,NCT of Delhi,GREATER KAILASH,GEN,NANHEY KHAN QURESHI,M,56,SP,426,7,144016,95261,0,OTHERS
2013,NCT of Delhi,GREATER KAILASH,GEN,None of the Above,NULL,NULL,NOTA,639,5,144016,95261,0,OTHERS
2013,NCT of Delhi,GREATER KAILASH,GEN,SAURABH BHARADWAJ,M,33,AAAP,43097,1,144016,95261,1,AAAP
2013,NCT of Delhi,GREATER KAILASH,GEN,VIRENDER KASANA,M,45,INC,19714,3,144016,95261,0,INC
2013,NCT of Delhi,KALKAJI,GEN,AJAY KR AGGARWAL,M,31,BSP,1235,5,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,BHESH DHARI,M,33,IND,83,11,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,DHARAMBIR SINGH,M,50,AAAP,28639,2,144009,90882,0,AAAP
2013,NCT of Delhi,KALKAJI,GEN,DHARMENDER KUMAR,M,37,IND,3092,4,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,HARMEET SINGH,M,45,BJP,30683,1,144009,90882,1,BJP
2013,NCT of Delhi,KALKAJI,GEN,MOHD VIKKI KHAN,M,48,JSMP,176,7,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,None of the Above,NULL,NULL,NOTA,581,6,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,RAMESH CHAND YADAV,M,30,JKNPP,49,13,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,RAMU,M,38,DMDK,172,8,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,SUBHASH CHOPRA,M,66,INC,25787,3,144009,90882,0,INC
2013,NCT of Delhi,KALKAJI,GEN,SUMAN YADAV,F,36,SP,78,12,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,SURENDER SINGH,M,45,IND,124,10,144009,90882,0,OTHERS
2013,NCT of Delhi,KALKAJI,GEN,SUSHIL GARG,M,38,IND,162,9,144009,90882,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,AMIT BIDHURI,M,31,IND,177,9,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,BALVEER,M,49,IND,60,13,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,BIRJU NAYAK,M,38,IND,108,11,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,HANSRAJ NAGAR,M,32,IND,195,8,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,MAHIPAL SINGH,M,43,IND,81,12,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,MANOJ KUMAR RAY,M,30,AAAP,12465,3,131857,87274,0,AAAP
2013,NCT of Delhi,TUGHLAKABAD,GEN,MOHD. SHABBIR,M,44,JD(U),460,6,131857,87274,0,JD(U)
2013,NCT of Delhi,TUGHLAKABAD,GEN,None of the Above,NULL,NULL,NOTA,457,7,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,OM PARKASH,M,52,INC,9781,4,131857,87274,0,INC
2013,NCT of Delhi,TUGHLAKABAD,GEN,RAMESH BIDHURI,M,52,BJP,34009,1,131857,87274,1,BJP
2013,NCT of Delhi,TUGHLAKABAD,GEN,REKHA SINGH,F,43,IND,115,10,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,SAHI RAM,M,52,BSP,28063,2,131857,87274,0,OTHERS
2013,NCT of Delhi,TUGHLAKABAD,GEN,SHISH PAL,M,59,IND,1269,5,131857,87274,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,AMRESH KUMAR CHAUDHARY,M,37,IND,129,15,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,BIJENDER SINGH LOHIA,M,38,IND,105,16,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,CHAMPA DEVI,F,42,JD(U),205,13,206380,132488,0,JD(U)
2013,NCT of Delhi,BADARPUR,GEN,JAY PRAKASH YADAV,M,44,SP,234,12,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,KALYAN SINGH MAAN,M,55,RLD,422,8,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,KAMTA MISHRA,M,52,IND,153,14,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,LAL DEVENDER SINGH CHAUHAN,M,52,IND,448,7,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,NAR SINGH SHAH,M,41,BSP,30346,3,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,NARAYAN DUTT SHARMA,M,40,AAAP,20833,4,206380,132488,0,AAAP
2013,NCT of Delhi,BADARPUR,GEN,None of the Above,NULL,NULL,NOTA,704,6,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,OM PRAKASH GUPTA,M,61,IND,1275,5,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,RAM NATH SHARMA,M,50,IND,271,9,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,RAM SINGH NETAJI,M,57,INC,31490,2,206380,132488,0,INC
2013,NCT of Delhi,BADARPUR,GEN,RAMBIR SINGH BIDHURI,M,60,BJP,45344,1,206380,132488,1,BJP
2013,NCT of Delhi,BADARPUR,GEN,YASH PAL SINGH,M,37,IND,258,10,206380,132488,0,OTHERS
2013,NCT of Delhi,BADARPUR,GEN,YOGESH,M,32,IJP,243,11,206380,132488,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,A.S. SHAMIM,M,59,IND,202,15,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,ABDUL QAYYUM,M,43,SP(I),140,17,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,ALAUDDIN,M,48,IND,164,16,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,AMANATULLAH KHAN,M,39,LJP,3747,6,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,AMIRUDDIN,M,53,SP,2395,7,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,ASIF MOHD KHAN,M,49,INC,50004,1,235966,137632,1,INC
2013,NCT of Delhi,OKHLA,GEN,BRAHAM SINGH,M,49,BSP,20392,4,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,DHIR SINGH BIDHURI,M,57,BJP,23358,3,235966,137632,0,BJP
2013,NCT of Delhi,OKHLA,GEN,IRFANULLAH KHAN,M,60,AAAP,23459,2,235966,137632,0,AAAP
2013,NCT of Delhi,OKHLA,GEN,KALIMULLAH SIDDIQUI,M,45,baspb,108,18,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,KHURRUM ANIS OMER,M,50,IUML,270,14,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,MOHD SHAMEEM,M,44,IND,278,13,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,MUSARRAT ALI KHAN,M,39,PECP,1081,8,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,None of the Above,NULL,NULL,NOTA,454,11,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,PRONAB HALDAR,M,38,CPI,660,10,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,S M NOORULLAH,M,43,RUC,86,19,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,SANTOSH KUMAR,M,35,IND,737,9,235966,137632,0,OTHERS
2013,NCT of Delhi,OKHLA,GEN,SHOAB DANISH,M,48,JD(U),9735,5,235966,137632,0,JD(U)
2013,NCT of Delhi,OKHLA,GEN,VED PRAKASH,M,46,AP,320,12,235966,137632,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,AJAY,M,48,IND,175,12,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,BITTOO SINGH,M,40,HJP,200,10,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,HARNAM SINGH,M,37,INC,19774,3,163933,113279,0,INC
2013,NCT of Delhi,TRILOKPURI,SC,JAGDEESH PRASAD,M,45,IND,4175,5,163933,113279,0,OTHERS
2013,NCT of Delhi,TRILOKPURI,SC,KHUBI RAM,M,43,CPI,476,8,163933,113279,0,OTHERS
