year,statename,lcname,candidate,sex,party,total,electors,polled,rank,overpolled,win,alliance
2001,Tamil Nadu,THOTTIAM,ANNAVI .P,M,ADMK,57449,,116337,1,49.38%,1,ADMK
2001,Tamil Nadu,THOTTIAM,KANNAIYAN.K,M,DMK,44301,,116337,2,38.08%,0,DMK
2001,Tamil Nadu,THOTTIAM,PITCHAI.T.,M,IND,4656,,116337,3,4.00%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,THIAGARAJAN.N.,M,TYMK,3379,,116337,4,2.90%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,PERIASAMY .K.R.,M,IND,2478,,116337,5,2.13%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,DEVADASS .V.,M,IND,1741,,116337,6,1.50%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,GOPALAKRISHNAN.N.,M,MDMK,1646,,116337,7,1.41%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,SENTHILVEL DURAI.P,M,JP,392,,116337,8,0.34%,0,OTHERS
2001,Tamil Nadu,THOTTIAM,KANDASAMY .P.,M,IND,295,,116337,9,0.25%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,STALIN M.K.,M,DMK,49056,,95428,1,51.41%,1,DMK
2001,Tamil Nadu,THOUSAND LIGHTS,SEKAR S,M,TMC(M),41782,,95428,2,43.78%,0,ADMK
2001,Tamil Nadu,THOUSAND LIGHTS,MALLIKA TMT.,F,MDMK,2511,,95428,3,2.63%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,SYED FASIUDDIN G.M. ,M,IND,539,,95428,4,0.56%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,RAJKAMAL V,M,IND,457,,95428,5,0.48%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,HARRY M,M,IND,351,,95428,6,0.37%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,RAVI T.R,M,IND,182,,95428,7,0.19%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,SIVARAMAN P,M,IND,179,,95428,8,0.19%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,RAMESH R,M,IND,145,,95428,9,0.15%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,ANANDARAMAN A,M,IND,143,,95428,10,0.15%,0,OTHERS
2001,Tamil Nadu,THOUSAND LIGHTS,GUNASEKARAN V,M,IND,83,,95428,11,0.09%,0,OTHERS
2001,Tamil Nadu,TINDIVANAM,SHANMUGM .C.VE.,M,ADMK,54884,,102956,1,53.31%,1,ADMK
2001,Tamil Nadu,TINDIVANAM,SETHUNATHAN.R,M,DMK,42736,,102956,2,41.51%,0,DMK
2001,Tamil Nadu,TINDIVANAM,RAVI .S,M,MDMK,2353,,102956,3,2.29%,0,OTHERS
2001,Tamil Nadu,TINDIVANAM,MEGESH .M,M,IND,2182,,102956,4,2.12%,0,OTHERS
2001,Tamil Nadu,TINDIVANAM,INIYADAYALAN .G,M,IND,801,,102956,5,0.78%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,ANITHA.R. RADHAKRISHNAN.,F,ADMK,52990,,99957,1,53.01%,1,ADMK
2001,Tamil Nadu,TIRUCHENDUR,TMT. JENIFER CHANDRAN. S.,F,DMK,41797,,99957,2,41.81%,0,DMK
2001,Tamil Nadu,TIRUCHENDUR,RAMESH. V.P.R.,M,MDMK,2662,,99957,3,2.66%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,RAFEEK.M.Z.,M,IND,1502,,99957,4,1.50%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,ALSTON.T.,M,IND,352,,99957,5,0.35%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,DEVARAJ. A.K.,M,IND,196,,99957,6,0.20%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,KALEEL RAHUMAN.M.,M,IND,152,,99957,7,0.15%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,MAGARAJAN.S.,M,IND,126,,99957,8,0.13%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,SADAKATHULLAH. M.N.,M,IND,93,,99957,9,0.09%,0,OTHERS
2001,Tamil Nadu,TIRUCHENDUR,CHITRANATHAN.T.,M,IND,87,,99957,10,0.09%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,PONNAIYAN.C,M,ADMK,107898,,181200,1,59.55%,1,ADMK
2001,Tamil Nadu,TIRUCHENGODE,ARUMUGAM .T.P.,M,DMK,63789,,181200,2,35.20%,0,DMK
2001,Tamil Nadu,TIRUCHENGODE,GURUSAMY.T.P.,M,MDMK,3687,,181200,3,2.03%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,ARUMUGAM .S.K.,M,JD(S),1559,,181200,4,0.86%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,VARADHARAJAN.R,M,IND,1431,,181200,5,0.79%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,PERUMAL .C,M,IND,1025,,181200,6,0.57%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,GOVINDRAJA .A.,M,CPI(ML)(L),532,,181200,7,0.29%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,LINGAPPAN.V.,M,IND,416,,181200,8,0.23%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,NANDHAKUMAR K.L.,M,IND,325,,181200,9,0.18%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,RAJAMANICKAM T.C.,M,IND,298,,181200,10,0.16%,0,OTHERS
2001,Tamil Nadu,TIRUCHENGODE,RAJENDRAN.K.M,M,IND,240,,181200,11,0.13%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,PARANIKUMOR. B.,M,DMK,31421,,73192,1,42.93%,1,DMK
2001,Tamil Nadu,TIRUCHIRAPALLI-I,KADHER MOHIDEEN. M. ,M,MUL,30497,,73192,2,41.67%,0,ADMK
2001,Tamil Nadu,TIRUCHIRAPALLI-I,MALAR MANNAN.A.,M,MDMK,9003,,73192,3,12.30%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,ARUMUGAM.K.C.,M,JD(U),802,,73192,4,1.10%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,RAJAMANI. K.,M,IND,418,,73192,5,0.57%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,SUBRAMANIAN. R.,M,IND,387,,73192,6,0.53%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,ANSARI RAJA.A.,M,IND,212,,73192,7,0.29%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,THENDAPANI.R.,M,IND,197,,73192,8,0.27%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,SELVARAJ. S.,M,IND,145,,73192,9,0.20%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-I,SYEDBASHIR AHAMED. S..G ,M,IND,110,,73192,10,0.15%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-II,ANBIL PERIASAMY,M,DMK,56598,,108715,1,52.06%,1,DMK
2001,Tamil Nadu,TIRUCHIRAPALLI-II,SELVARAJ P.C.,M,INC,42654,,108715,2,39.23%,0,ADMK
2001,Tamil Nadu,TIRUCHIRAPALLI-II,C. KANNAIYAN,M,MDMK,7289,,108715,3,6.70%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-II,RAMANAN .S,M,IND,789,,108715,4,0.73%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-II,VARATHARAJ .L,M,JP,510,,108715,5,0.47%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-II,MARUTHAMUTHU .T,M,GMK,508,,108715,6,0.47%,0,OTHERS
2001,Tamil Nadu,TIRUCHIRAPALLI-II,SELVARAJ .A,M,IND,367,,108715,7,0.34%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,NAINAR NAGENDRAN.,M,ADMK,42765,,104492,1,40.93%,1,ADMK
2001,Tamil Nadu,TIRUNELVELI,SUBRAMANIAN.A.L.,M,DMK,42043,,104492,2,40.24%,0,DMK
2001,Tamil Nadu,TIRUNELVELI,SARAVANAPERUMAL.S,M,SP,11025,,104492,3,10.55%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,SHANMUGASUNDARAM.R,M,MDMK,4980,,104492,4,4.77%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,JABARULLAKHAN.P.,M,IND,1595,,104492,5,1.53%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,SANKARAPANDIAN.T.,M,CPI(ML)(L),782,,104492,6,0.75%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,RAJAPANDIAN.J,M,IND,445,,104492,7,0.43%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,VELU.A,M,IND,410,,104492,8,0.39%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,ARUMUGANAINAR.T,M,IND,229,,104492,9,0.22%,0,OTHERS
2001,Tamil Nadu,TIRUNELVELI,AYYAPPAN.P,M,IND,218,,104492,10,0.21%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,SEENIVEL S.M.,M,ADMK,83167,,169969,1,48.93%,1,ADMK
2001,Tamil Nadu,TIRUPPARANKUNDRAM,RAMACHANDRAN C,M,DMK,74040,,169969,2,43.56%,0,DMK
2001,Tamil Nadu,TIRUPPARANKUNDRAM,CHINNACHELLAM M.D.,M,MDMK,4850,,169969,3,2.85%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,SOODAM MANI V.S. ,M,IND,3990,,169969,4,2.35%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,CHANDRASEKARAN .R.,M,IND,1550,,169969,5,0.91%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,SASIKUMAR A,M,JP,1226,,169969,6,0.72%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,PALANIVEL M,M,IND,856,,169969,7,0.50%,0,OTHERS
2001,Tamil Nadu,TIRUPPARANKUNDRAM,SAKTHIVEL K,M,IND,290,,169969,8,0.17%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,RAJA. T.K.,M,PMK,59840,,129674,1,46.15%,1,ADMK
2001,Tamil Nadu,TIRUPPATTUR I,ARASU. S.,M,DMK,54079,,129674,2,41.70%,0,DMK
2001,Tamil Nadu,TIRUPPATTUR I,ANNAMALAI .K,M,MDMK,8474,,129674,3,6.53%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,NEELA.M,F,IND,1730,,129674,4,1.33%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,THIRUVENGADAM. M,M,IND,1430,,129674,5,1.10%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,RAMASAMY . G ,M,MNK(PLP),1259,,129674,6,0.97%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,CHINNASAMY. P,M,IND,1104,,129674,7,0.85%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,CHINNARAJ. M.,M,UCPI,839,,129674,8,0.65%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,SATHIASEELAN.T.C,M,IND,494,,129674,9,0.38%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR I,ETHIRAJAN. A.P.,M,IND,425,,129674,10,0.33%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR II,UMADHEVAN. KK,M,ADMK,50165,,98617,1,50.87%,1,ADMK
2001,Tamil Nadu,TIRUPPATTUR II,SIVARAMAN. R.,M,DMK,41075,,98617,2,41.65%,0,DMK
2001,Tamil Nadu,TIRUPPATTUR II,SEVANTHIAPPAN PULAVAR,M,MDMK,4589,,98617,3,4.65%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR II,GUNASEKARAN. P.,M,IND,1646,,98617,4,1.67%,0,OTHERS
2001,Tamil Nadu,TIRUPPATTUR II,GAHAN RAAM CHATTRAPATHI. S.U.,M,NCP,1142,,98617,5,1.16%,0,OTHERS
2001,Tamil Nadu,TIRUPPORUR (SC),KANITHA SAMPATH S ,F,ADMK,74716,,136747,1,54.64%,1,ADMK
2001,Tamil Nadu,TIRUPPORUR (SC),NAGARAJAN C,M,DMK,49926,,136747,2,36.51%,0,DMK
2001,Tamil Nadu,TIRUPPORUR (SC),SEEMAN P,M,MDMK,5082,,136747,3,3.72%,0,OTHERS
2001,Tamil Nadu,TIRUPPORUR (SC),ANANDAN.V,M,IND,2711,,136747,4,1.98%,0,OTHERS
2001,Tamil Nadu,TIRUPPORUR (SC),UDAYAKUMAR N,M,PB,2676,,136747,5,1.96%,0,OTHERS
2001,Tamil Nadu,TIRUPPORUR (SC),ERANIAPPAN C,M,CPI(ML)(L),1636,,136747,6,1.20%,0,OTHERS
2001,Tamil Nadu,TIRUPPUR,SIVASAMI. C.,M,ADMK,127224,,212372,1,59.91%,1,ADMK
2001,Tamil Nadu,TIRUPPUR,LALITHAKUMARAMANGALAM. ,F,BJP,80668,,212372,2,37.98%,0,DMK
2001,Tamil Nadu,TIRUPPUR,NAGARAJAN .S,M,IND,1878,,212372,3,0.88%,0,OTHERS
2001,Tamil Nadu,TIRUPPUR,SHANMUGAM. P,M,IND,1060,,212372,4,0.50%,0,OTHERS
2001,Tamil Nadu,TIRUPPUR,DURAISAMY. R,M,IND,809,,212372,5,0.38%,0,OTHERS
2001,Tamil Nadu,TIRUPPUR,SIVASUBRAMANIAM. K.,M,IND,733,,212372,6,0.35%,0,OTHERS
2001,Tamil Nadu,TIRUTHURAIPUNDI,PALANISAMY . G ,M,CPI,73451,,129416,1,56.76%,1,ADMK
2001,Tamil Nadu,TIRUTHURAIPUNDI,POONGUZHALI. M,F,DMK,48392,,129416,2,37.39%,0,DMK
2001,Tamil Nadu,TIRUTHURAIPUNDI,VEERAMANI. C,M,MDMK,4959,,129416,3,3.83%,0,OTHERS
2001,Tamil Nadu,TIRUTHURAIPUNDI,ANBALAGAN.N.,M,IND,2614,,129416,4,2.02%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,RAVIRAJ G,M,PMK,58549,,117063,1,50.01%,1,ADMK
2001,Tamil Nadu,TIRUTTANI,SHIVAJI E.A.P.,M,DMK,44675,,117063,2,38.16%,0,DMK
2001,Tamil Nadu,TIRUTTANI,MAHALINGAM .G,M,PB,7412,,117063,3,6.33%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,DHARMAN N.S.,M,MDMK,2406,,117063,4,2.06%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,JAYARAMAN .A,M,IND,1499,,117063,5,1.28%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,MUNIRATHINAM .D,M,IND,877,,117063,6,0.75%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,CHANDRA BABU .P.S,M,IND,674,,117063,7,0.58%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,THIYAGARAJAN .T.M,M,IND,526,,117063,8,0.45%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,PERUMAL .V,M,IND,230,,117063,9,0.20%,0,OTHERS
2001,Tamil Nadu,TIRUTTANI,SUNDARA RAJAN .M,M,RPI,215,,117063,10,0.18%,0,OTHERS
2001,Tamil Nadu,TIRUVADANAI,RAMASAMY K.R.,M,TMC(M),43536,,111294,1,39.12%,1,ADMK
2001,Tamil Nadu,TIRUVADANAI,JONES RUSSO,F,IND,41232,,111294,2,37.05%,0,OTHERS
2001,Tamil Nadu,TIRUVADANAI,RAJENDRAN S,M,MADMK,22392,,111294,3,20.12%,0,DMK
2001,Tamil Nadu,TIRUVADANAI,MOHAMED MUSTHAFA H ,M,MDMK,2866,,111294,4,2.58%,0,OTHERS
2001,Tamil Nadu,TIRUVADANAI,PANDIYARAJAN D,M,CPI(ML)(L),751,,111294,5,0.67%,0,OTHERS
2001,Tamil Nadu,TIRUVADANAI,SEKAR K,M,LJNSP,517,,111294,6,0.46%,0,OTHERS
2001,Tamil Nadu,TIRUVAIYARU,AYYARU VANDAYAR K. ,M,ADMK,55579,,101519,1,54.75%,1,ADMK
2001,Tamil Nadu,TIRUVAIYARU,CHANDRASEKARAN DURAI,M,DMK,39890,,101519,2,39.29%,0,DMK
2001,Tamil Nadu,TIRUVAIYARU,MADHIYAZHAGAN.R,M,MDMK,3420,,101519,3,3.37%,0,OTHERS
2001,Tamil Nadu,TIRUVAIYARU,VIJAYAN .U,M,IND,1491,,101519,4,1.47%,0,OTHERS
2001,Tamil Nadu,TIRUVAIYARU,CHANDRASEKARAN. M,M,IND,636,,101519,5,0.63%,0,OTHERS
2001,Tamil Nadu,TIRUVAIYARU,MANIKKODI.K TMT,F,JD(S),503,,101519,6,0.50%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,SUDHARSANAM.D,M,TMC(M),47899,,111648,1,42.90%,1,ADMK
2001,Tamil Nadu,TIRUVALLUR,RAJENDIRAN. V.G.,M,PNK,27948,,111648,2,25.03%,0,DMK
2001,Tamil Nadu,TIRUVALLUR,SACHITHANANDHAM .T.S.,M,IND,18145,,111648,3,16.25%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,VIJAYAKUMAR P.,M,IND,6090,,111648,4,5.45%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,JAMES.E,M,PB,4738,,111648,5,4.24%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,VASU. R.,M,MDMK,2674,,111648,6,2.40%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,KARUNAKARAN .C,M,IND,1141,,111648,7,1.02%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,PAULDOSS ALIAS MURUGESAN ,M,IND,815,,111648,8,0.73%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,MOHANA.R,F,IND,696,,111648,9,0.62%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,PALANIVEL.R.,M,IND,591,,111648,10,0.53%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,VARALAKSHMI.S,F,IND,563,,111648,11,0.50%,0,OTHERS
2001,Tamil Nadu,TIRUVALLUR,VASU.N.S.,M,IND,348,,111648,12,0.31%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,PITCHANDI.K.,M,DMK,64115,,134281,1,47.75%,1,DMK
2001,Tamil Nadu,TIRUVANNAMALAI,SHUNMUGASUNDARAM.M.,M,PMK,60025,,134281,2,44.70%,0,ADMK
2001,Tamil Nadu,TIRUVANNAMALAI,SENTHIL KUMAR.J.,M,MDMK,3140,,134281,3,2.34%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,MOHAN.K.,M,IND,2518,,134281,4,1.88%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,ALAGESAN.A.,M,IND,1720,,134281,5,1.28%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,ARUMUGAM.P..,M,IND,764,,134281,6,0.57%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,PAKKIRI.T.,M,IND,695,,134281,7,0.52%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,ANBALAGAN.G.,M,IND,494,,134281,8,0.37%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,MUNUSAMY.M.,M,IND,454,,134281,9,0.34%,0,OTHERS
2001,Tamil Nadu,TIRUVANNAMALAI,THANGASALAI. C,M,IND,356,,134281,10,0.27%,0,OTHERS
2001,Tamil Nadu,TIRUVARUR,ASOKAN. A.,M,DMK,58425,,122652,1,47.63%,1,DMK
2001,Tamil Nadu,TIRUVARUR,RENGASAMY .K.,M,CPM,57111,,122652,2,46.56%,0,ADMK
2001,Tamil Nadu,TIRUVARUR,KAMALAVENDHAN. A.,M,MDMK,2846,,122652,3,2.32%,0,OTHERS
2001,Tamil Nadu,TIRUVARUR,VEERASAMY .S.,M,IND,2375,,122652,4,1.94%,0,OTHERS
2001,Tamil Nadu,TIRUVARUR,ULAGANATHAN .U,M,IND,1331,,122652,5,1.09%,0,OTHERS
2001,Tamil Nadu,TIRUVARUR,VASUDEVAN .V,M,IND,564,,122652,6,0.46%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,HUSSAIN.S.A.M.,M,DMK,34943,,70179,1,49.79%,1,DMK
2001,Tamil Nadu,TRIPLICANE,RAJAKUMAR.S,M,INC,31267,,70179,2,44.55%,0,ADMK
2001,Tamil Nadu,TRIPLICANE,VIJAYA DHAYANBAN,F,MDMK,2034,,70179,3,2.90%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,KRISHNAPARAYANAR.MU,M,IND,405,,70179,4,0.58%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,SREERAM.G,M,IND,356,,70179,5,0.51%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,RANGANATHAN.V,M,IND,211,,70179,6,0.30%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,VENKATESH.G.R.,M,IND,185,,70179,7,0.26%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,NOOR MOHAMED.A,M,SP,156,,70179,8,0.22%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,DHARMALINGAM.N.M,M,TYMK,141,,70179,9,0.20%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,MARAGATHA VALLI.G,F,IND,131,,70179,10,0.19%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,SIVAGNANASAMBANDAN.T,M,RJD,96,,70179,11,0.14%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,GOPINATH.R,M,IND,87,,70179,12,0.12%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,SURESH .V,M,IND,69,,70179,13,0.10%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,PANNEER SELVAM.S,M,IND,53,,70179,14,0.08%,0,OTHERS
2001,Tamil Nadu,TRIPLICANE,MOHAN.D,M,IND,45,,70179,15,0.06%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,RAJAMMAL.S,F,ADMK,73286,,142582,1,51.40%,1,ADMK
2001,Tamil Nadu,TUTICORIN,PERIASAMY.N,M,DMK,57100,,142582,2,40.05%,0,DMK
2001,Tamil Nadu,TUTICORIN,PARTHIBAN .R.R,M,MDMK,7695,,142582,3,5.40%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,PANNEER SELVAM.G,M,IND,1496,,142582,4,1.05%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,GOVINDASAMY.P,M,SP,1004,,142582,5,0.70%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,JEYAMAL ARPUTHARAJ.B,F,IND,548,,142582,6,0.38%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,ANTONY ANDREWS .S,M,BSP,540,,142582,7,0.38%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,ROOBASINGH.C.S,M,IND,249,,142582,8,0.17%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,MUTHUKUMAR.M,M,IND,248,,142582,9,0.17%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,MURUGAN.A,M,IND,167,,142582,10,0.12%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,KUMAR.V,M,IND,125,,142582,11,0.09%,0,OTHERS
2001,Tamil Nadu,TUTICORIN,CHINNAMANI NADAR.A.J,M,IND,124,,142582,12,0.09%,0,OTHERS
2001,Tamil Nadu,UDUMALPET,SHANMUGAVELU.C,M,ADMK,78938,,138676,1,56.92%,1,ADMK
2001,Tamil Nadu,UDUMALPET,SELVARAJ. D.,M,DMK,39030,,138676,2,28.14%,0,DMK
2001,Tamil Nadu,UDUMALPET,MARIAPPAN. R.T.,M,MDMK,16884,,138676,3,12.18%,0,OTHERS
2001,Tamil Nadu,UDUMALPET,THANGAVEL.M.,M,IND,2070,,138676,4,1.49%,0,OTHERS
2001,Tamil Nadu,UDUMALPET,SAMINATHAN. M.,M,IND,1067,,138676,5,0.77%,0,OTHERS
2001,Tamil Nadu,UDUMALPET,SUBRAMANIAM. P.,M,IND,687,,138676,6,0.50%,0,OTHERS
2001,Tamil Nadu,ULUNDURPET (SC),RAMU.N.,M,ADMK,73384,,133213,1,55.09%,1,ADMK
2001,Tamil Nadu,ULUNDURPET (SC),THIRUNAVUKKARASU.K.,M,DMK,50630,,133213,2,38.01%,0,DMK
2001,Tamil Nadu,ULUNDURPET (SC),ANGAMUTHU.K.,M,MDMK,9199,,133213,3,6.91%,0,OTHERS
2001,Tamil Nadu,UPPILIAPURAM,SAROJAA R.,F,ADMK,58810,,116517,1,50.47%,1,ADMK
2001,Tamil Nadu,UPPILIAPURAM,RANI .R,F,DMK,46459,,116517,2,39.87%,0,DMK
2001,Tamil Nadu,UPPILIAPURAM,RAVI .P,M,IND,5745,,116517,3,4.93%,0,OTHERS
2001,Tamil Nadu,UPPILIAPURAM,E. RAJENDRAN .PON.,M,MDMK,5503,,116517,4,4.72%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,SANTHANAM.L,M,FBL,39248,,90594,1,43.32%,1,ADMK
2001,Tamil Nadu,USILAMPATTI,RAMASAMY.S.O,M,DMK,30181,,90594,2,33.31%,0,DMK
2001,Tamil Nadu,USILAMPATTI,KATHIRAVAN.P.V,M,IND,9834,,90594,3,10.86%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,MURUGAN.A,M,JP,7455,,90594,4,8.23%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,RATHINAM.T.K.P,M,MDMK,1386,,90594,5,1.53%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,RAJESWARI KASINATHAN.P.K.M TMT. ,F,IND,1023,,90594,6,1.13%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,THINAGARAN ALIAS DURAISINGAM .N,M,IND,705,,90594,7,0.78%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,SUBRAMANIAN.A,M,IND,455,,90594,8,0.50%,0,OTHERS
2001,Tamil Nadu,USILAMPATTI,GANESAN.P.K.M,M,IND,307,,90594,9,0.34%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,SOMASUNDARAM. V,M,ADMK,73824,,130716,1,56.48%,1,ADMK
2001,Tamil Nadu,UTHIRAMERUR,SUNDAR. K,M,DMK,46202,,130716,2,35.35%,0,DMK
2001,Tamil Nadu,UTHIRAMERUR,RADHA KRISHNAN..G.,M,MDMK,2668,,130716,3,2.04%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,RAVI CHANDRAN.C,M,IND,2499,,130716,4,1.91%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,TAMIL VENDAN .T,M,IND,2399,,130716,5,1.84%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,PARVENDAN.D.,M,PB,1293,,130716,6,0.99%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,MANAGA.V,F,IND,834,,130716,7,0.64%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,AGARAM CHITHARANJAN DOSS. ,M,IND,459,,130716,8,0.35%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,DHANA SEKARAN. M ,M,IND,323,,130716,9,0.25%,0,OTHERS
2001,Tamil Nadu,UTHIRAMERUR,PANCHAKSHARAM P.,M,IND,215,,130716,10,0.16%,0,OTHERS
2001,Tamil Nadu,VALANGIMAN,BOOPATHI MARIAPPAN TMT ,F,ADMK,54677,,94385,1,57.93%,1,ADMK
2001,Tamil Nadu,VALANGIMAN,NADAIYAZHAGAN .T,M,PT,31200,,94385,2,33.06%,0,DMK
