year,statename,lcname,candidate,sex,party,total,electors,polled,rank,overpolled,win,alliance
2001,Tamil Nadu,POLLACHI,MANIKANDAN. M.,M,IND,1338,,123179,4,1.09%,0,OTHERS
2001,Tamil Nadu,POLLACHI,ASOKAN K.B.,M,IND,1193,,123179,5,0.97%,0,OTHERS
2001,Tamil Nadu,POLLACHI,SUBRAHMANIEM. V,M,IND,919,,123179,6,0.75%,0,OTHERS
2001,Tamil Nadu,POLLACHI,NATARAJAN. K.,M,IND,430,,123179,7,0.35%,0,OTHERS
2001,Tamil Nadu,POLLACHI,SUNDAR T,M,IND,393,,123179,8,0.32%,0,OTHERS
2001,Tamil Nadu,POLUR,NALINI MANOKARAN,F,ADMK,59678,,116298,1,51.31%,1,ADMK
2001,Tamil Nadu,POLUR,ELUMALAI.C,M,DMK,48871,,116298,2,42.02%,0,DMK
2001,Tamil Nadu,POLUR,JAYACHANDRAN.J.,M,IND,2524,,116298,3,2.17%,0,OTHERS
2001,Tamil Nadu,POLUR,KARTHIKEYAN.A.,M,MDMK,1896,,116298,4,1.63%,0,OTHERS
2001,Tamil Nadu,POLUR,BHASKAR.J.,M,PB,1647,,116298,5,1.42%,0,OTHERS
2001,Tamil Nadu,POLUR,DURAIRAJ.M,M,IND,1002,,116298,6,0.86%,0,OTHERS
2001,Tamil Nadu,POLUR,MUNIAPPAN.M.,M,IND,680,,116298,7,0.58%,0,OTHERS
2001,Tamil Nadu,PONGALUR,DAMODARAN P.V.,M,ADMK,57139,,106683,1,53.56%,1,ADMK
2001,Tamil Nadu,PONGALUR,CHELLAMUTHU.K,M,IND,35324,,106683,2,33.11%,0,OTHERS
2001,Tamil Nadu,PONGALUR,DORAISAMY S,M,MDMK,8436,,106683,3,7.91%,0,OTHERS
2001,Tamil Nadu,PONGALUR,DEVARAJ.K,M,IND,2570,,106683,4,2.41%,0,OTHERS
2001,Tamil Nadu,PONGALUR,SARAVANA KANKEYAN P ,M,TDK,1920,,106683,5,1.80%,0,OTHERS
2001,Tamil Nadu,PONGALUR,KARTHIKEYAN.P,M,IND,785,,106683,6,0.74%,0,OTHERS
2001,Tamil Nadu,PONGALUR,KANAGARAJ.N,M,IND,509,,106683,7,0.48%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),KANNAN.A.S.,M,CPI,81408,,149143,1,54.58%,1,ADMK
2001,Tamil Nadu,PONNERI (SC),SUNDARAM.K.,M,DMK,54018,,149143,2,36.22%,0,DMK
2001,Tamil Nadu,PONNERI (SC),DURAIKKANNU.P.,M,MDMK,4319,,149143,3,2.90%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),DEVARAJAN.G,M,IND,3753,,149143,4,2.52%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),RATHINAM.A.D.,M,IND,2211,,149143,5,1.48%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),JAYASEELAN.M,M,PB,1326,,149143,6,0.89%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),MARAN.N.,M,IND,827,,149143,7,0.55%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),JANAKIRAMAN.S,M,CPI(ML)(L),724,,149143,8,0.49%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),SIVAKUMAR.K.S.,M,IND,281,,149143,9,0.19%,0,OTHERS
2001,Tamil Nadu,PONNERI (SC),PRATHAB CHANDRAN.S,M,IND,276,,149143,10,0.19%,0,OTHERS
2001,Tamil Nadu,POOMPUHAR,RENGANATHAN.N,M,ADMK,53760,,106353,1,50.55%,1,ADMK
2001,Tamil Nadu,POOMPUHAR,MOHAMMED SIDDIQ.M,M,DMK,46305,,106353,2,43.54%,0,DMK
2001,Tamil Nadu,POOMPUHAR,MUSAHUDEEN.S.M,M,MDMK,3542,,106353,3,3.33%,0,OTHERS
2001,Tamil Nadu,POOMPUHAR,RAJA ALIAS KANNADASAN.K.S ,M,IND,1679,,106353,4,1.58%,0,OTHERS
2001,Tamil Nadu,POOMPUHAR,SAMPATH.T.V,M,MNK(PLP),1067,,106353,5,1.00%,0,OTHERS
2001,Tamil Nadu,POONAMALLEE,SHANMUGAM S,M,PMK,62220,,165860,1,37.51%,1,ADMK
2001,Tamil Nadu,POONAMALLEE,CHEZHIYAN S,M,DMK,59904,,165860,2,36.12%,0,DMK
2001,Tamil Nadu,POONAMALLEE,MOORTHY M,M,PB,21194,,165860,3,12.78%,0,OTHERS
2001,Tamil Nadu,POONAMALLEE,ANDHRIDOSS R,M,MDMK,17628,,165860,4,10.63%,0,OTHERS
2001,Tamil Nadu,POONAMALLEE,RAMAIAH NAIDU B. ,M,IND,2146,,165860,5,1.29%,0,OTHERS
2001,Tamil Nadu,POONAMALLEE,ASHOKAN A,M,IND,1827,,165860,6,1.10%,0,OTHERS
2001,Tamil Nadu,POONAMALLEE,GOUTHAMAN C.N.A,M,IND,941,,165860,7,0.57%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,SIVAPERUMAL .A.,M,ADMK,39350,,90872,1,43.30%,1,ADMK
2001,Tamil Nadu,POTTAPIDARAM,KRISHNASAMY DR. K. ,M,PT,38699,,90872,2,42.59%,0,DMK
2001,Tamil Nadu,POTTAPIDARAM,GURUSAMY KRISHNAN.R.,M,MDMK,8451,,90872,3,9.30%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,PASUPATHY.C,M,IND,1694,,90872,4,1.86%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,MURUGAN .K.,M,IND,1163,,90872,5,1.28%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,KALYANI TMT.P,F,IND,597,,90872,6,0.66%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,PALANICHAMY.M.,M,IND,538,,90872,7,0.59%,0,OTHERS
2001,Tamil Nadu,POTTAPIDARAM,NAINAR .A.,M,IND,380,,90872,8,0.42%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,DR. VIJAYABASKER.C,M,ADMK,77627,,143864,1,53.96%,1,ADMK
2001,Tamil Nadu,PUDUKKOTTAI,PERIYANNAN ARASU,M,DMK,49444,,143864,2,34.37%,0,DMK
2001,Tamil Nadu,PUDUKKOTTAI,KALIYAMOORTHY . K ,M,MDMK,10702,,143864,3,7.44%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,VIDUTHALAIKKUMARAN.KASI,M,CPI(ML)(L),2199,,143864,4,1.53%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,VIJAYABASKAR.S,M,IND,1435,,143864,5,1.00%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,PALANISAMY M.,M,IND,960,,143864,6,0.67%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,MOHAN V.,M,IND,676,,143864,7,0.47%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,SARAVANAKUMAR .A.,M,IND,454,,143864,8,0.32%,0,OTHERS
2001,Tamil Nadu,PUDUKKOTTAI,KATHAIAH .K,M,IND,367,,143864,9,0.26%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,RANGANATHAN B,M,DMK,69681,,143574,1,48.53%,1,DMK
2001,Tamil Nadu,PURASAWALKAM,VETRIIVEL P,M,TMC(M),65879,,143574,2,45.89%,0,ADMK
2001,Tamil Nadu,PURASAWALKAM,GURUNATHAN S,M,MDMK,4902,,143574,3,3.41%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,ANTONY XAVIER R ,M,JD(S),1033,,143574,4,0.72%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,VENKATARAMANI J,M,IND,598,,143574,5,0.42%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,PETER SOLOMON,M,IND,389,,143574,6,0.27%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,MURUGAN M,M,IND,261,,143574,7,0.18%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,E.M. ARUMUGAM,M,IND,219,,143574,8,0.15%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,MUTHARASAN V,M,IND,216,,143574,9,0.15%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,SO.MA.RAMACHANDRAN,M,IND,202,,143574,10,0.14%,0,OTHERS
2001,Tamil Nadu,PURASAWALKAM,SUDARSON M.S,M,SPSP,194,,143574,11,0.14%,0,OTHERS
2001,Tamil Nadu,RADHAPURAM,APPAVU .M,M,IND,44619,,98284,1,45.40%,1,OTHERS
2001,Tamil Nadu,RADHAPURAM,JOTHI .S,M,PMK,26338,,98284,2,26.80%,0,ADMK
2001,Tamil Nadu,RADHAPURAM,VENUS VEERA ARASU .T,M,DMK,21600,,98284,3,21.98%,0,DMK
2001,Tamil Nadu,RADHAPURAM,SARGUNARAJ .N,M,MDMK,2055,,98284,4,2.09%,0,OTHERS
2001,Tamil Nadu,RADHAPURAM,JOTHI .T,M,IND,1463,,98284,5,1.49%,0,OTHERS
2001,Tamil Nadu,RADHAPURAM,ARUMUGAM.M,M,IND,922,,98284,6,0.94%,0,OTHERS
2001,Tamil Nadu,RADHAPURAM,APPAVU .K,M,IND,876,,98284,7,0.89%,0,OTHERS
2001,Tamil Nadu,RADHAPURAM,BALAKRISHNAN.T,M,IND,411,,98284,8,0.42%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,RAJASEKAR M.,M,ADMK,61740,,129633,1,47.63%,1,ADMK
2001,Tamil Nadu,RAJAPALAYAM,RAJAN V.P.,M,DMK,52145,,129633,2,40.23%,0,DMK
2001,Tamil Nadu,RAJAPALAYAM,RAMANATHAN P.,M,MDMK,12613,,129633,3,9.73%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,VELLAICHAMY.M,M,IND,1280,,129633,4,0.99%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,RAMACHANDRAN.T,M,IND,736,,129633,5,0.57%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,MUTHUSAMY.M,M,IND,487,,129633,6,0.38%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,MANMATHAN .M.,M,IND,333,,129633,7,0.26%,0,OTHERS
2001,Tamil Nadu,RAJAPALAYAM,MUNIASAMY P.,M,IND,299,,129633,8,0.23%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,ANWER RHAZZA A,M,ADMK,59824,,119150,1,50.21%,1,ADMK
2001,Tamil Nadu,RAMANATHAPURAM,RAHMAN KHAN A,M,DMK,50712,,119150,2,42.56%,0,DMK
2001,Tamil Nadu,RAMANATHAPURAM,PATRICK M,M,MDMK,3399,,119150,3,2.85%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,RAJAJI N,M,IND,2285,,119150,4,1.92%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,JEYAKUMAR M,M,IND,1458,,119150,5,1.22%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,VIJI ALIAS VIJAYAKUMAR R,M,IND,595,,119150,6,0.50%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,MUTHU MOHAMED S ,M,IND,341,,119150,7,0.29%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,ABDUL KARIM S ,M,IND,273,,119150,8,0.23%,0,OTHERS
2001,Tamil Nadu,RAMANATHAPURAM,SUBBU K,M,IND,263,,119150,9,0.22%,0,OTHERS
2001,Tamil Nadu,RANIPET,CHANDRASEKARAN M.S.,M,ADMK,83250,,147686,1,56.37%,1,ADMK
2001,Tamil Nadu,RANIPET,GANDHI. R.,M,DMK,58287,,147686,2,39.47%,0,DMK
2001,Tamil Nadu,RANIPET,MANAVALAN. A.KA.,M,IND,1951,,147686,3,1.32%,0,OTHERS
2001,Tamil Nadu,RANIPET,DAMODARAN J,M,MDMK,1939,,147686,4,1.31%,0,OTHERS
2001,Tamil Nadu,RANIPET,PRABAKARAN M,M,IND,987,,147686,5,0.67%,0,OTHERS
2001,Tamil Nadu,RANIPET,SEKAR P.A. PULIYANGANNU ,M,IND,263,,147686,6,0.18%,0,OTHERS
2001,Tamil Nadu,RANIPET,PITCHAIMUTHU P,M,IND,236,,147686,7,0.16%,0,OTHERS
2001,Tamil Nadu,RANIPET,HAFIZ SHARIEFF,M,IND,223,,147686,8,0.15%,0,OTHERS
2001,Tamil Nadu,RANIPET,MANIEZHILAN A. PULAVAR. ,M,RLD,191,,147686,9,0.13%,0,OTHERS
2001,Tamil Nadu,RANIPET,ROBERT KENNEDY. F,M,IND,143,,147686,10,0.10%,0,OTHERS
2001,Tamil Nadu,RANIPET,NARAYANAMOORTHY V,M,IND,116,,147686,11,0.08%,0,OTHERS
2001,Tamil Nadu,RANIPET,ATHAM M.A.,M,IND,100,,147686,12,0.07%,0,OTHERS
2001,Tamil Nadu,RASIPURAM,SUNDARAM P.R,M,ADMK,67332,,117144,1,57.48%,1,ADMK
2001,Tamil Nadu,RASIPURAM,RAMALINGAM. K. P. DR.,M,DMK,44303,,117144,2,37.82%,0,DMK
2001,Tamil Nadu,RASIPURAM,RAMASAMY K,M,IND,1755,,117144,3,1.50%,0,OTHERS
2001,Tamil Nadu,RASIPURAM,KULANDAIVEL N.P,M,MDMK,1602,,117144,4,1.37%,0,OTHERS
2001,Tamil Nadu,RASIPURAM,JAYABALAN S,M,IND,1222,,117144,5,1.04%,0,OTHERS
2001,Tamil Nadu,RASIPURAM,PALANIAPPAN.R.,M,IND,566,,117144,6,0.48%,0,OTHERS
2001,Tamil Nadu,RASIPURAM,VARUDHARAJAN R,M,IND,364,,117144,7,0.31%,0,OTHERS
2001,Tamil Nadu,RISHIVANDIAM,SIVARAJ S.,M,TMC(M),57108,,109045,1,52.37%,1,ADMK
2001,Tamil Nadu,RISHIVANDIAM,T.K.T MURALI,M,PNK,31576,,109045,2,28.96%,0,DMK
2001,Tamil Nadu,RISHIVANDIAM,MARUDUR N. DURAIRAJ ,M,MDMK,15470,,109045,3,14.19%,0,OTHERS
2001,Tamil Nadu,RISHIVANDIAM,ARUMUGAM .G,M,IND,4891,,109045,4,4.49%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,JAYAKUMAR.D,M,ADMK,44465,,78335,1,56.76%,1,ADMK
2001,Tamil Nadu,ROYAPURAM,NARGUNAN.K,M,DMK,30753,,78335,2,39.26%,0,DMK
2001,Tamil Nadu,ROYAPURAM,GOPINATHAN.M.M,M,MDMK,1772,,78335,3,2.26%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,DHANRAJ.S,M,IND,430,,78335,4,0.55%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,SIVAKUMAR.S,M,IND,315,,78335,5,0.40%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,PUGAL MURUGAN.B,M,IND,287,,78335,6,0.37%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,THEERTHAVALLI.K,F,IND,190,,78335,7,0.24%,0,OTHERS
2001,Tamil Nadu,ROYAPURAM,NIRMALA.J,F,IND,123,,78335,8,0.16%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,PERUMAL.V,M,DMK,62118,,129076,1,48.13%,1,DMK
2001,Tamil Nadu,SAIDAPET,BASKARAN.C.R,M,PMK,58237,,129076,2,45.12%,0,ADMK
2001,Tamil Nadu,SAIDAPET,SUBRAMANI.P,M,MDMK,5996,,129076,3,4.65%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,STEPHEN DENIS.M,M,IND,691,,129076,4,0.54%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,GUNASEKARAN.M.L,M,MNK(PLP),581,,129076,5,0.45%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,ELANGO.M,M,IND,516,,129076,6,0.40%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,VISWANATHAN.S,M,IND,327,,129076,7,0.25%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,PALANIVELU .V.K,M,IND,235,,129076,8,0.18%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,GOVINDSAMY.D,M,IND,166,,129076,9,0.13%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,PACHIAPPAN.V ALIAS EAGAI K.V. RAMKUMAR,M,IND,112,,129076,10,0.09%,0,OTHERS
2001,Tamil Nadu,SAIDAPET,PARAMASIVAM.C,M,IND,97,,129076,11,0.08%,0,OTHERS
2001,Tamil Nadu,SALEM-I,VENKATAJALAM SE.,M,ADMK,66365,,110590,1,60.01%,1,ADMK
2001,Tamil Nadu,SALEM-I,ELANGOVAN M.A.,M,DMK,41234,,110590,2,37.29%,0,DMK
2001,Tamil Nadu,SALEM-I,RAVIKRISHNAN .T.,M,MDMK,976,,110590,3,0.88%,0,OTHERS
2001,Tamil Nadu,SALEM-I,L.S.ANBURAJ,M,IND,847,,110590,4,0.77%,0,OTHERS
2001,Tamil Nadu,SALEM-I,RAJKUMAR .S.,M,IND,431,,110590,5,0.39%,0,OTHERS
2001,Tamil Nadu,SALEM-I,PRAKASH B.V.,M,IND,198,,110590,6,0.18%,0,OTHERS
2001,Tamil Nadu,SALEM-I,SAKTHIVEL .N.,M,IND,106,,110590,7,0.10%,0,OTHERS
2001,Tamil Nadu,SALEM-I,DURAISAMY .P.,M,IND,100,,110590,8,0.09%,0,OTHERS
2001,Tamil Nadu,SALEM-I,BABU .I.,M,IND,91,,110590,9,0.08%,0,OTHERS
2001,Tamil Nadu,SALEM-I,MADHESU .P.,M,IND,87,,110590,10,0.08%,0,OTHERS
2001,Tamil Nadu,SALEM-I,SARAVANAKUMAR A.,M,IND,85,,110590,11,0.08%,0,OTHERS
2001,Tamil Nadu,SALEM-I,THANGAVEL .M.,M,IND,70,,110590,12,0.06%,0,OTHERS
2001,Tamil Nadu,SALEM-II,KARTHE M.,M,PMK,62306,,114855,1,54.25%,1,ADMK
2001,Tamil Nadu,SALEM-II,THANGAVEL. A.L.,M,DMK,47221,,114855,2,41.11%,0,DMK
2001,Tamil Nadu,SALEM-II,G.ARJUNAM,M,MDMK,2030,,114855,3,1.77%,0,OTHERS
2001,Tamil Nadu,SALEM-II,SETHURAMAN.K.,M,IND,797,,114855,4,0.69%,0,OTHERS
2001,Tamil Nadu,SALEM-II,VENKATACHALAM.S.V.,M,IND,640,,114855,5,0.56%,0,OTHERS
2001,Tamil Nadu,SALEM-II,PONNUSAMY.V.,M,BSP,497,,114855,6,0.43%,0,OTHERS
2001,Tamil Nadu,SALEM-II,RAMAN. R.,M,IND,409,,114855,7,0.36%,0,OTHERS
2001,Tamil Nadu,SALEM-II,MUTHU KUMAR. K.M. ,M,IND,266,,114855,8,0.23%,0,OTHERS
2001,Tamil Nadu,SALEM-II,SAMBU.K.,M,IND,241,,114855,9,0.21%,0,OTHERS
2001,Tamil Nadu,SALEM-II,CHITHRAMANI. A.,M,IND,210,,114855,10,0.18%,0,OTHERS
2001,Tamil Nadu,SALEM-II,ARUMUGAM.S.P.,M,IND,136,,114855,11,0.12%,0,OTHERS
2001,Tamil Nadu,SALEM-II,SATHRIASEKAR .C.P.,M,IND,102,,114855,12,0.09%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,PONNAMPALAM P.,M,ADMK,97060,,184277,1,52.67%,1,ADMK
2001,Tamil Nadu,SAMAYANALLUR,KASTHURI SIVASAMY.S.TMT,F,DMK,77136,,184277,2,41.86%,0,DMK
2001,Tamil Nadu,SAMAYANALLUR,CHINNA RAJA P. ,M,MDMK,4803,,184277,3,2.61%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,JEYARAJ G.,M,IND,1337,,184277,4,0.73%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,SWAMINATHAN S.B.,M,RLD,1141,,184277,5,0.62%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,THIRUMARAIMUTHALVAN A.,M,JP,1026,,184277,6,0.56%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,PAULRAJ S.,M,IND,515,,184277,7,0.28%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,MUTHIAH MUTHUGANESAN S.M. ,M,IND,501,,184277,8,0.27%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,PANDY V.,M,LJNSP,270,,184277,9,0.15%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,P. SOMASUNDARAM,M,IND,250,,184277,10,0.14%,0,OTHERS
2001,Tamil Nadu,SAMAYANALLUR,PANDI A,M,IND,238,,184277,11,0.13%,0,OTHERS
2001,Tamil Nadu,SANKARANAYANARKOIL,KARUPPASAMY C.,M,ADMK,52000,,119500,1,43.51%,1,ADMK
2001,Tamil Nadu,SANKARANAYANARKOIL,P.DURAISAMY,M,PT,42738,,119500,2,35.76%,0,DMK
2001,Tamil Nadu,SANKARANAYANARKOIL,T. SADHANTHIRUMALAIKUMAR,M,MDMK,20610,,119500,3,17.25%,0,OTHERS
2001,Tamil Nadu,SANKARANAYANARKOIL,S.VIJAYARAJ,M,IND,1548,,119500,4,1.30%,0,OTHERS
2001,Tamil Nadu,SANKARANAYANARKOIL,P. SUBRAMANIAN,M,IND,1069,,119500,5,0.89%,0,OTHERS
2001,Tamil Nadu,SANKARANAYANARKOIL,M. KRISHNAMMAL,F,IND,836,,119500,6,0.70%,0,OTHERS
2001,Tamil Nadu,SANKARANAYANARKOIL,CHINNADURAI .N,M,IND,699,,119500,7,0.58%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,KASAMPU.P.,F,PMK,56971,,126271,1,45.12%,1,ADMK
2001,Tamil Nadu,SANKARAPURAM,UDHAYASURIYAN.T.,M,DMK,55953,,126271,2,44.31%,0,DMK
2001,Tamil Nadu,SANKARAPURAM,NATARAJAN.K.,M,MDMK,4842,,126271,3,3.83%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,JAYAKUMAR.N.,M,IND,4026,,126271,4,3.19%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,MAHADEVAN.C.,M,IND,1673,,126271,5,1.32%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,POOBATHI.C.,M,IND,1154,,126271,6,0.91%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,SARWARKHAN. E,M,IND,774,,126271,7,0.61%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,SHANMUGAM.S.,M,IND,477,,126271,8,0.38%,0,OTHERS
2001,Tamil Nadu,SANKARAPURAM,SUBRAMANIYAN.G.,M,IND,401,,126271,9,0.32%,0,OTHERS
2001,Tamil Nadu,SANKARI,DHANABAL.P,M,ADMK,70312,,124639,1,56.41%,1,ADMK
2001,Tamil Nadu,SANKARI,SARAVANAN.T.R,M,DMK,47360,,124639,2,38.00%,0,DMK
2001,Tamil Nadu,SANKARI,MURUGESAN.S,M,MDMK,4704,,124639,3,3.77%,0,OTHERS
2001,Tamil Nadu,SANKARI,RANGANATHAN .R,M,IND,2263,,124639,4,1.82%,0,OTHERS
2001,Tamil Nadu,SATHYAMANGALAM,KANDASAMY K.R.,M,ADMK,54252,,103903,1,52.21%,1,ADMK
2001,Tamil Nadu,SATHYAMANGALAM,RAJENDRAN S.K.,M,DMK,20818,,103903,2,20.04%,0,DMK
2001,Tamil Nadu,SATHYAMANGALAM,SUBRAMANIAM T.K.,M,MDMK,16486,,103903,3,15.87%,0,OTHERS
2001,Tamil Nadu,SATHYAMANGALAM,SIVANNA D.,M,IND,10947,,103903,4,10.54%,0,OTHERS
2001,Tamil Nadu,SATHYAMANGALAM,SAKTHIVEL R.,M,IND,1400,,103903,5,1.35%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,MANINADAR .S.S,M,TMC(M),38308,,77521,1,49.42%,1,ADMK
2001,Tamil Nadu,SATTANGULAM,RAJAKKANNAN. A.N.,M,BJP,32542,,77521,2,41.98%,0,DMK
2001,Tamil Nadu,SATTANGULAM,STALIN.B.,M,IND,2600,,77521,3,3.35%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,EMI SELVI .D.,F,IND,2079,,77521,4,2.68%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,PAUL .R.J,M,JD(S),709,,77521,5,0.91%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,SANTHAKUMAR .R.,M,IND,362,,77521,6,0.47%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,JAYAPRAKASH NARAYANAN.M.B.,M,IND,247,,77521,7,0.32%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,JOHNJEBARAJ.I.,M,IND,220,,77521,8,0.28%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,ESAKKIMUTHUNADAR.P,M,IND,166,,77521,9,0.21%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,AUGUSTINEEBENEZER. T.,M,IND,161,,77521,10,0.21%,0,OTHERS
2001,Tamil Nadu,SATTANGULAM,PANDI.M.,M,IND,127,,77521,11,0.16%,0,OTHERS
2001,Tamil Nadu,SATTUR,RAMACHANDRAN K.K.S.S.R,M,DMK,57953,,135045,1,42.91%,1,DMK
2001,Tamil Nadu,SATTUR,RAJENDRAN A,M,INC,53538,,135045,2,39.64%,0,ADMK
2001,Tamil Nadu,SATTUR,RAJACHOCKALINGAM S,M,MDMK,19338,,135045,3,14.32%,0,OTHERS
2001,Tamil Nadu,SATTUR,JEYARAM V,M,IND,1296,,135045,4,0.96%,0,OTHERS
2001,Tamil Nadu,SATTUR,JEYASANKAR A,M,IND,740,,135045,5,0.55%,0,OTHERS
2001,Tamil Nadu,SATTUR,RAJASEKARAN R,M,IND,373,,135045,6,0.28%,0,OTHERS
2001,Tamil Nadu,SATTUR,AMIRTHARAJ T,M,IND,363,,135045,7,0.27%,0,OTHERS
2001,Tamil Nadu,SATTUR,SATHIYASANKAR S,M,IND,243,,135045,8,0.18%,0,OTHERS
2001,Tamil Nadu,SATTUR,MURUGABOOPATHY R,M,IND,231,,135045,9,0.17%,0,OTHERS
2001,Tamil Nadu,SATTUR,ARULMEENAKSHI SELVI M ,F,IND,190,,135045,10,0.14%,0,OTHERS
2001,Tamil Nadu,SATTUR,GANESAMOORTHY K,M,IND,159,,135045,11,0.12%,0,OTHERS
2001,Tamil Nadu,SATTUR,GANESAN A,M,IND,142,,135045,12,0.11%,0,OTHERS
2001,Tamil Nadu,SATTUR,RAMASAMY R,M,IND,127,,135045,13,0.09%,0,OTHERS
2001,Tamil Nadu,SATTUR,THAMARAI MANALAN M ,M,IND,121,,135045,14,0.09%,0,OTHERS
2001,Tamil Nadu,SATTUR,GANAPATHY S,M,IND,118,,135045,15,0.09%,0,OTHERS
2001,Tamil Nadu,SATTUR,SHANMUGASUNDARAM A,M,IND,113,,135045,16,0.08%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,DURAIRAJ C.,M,ADMK,45393,,95548,1,47.51%,1,ADMK
2001,Tamil Nadu,SEDAPATTI,BAKTHAVATCHALAM P.V.,M,PT,26958,,95548,2,28.21%,0,DMK
2001,Tamil Nadu,SEDAPATTI,SAKUNTHALA M. TMT. ,F,IND,11301,,95548,3,11.83%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,SELVARAGAVAN N.,M,MDMK,9454,,95548,4,9.89%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,THANGAMUDI M.,M,IND,879,,95548,5,0.92%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,RAJUTHEVAR V.,M,JP,693,,95548,6,0.73%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,SEENIVASAN S.,M,IND,445,,95548,7,0.47%,0,OTHERS
2001,Tamil Nadu,SEDAPATTI,SHANMUGARAJ S.,M,IND,425,,95548,8,0.44%,0,OTHERS
2001,Tamil Nadu,SENDAMANGALAM,KALAVATHI.K,F,ADMK,61312,,110186,1,55.64%,1,ADMK
