id,year,statename,pcname,candidate,sex,age,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance,created_at,updated_at,,
5160,2014,Tamil Nadu,Arakkonam,"VISWANATHAN, P.",M,42,GEN,IND,Ring,1434,0,1434,0.10,0.13,1401813,14,1089052,0,0,OTHERS,,,,
5161,2014,Tamil Nadu,Arakkonam,"VELU, R.",M,31,SC,IND,Pot,747,0,747,0.05,0.07,1401813,20,1089052,0,0,OTHERS,,,,
5162,2014,Tamil Nadu,Arakkonam,"VELU, D.",M,53,GEN,IND,Coconut,920,0,920,0.07,0.08,1401813,16,1089052,0,0,OTHERS,,,,
5163,2014,Tamil Nadu,Arakkonam,"VELU, V.",M,47,SC,IND,Bread,783,0,783,0.06,0.07,1401813,19,1089052,0,0,OTHERS,,,,
5164,2014,Tamil Nadu,Arakkonam,"SRIDHAR, R.S",M,53,GEN,IND,Black Board,723,0,723,0.05,0.07,1401813,21,1089052,0,0,OTHERS,,,,
5165,2014,Tamil Nadu,Arakkonam,None of the Above,,,,NOTA,NOTA,10355,15,10370,0.74,0.95,1401813,5,1089052,0,0,OTHERS,,,,
5166,2014,Tamil Nadu,Vellore,"SHANMUGAM, A.C.",M,63,GEN,BJP,Lotus,324058,268,324326,24.72,33.26,1312259,2,974770,0,1,NDA,,,,
5167,2014,Tamil Nadu,Vellore,"SENGUTTUVAN, B.",M,57,GEN,ADMK,Two Leaves,383583,136,383719,29.24,39.35,1312259,1,974770,1,0,OTHERS,,,,
5168,2014,Tamil Nadu,Vellore,"VIJAY ELANCHEZIAN, J.",M,32,GEN,INC,Hand,21641,9,21650,1.65,2.22,1312259,4,974770,0,0,UPA,,,,
5169,2014,Tamil Nadu,Vellore,JAYAPRAKASH,M,35,SC,BSP,Elephant,2791,0,2791,0.21,0.29,1312259,10,974770,0,0,OTHERS,,,,
5170,2014,Tamil Nadu,Vellore,"ABDUL RAHMAN, M.",M,54,GEN,IUML,Ladder,205239,657,205896,15.69,21.11,1312259,3,974770,0,0,UPA,,,,
5171,2014,Tamil Nadu,Vellore,"IMDAD SHARIFF, A.",M,34,GEN,AAAP,Broom,3737,5,3742,0.29,0.38,1312259,8,974770,0,0,OTHERS,,,,
5172,2014,Tamil Nadu,Vellore,"GANGADHARAN, K.",M,40,GEN,TNMC,Frying Pan,429,1,430,0.03,0.04,1312259,24,974770,0,0,OTHERS,,,,
5173,2014,Tamil Nadu,Vellore,"NANDHA KUMAR, V.",M,32,GEN,SP,Bicycle,745,0,745,0.06,0.08,1312259,18,974770,0,0,OTHERS,,,,
5174,2014,Tamil Nadu,Vellore,"GEORGE, V.A.",M,57,GEN,BDBRAJP,Ceiling Fan,490,1,491,0.04,0.05,1312259,23,974770,0,0,OTHERS,,,,
5175,2014,Tamil Nadu,Vellore,"SHAREEF BASHA, H.",M,36,GEN,SAP,Scissors,496,0,496,0.04,0.05,1312259,22,974770,0,0,OTHERS,,,,
5176,2014,Tamil Nadu,Vellore,"ABDUL RAHMAN, N.",M,57,GEN,IND,Candles,581,0,581,0.04,0.06,1312259,19,974770,0,0,OTHERS,,,,
5177,2014,Tamil Nadu,Vellore,"ABDUL RAHMAN, B.",M,57,GEN,IND,Cot,1052,0,1052,0.08,0.11,1312259,13,974770,0,0,OTHERS,,,,
5178,2014,Tamil Nadu,Vellore,"ESWARAN, R.",M,49,GEN,IND,Ring,790,0,790,0.06,0.08,1312259,16,974770,0,0,OTHERS,,,,
5179,2014,Tamil Nadu,Vellore,"GANGADARAN, K.",M,70,SC,IND,Glass Tumbler,991,0,991,0.08,0.10,1312259,14,974770,0,0,OTHERS,,,,
5180,2014,Tamil Nadu,Vellore,"KESAVAN, M.",M,46,GEN,IND,Gas Cylinder,1708,0,1708,0.13,0.18,1312259,11,974770,0,0,OTHERS,,,,
5181,2014,Tamil Nadu,Vellore,"GOPU, C.",M,58,GEN,IND,Pen Nib with Seven Rays,6056,0,6056,0.46,0.62,1312259,6,974770,0,0,OTHERS,,,,
5182,2014,Tamil Nadu,Vellore,"GOVINDAN, C.",M,44,ST,IND,Balloon,4169,0,4169,0.32,0.43,1312259,7,974770,0,0,OTHERS,,,,
5183,2014,Tamil Nadu,Vellore,"SIVAPRAKASAM, R.S.",M,58,GEN,IND,Cake,3603,0,3603,0.27,0.37,1312259,9,974770,0,0,OTHERS,,,,
5184,2014,Tamil Nadu,Vellore,"SUGUMAR, K.",M,62,GEN,IND,Carrot,828,0,828,0.06,0.08,1312259,15,974770,0,0,OTHERS,,,,
5185,2014,Tamil Nadu,Vellore,"DHANDAPANI, M.",M,66,GEN,IND,Hat,558,0,558,0.04,0.06,1312259,21,974770,0,0,OTHERS,,,,
5186,2014,Tamil Nadu,Vellore,"THIRUPATHY, T.",M,66,GEN,IND,Pot,1293,0,1293,0.10,0.13,1312259,12,974770,0,0,OTHERS,,,,
5187,2014,Tamil Nadu,Vellore,"MANIMARAN, M.",M,26,SC,IND,BELT,430,0,430,0.03,0.04,1312259,24,974770,0,0,OTHERS,,,,
5188,2014,Tamil Nadu,Vellore,"LALITHA, K.",F,49,GEN,IND,Battery Torch,561,0,561,0.04,0.06,1312259,20,974770,0,0,OTHERS,,,,
5189,2014,Tamil Nadu,Vellore,"VENKATESAN, R.",M,42,GEN,IND,Coconut,764,0,764,0.06,0.08,1312259,17,974770,0,0,OTHERS,,,,
5190,2014,Tamil Nadu,Vellore,None of the Above,,,,NOTA,NOTA,7094,6,7100,0.54,0.73,1312259,5,974770,0,0,OTHERS,,,,
5191,2014,Tamil Nadu,Krishnagiri,ASHOK KUMAR.K,M,60,GEN,ADMK,Two Leaves,480441,50,480491,34.82,44.93,1379957,1,1068391,1,0,OTHERS,,,,
5192,2014,Tamil Nadu,Krishnagiri,CHANBASHA.M,M,50,GEN,BSP,Elephant,8617,1,8618,0.62,0.81,1379957,6,1068391,0,0,OTHERS,,,,
5193,2014,Tamil Nadu,Krishnagiri,CHINNA PILLAPPA.P,M,54,GEN,DMK,Rising Sun,273876,24,273900,19.85,25.61,1379957,2,1068391,0,1,OTHERS,,,,
5194,2014,Tamil Nadu,Krishnagiri,CHELLAKUMAR. DR. A,M,54,GEN,INC,Hand,38877,8,38885,2.82,3.64,1379957,4,1068391,0,0,UPA,,,,
5195,2014,Tamil Nadu,Krishnagiri,GOWDA.NSM,M,44,GEN,JD(S),A lady farmer carrying paddy on her head,3032,1,3033,0.22,0.28,1379957,9,1068391,0,0,OTHERS,,,,
5196,2014,Tamil Nadu,Krishnagiri,SUNDARAM.S,M,56,GEN,UCPI,Ring,3665,0,3665,0.27,0.34,1379957,8,1068391,0,0,OTHERS,,,,
5197,2014,Tamil Nadu,Krishnagiri,MANI.G.K,M,65,GEN,PMK,Mango,224920,43,224963,16.30,21.04,1379957,3,1068391,0,0,NDA,,,,
5198,2014,Tamil Nadu,Krishnagiri,MUNIRAJ.K,M,38,GEN,UMK,Gas Cylinder,2135,0,2135,0.15,0.20,1379957,13,1068391,0,0,OTHERS,,,,
5199,2014,Tamil Nadu,Krishnagiri,ASHOK KUMAR.A,M,29,GEN,IND,Balloon,3875,0,3875,0.28,0.36,1379957,7,1068391,0,0,OTHERS,,,,
5200,2014,Tamil Nadu,Krishnagiri,GANDHI.TVS,M,41,GEN,IND,Batsman,1519,0,1519,0.11,0.14,1379957,16,1068391,0,0,OTHERS,,,,
5201,2014,Tamil Nadu,Krishnagiri,SARAVANAN.V,M,51,GEN,IND,Coconut,2737,0,2737,0.20,0.26,1379957,10,1068391,0,0,OTHERS,,,,
5202,2014,Tamil Nadu,Krishnagiri,SOUNDARAJAN.M,M,33,GEN,IND,Ceiling Fan,1743,1,1744,0.13,0.16,1379957,15,1068391,0,0,OTHERS,,,,
5203,2014,Tamil Nadu,Krishnagiri,PATTABIRAMA.C,M,41,SC,IND,Candles,2015,0,2015,0.15,0.19,1379957,14,1068391,0,0,OTHERS,,,,
5204,2014,Tamil Nadu,Krishnagiri,VIRGINIYA BENATIN FRANCILES,F,42,GEN,IND,Black Board,2530,0,2530,0.18,0.24,1379957,11,1068391,0,0,OTHERS,,,,
5205,2014,Tamil Nadu,Krishnagiri,VINOTHKUMAR.P,M,29,SC,IND,Brief Case,2261,0,2261,0.16,0.21,1379957,12,1068391,0,0,OTHERS,,,,
5206,2014,Tamil Nadu,Krishnagiri,None of the Above,,,,NOTA,NOTA,16014,6,16020,1.16,1.50,1379957,5,1068391,0,0,OTHERS,,,,
5207,2014,Tamil Nadu,Dharmapuri,THAMARAISELVAN.R,M,50,GEN,DMK,Rising Sun,180110,187,180297,13.27,16.35,1358273,3,1101345,0,0,OTHERS,,,,
5208,2014,Tamil Nadu,Dharmapuri,MOHAN.P.S,M,62,GEN,ADMK,Two Leaves,390718,330,391048,28.79,35.46,1358273,2,1101345,0,1,OTHERS,,,,
5209,2014,Tamil Nadu,Dharmapuri,RAJINIKANTH.S,M,36,SC,BSP,Elephant,8179,1,8180,0.60,0.74,1358273,6,1101345,0,0,OTHERS,,,,
5210,2014,Tamil Nadu,Dharmapuri,RAMA SUGANTHAN,M,43,GEN,INC,Hand,15450,5,15455,1.14,1.40,1358273,4,1101345,0,0,UPA,,,,
5211,2014,Tamil Nadu,Dharmapuri,ANBUMANI RAMADOSS,M,45,GEN,PMK,Mango,467775,419,468194,34.47,42.46,1358273,1,1101345,1,0,NDA,,,,
5212,2014,Tamil Nadu,Dharmapuri,SAVITHIRI.K,F,42,GEN,UMK,Gas Cylinder,3164,0,3164,0.23,0.29,1358273,9,1101345,0,0,OTHERS,,,,
5213,2014,Tamil Nadu,Dharmapuri,ANGURAJ.P,M,44,GEN,IND,Balloon,3905,0,3905,0.29,0.35,1358273,8,1101345,0,0,OTHERS,,,,
5214,2014,Tamil Nadu,Dharmapuri,ARIVAZHAGAN.P,M,44,GEN,IND,Coconut,2802,0,2802,0.21,0.25,1358273,10,1101345,0,0,OTHERS,,,,
5215,2014,Tamil Nadu,Dharmapuri,ARIVUDAINAMBI.M,M,50,GEN,IND,Cauliflower,1401,2,1403,0.10,0.13,1358273,14,1101345,0,0,OTHERS,,,,
5216,2014,Tamil Nadu,Dharmapuri,ANBUMANI.G,F,28,GEN,IND,Grapes,1366,4,1370,0.10,0.12,1358273,15,1101345,0,0,OTHERS,,,,
5217,2014,Tamil Nadu,Dharmapuri,ANANDKUMAR.K,M,46,GEN,IND,Pot,1978,0,1978,0.15,0.18,1358273,13,1101345,0,0,OTHERS,,,,
5218,2014,Tamil Nadu,Dharmapuri,KUMARAN.V,M,44,GEN,IND,Battery Torch,2413,0,2413,0.18,0.22,1358273,11,1101345,0,0,OTHERS,,,,
5219,2014,Tamil Nadu,Dharmapuri,SAMBATH.M,M,46,GEN,IND,Stethoscope,1310,0,1310,0.10,0.12,1358273,16,1101345,0,0,OTHERS,,,,
5220,2014,Tamil Nadu,Dharmapuri,NATARAJAN.R,M,46,GEN,IND,Electric Pole,2199,0,2199,0.16,0.20,1358273,12,1101345,0,0,OTHERS,,,,
5221,2014,Tamil Nadu,Dharmapuri,PADMARAJAN.K.DR,M,55,GEN,IND,Ring,4934,0,4934,0.36,0.45,1358273,7,1101345,0,0,OTHERS,,,,
5222,2014,Tamil Nadu,Dharmapuri,None of the Above,,,,NOTA,NOTA,12681,12,12693,0.93,1.15,1358273,5,1101345,0,0,OTHERS,,,,
5223,2014,Tamil Nadu,Tiruvannamalai,ANNADURAI C N,M,41,GEN,DMK,Rising Sun,330266,1879,332145,24.55,31.08,1352966,2,1067447,0,1,OTHERS,,,,
5224,2014,Tamil Nadu,Tiruvannamalai,SUBRAMANIYAN A,M,55,GEN,INC,Hand,17824,30,17854,1.32,1.67,1352966,4,1067447,0,0,UPA,,,,
5225,2014,Tamil Nadu,Tiruvannamalai,BASKARAN  M R,M,49,SC,BSP,Elephant,4326,2,4328,0.32,0.41,1352966,9,1067447,0,0,OTHERS,,,,
5226,2014,Tamil Nadu,Tiruvannamalai,VANAROJA R,F,55,GEN,ADMK,Two Leaves,499337,1414,500751,37.01,46.86,1352966,1,1067447,1,0,OTHERS,,,,
5227,2014,Tamil Nadu,Tiruvannamalai,ARUMUGAM C,M,38,GEN,SP,Bicycle,6275,3,6278,0.46,0.59,1352966,7,1067447,0,0,OTHERS,,,,
5228,2014,Tamil Nadu,Tiruvannamalai,EDIROLI MANIAN G,M,51,GEN,PMK,Mango,157391,563,157954,11.67,14.78,1352966,3,1067447,0,0,NDA,,,,
5229,2014,Tamil Nadu,Tiruvannamalai,MANIKKAVEL M R,M,72,GEN,JD(S),A lady farmer carrying paddy on her head,1549,6,1555,0.11,0.15,1352966,16,1067447,0,0,OTHERS,,,,
5230,2014,Tamil Nadu,Tiruvannamalai,RAVINDRAN T,M,35,GEN,TNMC,Pen Nib with Seven Rays,1998,1,1999,0.15,0.19,1352966,12,1067447,0,0,OTHERS,,,,
5231,2014,Tamil Nadu,Tiruvannamalai,ANNADURAI A,M,45,GEN,IND,Batsman,864,1,865,0.06,0.08,1352966,22,1067447,0,0,OTHERS,,,,
5232,2014,Tamil Nadu,Tiruvannamalai,ANNADURAI B,M,46,SC,IND,Whistle,1693,0,1693,0.13,0.16,1352966,14,1067447,0,0,OTHERS,,,,
5233,2014,Tamil Nadu,Tiruvannamalai,ARUNACHALAM P,M,41,GEN,IND,Mixee,736,0,736,0.05,0.07,1352966,23,1067447,0,0,OTHERS,,,,
5234,2014,Tamil Nadu,Tiruvannamalai,ARULJOTHI A,F,34,GEN,IND,Battery Torch,904,0,904,0.07,0.08,1352966,21,1067447,0,0,OTHERS,,,,
5235,2014,Tamil Nadu,Tiruvannamalai,ANBALAGAN D,M,38,GEN,IND,Shuttle,1686,0,1686,0.12,0.16,1352966,15,1067447,0,0,OTHERS,,,,
5236,2014,Tamil Nadu,Tiruvannamalai,ARUMUGAM R,M,35,GEN,IND,Neck Tie,971,2,973,0.07,0.09,1352966,19,1067447,0,0,OTHERS,,,,
5237,2014,Tamil Nadu,Tiruvannamalai,KAMARAJ M,M,44,SC,IND,Electric Pole,1369,0,1369,0.10,0.13,1352966,17,1067447,0,0,OTHERS,,,,
5238,2014,Tamil Nadu,Tiruvannamalai,KOTHANDAPANI B,M,35,SC,IND,Scissors,4688,0,4688,0.35,0.44,1352966,8,1067447,0,0,OTHERS,,,,
5239,2014,Tamil Nadu,Tiruvannamalai,SENTHIL S,M,33,GEN,IND,Kite,3867,0,3867,0.29,0.36,1352966,10,1067447,0,0,OTHERS,,,,
5240,2014,Tamil Nadu,Tiruvannamalai,PRABAKARAN L,M,33,GEN,IND,Gas Cylinder,679,0,679,0.05,0.06,1352966,25,1067447,0,0,OTHERS,,,,
5241,2014,Tamil Nadu,Tiruvannamalai,MURUGAN P,M,32,SC,IND,Pot,988,3,991,0.07,0.09,1352966,18,1067447,0,0,OTHERS,,,,
5242,2014,Tamil Nadu,Tiruvannamalai,MURUGESAN K,M,51,GEN,IND,Coconut,10702,6,10708,0.79,1.00,1352966,5,1067447,0,0,OTHERS,,,,
5243,2014,Tamil Nadu,Tiruvannamalai,RAMESH P,M,33,GEN,IND,Balloon,2444,1,2445,0.18,0.23,1352966,11,1067447,0,0,OTHERS,,,,
5244,2014,Tamil Nadu,Tiruvannamalai,LOGANATHAN P,M,36,SC,IND,Pressure Cooker,1729,0,1729,0.13,0.16,1352966,13,1067447,0,0,OTHERS,,,,
5245,2014,Tamil Nadu,Tiruvannamalai,VELMURUGAN A,M,38,GEN,IND,Dish Antenna,724,0,724,0.05,0.07,1352966,24,1067447,0,0,OTHERS,,,,
5246,2014,Tamil Nadu,Tiruvannamalai,VAITHIYANATHAN S,M,66,GEN,IND,Nail Cutter,931,0,931,0.07,0.09,1352966,20,1067447,0,0,OTHERS,,,,
5247,2014,Tamil Nadu,Tiruvannamalai,None of the Above,,,,NOTA,NOTA,9563,32,9595,0.71,0.90,1352966,6,1067447,0,0,OTHERS,,,,
5248,2014,Tamil Nadu,Arani,V.ELUMALAI,M,58,GEN,ADMK,Two Leaves,501662,1059,502721,36.70,45.85,1369668,1,1096046,1,0,OTHERS,,,,
5249,2014,Tamil Nadu,Arani,A.GANESAN,M,55,SC,BSP,Elephant,5568,5,5573,0.41,0.51,1369668,8,1096046,0,0,OTHERS,,,,
5250,2014,Tamil Nadu,Arani,SIVANANDAM.R,M,65,GEN,DMK,Rising Sun,257516,1361,258877,18.90,23.61,1369668,2,1096046,0,1,OTHERS,,,,
5251,2014,Tamil Nadu,Arani,M.K.VISHNU PRASAD,M,42,GEN,INC,Hand,27679,38,27717,2.02,2.53,1369668,4,1096046,0,0,UPA,,,,
5252,2014,Tamil Nadu,Arani,V.ANNA VENKATESH,M,58,GEN,ADSMK,Candles,2369,3,2372,0.17,0.22,1369668,11,1096046,0,0,OTHERS,,,,
5253,2014,Tamil Nadu,Arani,A.K.MOORTHY,M,50,GEN,PMK,Mango,252310,1022,253332,18.50,23.10,1369668,3,1096046,0,0,NDA,,,,
5254,2014,Tamil Nadu,Arani,K.ELUMALAI,M,48,GEN,IND,Electric Pole,1243,0,1243,0.09,0.11,1369668,16,1096046,0,0,OTHERS,,,,
5255,2014,Tamil Nadu,Arani,S.ELUMALAI,M,60,GEN,IND,Kite,513,0,513,0.04,0.05,1369668,20,1096046,0,0,OTHERS,,,,
5256,2014,Tamil Nadu,Arani,R.SARASWATHI,F,41,SC,IND,Battery Torch,666,2,668,0.05,0.06,1369668,19,1096046,0,0,OTHERS,,,,
5257,2014,Tamil Nadu,Arani,H.SENTHILKUMAR,M,31,GEN,IND,Carrot,798,0,798,0.06,0.07,1369668,18,1096046,0,0,OTHERS,,,,
5258,2014,Tamil Nadu,Arani,S.SENTHILNATHAN,M,44,GEN,IND,Dao,1742,4,1746,0.13,0.16,1369668,14,1096046,0,0,OTHERS,,,,
5259,2014,Tamil Nadu,Arani,M.DURAIRAJ,M,55,SC,IND,Scissors,910,0,910,0.07,0.08,1369668,17,1096046,0,0,OTHERS,,,,
5260,2014,Tamil Nadu,Arani,A.MAHADEVAN,M,31,GEN,IND,Table Lamp,1307,2,1309,0.10,0.12,1369668,15,1096046,0,0,OTHERS,,,,
5261,2014,Tamil Nadu,Arani,S.MANIKANDAN,M,36,GEN,IND,Pot,1952,0,1952,0.14,0.18,1369668,12,1096046,0,0,OTHERS,,,,
5262,2014,Tamil Nadu,Arani,M.MUNUSAMY,M,59,SC,IND,Coconut,2596,2,2598,0.19,0.24,1369668,10,1096046,0,0,OTHERS,,,,
5263,2014,Tamil Nadu,Arani,K.MOORTHY,M,38,GEN,IND,Ring,10258,5,10263,0.75,0.94,1369668,5,1096046,0,0,OTHERS,,,,
5264,2014,Tamil Nadu,Arani,V.MOORTHY,M,58,GEN,IND,Green Chilli,8059,0,8059,0.59,0.73,1369668,7,1096046,0,0,OTHERS,,,,
5265,2014,Tamil Nadu,Arani,S.RAMAMOORTHY,M,38,GEN,IND,Balloon,1760,0,1760,0.13,0.16,1369668,13,1096046,0,0,OTHERS,,,,
5266,2014,Tamil Nadu,Arani,P.LOGANATHAN,M,35,GEN,IND,Gas Cylinder,4329,2,4331,0.32,0.39,1369668,9,1096046,0,0,OTHERS,,,,
5267,2014,Tamil Nadu,Arani,None of the Above,,,,NOTA,NOTA,9265,39,9304,0.68,0.85,1369668,6,1096046,0,0,OTHERS,,,,
5268,2014,Tamil Nadu,Viluppuram,ANANDAN G,M,53,SC,CPM,"Hammer, Sickle and Star",17374,34,17408,1.26,1.63,1387007,5,1067641,0,0,OTHERS,,,,
5269,2014,Tamil Nadu,Viluppuram,UMASANKAR K,M,39,SC,DMDK,Nagara,209162,501,209663,15.12,19.63,1387007,3,1067641,0,0,NDA,,,,
5270,2014,Tamil Nadu,Viluppuram,KARUNSIRUTHAI KALIYAMURTHI G,M,48,SC,BSP,Elephant,2677,6,2683,0.19,0.25,1387007,12,1067641,0,0,OTHERS,,,,
5271,2014,Tamil Nadu,Viluppuram,MUTHAIYAN K DR,M,54,SC,DMK,Rising Sun,287834,1503,289337,20.86,27.09,1387007,2,1067641,0,1,OTHERS,,,,
5272,2014,Tamil Nadu,Viluppuram,RANI K,F,55,SC,INC,Hand,21441,20,21461,1.55,2.01,1387007,4,1067641,0,0,UPA,,,,
5273,2014,Tamil Nadu,Viluppuram,RAJENDRAN S,M,57,SC,ADMK,Two Leaves,481296,1408,482704,34.80,45.19,1387007,1,1067641,1,0,OTHERS,,,,
5274,2014,Tamil Nadu,Viluppuram,VENKATESAN M,M,43,SC,CPI(ML)(L),Flag with Three Stars,3906,0,3906,0.28,0.37,1387007,8,1067641,0,0,OTHERS,,,,
5275,2014,Tamil Nadu,Viluppuram,ARASAN K,M,65,SC,IND,HOCKEY & BALL,811,0,811,0.06,0.08,1387007,20,1067641,0,0,OTHERS,,,,
5276,2014,Tamil Nadu,Viluppuram,ARUMUGAM R,M,44,SC,IND,Green Chilli,693,0,693,0.05,0.06,1387007,21,1067641,0,0,OTHERS,,,,
5277,2014,Tamil Nadu,Viluppuram,UMASANKAR M,M,41,SC,IND,Cauliflower,1212,0,1212,0.09,0.11,1387007,18,1067641,0,0,OTHERS,,,,
5278,2014,Tamil Nadu,Viluppuram,ELUMALAI D,M,44,SC,IND,Ceiling Fan,2337,0,2337,0.17,0.22,1387007,14,1067641,0,0,OTHERS,,,,
5279,2014,Tamil Nadu,Viluppuram,KADRVEL M,M,44,SC,IND,Coconut,3430,0,3430,0.25,0.32,1387007,10,1067641,0,0,OTHERS,,,,
5280,2014,Tamil Nadu,Viluppuram,SRINIVASAN K,M,60,SC,IND,Candles,2294,0,2294,0.17,0.21,1387007,15,1067641,0,0,OTHERS,,,,
5281,2014,Tamil Nadu,Viluppuram,DESINGU K,M,45,SC,IND,Pot,1607,0,1607,0.12,0.15,1387007,17,1067641,0,0,OTHERS,,,,
5282,2014,Tamil Nadu,Viluppuram,DEVI S,F,38,SC,IND,Sewing Machine,3443,0,3443,0.25,0.32,1387007,9,1067641,0,0,OTHERS,,,,
5283,2014,Tamil Nadu,Viluppuram,MUTHAIYAN N,M,38,SC,IND,Shuttle,4780,0,4780,0.34,0.45,1387007,7,1067641,0,0,OTHERS,,,,
5284,2014,Tamil Nadu,Viluppuram,MUTHIYAN,M,60,SC,IND,Cake,1774,0,1774,0.13,0.17,1387007,16,1067641,0,0,OTHERS,,,,
5285,2014,Tamil Nadu,Viluppuram,RAMESH A,M,34,SC,IND,Ring,2663,0,2663,0.19,0.25,1387007,13,1067641,0,0,OTHERS,,,,
5286,2014,Tamil Nadu,Viluppuram,RAJAMANICKAM K,M,41,SC,IND,Electric Pole,1197,0,1197,0.09,0.11,1387007,19,1067641,0,0,OTHERS,,,,
5287,2014,Tamil Nadu,Viluppuram,VENKATESAN S,M,42,SC,IND,Hat,2798,0,2798,0.20,0.26,1387007,11,1067641,0,0,OTHERS,,,,
5288,2014,Tamil Nadu,Viluppuram,None of the Above,,,,NOTA,NOTA,11429,11,11440,0.82,1.07,1387007,6,1067641,0,0,OTHERS,,,,
5289,2014,Tamil Nadu,Kallakurichi,ESWARAN. V. P,M,69,GEN,DMDK,Nagara,164019,164,164183,11.62,14.82,1412499,3,1107241,0,0,NDA,,,,
5290,2014,Tamil Nadu,Kallakurichi,KAMARAJ. K,M,48,GEN,ADMK,Two Leaves,531365,2018,533383,37.76,48.16,1412499,1,1107241,1,0,OTHERS,,,,
5291,2014,Tamil Nadu,Kallakurichi,SAKTHIVEL.S,M,50,GEN,BSP,Elephant,5929,0,5929,0.42,0.54,1412499,8,1107241,0,0,OTHERS,,,,
5292,2014,Tamil Nadu,Kallakurichi,DEVADASS. R,M,61,GEN,INC,Hand,39640,37,39677,2.81,3.58,1412499,4,1107241,0,0,UPA,,,,
5293,2014,Tamil Nadu,Kallakurichi,MANIMARAN. R,M,51,GEN,DMK,Rising Sun,308537,1339,309876,21.94,27.98,1412499,2,1107241,0,1,OTHERS,,,,
5294,2014,Tamil Nadu,Kallakurichi,PERUMAL. A. K.,M,51,GEN,JMM(U),Bow & Arrow,3511,1,3512,0.25,0.32,1412499,10,1107241,0,0,OTHERS,,,,
5295,2014,Tamil Nadu,Kallakurichi,MOHAMMED YASIN. K,M,35,GEN,AAAP,Broom,2905,5,2910,0.21,0.26,1412499,12,1107241,0,0,OTHERS,,,,
5296,2014,Tamil Nadu,Kallakurichi,RAMACHANDIRAN. T,M,56,GEN,IND,Pot,1013,0,1013,0.07,0.09,1412499,21,1107241,0,0,OTHERS,,,,
5297,2014,Tamil Nadu,Kallakurichi,KAMARAJ. R,M,35,GEN,IND,Shuttle,1334,0,1334,0.09,0.12,1412499,17,1107241,0,0,OTHERS,,,,
5298,2014,Tamil Nadu,Kallakurichi,GOVINDASAMY.A,M,48,GEN,IND,Table Lamp,1015,0,1015,0.07,0.09,1412499,20,1107241,0,0,OTHERS,,,,
5299,2014,Tamil Nadu,Kallakurichi,SEKAR. K,M,59,GEN,IND,Candles,962,0,962,0.07,0.09,1412499,22,1107241,0,0,OTHERS,,,,
5300,2014,Tamil Nadu,Kallakurichi,NARAYANSAMY. P,M,43,GEN,IND,Dao,1684,0,1684,0.12,0.15,1412499,15,1107241,0,0,OTHERS,,,,
5301,2014,Tamil Nadu,Kallakurichi,PANDIAN. R,M,48,GEN,IND,Mixee,1221,0,1221,0.09,0.11,1412499,18,1107241,0,0,OTHERS,,,,
5302,2014,Tamil Nadu,Kallakurichi,BOJAN. G,M,42,GEN,IND,Gas Cylinder,2255,0,2255,0.16,0.20,1412499,13,1107241,0,0,OTHERS,,,,
5303,2014,Tamil Nadu,Kallakurichi,MANNAN. M. P,M,53,GEN,IND,Hat,6186,0,6186,0.44,0.56,1412499,7,1107241,0,0,OTHERS,,,,
5304,2014,Tamil Nadu,Kallakurichi,MADAIYAN. S,M,48,GEN,IND,Pressure Cooker,7314,0,7314,0.52,0.66,1412499,6,1107241,0,0,OTHERS,,,,
5305,2014,Tamil Nadu,Kallakurichi,LAKSHMANAN. S,M,60,GEN,IND,Batsman,3261,0,3261,0.23,0.29,1412499,11,1107241,0,0,OTHERS,,,,
5306,2014,Tamil Nadu,Kallakurichi,VARADAN. M,M,61,GEN,IND,Chappals,5054,0,5054,0.36,0.46,1412499,9,1107241,0,0,OTHERS,,,,
5307,2014,Tamil Nadu,Kallakurichi,VENNILA.  K,F,44,GEN,IND,Sewing Machine,1097,0,1097,0.08,0.10,1412499,19,1107241,0,0,OTHERS,,,,
5308,2014,Tamil Nadu,Kallakurichi,VELLIYAN. K,M,48,GEN,IND,Brief Case,946,0,946,0.07,0.09,1412499,23,1107241,0,0,OTHERS,,,,
5309,2014,Tamil Nadu,Kallakurichi,VETRIVEL. K,M,28,GEN,IND,Ceiling Fan,2029,0,2029,0.14,0.18,1412499,14,1107241,0,0,OTHERS,,,,
5310,2014,Tamil Nadu,Kallakurichi,SHAJAHAN. A,M,65,GEN,IND,Ring,1499,0,1499,0.11,0.14,1412499,16,1107241,0,0,OTHERS,,,,
5311,2014,Tamil Nadu,Kallakurichi,None of the Above,,,,NOTA,NOTA,10886,15,10901,0.77,0.98,1412499,5,1107241,0,0,OTHERS,,,,
5312,2014,Tamil Nadu,Salem,UMARANI. S,F,54,GEN,DMK,Rising Sun,288552,384,288936,19.28,25.11,1498350,2,1150296,0,1,OTHERS,,,,
5313,2014,Tamil Nadu,Salem,SUDHISH L K,M,47,GEN,DMDK,Nagara,201086,179,201265,13.43,17.49,1498350,3,1150296,0,0,NDA,,,,
5314,2014,Tamil Nadu,Salem,PANNERSELVAM.V,M,55,GEN,ADMK,Two Leaves,556061,485,556546,37.14,48.36,1498350,1,1150296,1,0,OTHERS,,,,
