id,year,statename,pcname,candidate,sex,age,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance,created_at,updated_at,,
5005,2014,Tamil Nadu,Chennai North,SIVAKUMAR . V,M,50,SC,SUCI,Glass Tumbler,502,0,502,0.04,0.06,1422392,21,910114,0,0,OTHERS,,,,
5006,2014,Tamil Nadu,Chennai North,NIJAM MOHAIDEEN .M,M,37,GEN,SDPI,Auto- Rickshaw,14585,0,14585,1.03,1.60,1422392,7,910114,0,0,OTHERS,,,,
5007,2014,Tamil Nadu,Chennai North,BABU MAILAN .A,M,42,GEN,LSP,Whistle,569,0,569,0.04,0.06,1422392,19,910114,0,0,OTHERS,,,,
5008,2014,Tamil Nadu,Chennai North,PAULRAJ .T,M,33,GEN,MMKA,BUCKET,387,0,387,0.03,0.04,1422392,28,910114,0,0,OTHERS,,,,
5009,2014,Tamil Nadu,Chennai North,RAMESH KANNAN .G,M,41,SC,RPI,Sewing Machine,257,0,257,0.02,0.03,1422392,35,910114,0,0,OTHERS,,,,
5010,2014,Tamil Nadu,Chennai North,VIJAYA KUMAR .K,M,44,GEN,TNMC,Pen Nib with Seven Rays,1145,0,1145,0.08,0.13,1422392,13,910114,0,0,OTHERS,,,,
5011,2014,Tamil Nadu,Chennai North,SRINIVASON .S,M,48,GEN,AAAP,Broom,6805,14,6819,0.48,0.75,1422392,8,910114,0,0,OTHERS,,,,
5012,2014,Tamil Nadu,Chennai North,ANBAZHAGAN .G,M,49,GEN,IND,Frying Pan,208,0,208,0.01,0.02,1422392,39,910114,0,0,OTHERS,,,,
5013,2014,Tamil Nadu,Chennai North,GIRIRAJ. D,M,47,GEN,IND,Gas Stove,414,0,414,0.03,0.05,1422392,27,910114,0,0,OTHERS,,,,
5014,2014,Tamil Nadu,Chennai North,KESAVAN. L,M,48,GEN,IND,Letter Box,1198,0,1198,0.08,0.13,1422392,12,910114,0,0,OTHERS,,,,
5015,2014,Tamil Nadu,Chennai North,KOLANGI. M,M,43,SC,IND,Table Lamp,1494,0,1494,0.11,0.16,1422392,11,910114,0,0,OTHERS,,,,
5016,2014,Tamil Nadu,Chennai North,CHARAVANAN. M.P.,M,53,GEN,IND,Bat,475,0,475,0.03,0.05,1422392,22,910114,0,0,OTHERS,,,,
5017,2014,Tamil Nadu,Chennai North,SIVASHANMUGA PERUMAL. S,M,62,GEN,IND,Shuttle,712,0,712,0.05,0.08,1422392,17,910114,0,0,OTHERS,,,,
5018,2014,Tamil Nadu,Chennai North,SEETHA MALLAR. A,F,40,SC,IND,Slate,469,0,469,0.03,0.05,1422392,25,910114,0,0,OTHERS,,,,
5019,2014,Tamil Nadu,Chennai North,SRINIVASAN. J,M,36,GEN,IND,Dish Antenna,964,0,964,0.07,0.11,1422392,14,910114,0,0,OTHERS,,,,
5020,2014,Tamil Nadu,Chennai North,SUNDAR. G,M,35,SC,IND,Cup & Saucer,870,0,870,0.06,0.10,1422392,15,910114,0,0,OTHERS,,,,
5021,2014,Tamil Nadu,Chennai North,SENTHIL KUMAR. K,M,59,GEN,IND,Electric Pole,472,0,472,0.03,0.05,1422392,24,910114,0,0,OTHERS,,,,
5022,2014,Tamil Nadu,Chennai North,DEEPAK. C,M,34,GEN,IND,Ring,475,0,475,0.03,0.05,1422392,22,910114,0,0,OTHERS,,,,
5023,2014,Tamil Nadu,Chennai North,DURAI BABU. R,M,37,GEN,IND,Cot,297,0,297,0.02,0.03,1422392,34,910114,0,0,OTHERS,,,,
5024,2014,Tamil Nadu,Chennai North,DEVARAJ. G,M,32,SC,IND,Candles,386,0,386,0.03,0.04,1422392,29,910114,0,0,OTHERS,,,,
5025,2014,Tamil Nadu,Chennai North,PAUL KANAGARAJ. R.C,M,49,GEN,IND,Kite,1588,1,1589,0.11,0.17,1422392,10,910114,0,0,OTHERS,,,,
5026,2014,Tamil Nadu,Chennai North,BALAJI. E,M,40,SC,IND,Violin,311,0,311,0.02,0.03,1422392,32,910114,0,0,OTHERS,,,,
5027,2014,Tamil Nadu,Chennai North,PRABHAKARAN. K,M,31,SC,IND,Television,457,0,457,0.03,0.05,1422392,26,910114,0,0,OTHERS,,,,
5028,2014,Tamil Nadu,Chennai North,PONRAJ. P,M,43,GEN,IND,Grapes,208,0,208,0.01,0.02,1422392,39,910114,0,0,OTHERS,,,,
5029,2014,Tamil Nadu,Chennai North,MAHENDRAN. K.P.P.,M,47,GEN,IND,Camera,343,0,343,0.02,0.04,1422392,30,910114,0,0,OTHERS,,,,
5030,2014,Tamil Nadu,Chennai North,MARIMUTHU. P,M,57,GEN,IND,Gas Cylinder,777,0,777,0.05,0.09,1422392,16,910114,0,0,OTHERS,,,,
5031,2014,Tamil Nadu,Chennai North,MARIRAJ. T.R,M,45,GEN,IND,Balloon,559,0,559,0.04,0.06,1422392,20,910114,0,0,OTHERS,,,,
5032,2014,Tamil Nadu,Chennai North,MOHAMED MAJASUDDIN,M,34,GEN,IND,Tent,301,1,302,0.02,0.03,1422392,33,910114,0,0,OTHERS,,,,
5033,2014,Tamil Nadu,Chennai North,YOGARAJ. S,M,27,GEN,IND,Pot,206,0,206,0.01,0.02,1422392,41,910114,0,0,OTHERS,,,,
5034,2014,Tamil Nadu,Chennai North,RAVIKUMAR. T,M,43,SC,IND,Batsman,211,0,211,0.01,0.02,1422392,38,910114,0,0,OTHERS,,,,
5035,2014,Tamil Nadu,Chennai North,RAVI PARIYANAR. D,M,37,SC,IND,Coconut,600,0,600,0.04,0.07,1422392,18,910114,0,0,OTHERS,,,,
5036,2014,Tamil Nadu,Chennai North,RAMASAMY. M.D.,M,55,GEN,IND,Battery Torch,234,0,234,0.02,0.03,1422392,36,910114,0,0,OTHERS,,,,
5037,2014,Tamil Nadu,Chennai North,RAJ. N,M,42,SC,IND,Hat,216,0,216,0.02,0.02,1422392,37,910114,0,0,OTHERS,,,,
5038,2014,Tamil Nadu,Chennai North,RAJA. B,M,29,GEN,IND,Ceiling Fan,337,0,337,0.02,0.04,1422392,31,910114,0,0,OTHERS,,,,
5039,2014,Tamil Nadu,Chennai North,None of the Above,,,,NOTA,NOTA,17463,9,17472,1.23,1.92,1422392,6,910114,0,0,OTHERS,,,,
5040,2014,Tamil Nadu,Chennai South,GANESAN  S,M,57,GEN,SUCI,Glass Tumbler,1706,2,1708,0.10,0.16,1795776,7,1071409,0,0,OTHERS,,,,
5041,2014,Tamil Nadu,Chennai South,K.R.RAMASWAMY@TRAFFIC RAMASWAMY,M,80,GEN,IND,Bread,1638,9,1647,0.09,0.15,1795776,8,1071409,0,0,OTHERS,,,,
5042,2014,Tamil Nadu,Chennai South,(KUPPAL)G.DEVADOSS,M,61,GEN,IND,Coconut,511,0,511,0.03,0.05,1795776,17,1071409,0,0,OTHERS,,,,
5043,2014,Tamil Nadu,Chennai South,A. JAIGANESH,M,29,GEN,LSP,Whistle,518,0,518,0.03,0.05,1795776,16,1071409,0,0,OTHERS,,,,
5044,2014,Tamil Nadu,Chennai South,LA.GANESAN,M,69,GEN,BJP,Lotus,257970,292,258262,14.38,23.79,1795776,3,1071409,0,0,NDA,,,,
5045,2014,Tamil Nadu,Chennai South,S. BALU,M,49,GEN,IND,Stool,259,0,259,0.01,0.02,1795776,27,1071409,0,0,OTHERS,,,,
5046,2014,Tamil Nadu,Chennai South,COLONEL KADAR BASHA,M,70,GEN,IND,Ceiling Fan,426,1,427,0.02,0.04,1795776,19,1071409,0,0,OTHERS,,,,
5047,2014,Tamil Nadu,Chennai South,DR. J. JAYAVARDHAN,M,26,GEN,ADMK,Two Leaves,434229,311,434540,24.20,40.04,1795776,1,1071409,1,0,OTHERS,,,,
5048,2014,Tamil Nadu,Chennai South,T. DHANASEKAR,M,62,GEN,NOC,Candles,325,3,328,0.02,0.03,1795776,23,1071409,0,0,OTHERS,,,,
5049,2014,Tamil Nadu,Chennai South,RAJINI NIVETHA,F,43,GEN,IND,CALCULATOR,140,0,140,0.01,0.01,1795776,40,1071409,0,0,OTHERS,,,,
5050,2014,Tamil Nadu,Chennai South,R. RAVICHANDRAN,M,48,SC,IND,Kite,213,2,215,0.01,0.02,1795776,34,1071409,0,0,OTHERS,,,,
5051,2014,Tamil Nadu,Chennai South,V. BALAJI,M,33,SC,BSP,Elephant,1527,2,1529,0.09,0.14,1795776,9,1071409,0,0,OTHERS,,,,
5052,2014,Tamil Nadu,Chennai South,S.S.RADHAKRISHNAN,M,65,GEN,IND,Carrot,373,0,373,0.02,0.03,1795776,21,1071409,0,0,OTHERS,,,,
5053,2014,Tamil Nadu,Chennai South,THANGARAJ,M,26,SC,IND,HOCKEY & BALL,187,1,188,0.01,0.02,1795776,37,1071409,0,0,OTHERS,,,,
5054,2014,Tamil Nadu,Chennai South,S. DEVADOSS,M,49,GEN,IND,Battery Torch,233,0,233,0.01,0.02,1795776,31,1071409,0,0,OTHERS,,,,
5055,2014,Tamil Nadu,Chennai South,S. SEETHALAKSHMI,F,45,GEN,TNMC,Pen Nib with Seven Rays,1289,0,1289,0.07,0.12,1795776,10,1071409,0,0,OTHERS,,,,
5056,2014,Tamil Nadu,Chennai South,JAHIR HUSSAIN. M,M,47,GEN,AAAP,Broom,17172,36,17208,0.96,1.59,1795776,6,1071409,0,0,OTHERS,,,,
5057,2014,Tamil Nadu,Chennai South,S. PARTHIBAN,M,48,GEN,IND,Dao,174,0,174,0.01,0.02,1795776,38,1071409,0,0,OTHERS,,,,
5058,2014,Tamil Nadu,Chennai South,LOGANATHAN,M,46,GEN,IND,Table,117,0,117,0.01,0.01,1795776,42,1071409,0,0,OTHERS,,,,
5059,2014,Tamil Nadu,Chennai South,A. IRUDAYADASS,M,53,GEN,IND,Balloon,975,1,976,0.05,0.09,1795776,12,1071409,0,0,OTHERS,,,,
5060,2014,Tamil Nadu,Chennai South,T.K.S.ELANGOVAN,M,59,GEN,DMK,Rising Sun,298427,538,298965,16.65,27.54,1795776,2,1071409,0,1,OTHERS,,,,
5061,2014,Tamil Nadu,Chennai South,J.S. MAHALINGAM,M,53,GEN,IND,Hat,267,0,267,0.01,0.02,1795776,26,1071409,0,0,OTHERS,,,,
5062,2014,Tamil Nadu,Chennai South,M. ARUMUGAM,M,55,GEN,IND,Iron,219,2,221,0.01,0.02,1795776,33,1071409,0,0,OTHERS,,,,
5063,2014,Tamil Nadu,Chennai South,K. MANI,M,61,GEN,JD(U),Arrow,273,1,274,0.02,0.03,1795776,24,1071409,0,0,OTHERS,,,,
5064,2014,Tamil Nadu,Chennai South,KANTHAVEL  D,M,37,SC,IND,Shuttle,865,0,865,0.05,0.08,1795776,13,1071409,0,0,OTHERS,,,,
5065,2014,Tamil Nadu,Chennai South,S. BALAMURALI,M,31,GEN,IND,Cup & Saucer,416,0,416,0.02,0.04,1795776,20,1071409,0,0,OTHERS,,,,
5066,2014,Tamil Nadu,Chennai South,S. RAJESHWARI,F,29,SC,IND,Chappals,157,0,157,0.01,0.01,1795776,39,1071409,0,0,OTHERS,,,,
5067,2014,Tamil Nadu,Chennai South,S. VEERAMANI,M,63,GEN,IND,Black Board,105,0,105,0.01,0.01,1795776,43,1071409,0,0,OTHERS,,,,
5068,2014,Tamil Nadu,Chennai South,S.V. RAMANI,M,57,GEN,INC,Hand,24239,37,24276,1.35,2.24,1795776,4,1071409,0,0,UPA,,,,
5069,2014,Tamil Nadu,Chennai South,B. KUMAR SRI SRI,M,37,GEN,IND,Brief Case,232,0,232,0.01,0.02,1795776,32,1071409,0,0,OTHERS,,,,
5070,2014,Tamil Nadu,Chennai South,BHAVANI JANAKIRAM,F,57,GEN,IND,Trumpet,244,0,244,0.01,0.02,1795776,30,1071409,0,0,OTHERS,,,,
5071,2014,Tamil Nadu,Chennai South,S. PRAGASAM,M,40,SC,IND,BELT,636,0,636,0.04,0.06,1795776,14,1071409,0,0,OTHERS,,,,
5072,2014,Tamil Nadu,Chennai South,T. PONNUSAMY,M,48,GEN,IND,CUTTING PLIERS,533,0,533,0.03,0.05,1795776,15,1071409,0,0,OTHERS,,,,
5073,2014,Tamil Nadu,Chennai South,A. MAGESH,M,31,GEN,IND,Funnel,121,0,121,0.01,0.01,1795776,41,1071409,0,0,OTHERS,,,,
5074,2014,Tamil Nadu,Chennai South,PON. SIVA KUMAR,M,39,SC,IND,Sewing Machine,271,0,271,0.02,0.02,1795776,25,1071409,0,0,OTHERS,,,,
5075,2014,Tamil Nadu,Chennai South,S. CHARUMATHI,F,39,SC,IND,Cake,256,1,257,0.01,0.02,1795776,28,1071409,0,0,OTHERS,,,,
5076,2014,Tamil Nadu,Chennai South,S. SESU RAJ,M,44,GEN,IND,Batsman,203,0,203,0.01,0.02,1795776,35,1071409,0,0,OTHERS,,,,
5077,2014,Tamil Nadu,Chennai South,K. SHANKAR,M,61,GEN,IND,Brush,498,0,498,0.03,0.05,1795776,18,1071409,0,0,OTHERS,,,,
5078,2014,Tamil Nadu,Chennai South,JOSEPH GUNASEKAR,M,41,GEN,IND,Electric Pole,253,0,253,0.01,0.02,1795776,29,1071409,0,0,OTHERS,,,,
5079,2014,Tamil Nadu,Chennai South,R. KANDASAMY@BABU,M,47,GEN,APM,Ring,371,1,372,0.02,0.03,1795776,22,1071409,0,0,OTHERS,,,,
5080,2014,Tamil Nadu,Chennai South,M. JAYARAMAN,M,41,GEN,IND,Gas Cylinder,191,1,192,0.01,0.02,1795776,36,1071409,0,0,OTHERS,,,,
5081,2014,Tamil Nadu,Chennai South,T.K. RAMAJAYAM,M,74,GEN,IND,Slate,1180,0,1180,0.07,0.11,1795776,11,1071409,0,0,OTHERS,,,,
5082,2014,Tamil Nadu,Chennai South,None of the Above,,,,NOTA,NOTA,20200,29,20229,1.13,1.86,1795776,5,1071409,0,0,OTHERS,,,,
5083,2014,Tamil Nadu,Chennai central,S.D. KRISHNAKUMAR,M,39,GEN,RPI(A),Sewing Machine,1527,1,1528,0.12,0.19,1328038,9,814894,0,0,OTHERS,,,,
5084,2014,Tamil Nadu,Chennai central,S.R. VIJAYAKUMAR,M,40,GEN,ADMK,Two Leaves,333103,193,333296,25.10,40.89,1328038,1,814894,1,0,OTHERS,,,,
5085,2014,Tamil Nadu,Chennai central,J. PRABHAKAR,M,58,GEN,AAAP,Broom,19515,38,19553,1.47,2.40,1328038,6,814894,0,0,OTHERS,,,,
5086,2014,Tamil Nadu,Chennai central,B. AMBETH VENKATESH,M,52,SC,IND,Candles,387,3,390,0.03,0.05,1328038,15,814894,0,0,OTHERS,,,,
5087,2014,Tamil Nadu,Chennai central,J. CONSTANDINE RAVINDRAN,M,46,GEN,DMDK,Nagara,114759,39,114798,8.64,14.08,1328038,3,814894,0,0,NDA,,,,
5088,2014,Tamil Nadu,Chennai central,MURALIKRISHNAN (A) SAMARAN,M,27,SC,BSP,Elephant,2527,4,2531,0.19,0.31,1328038,7,814894,0,0,OTHERS,,,,
5089,2014,Tamil Nadu,Chennai central,D. BABU,M,36,SC,IND,Batsman,261,0,261,0.02,0.03,1328038,20,814894,0,0,OTHERS,,,,
5090,2014,Tamil Nadu,Chennai central,C.D. MEYYAPPAN,M,51,GEN,INC,Hand,25963,18,25981,1.96,3.19,1328038,4,814894,0,0,UPA,,,,
5091,2014,Tamil Nadu,Chennai central,DAYANIDHI MARAN,M,47,GEN,DMK,Rising Sun,286980,475,287455,21.65,35.26,1328038,2,814894,0,1,OTHERS,,,,
5092,2014,Tamil Nadu,Chennai central,M. PRABAKARAN,M,40,GEN,IND,Brush,329,7,336,0.03,0.04,1328038,18,814894,0,0,OTHERS,,,,
5093,2014,Tamil Nadu,Chennai central,M. MURUGAN,M,40,SC,IND,Chappals,696,1,697,0.05,0.09,1328038,12,814894,0,0,OTHERS,,,,
5094,2014,Tamil Nadu,Chennai central,P. MANIMARAN,M,49,SC,IND,Black Board,391,0,391,0.03,0.05,1328038,14,814894,0,0,OTHERS,,,,
5095,2014,Tamil Nadu,Chennai central,K.RAVEENDRAN,M,26,GEN,IND,Cauliflower,369,0,369,0.03,0.05,1328038,17,814894,0,0,OTHERS,,,,
5096,2014,Tamil Nadu,Chennai central,D. RAMESH,M,52,GEN,IND,Balloon,259,0,259,0.02,0.03,1328038,21,814894,0,0,OTHERS,,,,
5097,2014,Tamil Nadu,Chennai central,M. MOHAMED RASIK,M,29,GEN,IND,Battery Torch,2015,4,2019,0.15,0.25,1328038,8,814894,0,0,OTHERS,,,,
5098,2014,Tamil Nadu,Chennai central,V. CHANDRAMOHAN,M,44,SC,IND,Brief Case,322,2,324,0.02,0.04,1328038,19,814894,0,0,OTHERS,,,,
5099,2014,Tamil Nadu,Chennai central,T. RAVIKUMAR,M,51,SC,IND,Table Lamp,971,2,973,0.07,0.12,1328038,10,814894,0,0,OTHERS,,,,
5100,2014,Tamil Nadu,Chennai central,AUDITOR GOPINARAYANAN,M,58,GEN,MMKA,BUCKET,805,0,805,0.06,0.10,1328038,11,814894,0,0,OTHERS,,,,
5101,2014,Tamil Nadu,Chennai central,P. AHILA,F,62,GEN,IND,Ring,578,1,579,0.04,0.07,1328038,13,814894,0,0,OTHERS,,,,
5102,2014,Tamil Nadu,Chennai central,ARUNDHATHI JAIGANESH (A) S.JAIGANESH,M,42,SC,IND,BELT,389,1,390,0.03,0.05,1328038,15,814894,0,0,OTHERS,,,,
5103,2014,Tamil Nadu,Chennai central,None of the Above,,,,NOTA,NOTA,21933,26,21959,1.65,2.69,1328038,5,814894,0,0,OTHERS,,,,
5104,2014,Tamil Nadu,Sriperumbudur,ARUL ANBARASU,M,42,GEN,INC,Hand,39008,7,39015,2.00,3.03,1946503,4,1286647,0,0,UPA,,,,
5105,2014,Tamil Nadu,Sriperumbudur,"RAMACHANDRAN, K.N. THIRU",M,59,GEN,ADMK,Two Leaves,545643,177,545820,28.04,42.42,1946503,1,1286647,1,0,OTHERS,,,,
5106,2014,Tamil Nadu,Sriperumbudur,"MOHAMED ABBAS, S. THIRU",M,35,GEN,BSP,Elephant,4975,2,4977,0.26,0.39,1946503,7,1286647,0,0,OTHERS,,,,
5107,2014,Tamil Nadu,Sriperumbudur,"JAGATHRAKSHAKAN, S. THIRU",M,66,GEN,DMK,Rising Sun,442906,268,443174,22.77,34.44,1946503,2,1286647,0,1,OTHERS,,,,
5108,2014,Tamil Nadu,Sriperumbudur,"BHARATHI, K. THIRU",M,33,SC,CPI(ML)(L),Flag with Three Stars,4739,4,4743,0.24,0.37,1946503,8,1286647,0,0,OTHERS,,,,
5109,2014,Tamil Nadu,Sriperumbudur,PULAVAR. E.SU. MANI. THIRU,M,68,GEN,NOC,Candles,870,0,870,0.04,0.07,1946503,14,1286647,0,0,OTHERS,,,,
5110,2014,Tamil Nadu,Sriperumbudur,"MASILAMANI, R. (DR).",M,63,GEN,MDMK,Top,187049,45,187094,9.61,14.54,1946503,3,1286647,0,0,NDA,,,,
5111,2014,Tamil Nadu,Sriperumbudur,"VASIGARAN, S.A.N. THIRU",M,50,GEN,AAAP,Broom,18953,10,18963,0.97,1.47,1946503,6,1286647,0,0,OTHERS,,,,
5112,2014,Tamil Nadu,Sriperumbudur,"SRIDHAR, C. THIRU",M,33,GEN,UMK,Gas Cylinder,497,0,497,0.03,0.04,1946503,19,1286647,0,0,OTHERS,,,,
5113,2014,Tamil Nadu,Sriperumbudur,"AYODHI, L.( DR).",M,49,GEN,IND,Carrot,699,0,699,0.04,0.05,1946503,18,1286647,0,0,OTHERS,,,,
5114,2014,Tamil Nadu,Sriperumbudur,"SHANMUGAM, K. THIRU",M,36,GEN,IND,Diesel Pump,291,0,291,0.01,0.02,1946503,22,1286647,0,0,OTHERS,,,,
5115,2014,Tamil Nadu,Sriperumbudur,"SHANMUGAM, G. THIRU",M,70,SC,IND,Battery Torch,372,0,372,0.02,0.03,1946503,21,1286647,0,0,OTHERS,,,,
5116,2014,Tamil Nadu,Sriperumbudur,SAMPATH. K. THIRU,M,43,GEN,IND,Scissors,1301,0,1301,0.07,0.10,1946503,12,1286647,0,0,OTHERS,,,,
5117,2014,Tamil Nadu,Sriperumbudur,"PALANI, A. THIRU",M,34,SC,IND,Ring,781,0,781,0.04,0.06,1946503,17,1286647,0,0,OTHERS,,,,
5118,2014,Tamil Nadu,Sriperumbudur,BHARATHIDASAN R. THIRU.,M,30,GEN,IND,Pot,811,0,811,0.04,0.06,1946503,15,1286647,0,0,OTHERS,,,,
5119,2014,Tamil Nadu,Sriperumbudur,"PUGAZHENDI, A. THIRU",M,36,GEN,IND,Cup & Saucer,1726,0,1726,0.09,0.13,1946503,11,1286647,0,0,OTHERS,,,,
5120,2014,Tamil Nadu,Sriperumbudur,"MADHAVARAJ, K.V. THIRU.",M,47,GEN,IND,Table Lamp,1165,0,1165,0.06,0.09,1946503,13,1286647,0,0,OTHERS,,,,
5121,2014,Tamil Nadu,Sriperumbudur,"RAMESH, THIRU",M,46,GEN,IND,Coconut,2782,0,2782,0.14,0.22,1946503,9,1286647,0,0,OTHERS,,,,
5122,2014,Tamil Nadu,Sriperumbudur,"RAMACHANDIRAN, K. THIRU",M,42,SC,IND,Camera,791,0,791,0.04,0.06,1946503,16,1286647,0,0,OTHERS,,,,
5123,2014,Tamil Nadu,Sriperumbudur,"RAJAGOPAL MALLAR, P. THIRU",M,64,SC,IND,Pen Nib with Seven Rays,2622,0,2622,0.13,0.20,1946503,10,1286647,0,0,OTHERS,,,,
5124,2014,Tamil Nadu,Sriperumbudur,"SRIDHAR,M.THIRU",M,41,GEN,IND,Stool,477,0,477,0.02,0.04,1946503,20,1286647,0,0,OTHERS,,,,
5125,2014,Tamil Nadu,Sriperumbudur,None of the Above,,,,NOTA,NOTA,27669,7,27676,1.42,2.15,1946503,5,1286647,0,0,OTHERS,,,,
5126,2014,Tamil Nadu,Kancheepuram ,SATHIYARAJ  J.S,M,34,SC,BSP,Elephant,6794,13,6807,0.46,0.60,1480123,6,1128399,0,0,OTHERS,,,,
5127,2014,Tamil Nadu,Kancheepuram ,SELVAM  G,M,40,SC,DMK,Rising Sun,351851,678,352529,23.82,31.20,1480123,2,1128399,0,1,OTHERS,,,,
5128,2014,Tamil Nadu,Kancheepuram ,MARAGATHAM  K,F,32,SC,ADMK,Two Leaves,499010,385,499395,33.74,44.20,1480123,1,1128399,1,0,OTHERS,,,,
5129,2014,Tamil Nadu,Kancheepuram ,VISWANATHAN  P,M,49,SC,INC,Hand,33266,47,33313,2.25,2.95,1480123,4,1128399,0,0,UPA,,,,
5130,2014,Tamil Nadu,Kancheepuram ,SATHYA  C.E.,M,50,SC,MDMK,Top,206880,200,207080,13.99,18.33,1480123,3,1128399,0,0,NDA,,,,
5131,2014,Tamil Nadu,Kancheepuram ,ULAGANATHAN  .A,M,43,SC,IND,Ceiling Fan,1479,0,1479,0.10,0.13,1480123,9,1128399,0,0,OTHERS,,,,
5132,2014,Tamil Nadu,Kancheepuram ,"SATHIYANATHAN, N.",M,51,SC,IND,Kite,1088,1,1089,0.07,0.10,1480123,12,1128399,0,0,OTHERS,,,,
5133,2014,Tamil Nadu,Kancheepuram ,SRINIVASAN C.,M,61,SC,IND,Hat,1090,0,1090,0.07,0.10,1480123,11,1128399,0,0,OTHERS,,,,
5134,2014,Tamil Nadu,Kancheepuram ,PARGUNAN  A.,M,27,SC,IND,Balloon,1367,1,1368,0.09,0.12,1480123,10,1128399,0,0,OTHERS,,,,
5135,2014,Tamil Nadu,Kancheepuram ,"BALAMURUGAN, R",M,29,SC,IND,Candles,2894,1,2895,0.20,0.26,1480123,8,1128399,0,0,OTHERS,,,,
5136,2014,Tamil Nadu,Kancheepuram ,MARAGATHAM M,F,37,SC,IND,Shuttle,3616,2,3618,0.24,0.32,1480123,7,1128399,0,0,OTHERS,,,,
5137,2014,Tamil Nadu,Kancheepuram ,None of the Above,,,,NOTA,NOTA,17721,15,17736,1.20,1.57,1480123,5,1128399,0,0,OTHERS,,,,
5138,2014,Tamil Nadu,Arakkonam,"HARI, G.",M,53,GEN,ADMK,Two Leaves,492667,867,493534,35.21,45.29,1401813,1,1089052,1,0,OTHERS,,,,
5139,2014,Tamil Nadu,Arakkonam,"ELANGO, N.R",M,47,GEN,DMK,Rising Sun,252073,695,252768,18.03,23.19,1401813,2,1089052,0,1,OTHERS,,,,
5140,2014,Tamil Nadu,Arakkonam,"DASS, D.",M,43,SC,BSP,Elephant,7348,6,7354,0.52,0.67,1401813,6,1089052,0,0,OTHERS,,,,
5141,2014,Tamil Nadu,Arakkonam,"RAJESH, R",M,34,GEN,INC,Hand,56300,37,56337,4.02,5.17,1401813,4,1089052,0,0,UPA,,,,
5142,2014,Tamil Nadu,Arakkonam,"RAJESH, S.",M,28,GEN,AAAP,Broom,4008,13,4021,0.29,0.37,1401813,9,1089052,0,0,OTHERS,,,,
5143,2014,Tamil Nadu,Arakkonam,"VELU, R.",M,73,GEN,PMK,Mango,233390,372,233762,16.68,21.45,1401813,3,1089052,0,0,NDA,,,,
5144,2014,Tamil Nadu,Arakkonam,"HARI, S.",M,25,GEN,IND,Coat,1458,0,1458,0.10,0.13,1401813,13,1089052,0,0,OTHERS,,,,
5145,2014,Tamil Nadu,Arakkonam,"HARI, S.",M,40,GEN,IND,Brush,599,0,599,0.04,0.05,1401813,23,1089052,0,0,OTHERS,,,,
5146,2014,Tamil Nadu,Arakkonam,"HARIKRISHNAN, P.",M,28,GEN,IND,Carrot,541,0,541,0.04,0.05,1401813,25,1089052,0,0,OTHERS,,,,
5147,2014,Tamil Nadu,Arakkonam,"ARUN, N.",M,56,SC,IND,Scissors,610,0,610,0.04,0.06,1401813,22,1089052,0,0,OTHERS,,,,
5148,2014,Tamil Nadu,Arakkonam,"RAVI, V.",M,48,SC,IND,Balloon,2198,0,2198,0.16,0.20,1401813,10,1089052,0,0,OTHERS,,,,
5149,2014,Tamil Nadu,Arakkonam,"ELANGO, D.",M,49,GEN,IND,Battery Torch,517,0,517,0.04,0.05,1401813,26,1089052,0,0,OTHERS,,,,
5150,2014,Tamil Nadu,Arakkonam,"ELANGO, N.",M,43,GEN,IND,Cup & Saucer,918,0,918,0.07,0.08,1401813,17,1089052,0,0,OTHERS,,,,
5151,2014,Tamil Nadu,Arakkonam,"ELANGOVAN, A.",M,33,GEN,IND,Table Lamp,804,0,804,0.06,0.07,1401813,18,1089052,0,0,OTHERS,,,,
5152,2014,Tamil Nadu,Arakkonam,"ELANGOVAN, D.",M,28,GEN,IND,Grapes,1553,3,1556,0.11,0.14,1401813,12,1089052,0,0,OTHERS,,,,
5153,2014,Tamil Nadu,Arakkonam,PANCHU.UDAYAKUMAR,M,35,SC,IND,Electric Pole,6024,1,6025,0.43,0.55,1401813,8,1089052,0,0,OTHERS,,,,
5154,2014,Tamil Nadu,Arakkonam,"GAJENDRAN, S.",M,36,GEN,IND,Chappals,6570,0,6570,0.47,0.60,1401813,7,1089052,0,0,OTHERS,,,,
5155,2014,Tamil Nadu,Arakkonam,"GOPINATHAN, G.",M,55,SC,IND,CHESS BOARD,1955,0,1955,0.14,0.18,1401813,11,1089052,0,0,OTHERS,,,,
5156,2014,Tamil Nadu,Arakkonam,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",M,53,SC,IND,Camera,484,0,484,0.03,0.04,1401813,27,1089052,0,0,OTHERS,,,,
5157,2014,Tamil Nadu,Arakkonam,"SHETTU, S.",M,41,SC,IND,Gas Cylinder,570,0,570,0.04,0.05,1401813,24,1089052,0,0,OTHERS,,,,
5158,2014,Tamil Nadu,Arakkonam,"RAVI, N.D.",M,50,GEN,IND,Candles,470,1,471,0.03,0.04,1401813,28,1089052,0,0,OTHERS,,,,
5159,2014,Tamil Nadu,Arakkonam,"VADIVEL, A.",M,34,SC,IND,Batsman,1023,0,1023,0.07,0.09,1401813,15,1089052,0,0,OTHERS,,,,
