year,statename,lcname,candidate,sex,age,category,party,general,postal,total,electors,polled,rank,win,alliance,
2011,Tamil Nadu,Mudhukulathur,MURUGAN M,M,39,GEN,AIADMK,82951,274,83225,257118,177555,1,1,AIADMK,
2011,Tamil Nadu,Mudhukulathur,KATHIRESAN.M,M,26,GEN,IND,935,0,935,257118,177555,8,0,OTHERS,
2011,Tamil Nadu,Mudhukulathur,SIVASUBRAMANIAN J,M,34,SC,IND,1628,0,1628,257118,177555,7,0,OTHERS,
2011,Tamil Nadu,Mudhukulathur,MURUGAN.R.,M,29,GEN,IND,1838,0,1838,257118,177555,6,0,OTHERS,
2011,Tamil Nadu,Mudhukulathur,CHANDRASEARAN.T,M,34,GEN,JMM,2308,0,2308,257118,177555,5,0,OTHERS,
2011,Tamil Nadu,Mudhukulathur,SHANMUGARAJ K,M,54,GEN,BJP,2781,3,2784,257118,177555,4,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,PONNU KUMAR.K,M,33,GEN,IND,424,0,424,175367,133292,11,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,NATARAJAN. P,M,36,GEN,IND,443,0,443,175367,133292,10,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,NAMMAZHWAR. N,M,71,GEN,IND,513,0,513,175367,133292,9,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,NADARAJ. G,M,54,GEN,IND,806,0,806,175367,133292,8,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,AYYANAR. P.S,M,52,SC,IND,1102,0,1102,175367,133292,7,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,AYYADURAI. S,M,34,SC,BSP,1422,1,1423,175367,133292,6,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,SUNDARAMOORTHY.K,M,45,GEN,BJP,1497,2,1499,175367,133292,5,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,MANTHIRAMUTHU. G,M,30,SC,IND,1795,0,1795,175367,133292,4,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,KARUTHU MAIYANAN. M,M,41,GEN,IND,2377,1,2378,175367,133292,3,0,OTHERS,
2011,Tamil Nadu,Vilathikulam,PERUMALSAMY. K,M,32,GEN,INC,49961,195,50156,175367,133292,2,0,DMK,
2011,Tamil Nadu,Vilathikulam,MARKANDAYAN. V,M,34,GEN,AIADMK,72688,65,72753,175367,133292,1,1,AIADMK,
2011,Tamil Nadu,Thoothukkudi,"SAMUEL, J",M,36,GEN,IND,98,0,98,212628,156774,14,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"PRABHAKARAN, S",M,32,GEN,IND,100,0,100,212628,156774,13,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"ILAYAPERUMAL, M",M,28,GEN,IND,105,0,105,212628,156774,12,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"SIVALINGAM, P.",M,28,SC,IND,123,0,123,212628,156774,11,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"RAJARATHNAM, M",M,56,GEN,IND,298,0,298,212628,156774,10,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"MURUGAN, A",M,44,GEN,IND,303,1,304,212628,156774,9,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"ATHI NARAYANAN, A",M,40,GEN,LSP,461,2,463,212628,156774,8,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"RAMKUMAR, V",M,45,GEN,IND,502,0,502,212628,156774,7,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"NAGARAJAN, V.",M,41,GEN,JD(U),572,1,573,212628,156774,6,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"ALWAR KARTHIKEYAN, L",M,33,GEN,IND,634,0,634,212628,156774,5,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"BENEDICT, J",M,43,GEN,BSP,721,1,722,212628,156774,4,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,"VENKATESH, V.",M,30,GEN,JMM,1021,4,1025,212628,156774,3,0,OTHERS,
2011,Tamil Nadu,Thoothukkudi,GEETHA JEEVAN P,F,40,GEN,DMK,62450,367,62817,212628,156774,2,0,DMK,
2011,Tamil Nadu,Thoothukkudi,CHELLAPANDIAN  S.T,M,54,GEN,AIADMK,88952,58,89010,212628,156774,1,1,AIADMK,
2011,Tamil Nadu,Tiruchendur,CHITHIRALINGAM. A,M,44,GEN,IND,70,0,70,189982,146141,16,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,CHIDAMBARAM. V,M,63,GEN,IND,97,0,97,189982,146141,15,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,ARIGOPALAKRISHNAN. C,M,41,GEN,IND,104,0,104,189982,146141,14,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,NANDHAKUMAR. A,M,29,GEN,IND,125,0,125,189982,146141,13,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,MUTHUMALAI. S,M,26,SC,IND,136,0,136,189982,146141,12,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,CHELLASAMY. C,M,28,GEN,IND,146,0,146,189982,146141,11,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,THIRUPATHI. M,M,43,GEN,IND,155,1,156,189982,146141,10,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,MANI. P,M,55,SC,IND,271,0,271,189982,146141,9,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,SUDALAIKANNU. K,M,63,GEN,IJK,534,0,534,189982,146141,8,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,DEVA GNANA SIGAMANI. B,M,43,GEN,BSP,626,0,626,189982,146141,7,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,RAJ KUMAR. P,M,31,GEN,IND,672,0,672,189982,146141,6,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,MURUGESAN. B,M,46,GEN,IND,693,0,693,189982,146141,5,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,RAMESWARAN. N,M,47,GEN,BJP,2421,8,2429,189982,146141,4,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,NATTAR. N,M,40,GEN,JMM,3236,4,3240,189982,146141,3,0,OTHERS,
2011,Tamil Nadu,Tiruchendur,MANOHARAN. PR,M,30,GEN,AIADMK,68056,45,68101,189982,146141,2,0,AIADMK,
2011,Tamil Nadu,Tiruchendur,ANITHA R RADHAKRISHNAN,M,58,GEN,DMK,68061,680,68741,189982,146141,1,1,DMK,
2011,Tamil Nadu,Srivaikuntam,CHINNADURAI.K,M,47,GEN,APM,868,1,869,175769,131879,7,0,OTHERS,
2011,Tamil Nadu,Srivaikuntam,SARAVANAN.N,M,29,SC,IND,1255,0,1255,175769,131879,6,0,OTHERS,
2011,Tamil Nadu,Srivaikuntam,MOHAMMED YUSUF.H.M,M,51,GEN,AIMF,1303,0,1303,175769,131879,5,0,OTHERS,
2011,Tamil Nadu,Srivaikuntam,SELVARAJ.S,M,52,GEN,BJP,4123,2,4125,175769,131879,4,0,OTHERS,
2011,Tamil Nadu,Srivaikuntam,SUDALAIMANI.S,M,39,GEN,JMM,6033,0,6033,175769,131879,3,0,OTHERS,
2011,Tamil Nadu,Srivaikuntam,SUDALAIYANDI.M.B,M,44,GEN,INC,48538,48,48586,175769,131879,2,0,DMK,
2011,Tamil Nadu,Srivaikuntam,SHUNMUGANATHAN.S.P,M,56,GEN,AIADMK,69705,3,69708,175769,131879,1,1,AIADMK,
2011,Tamil Nadu,Ottapidaram(SC),G.RAJKUMAR,M,45,SC,IND,970,0,970,167524,126453,5,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),M.A. DHARMAR,M,44,SC,IND,1659,0,1659,167524,126453,4,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),A.MUTHUPALAVESAM,M,38,SC,BJP,2610,4,2614,167524,126453,3,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),S.RAJA,M,39,SC,DMK,46003,201,46204,167524,126453,2,0,DMK,
2011,Tamil Nadu,Ottapidaram(SC),DR.K.KRISHNASAMY,M,58,SC,PT,71280,50,71330,167524,126453,1,1,AIADMK,
2011,Tamil Nadu,Ottapidaram(SC),G.MADASAMY,M,32,SC,IND,339,0,339,167524,126453,10,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),R.S. BALASUBRAMANIAN,M,35,SC,IND,703,0,703,167524,126453,9,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),D.CHANDRA,F,53,SC,BSP,785,0,785,167524,126453,8,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),C.PARAMASIVAN,M,39,SC,IND,900,0,900,167524,126453,7,0,OTHERS,
2011,Tamil Nadu,Ottapidaram(SC),C. SANKAR,M,33,SC,IND,949,0,949,167524,126453,6,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,GANAPATHI M,M,28,GEN,IND,187,0,187,181097,130723,14,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,KANNAMMAL G,F,44,GEN,IND,259,1,260,181097,130723,13,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,BASKAR M,M,41,SC,IND,370,0,370,181097,130723,12,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,ANNADURAI K,M,37,GEN,IND,397,0,397,181097,130723,11,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,KARTHICK RAJAN P,M,30,GEN,IND,451,1,452,181097,130723,10,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,MAHESHWARAN R,M,42,GEN,IND,565,1,566,181097,130723,9,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,RAMASAMY P,M,56,GEN,IND,679,0,679,181097,130723,8,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,KENNADY V,M,36,GEN,IND,1068,0,1068,181097,130723,7,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,ARUMAIRAJ S,M,26,SC,BSP,1106,1,1107,181097,130723,6,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,VISUVASAM E,M,69,GEN,IND,1232,0,1232,181097,130723,5,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,RENGARAJAN V,M,60,GEN,BJP,2178,8,2186,181097,130723,4,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,MARIAPPAN P,M,51,GEN,IND,2679,6,2685,181097,130723,3,0,OTHERS,
2011,Tamil Nadu,Kovilpatti,RAMACHANDRAN G,M,39,GEN,PMK,46208,319,46527,181097,130723,2,0,DMK,
2011,Tamil Nadu,Kovilpatti,KADAMBUR RAJU C,M,51,GEN,AIADMK,72927,80,73007,181097,130723,1,1,AIADMK,
2011,Tamil Nadu,Sankarankovil(SC),MADASAMY.M,M,41,SC,IND,181,0,181,191012,144622,12,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),GOMATHINAYAGAM.M,M,36,SC,IND,239,0,239,191012,144622,11,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),MARIAPPAN.S,M,42,SC,IND,288,0,288,191012,144622,10,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),MURUGAN.S,M,38,SC,IND,508,0,508,191012,144622,9,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),KUMAR ALIAS PADAYAPPA,M,32,SC,BSP,815,0,815,191012,144622,8,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),GUNASEELAN.S,M,42,SC,IND,895,0,895,191012,144622,7,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),SUBBULAKSHMI.P,F,42,SC,IND,1209,1,1210,191012,144622,6,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),SARATHA.C,F,44,SC,BJP,1856,6,1862,191012,144622,5,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),RAJENDRAN.S,M,48,SC,IND,1915,2,1917,191012,144622,4,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),LAKSHMI NATHAN.A,F,43,SC,IND,2198,0,2198,191012,144622,3,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),UMAMAHESWARI.M,F,53,SC,DMK,61420,482,61902,191012,144622,2,0,DMK,
2011,Tamil Nadu,Sankarankovil(SC),KARUPPASAMY.C,M,56,SC,AIADMK,72118,179,72297,191012,144622,1,1,AIADMK,
2011,Tamil Nadu,Sankarankovil(SC),4   RAJAN.G,M,36,SC,IND,135,0,135,191012,144622,14,0,OTHERS,
2011,Tamil Nadu,Sankarankovil(SC),3   AYYANAR.K,M,34,SC,IND,175,0,175,191012,144622,13,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,VALAYAPATHY.V,M,50,GEN,IND,224,0,224,214898,144069,10,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,THIYAGARAJAN.P,M,50,GEN,IND,308,1,309,214898,144069,9,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,SRIDHAR.S,M,37,GEN,IND,540,0,540,214898,144069,8,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,PARTHASARATHY.N,M,38,GEN,IND,670,0,670,214898,144069,7,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,SUBRAMANIYAM.V.,M,33,GEN,BSP,969,0,969,214898,144069,6,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,BASKAR.A,M,32,SC,PB,1447,0,1447,214898,144069,5,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,NAGAVEL.S.,M,28,GEN,IND,3431,0,3431,214898,144069,4,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,SRITHARAN P,M,44,GEN,BJP,7520,5,7525,214898,144069,3,0,OTHERS,
2011,Tamil Nadu,Virugampakkam,THANASEKARAN K,M,49,GEN,DMK,57340,90,57430,214898,144069,2,0,DMK,
2011,Tamil Nadu,Virugampakkam,PARTHA SARATHY B,M,46,GEN,DMDK,71500,24,71524,214898,144069,1,1,AIADMK,
2011,Tamil Nadu,Vasudevanallur(SC),THANGAMALAI.G,M,48,SC,IND,449,0,449,185683,142026,8,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),PITCHAIKANI.S,M,30,SC,IND,778,0,778,185683,142026,7,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),PANDI.S,M,40,SC,BSP,1130,0,1130,185683,142026,6,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),POOSAIPANDI.V,M,37,SC,IND,1862,0,1862,185683,142026,5,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),RAMALINGAM.M,M,28,SC,IND,2290,1,2291,185683,142026,4,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),RAJKUMAR.N,M,36,SC,BJP,2323,17,2340,185683,142026,3,0,OTHERS,
2011,Tamil Nadu,Vasudevanallur(SC),GANESAN.S,M,42,SC,INC,52236,307,52543,185683,142026,2,0,DMK,
2011,Tamil Nadu,Vasudevanallur(SC),"DR.DURAIAPPA.S.,M.B.B.S.,",M,58,SC,AIADMK,80559,74,80633,185683,142026,1,1,AIADMK,
2011,Tamil Nadu,Kadayanallur,SUTHAKAR .G,M,27,GEN,IND,177,0,177,214997,162155,16,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,AYOOB KHAN .A,M,48,GEN,IND,207,0,207,214997,162155,15,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,MAHA RAJA PANDIAN  .P,M,37,SC,IND,263,0,263,214997,162155,14,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,ALAGAIAH .P.V.,M,50,GEN,IND,323,0,323,214997,162155,13,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,GANESAN .A,M,43,GEN,IND,324,0,324,214997,162155,12,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,SANKAR .A,M,49,GEN,IND,345,0,345,214997,162155,11,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,BALA SUBRAMANIAN .M,M,36,GEN,IND,385,0,385,214997,162155,10,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,MARIMUTHU .T,M,34,SC,IND,417,0,417,214997,162155,9,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,RAMANATHAN .P,M,65,GEN,IND,471,0,471,214997,162155,8,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,MOHAMED JAFFER .K,M,32,GEN,IND,929,0,929,214997,162155,7,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,RAMAIAH .M,M,51,SC,BSP,1177,0,1177,214997,162155,6,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,JAHIR HUSSAIN .S.S,M,39,GEN,IND,1753,0,1753,214997,162155,5,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,PANDI DURAI R.,M,45,GEN,BJP,3230,3,3233,214997,162155,4,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,MOHAMED MUBARAK .S.,M,31,GEN,SDPI,6644,5,6649,214997,162155,3,0,OTHERS,
2011,Tamil Nadu,Kadayanallur,PETER ALPHONSE .S,M,60,GEN,INC,64449,259,64708,214997,162155,2,0,DMK,
2011,Tamil Nadu,Kadayanallur,CHENDUR PANDIAN .P,M,59,GEN,AIADMK,80741,53,80794,214997,162155,1,1,AIADMK,
2011,Tamil Nadu,Tenkasi,ARUMUGAM.S,M,46,GEN,ABHM,1507,0,1507,215324,169910,4,0,OTHERS,
2011,Tamil Nadu,Tenkasi,KARUPPASAMI PANDIAN.Y,M,62,GEN,DMK,68622,664,69286,215324,169910,2,0,DMK,
2011,Tamil Nadu,Tenkasi,SARATH KUMAR.R,M,56,GEN,AIADMK,92171,82,92253,215324,169910,1,1,AIADMK,
2011,Tamil Nadu,Tenkasi,RAMANATHAN.G,M,39,GEN,IND,491,0,491,215324,169910,9,0,OTHERS,
2011,Tamil Nadu,Tenkasi,KANNAN.V,M,31,SC,BSP,500,1,501,215324,169910,8,0,OTHERS,
2011,Tamil Nadu,Tenkasi,PARAMASIVAN.S,M,35,GEN,IND,954,0,954,215324,169910,7,0,OTHERS,
2011,Tamil Nadu,Tenkasi,VETHALA IYYANKAN.M,M,42,GEN,IND,1080,0,1080,215324,169910,6,0,OTHERS,
2011,Tamil Nadu,Tenkasi,MARIAPPAN.D,M,42,GEN,IND,1140,0,1140,215324,169910,5,0,OTHERS,
2011,Tamil Nadu,Tenkasi,ANBURAJ.S.V,M,30,GEN,BJP,2690,8,2698,215324,169910,3,0,OTHERS,
2011,Tamil Nadu,Alangulam,D. SELVIN,M,67,GEN,IND,200,0,200,203826,165134,12,0,OTHERS,
2011,Tamil Nadu,Alangulam,A. GNANA ARUL,M,41,GEN,IND,228,0,228,203826,165134,11,0,OTHERS,
2011,Tamil Nadu,Alangulam,M. MURUGAN,M,30,GEN,IND,408,0,408,203826,165134,10,0,OTHERS,
2011,Tamil Nadu,Alangulam,R. KESAVARAJA,M,47,GEN,IND,629,0,629,203826,165134,9,0,OTHERS,
2011,Tamil Nadu,Alangulam,PRAKASH G.,M,30,GEN,IND,793,0,793,203826,165134,8,0,OTHERS,
2011,Tamil Nadu,Alangulam,R. RAMALINGAM,M,45,GEN,IND,923,1,924,203826,165134,7,0,OTHERS,
2011,Tamil Nadu,Alangulam,S. THANGA RAJA,M,56,GEN,IND,1058,0,1058,203826,165134,6,0,OTHERS,
2011,Tamil Nadu,Alangulam,N. RAJENDRAN,M,46,GEN,IND,1099,0,1099,203826,165134,5,0,OTHERS,
2011,Tamil Nadu,Alangulam,E. MURUGESAN,M,35,SC,BSP,1234,0,1234,203826,165134,4,0,OTHERS,
2011,Tamil Nadu,Alangulam,S. SUDALAIYANDI,M,50,GEN,BJP,2651,13,2664,203826,165134,3,0,OTHERS,
2011,Tamil Nadu,Alangulam,DR.POONGOTHAI ALADI ARUNA,F,48,GEN,DMK,77122,677,77799,203826,165134,2,0,DMK,
2011,Tamil Nadu,Alangulam,P. G. RAJENDRAN,M,42,GEN,AIADMK,78008,90,78098,203826,165134,1,1,AIADMK,
2011,Tamil Nadu,Tirunelveli,DEVENDRAN.T,M,39,GEN,BSP,730,2,732,205146,157304,11,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,MADASAMY.C,M,37,GEN,IND,814,0,814,205146,157304,10,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,VEDANTHAM.K,M,40,GEN,IND,969,0,969,205146,157304,9,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,RAMAKRISHNAN.P,M,37,GEN,IND,975,0,975,205146,157304,8,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,SUBRAMANIAN.M,M,41,GEN,IND,1198,2,1200,205146,157304,7,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,MURUGADHAS.G,M,37,GEN,BJP,1814,1,1815,205146,157304,6,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,MADHAN.S,M,38,GEN,IJK,2694,2,2696,205146,157304,5,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,PASUPATHIPANDIAN.C,M,49,GEN,IND,4301,6,4307,205146,157304,4,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,VELAMMAL.G,F,40,GEN,JMM,7764,7,7771,205146,157304,3,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,LAKSHMANAN.A.L.S,M,45,GEN,DMK,47505,224,47729,205146,157304,2,0,DMK,
2011,Tamil Nadu,Tirunelveli,NAINAR NAGENTHRAN,M,51,GEN,AIADMK,86092,128,86220,205146,157304,1,1,AIADMK,
2011,Tamil Nadu,Tirunelveli,KOMBIAH.R,M,45,GEN,IND,142,0,142,205146,157304,17,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,ANTONY BASKAR.M,M,38,GEN,IND,169,0,169,205146,157304,16,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,SURESHKUMAR.M,M,30,GEN,IND,208,0,208,205146,157304,15,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,SARAVANAN.S,M,36,GEN,IND,367,0,367,205146,157304,14,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,POOLPANDI.K,M,54,GEN,IND,495,0,495,205146,157304,13,0,OTHERS,
2011,Tamil Nadu,Tirunelveli,THENMOZHI.S,F,50,GEN,CPI(ML)(L),694,1,695,205146,157304,12,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,ESAKKIRAJ C,M,36,GEN,IND,103,0,103,193734,145460,14,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,ESAKKI G,M,56,GEN,IND,113,0,113,193734,145460,13,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,ESAKKIMUTHU,M,37,GEN,IND,124,0,124,193734,145460,12,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,AVUDAIYAPPAN S,M,33,GEN,IND,154,2,156,193734,145460,11,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,"""SUDAROLI"" MURUGAN YADAV, S.",M,34,GEN,IJK,213,1,214,193734,145460,10,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,ARUNKUMAR @ ARULKUMAR,M,35,SC,IND,330,0,330,193734,145460,9,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,KUMAR M,M,31,GEN,IND,342,0,342,193734,145460,8,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,MARIAMMAL @ MUTHUMARI,F,36,SC,BSP,496,1,497,193734,145460,7,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,CHARLES AMBEDKAR R,M,58,GEN,IND,753,0,753,193734,145460,6,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,S SURESHKUMAR,M,28,SC,IND,1466,0,1466,193734,145460,5,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,N BALACHANDRAN,M,47,GEN,BJP,2673,15,2688,193734,145460,4,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,S NAMBIRAJAN,M,52,GEN,JMM,2960,11,2971,193734,145460,3,0,OTHERS,
2011,Tamil Nadu,Ambasamudram,R AVUDAIAPPAN,M,67,GEN,DMK,55079,468,55547,193734,145460,2,0,DMK,
2011,Tamil Nadu,Ambasamudram,E SUBAYA,M,46,GEN,AIADMK,80051,105,80156,193734,145460,1,1,AIADMK,
2011,Tamil Nadu,Palayamkottai,K.BALA MURUGAN,M,34,GEN,IND,363,0,363,197857,135770,10,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,A.SHEIK HAYAT,M,30,GEN,IND,423,0,423,197857,135770,9,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,MOHAMED PASULUL ILAKI,M,51,GEN,IND,524,1,525,197857,135770,8,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,P.STEPHEN,M,29,GEN,BSP,976,7,983,197857,135770,7,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,S.VELAYUTHAM,M,28,SC,IND,1000,0,1000,197857,135770,6,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,A.HYDER ALI,M,28,GEN,IND,2624,0,2624,197857,135770,5,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,S.KARTHICK NARAYANAN,M,35,GEN,BJP,6894,45,6939,197857,135770,4,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,K.S.SAHUL HAMEED,M,32,GEN,IND,7029,3,7032,197857,135770,3,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,V.PALANI,M,59,GEN,CPM,57176,268,57444,197857,135770,2,0,AIADMK,
2011,Tamil Nadu,Palayamkottai,T.P.M.MOHIDEEN KHAN,M,63,GEN,DMK,57252,797,58049,197857,135770,1,1,DMK,
2011,Tamil Nadu,Palayamkottai,2   S.A ABDUL KADAR,M,48,GEN,IND,193,0,193,197857,135770,12,0,OTHERS,
2011,Tamil Nadu,Palayamkottai,   S.GAJENDRA RAJ,M,30,GEN,IND,195,0,195,197857,135770,11,0,OTHERS,
2011,Tamil Nadu,Nanguneri,V.SENAIDURAINADAR,M,71,GEN,IND,940,0,940,190748,142677,7,0,OTHERS,
2011,Tamil Nadu,Nanguneri,M.ANANTH,M,38,SC,BSP,2074,1,2075,190748,142677,6,0,OTHERS,
2011,Tamil Nadu,Nanguneri,S.MURUGAN,M,32,GEN,IND,2207,0,2207,190748,142677,5,0,OTHERS,
2011,Tamil Nadu,Nanguneri,M.MAHAKANNAN,M,43,GEN,BJP,5285,5,5290,190748,142677,4,0,OTHERS,
2011,Tamil Nadu,Nanguneri,T.DHEVANATHAN YADAV,M,50,GEN,JMM,13416,9,13425,190748,142677,3,0,OTHERS,
2011,Tamil Nadu,Nanguneri,H.VASANTHAKUMAR,M,60,GEN,INC,52971,259,53230,190748,142677,2,0,DMK,
2011,Tamil Nadu,Nanguneri,A.NARAYANAN,M,54,GEN,AIADMK,65466,44,65510,190748,142677,1,1,AIADMK,
2011,Tamil Nadu,Radhapuram,G.BALASUBRAMANIAN,M,30,GEN,IND,351,0,351,195099,138694,15,0,OTHERS,
2011,Tamil Nadu,Radhapuram,S.MARTHANDAN,M,34,GEN,IND,472,0,472,195099,138694,14,0,OTHERS,
2011,Tamil Nadu,Radhapuram,A.ELANCHEZHIAN,M,47,SC,IND,509,0,509,195099,138694,13,0,OTHERS,
2011,Tamil Nadu,Radhapuram,R.MARAGATHAVALLI,F,32,GEN,IND,547,0,547,195099,138694,12,0,OTHERS,
2011,Tamil Nadu,Radhapuram,S.DUERACK RAJ THILAK,M,25,ST,APM,580,3,583,195099,138694,11,0,OTHERS,
2011,Tamil Nadu,Radhapuram,M.ARUMUGAM,M,62,GEN,IND,610,0,610,195099,138694,10,0,OTHERS,
2011,Tamil Nadu,Radhapuram,ALRIN,M,27,GEN,IND,689,0,689,195099,138694,9,0,OTHERS,
2011,Tamil Nadu,Radhapuram,S.KINGSLY ISACC JEBARAJ,M,30,GEN,IJK,733,0,733,195099,138694,8,0,OTHERS,
2011,Tamil Nadu,Radhapuram,D.INIYAN JOHN @ JOHN FELIX,M,33,GEN,IND,1020,0,1020,195099,138694,7,0,OTHERS,
