Id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
7838,2019,UTTAR PRADESH,Rae Bareli,RAMESHVAR LODHI,,,GEN,Sabka Dal United,SDU,,2117,2,2119,,0.22,,13,958556,0,0,OTHERS
7839,2019,UTTAR PRADESH,Rae Bareli,SUNEEL KUMAR,,,GEN,Peace Party,PP,,1770,1,1771,,0.18,,14,958556,0,0,OTHERS
7840,2019,UTTAR PRADESH,Rae Bareli,NAIMISH PRATAP NARAYAN SINGH,,,GEN,Independent,IND,,1765,0,1765,,0.18,,15,958556,0,0,OTHERS
7841,2019,UTTAR PRADESH,Rae Bareli,RAM NARAYAN,,,GEN,Voters Party International,VPI,,1726,2,1728,,0.18,,16,958556,0,0,OTHERS
7842,2019,UTTAR PRADESH,Rampur,Mohammad Azam Khan,,,GEN,Samajwadi Party,SP,,559018,159,559177,,52.71,,1,1060921,1,0,OTHERS
7843,2019,UTTAR PRADESH,Rampur,Jayaprada Nahata,,,GEN,Bharatiya Janata Party,BJP,,448630,550,449180,,42.34,,2,1060921,0,1,OTHERS
7844,2019,UTTAR PRADESH,Rampur,Sanjay Kapoor,,,GEN,Indian National Congress,INC,,34965,44,35009,,3.3,,3,1060921,0,0,OTHERS
7845,2019,UTTAR PRADESH,Rampur,NOTA,,,GEN,None of the Above,NA,,6575,2,6577,,0.62,,4,1060921,0,0,OTHERS
7846,2019,UTTAR PRADESH,Rampur,Haneef Khan,,,GEN,Independent,IND,,2703,0,2703,,0.25,,5,1060921,0,0,OTHERS
7847,2019,UTTAR PRADESH,Rampur,Sameena Begum,,,GEN,Independent,IND,,2122,0,2122,,0.2,,6,1060921,0,0,OTHERS
7848,2019,UTTAR PRADESH,Rampur,Javed Khan,,,GEN,Independent,IND,,1963,0,1963,,0.19,,7,1060921,0,0,OTHERS
7849,2019,UTTAR PRADESH,Rampur,Naim,,,GEN,Independent,IND,,1518,0,1518,,0.14,,8,1060921,0,0,OTHERS
7850,2019,UTTAR PRADESH,Rampur,Arshad Warsi,,,GEN,Minorities Democratic Party,MDP,,1070,0,1070,,0.1,,9,1060921,0,0,OTHERS
7851,2019,UTTAR PRADESH,Rampur,Saroj,,,GEN,Peoples Party of India (Democratic),PPI(D),,647,5,652,,0.06,,10,1060921,0,0,OTHERS
7852,2019,UTTAR PRADESH,Rampur,Ishrat Khan,,,GEN,All India Minorities Front,AIMF,,499,0,499,,0.05,,11,1060921,0,0,OTHERS
7853,2019,UTTAR PRADESH,Rampur,Mohd. Khushi,,,GEN,United Democratic Front Secular,UDFS,,451,0,451,,0.04,,12,1060921,0,0,OTHERS
7854,2019,UTTAR PRADESH,Robertsganj (SC),PAKAURI LAL KOL,,,SC,Apna Dal (Soneylal),AD(S),,447691,223,447914,,45.32,,1,988287,1,0,NDA
7855,2019,UTTAR PRADESH,Robertsganj (SC),BHAI LAL,,,SC,Samajwadi Party,SP,,393304,274,393578,,39.82,,2,988287,0,1,OTHERS
7856,2019,UTTAR PRADESH,Robertsganj (SC),BHAGWATI PRASAD CHAUDHARI,,,SC,Indian National Congress,INC,,35222,47,35269,,3.57,,3,988287,0,0,OTHERS
7857,2019,UTTAR PRADESH,Robertsganj (SC),NOTA,,,SC,None of the Above,NA,,21103,15,21118,,2.14,,4,988287,0,0,OTHERS
7858,2019,UTTAR PRADESH,Robertsganj (SC),ANUJ KUMAR KANAUJIA,,,SC,Bhartiya Lokmat Rashtrwadi Party,BLRP,,18333,5,18338,,1.86,,5,988287,0,0,OTHERS
7859,2019,UTTAR PRADESH,Robertsganj (SC),ASHOK KUMAR KANAUJIYA,,,SC,Communist Party of India,CPI,,17445,21,17466,,1.77,,6,988287,0,0,OTHERS
7860,2019,UTTAR PRADESH,Robertsganj (SC),S R DARAPURI,,,SC,All India Peoples' Front (Radical),AIPF(R),,11029,3,11032,,1.12,,7,988287,0,0,OTHERS
7861,2019,UTTAR PRADESH,Robertsganj (SC),RUBY PRASAD,,,SC,Pragatishil Samajwadi Party (Lohia),PSP(L),,9120,10,9130,,0.92,,8,988287,0,0,OTHERS
7862,2019,UTTAR PRADESH,Robertsganj (SC),Vidya Prakash Kureel,,,SC,Independent,IND,,8788,3,8791,,0.89,,9,988287,0,0,OTHERS
7863,2019,UTTAR PRADESH,Robertsganj (SC),PRABHUDAYAL,,,SC,Independent,IND,,8357,1,8358,,0.85,,10,988287,0,0,OTHERS
7864,2019,UTTAR PRADESH,Robertsganj (SC),ANITA KOL,,,SC,Janata Dal (United),JD(U),,6597,86,6683,,0.68,,11,988287,0,0,OTHERS
7865,2019,UTTAR PRADESH,Robertsganj (SC),Sunil Kumar,,,SC,Bharat Prabhat Party,BPP,,5787,6,5793,,0.59,,12,988287,0,0,OTHERS
7866,2019,UTTAR PRADESH,Robertsganj (SC),KAILASH NATH,,,SC,Suheldev Bharatiya Samaj Party,SBSP,,4813,4,4817,,0.49,,13,988287,0,0,OTHERS
7867,2019,UTTAR PRADESH,Saharanpur,HAJI FAZLUR REHMAN,,,GEN,Bahujan Samaj Party,BSP,,513268,871,514139,,41.74,,1,1231746,1,0,OTHERS
7868,2019,UTTAR PRADESH,Saharanpur,RAGHAV LAKHANPAL,,,GEN,Bharatiya Janata Party,BJP,,489942,1780,491722,,39.92,,2,1231746,0,1,OTHERS
7869,2019,UTTAR PRADESH,Saharanpur,IMRAN MASOOD,,,GEN,Indian National Congress,INC,,206908,160,207068,,16.81,,3,1231746,0,0,OTHERS
7870,2019,UTTAR PRADESH,Saharanpur,SHABNAM,,,GEN,Independent,IND,,4684,2,4686,,0.38,,4,1231746,0,0,OTHERS
7871,2019,UTTAR PRADESH,Saharanpur,NOTA,,,GEN,None of the Above,NA,,4277,7,4284,,0.35,,5,1231746,0,0,OTHERS
7872,2019,UTTAR PRADESH,Saharanpur,MOHD. UVAIS,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,2437,1,2438,,0.2,,6,1231746,0,0,OTHERS
7873,2019,UTTAR PRADESH,Saharanpur,INDU DEVI,,,GEN,Independent,IND,,2197,2,2199,,0.18,,7,1231746,0,0,OTHERS
7874,2019,UTTAR PRADESH,Saharanpur,YOGESH DAHIYA,,,GEN,Aam Aadmi Party,AAP,,1444,5,1449,,0.12,,8,1231746,0,0,OTHERS
7875,2019,UTTAR PRADESH,Saharanpur,BRAJPAL SINGH,,,GEN,Hindusthan Nirman Dal,HND,,1224,1,1225,,0.1,,9,1231746,0,0,OTHERS
7876,2019,UTTAR PRADESH,Saharanpur,AMAR BAHADUR,,,GEN,Independent,IND,,1090,1,1091,,0.09,,10,1231746,0,0,OTHERS
7877,2019,UTTAR PRADESH,Saharanpur,PAWAN KUMAR,,,GEN,Aapki Apni Party (Peoples),AAP(P),,726,1,727,,0.06,,11,1231746,0,0,OTHERS
7878,2019,UTTAR PRADESH,Saharanpur,RAVINDER KUMAR,,,GEN,Inqalab Vikas Dal,IVD,,718,0,718,,0.06,,12,1231746,0,0,OTHERS
7879,2019,UTTAR PRADESH,Salempur,RAVINDER,,,GEN,Bharatiya Janata Party,BJP,,464629,3311,467940,,50.72,,1,922518,1,0,NDA
7880,2019,UTTAR PRADESH,Salempur,R S KUSHWAHA,,,GEN,Bahujan Samaj Party,BSP,,352381,2944,355325,,38.52,,2,922518,0,1,OTHERS
7881,2019,UTTAR PRADESH,Salempur,RAJARAM,,,GEN,Suheldev Bharatiya Samaj Party,SBSP,,33552,16,33568,,3.64,,3,922518,0,0,OTHERS
7882,2019,UTTAR PRADESH,Salempur,RAJESH KUMAR MISHRA,,,GEN,Indian National Congress,INC,,27045,318,27363,,2.97,,4,922518,0,0,OTHERS
7883,2019,UTTAR PRADESH,Salempur,NOTA,,,GEN,None of the Above,NA,,7762,47,7809,,0.85,,5,922518,0,0,OTHERS
7884,2019,UTTAR PRADESH,Salempur,SUNIL KUMAR PANDEY,,,GEN,Independent,IND,,6275,1,6276,,0.68,,6,922518,0,0,OTHERS
7885,2019,UTTAR PRADESH,Salempur,VISHRAM,,,GEN,Independent,IND,,4822,1,4823,,0.52,,7,922518,0,0,OTHERS
7886,2019,UTTAR PRADESH,Salempur,SUMESHWAR NATH TIWARI,,,GEN,RASHTRIYA VIKLANG PARTY,RVP-I,,3844,1,3845,,0.42,,8,922518,0,0,OTHERS
7887,2019,UTTAR PRADESH,Salempur,VIDYA SHANKER PANDEY,,,GEN,Independent,IND,,2431,3,2434,,0.26,,9,922518,0,0,OTHERS
7888,2019,UTTAR PRADESH,Salempur,KAILASH CHAUHAN,,,GEN,Janta Kranti Party (Rashtravadi),JKP(R),,2410,10,2420,,0.26,,10,922518,0,0,OTHERS
7889,2019,UTTAR PRADESH,Salempur,CHHOTELAL,,,GEN,Independent,IND,,2286,0,2286,,0.25,,11,922518,0,0,OTHERS
7890,2019,UTTAR PRADESH,Salempur,AJIMULLAH,,,GEN,Peace Party,PP,,2197,10,2207,,0.24,,12,922518,0,0,OTHERS
7891,2019,UTTAR PRADESH,Salempur,PUJA PANDEY,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,1724,33,1757,,0.19,,13,922518,0,0,OTHERS
7892,2019,UTTAR PRADESH,Salempur,RAMJI PRATAP JIGYASU,,,GEN,Hindusthan Nirman Dal,HND,,1596,2,1598,,0.17,,14,922518,0,0,OTHERS
7893,2019,UTTAR PRADESH,Salempur,MOHD SAROOR ALI,,,GEN,Janata Congress,JC,,1565,1,1566,,0.17,,15,922518,0,0,OTHERS
7894,2019,UTTAR PRADESH,Salempur,KRIPA SHANKAR PRASAD,,,GEN,Bharatiya Samta Samaj Party,BSSP,,1292,9,1301,,0.14,,16,922518,0,0,OTHERS
7895,2019,UTTAR PRADESH,Sambhal,DR. SHAFIQUR REHMAN BARQ,,,GEN,Samajwadi Party,SP,,657505,501,658006,,55.6,,1,1183469,1,0,OTHERS
7896,2019,UTTAR PRADESH,Sambhal,PARAMESHVAR LAL SAINI,,,GEN,Bharatiya Janata Party,BJP,,482466,714,483180,,40.83,,2,1183469,0,1,OTHERS
7897,2019,UTTAR PRADESH,Sambhal,MAJOR JAGAT PAL SINGH,,,GEN,Indian National Congress,INC,,12076,29,12105,,1.02,,3,1183469,0,0,OTHERS
7898,2019,UTTAR PRADESH,Sambhal,NOTA,,,GEN,None of the Above,NA,,7226,4,7230,,0.61,,4,1183469,0,0,OTHERS
7899,2019,UTTAR PRADESH,Sambhal,VIRENDRA KUMAR PRAJAPATI,,,GEN,Independent,IND,,4637,4,4641,,0.39,,5,1183469,0,0,OTHERS
7900,2019,UTTAR PRADESH,Sambhal,KARAN SINGH YADAV,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,4195,3,4198,,0.35,,6,1183469,0,0,OTHERS
7901,2019,UTTAR PRADESH,Sambhal,ILYAS,,,GEN,Bhartiya Hind Fauj,BHF,,4081,0,4081,,0.34,,7,1183469,0,0,OTHERS
7902,2019,UTTAR PRADESH,Sambhal,MOHD. MASROOR,,,GEN,Independent,IND,,3628,0,3628,,0.31,,8,1183469,0,0,OTHERS
7903,2019,UTTAR PRADESH,Sambhal,FIROZ KHAN,,,GEN,Independent,IND,,2733,1,2734,,0.23,,9,1183469,0,0,OTHERS
7904,2019,UTTAR PRADESH,Sambhal,HASAN RAZA,,,GEN,Rashtriya Ulama Council,RUC,,1227,0,1227,,0.1,,10,1183469,0,0,OTHERS
7905,2019,UTTAR PRADESH,Sambhal,SHAHLA WAJID,,,GEN,Ambedkar Samaj Party,ASP,,1044,4,1048,,0.09,,11,1183469,0,0,OTHERS
7906,2019,UTTAR PRADESH,Sambhal,BHOJRAJ,,,GEN,Swatantra Jantaraj Party,SJP,,746,0,746,,0.06,,12,1183469,0,0,OTHERS
7907,2019,UTTAR PRADESH,Sambhal,RAM CHANDRA,,,GEN,Bharat Prabhat Party,BPP,,645,0,645,,0.05,,13,1183469,0,0,OTHERS
7908,2019,UTTAR PRADESH,Sant Kabir Nagar,PRAVEEN KUMAR NISHAD,,,GEN,Bharatiya Janata Party,BJP,,466167,1376,467543,,43.97,,1,1063390,1,0,NDA
7909,2019,UTTAR PRADESH,Sant Kabir Nagar,BHEESHMA SHANKAR,,,GEN,Bahujan Samaj Party,BSP,,430899,895,431794,,40.61,,2,1063390,0,1,OTHERS
7910,2019,UTTAR PRADESH,Sant Kabir Nagar,BHAL CHANDRA YADAV,,,GEN,Indian National Congress,INC,,128242,264,128506,,12.08,,3,1063390,0,0,OTHERS
7911,2019,UTTAR PRADESH,Sant Kabir Nagar,NOTA,,,GEN,None of the Above,NA,,12614,17,12631,,1.19,,4,1063390,0,0,OTHERS
7912,2019,UTTAR PRADESH,Sant Kabir Nagar,AKHILESH KUMAR,,,GEN,Moulik Adhikar Party,MAP,,8013,12,8025,,0.75,,5,1063390,0,0,OTHERS
7913,2019,UTTAR PRADESH,Sant Kabir Nagar,RAJENDRA YADAV,,,GEN,Independent,IND,,6915,17,6932,,0.65,,6,1063390,0,0,OTHERS
7914,2019,UTTAR PRADESH,Sant Kabir Nagar,ANAND KUMAR GAUTAM,,,GEN,Bahujan Mukti Party,BMP,,3984,3,3987,,0.37,,7,1063390,0,0,OTHERS
7915,2019,UTTAR PRADESH,Sant Kabir Nagar,LOTAN,,,GEN,Independent,IND,,3972,0,3972,,0.37,,8,1063390,0,0,OTHERS
7916,2019,UTTAR PRADESH,Shahjahanpur (SC),Arun Kumar Sagar,,,SC,Bharatiya Janata Party,BJP,,686352,2638,688990,,58.09,,1,1186157,1,0,NDA
7917,2019,UTTAR PRADESH,Shahjahanpur (SC),Amar Chandra Jauhar,,,SC,Bahujan Samaj Party,BSP,,417337,3235,420572,,35.46,,2,1186157,0,1,OTHERS
7918,2019,UTTAR PRADESH,Shahjahanpur (SC),Brahm Swaroop Sagar,,,SC,Indian National Congress,INC,,35055,228,35283,,2.97,,3,1186157,0,0,OTHERS
7919,2019,UTTAR PRADESH,Shahjahanpur (SC),Manish Chandra Kori,,,SC,Communist Party of India,CPI,,9462,2,9464,,0.8,,4,1186157,0,0,OTHERS
7920,2019,UTTAR PRADESH,Shahjahanpur (SC),NOTA,,,SC,None of the Above,NA,,8978,59,9037,,0.76,,5,1186157,0,0,OTHERS
7921,2019,UTTAR PRADESH,Shahjahanpur (SC),Shyamacharan,,,SC,Independent,IND,,5308,0,5308,,0.45,,6,1186157,0,0,OTHERS
7922,2019,UTTAR PRADESH,Shahjahanpur (SC),Arun Kumar,,,SC,Independent,IND,,2836,1,2837,,0.24,,7,1186157,0,0,OTHERS
7923,2019,UTTAR PRADESH,Shahjahanpur (SC),Vineet,,,SC,Independent,IND,,2604,0,2604,,0.22,,8,1186157,0,0,OTHERS
7924,2019,UTTAR PRADESH,Shahjahanpur (SC),Manohar Lal Saroj,,,SC,Netaji Subhash Chander Bose Rashtriya Azad Party,NSCBRAP,,2340,2,2342,,0.2,,9,1186157,0,0,OTHERS
7925,2019,UTTAR PRADESH,Shahjahanpur (SC),Kishan Lal,,,SC,Sanyukt Vikas Party,SVP,,2249,1,2250,,0.19,,10,1186157,0,0,OTHERS
7926,2019,UTTAR PRADESH,Shahjahanpur (SC),Narveer Fauji,,,SC,Pragatishil Samajwadi Party (Lohia),PSP(L),,2094,10,2104,,0.18,,11,1186157,0,0,OTHERS
7927,2019,UTTAR PRADESH,Shahjahanpur (SC),Sohan Pal alias Sonpal,,,SC,Bhartiya Krishak Dal,BKD,,1711,1,1712,,0.14,,12,1186157,0,0,OTHERS
7928,2019,UTTAR PRADESH,Shahjahanpur (SC),Ramesh Chandra Verma,,,SC,Manav Kranti Party,MKP,,1343,1,1344,,0.11,,13,1186157,0,0,OTHERS
7929,2019,UTTAR PRADESH,Shahjahanpur (SC),Dharmvir Balmiki,,,SC,Bhartiya Bhaichara Party,BBP-III,,1155,4,1159,,0.1,,14,1186157,0,0,OTHERS
7930,2019,UTTAR PRADESH,Shahjahanpur (SC),Kuwar Pal Singh Gautam,,,SC,Jan Seva Sahayak Party,JSSP,,1150,1,1151,,0.1,,15,1186157,0,0,OTHERS
7931,2019,UTTAR PRADESH,Shrawasti,RAM SHIROMANI,,,GEN,Bahujan Samaj Party,BSP,,441505,266,441771,,44.31,,1,997007,1,0,OTHERS
7932,2019,UTTAR PRADESH,Shrawasti,DADDAN MISHRA,,,GEN,Bharatiya Janata Party,BJP,,436228,223,436451,,43.78,,2,997007,0,1,OTHERS
7933,2019,UTTAR PRADESH,Shrawasti,DHIRENDRA PRATAP SINGH,,,GEN,Indian National Congress,INC,,58014,28,58042,,5.82,,3,997007,0,0,OTHERS
7934,2019,UTTAR PRADESH,Shrawasti,NOTA,,,GEN,None of the Above,NA,,17104,4,17108,,1.72,,4,997007,0,0,OTHERS
7935,2019,UTTAR PRADESH,Shrawasti,NABBAN KHAN,,,GEN,Communist Party of India,CPI,,12662,0,12662,,1.27,,5,997007,0,0,OTHERS
7936,2019,UTTAR PRADESH,Shrawasti,RAJWANT SINGH,,,GEN,Shivsena,SHS,,7479,0,7479,,0.75,,6,997007,0,0,OTHERS
7937,2019,UTTAR PRADESH,Shrawasti,UGRASEN SINGH,,,GEN,Independent,IND,,7064,0,7064,,0.71,,7,997007,0,0,OTHERS
7938,2019,UTTAR PRADESH,Shrawasti,BALMUKUND,,,GEN,Independent,IND,,5431,0,5431,,0.54,,8,997007,0,0,OTHERS
7939,2019,UTTAR PRADESH,Shrawasti,RAM KUMAR PANDEY,,,GEN,Hindusthan Nirman Dal,HND,,4325,0,4325,,0.43,,9,997007,0,0,OTHERS
7940,2019,UTTAR PRADESH,Shrawasti,ARJUN,,,GEN,Independent,IND,,3509,0,3509,,0.35,,10,997007,0,0,OTHERS
7941,2019,UTTAR PRADESH,Shrawasti,HANOMAN PRASAD MISHRA,,,GEN,Kisan Mazdoor Sangharsh Party,KMSP,,3165,0,3165,,0.32,,11,997007,0,0,OTHERS
7942,2019,UTTAR PRADESH,Sitapur,Rajesh Verma,,,GEN,Bharatiya Janata Party,BJP,,513984,544,514528,,48.33,,1,1064521,1,0,NDA
7943,2019,UTTAR PRADESH,Sitapur,Nakul Dubey,,,GEN,Bahujan Samaj Party,BSP,,413173,522,413695,,38.86,,2,1064521,0,1,OTHERS
7944,2019,UTTAR PRADESH,Sitapur,Qaiser Jahan,,,GEN,Indian National Congress,INC,,95958,60,96018,,9.02,,3,1064521,0,0,OTHERS
7945,2019,UTTAR PRADESH,Sitapur,NOTA,,,GEN,None of the Above,NA,,8866,7,8873,,0.83,,4,1064521,0,0,OTHERS
7946,2019,UTTAR PRADESH,Sitapur,Anil Singh,,,GEN,Aam Janta Party (India),AJP(I),,7530,2,7532,,0.71,,5,1064521,0,0,OTHERS
7947,2019,UTTAR PRADESH,Sitapur,Turab Ali,,,GEN,Independent,IND,,4508,0,4508,,0.42,,6,1064521,0,0,OTHERS
7948,2019,UTTAR PRADESH,Sitapur,Pyare Lal Bhargva,,,GEN,Independent,IND,,4447,1,4448,,0.42,,7,1064521,0,0,OTHERS
7949,2019,UTTAR PRADESH,Sitapur,Vinod Kumar,,,GEN,Independent,IND,,4083,0,4083,,0.38,,8,1064521,0,0,OTHERS
7950,2019,UTTAR PRADESH,Sitapur,Shuchita Kumar,,,GEN,Independent,IND,,3492,1,3493,,0.33,,9,1064521,0,0,OTHERS
7951,2019,UTTAR PRADESH,Sitapur,Mahendra Kumar,,,GEN,Awami Samta Party,ASP-II,,2332,0,2332,,0.22,,10,1064521,0,0,OTHERS
7952,2019,UTTAR PRADESH,Sitapur,Abu bakar,,,GEN,Bharat Prabhat Party,BPP,,1827,1,1828,,0.17,,11,1064521,0,0,OTHERS
7953,2019,UTTAR PRADESH,Sitapur,Vijay Kumar Mishra,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,1737,5,1742,,0.16,,12,1064521,0,0,OTHERS
7954,2019,UTTAR PRADESH,Sitapur,Geeta Devi,,,GEN,Bahujan Awam Party,BAP,,1441,0,1441,,0.14,,13,1064521,0,0,OTHERS
7955,2019,UTTAR PRADESH,Sultanpur,MANEKA SANJAI GANDHI,,,GEN,Bharatiya Janata Party,BJP,,458281,915,459196,,45.91,,1,1000316,1,0,NDA
7956,2019,UTTAR PRADESH,Sultanpur,"CHANDRA BHADRA SINGH ""SSONU""",,,GEN,Bahujan Samaj Party,BSP,,444422,248,444670,,44.45,,2,1000316,0,1,OTHERS
7957,2019,UTTAR PRADESH,Sultanpur,Dr. SANJAY SINH,,,GEN,Indian National Congress,INC,,41588,93,41681,,4.17,,3,1000316,0,0,OTHERS
7958,2019,UTTAR PRADESH,Sultanpur,KAMLA DEVI,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,11484,10,11494,,1.15,,4,1000316,0,0,OTHERS
7959,2019,UTTAR PRADESH,Sultanpur,NOTA,,,GEN,None of the Above,NA,,9770,1,9771,,0.98,,5,1000316,0,0,OTHERS
7960,2019,UTTAR PRADESH,Sultanpur,VIRENDRA,,,GEN,Independent,IND,,7168,0,7168,,0.72,,6,1000316,0,0,OTHERS
7961,2019,UTTAR PRADESH,Sultanpur,RAJ KUMAR,,,GEN,Independent,IND,,5756,0,5756,,0.58,,7,1000316,0,0,OTHERS
7962,2019,UTTAR PRADESH,Sultanpur,SUNITA RAJBHAR,,,GEN,Suheldev Bharatiya Samaj Party,SBSP,,4270,1,4271,,0.43,,8,1000316,0,0,OTHERS
7963,2019,UTTAR PRADESH,Sultanpur,HARI LAL,,,GEN,Rastriya Insaaf Party,RIP,,3265,0,3265,,0.33,,9,1000316,0,0,OTHERS
7964,2019,UTTAR PRADESH,Sultanpur,RISHABH SHRIVASTAVA,,,GEN,Bhartiya Hind Fauj,BHF,,2424,3,2427,,0.24,,10,1000316,0,0,OTHERS
7965,2019,UTTAR PRADESH,Sultanpur,MATHURA,,,GEN,Independent,IND,,2226,0,2226,,0.22,,11,1000316,0,0,OTHERS
7966,2019,UTTAR PRADESH,Sultanpur,MANJU LATA PAL,,,GEN,Aam Janta Party (India),AJP(I),,2148,0,2148,,0.21,,12,1000316,0,0,OTHERS
7967,2019,UTTAR PRADESH,Sultanpur,AKHILESH,,,GEN,Independent,IND,,1826,2,1828,,0.18,,13,1000316,0,0,OTHERS
7968,2019,UTTAR PRADESH,Sultanpur,FIROJ AHAMAD,,,GEN,Kanshiram Bahujan Dal,KBD,,1590,2,1592,,0.16,,14,1000316,0,0,OTHERS
7969,2019,UTTAR PRADESH,Sultanpur,ABU UMAIMA,,,GEN,Independent,IND,,1577,0,1577,,0.16,,15,1000316,0,0,OTHERS
7970,2019,UTTAR PRADESH,Sultanpur,NASIR ALI,,,GEN,Bharat Prabhat Party,BPP,,1246,0,1246,,0.12,,16,1000316,0,0,OTHERS
7971,2019,UTTAR PRADESH,Unnao,Swami Sakshi Ji Maharaj,,,GEN,Bharatiya Janata Party,BJP,,702441,1066,703507,,56.87,,1,1237076,1,0,NDA
7972,2019,UTTAR PRADESH,Unnao,Arun Shanker Shukla,,,GEN,Samajwadi Party,SP,,302263,288,302551,,24.46,,2,1237076,0,1,OTHERS
7973,2019,UTTAR PRADESH,Unnao,Annu Tandon,,,GEN,Indian National Congress,INC,,185468,166,185634,,15.01,,3,1237076,0,0,OTHERS
7974,2019,UTTAR PRADESH,Unnao,NOTA,,,GEN,None of the Above,NA,,11189,1,11190,,0.9,,4,1237076,0,0,OTHERS
7975,2019,UTTAR PRADESH,Unnao,Umar Khan,,,GEN,Nagrik Ekta Party,NEP,,11122,1,11123,,0.9,,5,1237076,0,0,OTHERS
7976,2019,UTTAR PRADESH,Unnao,Satish Kumar Shukla,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,6710,1,6711,,0.54,,6,1237076,0,0,OTHERS
7977,2019,UTTAR PRADESH,Unnao,Deepak Chaurasia,,,GEN,Janhit Kisan Party,JKP,,5712,3,5715,,0.46,,7,1237076,0,0,OTHERS
7978,2019,UTTAR PRADESH,Unnao,Satyendra Nath Gaur,,,GEN,Independent,IND,,4003,2,4005,,0.32,,8,1237076,0,0,OTHERS
7979,2019,UTTAR PRADESH,Unnao,Shailesh Kushwaha,,,GEN,Aajad Bharat Party (Democratic),ABP(D),,3550,0,3550,,0.29,,9,1237076,0,0,OTHERS
7980,2019,UTTAR PRADESH,Unnao,Chedi Lal,,,GEN,Bharat Prabhat Party,BPP,,3088,2,3090,,0.25,,10,1237076,0,0,OTHERS
7981,2019,UTTAR PRADESH,Varanasi,NARENDRA MODI,,,GEN,Bharatiya Janata Party,BJP,,673453,1211,674664,,63.62,,1,1060476,1,0,NDA
7982,2019,UTTAR PRADESH,Varanasi,SHALINI YADAV,,,GEN,Samajwadi Party,SP,,194763,396,195159,,18.4,,2,1060476,0,1,OTHERS
7983,2019,UTTAR PRADESH,Varanasi,AJAY RAI,,,GEN,Indian National Congress,INC,,152456,92,152548,,14.38,,3,1060476,0,0,OTHERS
7984,2019,UTTAR PRADESH,Varanasi,SURENDRA RAJBHAR,,,GEN,Suheldev Bharatiya Samaj Party,SBSP,,8890,2,8892,,0.84,,4,1060476,0,0,OTHERS
7985,2019,UTTAR PRADESH,Varanasi,NOTA,,,GEN,None of the Above,NA,,4019,18,4037,,0.38,,5,1060476,0,0,OTHERS
7986,2019,UTTAR PRADESH,Varanasi,ANIL KUMAR CHAURASIYA,,,GEN,Janhit Kisan Party,JKP,,2756,2,2758,,0.26,,6,1060476,0,0,OTHERS
7987,2019,UTTAR PRADESH,Varanasi,MANOHAR ANANDRAO PATIL,,,GEN,Independent,IND,,2134,0,2134,,0.2,,7,1060476,0,0,OTHERS
7988,2019,UTTAR PRADESH,Varanasi,HEENA SHAHID,,,GEN,Janhit Bharat Party,JBP,,1914,0,1914,,0.18,,8,1060476,0,0,OTHERS
7989,2019,UTTAR PRADESH,Varanasi,Dr. SHEKH SIRAJ BABA,,,GEN,Rashtriya Matadata Party,RMP-II,,1771,0,1771,,0.17,,9,1060476,0,0,OTHERS
7990,2019,UTTAR PRADESH,Varanasi,TIRBHUWAN SHARMA,,,GEN,Bharatiya Rashtravadi Samanta Party,BRSP-I,,1694,1,1695,,0.16,,10,1060476,0,0,OTHERS
7991,2019,UTTAR PRADESH,Varanasi,ADVOCATE PREM NATH SHARMA,,,GEN,Moulik Adhikar Party,MAP,,1603,3,1606,,0.15,,11,1060476,0,0,OTHERS
7992,2019,UTTAR PRADESH,Varanasi,MAANAV,,,GEN,Independent,IND,,1434,1,1435,,0.14,,12,1060476,0,0,OTHERS
7993,2019,UTTAR PRADESH,Varanasi,HARI BHAI PATEL,,,GEN,Aam Janta Party (India),AJP(I),,1339,1,1340,,0.13,,13,1060476,0,0,OTHERS
7994,2019,UTTAR PRADESH,Varanasi,RAJESH BHARTI SURYA,,,GEN,Rashtriya Ambedkar Dal,RAD-I,,1257,1,1258,,0.12,,14,1060476,0,0,OTHERS
7995,2019,UTTAR PRADESH,Varanasi,RAMSHARAN,,,GEN,Vikas Insaf Party,VIP-I,,1236,1,1237,,0.12,,15,1060476,0,0,OTHERS
7996,2019,UTTAR PRADESH,Varanasi,SUNIL KUMAR,,,GEN,Independent,IND,,1097,0,1097,,0.1,,16,1060476,0,0,OTHERS
7997,2019,UTTAR PRADESH,Varanasi,Dr. RAKESH PRATAP,,,GEN,Bharatiya Jan Kranti Dal (Democratic),BJKD(D),,907,0,907,,0.09,,17,1060476,0,0,OTHERS
7998,2019,UTTAR PRADESH,Varanasi,ATEEK AHMAD,,,GEN,Independent,IND,,854,1,855,,0.08,,18,1060476,0,0,OTHERS
7999,2019,UTTAR PRADESH,Varanasi,BRAJENDRA DUTT TRIPATHI,,,GEN,Adarshwaadi Congress Party,ACP-I,,838,0,838,,0.08,,19,1060476,0,0,OTHERS
