Id,year,statename,pcname,candidate,sex,age,category,partydesc,party,symbol,evm,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
7677,2019,UTTAR PRADESH,Maharajganj - UP,MANISH,,,GEN,Bahujan Mukti Party,BMP,,1530,4,1534,,0.13,,14,1226916,0,0,OTHERS
7678,2019,UTTAR PRADESH,Maharajganj - UP,SHIV CHARAN,,,GEN,Jai Hind Samaj Party,JHSP,,1431,0,1431,,0.12,,15,1226916,0,0,OTHERS
7679,2019,UTTAR PRADESH,Mainpuri,MULAYAM SINGH YADAV,,,GEN,Samajwadi Party,SP,,523145,1781,524926,,53.75,,1,976518,1,0,OTHERS
7680,2019,UTTAR PRADESH,Mainpuri,PREM SINGH SHAKYA,,,GEN,Bharatiya Janata Party,BJP,,428559,1978,430537,,44.09,,2,976518,0,1,OTHERS
7681,2019,UTTAR PRADESH,Mainpuri,NOTA,,,GEN,None of the Above,NA,,6698,13,6711,,0.69,,3,976518,0,0,OTHERS
7682,2019,UTTAR PRADESH,Mainpuri,SAVENDRA SINGH,,,GEN,Independent,IND,,2628,3,2631,,0.27,,4,976518,0,0,OTHERS
7683,2019,UTTAR PRADESH,Mainpuri,OMBEER LODHI,,,GEN,Jan Seva Sahayak Party,JSSP,,2574,6,2580,,0.26,,5,976518,0,0,OTHERS
7684,2019,UTTAR PRADESH,Mainpuri,CHAKRAPAN,,,GEN,Jan Adesh Akshuni Sena,JAAS,,1809,3,1812,,0.19,,6,976518,0,0,OTHERS
7685,2019,UTTAR PRADESH,Mainpuri,TEJ PRATAP SINGH JATAV,,,GEN,Moulik Adhikar Party,MAP,,1728,2,1730,,0.18,,7,976518,0,0,OTHERS
7686,2019,UTTAR PRADESH,Mainpuri,KULDEEP KUMAR,,,GEN,Bhartiya Kisan Party,BKP,,1173,22,1195,,0.12,,8,976518,0,0,OTHERS
7687,2019,UTTAR PRADESH,Mainpuri,HARIRAM SHAKYA,,,GEN,Voters Party International,VPI,,1119,2,1121,,0.11,,9,976518,0,0,OTHERS
7688,2019,UTTAR PRADESH,Mainpuri,SHYAM SINGH,,,GEN,Swatantra Jantaraj Party,SJP,,1051,2,1053,,0.11,,10,976518,0,0,OTHERS
7689,2019,UTTAR PRADESH,Mainpuri,RAVINDRA SINGH YADAV,,,GEN,Independent,IND,,977,3,980,,0.1,,11,976518,0,0,OTHERS
7690,2019,UTTAR PRADESH,Mainpuri,RAJAT KUMAR,,,GEN,Bhartiya Jan Nayak Party,BJNP,,619,4,623,,0.06,,12,976518,0,0,OTHERS
7691,2019,UTTAR PRADESH,Mainpuri,RAVINDRA SINGH KATAR,,,GEN,Bhartiya Navodaya Party,BNP-I,,617,2,619,,0.06,,13,976518,0,0,OTHERS
7692,2019,UTTAR PRADESH,Mathura,HEMA MALINI,,,GEN,Bharatiya Janata Party,BJP,,667342,3951,671293,,60.88,,1,1102731,1,0,NDA
7693,2019,UTTAR PRADESH,Mathura,KUNWAR NARENDRA SINGH,,,GEN,Rashtriya Lok Dal,RLD,,377319,503,377822,,34.26,,2,1102731,0,1,OTHERS
7694,2019,UTTAR PRADESH,Mathura,MAHESH PATHAK,,,GEN,Indian National Congress,INC,,27970,114,28084,,2.55,,3,1102731,0,0,OTHERS
7695,2019,UTTAR PRADESH,Mathura,NOTA,,,GEN,None of the Above,NA,,5788,12,5800,,0.53,,4,1102731,0,0,OTHERS
7696,2019,UTTAR PRADESH,Mathura,OMPRAKASH,,,GEN,Swatantra Jantaraj Party,SJP,,5090,5,5095,,0.46,,5,1102731,0,0,OTHERS
7697,2019,UTTAR PRADESH,Mathura,PHAKKAD BABA,,,GEN,Independent,IND,,4084,2,4086,,0.37,,6,1102731,0,0,OTHERS
7698,2019,UTTAR PRADESH,Mathura,DINESH GAUTAM,,,GEN,Bhartiya Anarakshit Party,BAP-II,,2360,3,2363,,0.21,,7,1102731,0,0,OTHERS
7699,2019,UTTAR PRADESH,Mathura,JASVEER SINGH,,,GEN,Rashtriya Naujawan Dal,RND,,1628,2,1630,,0.15,,8,1102731,0,0,OTHERS
7700,2019,UTTAR PRADESH,Mathura,PRAMOD KRISHNA,,,GEN,Independent,IND,,1489,1,1490,,0.14,,9,1102731,0,0,OTHERS
7701,2019,UTTAR PRADESH,Mathura,RAMDAS TYAGI,,,GEN,Independent,IND,,1295,3,1298,,0.12,,10,1102731,0,0,OTHERS
7702,2019,UTTAR PRADESH,Mathura,RAMDEV GAUTAM,,,GEN,Bhartiya Lok Seva Dal,BLSD,,1260,1,1261,,0.11,,11,1102731,0,0,OTHERS
7703,2019,UTTAR PRADESH,Mathura,JASVANT SINGH BAGHEL,,,GEN,Rashtriya Shoshit Samaj Party,RSSP,,1240,5,1245,,0.11,,12,1102731,0,0,OTHERS
7704,2019,UTTAR PRADESH,Mathura,CHATTAR alias CHATRAPAL SINGH NISHAD,,,GEN,Bahujan Mukti Party,BMP,,780,14,794,,0.07,,13,1102731,0,0,OTHERS
7705,2019,UTTAR PRADESH,Mathura,JAGVIR SINGH,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,467,3,470,,0.04,,14,1102731,0,0,OTHERS
7706,2019,UTTAR PRADESH,Meerut,RAJENDRA AGARWAL,,,GEN,Bharatiya Janata Party,BJP,,582976,3208,586184,,48.19,,1,1216413,1,0,NDA
7707,2019,UTTAR PRADESH,Meerut,HAJI MOHAMMAD YAQOOB,,,GEN,Bahujan Samaj Party,BSP,,580597,858,581455,,47.8,,2,1216413,0,1,OTHERS
7708,2019,UTTAR PRADESH,Meerut,HARENDRA AGARWAL,,,GEN,Indian National Congress,INC,,34301,178,34479,,2.83,,3,1216413,0,0,OTHERS
7709,2019,UTTAR PRADESH,Meerut,NOTA,,,GEN,None of the Above,NA,,6271,45,6316,,0.52,,4,1216413,0,0,OTHERS
7710,2019,UTTAR PRADESH,Meerut,SAHANSAR PAL SINGH,,,GEN,Independent,IND,,2213,2,2215,,0.18,,5,1216413,0,0,OTHERS
7711,2019,UTTAR PRADESH,Meerut,SHRAVAN KUMAR AGARWAL,,,GEN,Independent,IND,,1022,3,1025,,0.08,,6,1216413,0,0,OTHERS
7712,2019,UTTAR PRADESH,Meerut,RAJESH GIRI,,,GEN,Sarvodaya Bharat Party,SBP,,976,2,978,,0.08,,7,1216413,0,0,OTHERS
7713,2019,UTTAR PRADESH,Meerut,ARTI AGARWAL,,,GEN,Shivsena,SHS,,946,11,957,,0.08,,8,1216413,0,0,OTHERS
7714,2019,UTTAR PRADESH,Meerut,NASIR ALI KHAN,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,918,3,921,,0.08,,9,1216413,0,0,OTHERS
7715,2019,UTTAR PRADESH,Meerut,AFZAL,,,GEN,Bahujan Maha Party,BMP-III,,877,5,882,,0.07,,10,1216413,0,0,OTHERS
7716,2019,UTTAR PRADESH,Meerut,KIRAN R. C. JATAV,,,GEN,Kartavya Rashtriya Party,KRP-I,,500,12,512,,0.04,,11,1216413,0,0,OTHERS
7717,2019,UTTAR PRADESH,Meerut,DHARMENDRA,,,GEN,Bhartiya Janta Dal,BJD -I,,479,10,489,,0.04,,12,1216413,0,0,OTHERS
7718,2019,UTTAR PRADESH,Mirzapur,Anupriya Singh Patel,,,GEN,Apna Dal (Soneylal),AD(S),,590867,697,591564,,53.34,,1,1108965,1,0,NDA
7719,2019,UTTAR PRADESH,Mirzapur,Ramcharitra Nishad,,,GEN,Samajwadi Party,SP,,359208,348,359556,,32.42,,2,1108965,0,1,OTHERS
7720,2019,UTTAR PRADESH,Mirzapur,Lalitesh Pati Tripathi,,,GEN,Indian National Congress,INC,,91392,109,91501,,8.25,,3,1108965,0,0,OTHERS
7721,2019,UTTAR PRADESH,Mirzapur,NOTA,,,GEN,None of the Above,NA,,15333,20,15353,,1.38,,4,1108965,0,0,OTHERS
7722,2019,UTTAR PRADESH,Mirzapur,Radheshyam Inshan,,,GEN,Bhartiya Republican Party (Insan),BRP(I),,14136,6,14142,,1.28,,5,1108965,0,0,OTHERS
7723,2019,UTTAR PRADESH,Mirzapur,Archana Mishra,,,GEN,Satya Bahumat Party,SBP-II,,9165,41,9206,,0.83,,6,1108965,0,0,OTHERS
7724,2019,UTTAR PRADESH,Mirzapur,Jeera Devi,,,GEN,Communist Party of India (Marxist-Leninist) (Liberation),CPI(M)(L),,8545,8,8553,,0.77,,7,1108965,0,0,OTHERS
7725,2019,UTTAR PRADESH,Mirzapur,Adesh Tyagi,,,GEN,Bharat Prabhat Party,BPP,,7866,55,7921,,0.71,,8,1108965,0,0,OTHERS
7726,2019,UTTAR PRADESH,Mirzapur,Dinesh Kumar Pal,,,GEN,Rashtriya Samaj Paksha,RSP,,7135,10,7145,,0.64,,9,1108965,0,0,OTHERS
7727,2019,UTTAR PRADESH,Mirzapur,Ashish Kumar Tripathi,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,4013,11,4024,,0.36,,10,1108965,0,0,OTHERS
7728,2019,UTTAR PRADESH,Misrikh (SC),Ashok Kumar Rawat,,,SC,Bharatiya Janata Party,BJP,,533562,867,534429,,52.05,,1,1026668,1,0,NDA
7729,2019,UTTAR PRADESH,Misrikh (SC),Dr Neelu Satyarthi,,,SC,Bahujan Samaj Party,BSP,,433110,647,433757,,42.25,,2,1026668,0,1,OTHERS
7730,2019,UTTAR PRADESH,Misrikh (SC),Manjari Rahi,,,SC,Indian National Congress,INC,,26446,59,26505,,2.58,,3,1026668,0,0,OTHERS
7731,2019,UTTAR PRADESH,Misrikh (SC),NOTA,,,SC,None of the Above,NA,,10164,17,10181,,0.99,,4,1026668,0,0,OTHERS
7732,2019,UTTAR PRADESH,Misrikh (SC),Shripal Verma,,,SC,Independent,IND,,7934,0,7934,,0.77,,5,1026668,0,0,OTHERS
7733,2019,UTTAR PRADESH,Misrikh (SC),Arun Kumari Kori,,,SC,Pragatishil Samajwadi Party (Lohia),PSP(L),,2429,13,2442,,0.24,,6,1026668,0,0,OTHERS
7734,2019,UTTAR PRADESH,Misrikh (SC),Rampal,,,SC,Independent,IND,,2221,0,2221,,0.22,,7,1026668,0,0,OTHERS
7735,2019,UTTAR PRADESH,Misrikh (SC),Akash Niraj,,,SC,Independent,IND,,1939,0,1939,,0.19,,8,1026668,0,0,OTHERS
7736,2019,UTTAR PRADESH,Misrikh (SC),Beerendra Kanaujiya,,,SC,Hindusthan Nirman Dal,HND,,1556,1,1557,,0.15,,9,1026668,0,0,OTHERS
7737,2019,UTTAR PRADESH,Misrikh (SC),Nagendra Kumar,,,SC,Rashtrawadi Shramjeevi Dal,RSD-I,,1547,1,1548,,0.15,,10,1026668,0,0,OTHERS
7738,2019,UTTAR PRADESH,Misrikh (SC),Raju Verma,,,SC,Independent,IND,,1303,0,1303,,0.13,,11,1026668,0,0,OTHERS
7739,2019,UTTAR PRADESH,Misrikh (SC),Arpit,,,SC,Independent,IND,,1002,0,1002,,0.1,,12,1026668,0,0,OTHERS
7740,2019,UTTAR PRADESH,Misrikh (SC),Arvind Kumar,,,SC,Independent,IND,,939,0,939,,0.09,,13,1026668,0,0,OTHERS
7741,2019,UTTAR PRADESH,Misrikh (SC),Rahul Kumar,,,SC,Bhartiya Krishak Dal,BKD,,911,0,911,,0.09,,14,1026668,0,0,OTHERS
7742,2019,UTTAR PRADESH,Mohanlalganj (SC),Kaushal Kishore,,,SC,Bharatiya Janata Party,BJP,,627223,2776,629999,,49.62,,1,1269594,1,0,NDA
7743,2019,UTTAR PRADESH,Mohanlalganj (SC),C. L. Verma,,,SC,Bahujan Samaj Party,BSP,,537448,2347,539795,,42.52,,2,1269594,0,1,OTHERS
7744,2019,UTTAR PRADESH,Mohanlalganj (SC),R. K. Chaudhary,,,SC,Indian National Congress,INC,,59640,429,60069,,4.73,,3,1269594,0,0,OTHERS
7745,2019,UTTAR PRADESH,Mohanlalganj (SC),NOTA,,,SC,None of the Above,NA,,10726,69,10795,,0.85,,4,1269594,0,0,OTHERS
7746,2019,UTTAR PRADESH,Mohanlalganj (SC),Ganesh Rawat,,,SC,Pragatishil Samajwadi Party (Lohia),PSP(L),,7955,21,7976,,0.63,,5,1269594,0,0,OTHERS
7747,2019,UTTAR PRADESH,Mohanlalganj (SC),Prabhawati Devi,,,SC,Independent,IND,,4332,3,4335,,0.34,,6,1269594,0,0,OTHERS
7748,2019,UTTAR PRADESH,Mohanlalganj (SC),Sushil Kumar,,,SC,Aadarsh Sangram Party,ASP-VII,,4283,0,4283,,0.34,,7,1269594,0,0,OTHERS
7749,2019,UTTAR PRADESH,Mohanlalganj (SC),Jagdish Rawat,,,SC,Independent,IND,,3062,2,3064,,0.24,,8,1269594,0,0,OTHERS
7750,2019,UTTAR PRADESH,Mohanlalganj (SC),Shatrohan Lal Rawat,,,SC,Lok Dal,LD,,2632,4,2636,,0.21,,9,1269594,0,0,OTHERS
7751,2019,UTTAR PRADESH,Mohanlalganj (SC),Ramesh Kumar,,,SC,Independent,IND,,2464,0,2464,,0.19,,10,1269594,0,0,OTHERS
7752,2019,UTTAR PRADESH,Mohanlalganj (SC),Ram Sagar Paasi,,,SC,Samdarshi Samaj Party,SSP-III,,1510,5,1515,,0.12,,11,1269594,0,0,OTHERS
7753,2019,UTTAR PRADESH,Mohanlalganj (SC),Jagdish Prasad Gautam,,,SC,Manavtawadi Samaj Party,MSP-II,,1441,2,1443,,0.11,,12,1269594,0,0,OTHERS
7754,2019,UTTAR PRADESH,Mohanlalganj (SC),Radha Ambedkar,,,SC,Peoples Party of India (Democratic),PPI(D),,1220,0,1220,,0.1,,13,1269594,0,0,OTHERS
7755,2019,UTTAR PRADESH,Moradabad,Dr. S.T. HASAN,,,GEN,Samajwadi Party,SP,,648817,599,649416,,50.65,,1,1282206,1,0,OTHERS
7756,2019,UTTAR PRADESH,Moradabad,KUNWAR SARVESH KUMAR,,,GEN,Bharatiya Janata Party,BJP,,549729,1809,551538,,43.01,,2,1282206,0,1,OTHERS
7757,2019,UTTAR PRADESH,Moradabad,IMRAN PRATAPGARHI,,,GEN,Indian National Congress,INC,,59117,81,59198,,4.62,,3,1282206,0,0,OTHERS
7758,2019,UTTAR PRADESH,Moradabad,NOTA,,,GEN,None of the Above,NA,,5740,17,5757,,0.45,,4,1282206,0,0,OTHERS
7759,2019,UTTAR PRADESH,Moradabad,MOHD. ASLAM URF PASHA,,,GEN,Jan Shakti Dal,JSD,,4593,1,4594,,0.36,,5,1282206,0,0,OTHERS
7760,2019,UTTAR PRADESH,Moradabad,MUSARRAT HUSAIN,,,GEN,Independent,IND,,2417,0,2417,,0.19,,6,1282206,0,0,OTHERS
7761,2019,UTTAR PRADESH,Moradabad,PRINCE KUMAR SHARMA,,,GEN,Independent,IND,,2271,2,2273,,0.18,,7,1282206,0,0,OTHERS
7762,2019,UTTAR PRADESH,Moradabad,DILERAM,,,GEN,Bhartiya Harit Party,BHP,,1886,0,1886,,0.15,,8,1282206,0,0,OTHERS
7763,2019,UTTAR PRADESH,Moradabad,NADIR ALI MANSOORI,,,GEN,Peace Party,PP,,1046,5,1051,,0.08,,9,1282206,0,0,OTHERS
7764,2019,UTTAR PRADESH,Moradabad,ROOPCHAND SINGH,,,GEN,Bharatiya Bahujan Samta Party,BBSP,,931,17,948,,0.07,,10,1282206,0,0,OTHERS
7765,2019,UTTAR PRADESH,Moradabad,NARESH KUMAR SAINI,,,GEN,Independent,IND,,911,1,912,,0.07,,11,1282206,0,0,OTHERS
7766,2019,UTTAR PRADESH,Moradabad,AKEEL,,,GEN,Independent,IND,,890,0,890,,0.07,,12,1282206,0,0,OTHERS
7767,2019,UTTAR PRADESH,Moradabad,Tej Singh Seny,,,GEN,Rashtriya Samanta Dal,RSD-II,,761,1,762,,0.06,,13,1282206,0,0,OTHERS
7768,2019,UTTAR PRADESH,Moradabad,BHISHM JIT SINGH,,,GEN,Fauji Janta Party,FJP,,560,4,564,,0.04,,14,1282206,0,0,OTHERS
7769,2019,UTTAR PRADESH,Muzaffarnagar,Sanjeev Kumar Balyan,,,GEN,Bharatiya Janata Party,BJP,,569535,4245,573780,,49.46,,1,1160071,1,0,NDA
7770,2019,UTTAR PRADESH,Muzaffarnagar,Ajit Singh,,,GEN,Rashtriya Lok Dal,RLD,,565753,1501,567254,,48.9,,2,1160071,0,1,OTHERS
7771,2019,UTTAR PRADESH,Muzaffarnagar,NOTA,,,GEN,None of the Above,NA,,5061,49,5110,,0.44,,3,1160071,0,0,OTHERS
7772,2019,UTTAR PRADESH,Muzaffarnagar,Neel Kumar,,,GEN,Independent,IND,,4884,3,4887,,0.42,,4,1160071,0,0,OTHERS
7773,2019,UTTAR PRADESH,Muzaffarnagar,Yajpal Singh Rathi,,,GEN,Independent,IND,,2704,1,2705,,0.23,,5,1160071,0,0,OTHERS
7774,2019,UTTAR PRADESH,Muzaffarnagar,Krishan Pal Singh,,,GEN,Bharat Lok Sewak Party,BLSP,,2406,16,2422,,0.21,,6,1160071,0,0,OTHERS
7775,2019,UTTAR PRADESH,Muzaffarnagar,S.S.K.S. Gangwal,,,GEN,Bharatiya Bahujan Samta Party,BBSP,,1215,47,1262,,0.11,,7,1160071,0,0,OTHERS
7776,2019,UTTAR PRADESH,Muzaffarnagar,Jaipal Singh Saini,,,GEN,Jansatta Party,JP-II,,945,4,949,,0.08,,8,1160071,0,0,OTHERS
7777,2019,UTTAR PRADESH,Muzaffarnagar,Mangeram Kashyap,,,GEN,Majdoor Kisan Union Party,MKUP,,686,1,687,,0.06,,9,1160071,0,0,OTHERS
7778,2019,UTTAR PRADESH,Muzaffarnagar,Ankit,,,GEN,Independent,IND,,550,7,557,,0.05,,10,1160071,0,0,OTHERS
7779,2019,UTTAR PRADESH,Muzaffarnagar,Ashok,,,GEN,Independent,IND,,453,5,458,,0.04,,11,1160071,0,0,OTHERS
7780,2019,UTTAR PRADESH,Nagina (SC),GIRISH CHANDRA,,,SC,Bahujan Samaj Party,BSP,,567195,1183,568378,,56.31,,1,1009456,1,0,OTHERS
7781,2019,UTTAR PRADESH,Nagina (SC),DR. YASHWANT SINGH,,,SC,Bharatiya Janata Party,BJP,,399348,2198,401546,,39.78,,2,1009456,0,1,OTHERS
7782,2019,UTTAR PRADESH,Nagina (SC),OMVATI DEVI,,,SC,Indian National Congress,INC,,19967,79,20046,,1.99,,3,1009456,0,0,OTHERS
7783,2019,UTTAR PRADESH,Nagina (SC),NOTA,,,SC,None of the Above,NA,,6498,30,6528,,0.65,,4,1009456,0,0,OTHERS
7784,2019,UTTAR PRADESH,Nagina (SC),AMICHAND,,,SC,Rashtriya Samanta Dal,RSD-II,,6154,2,6156,,0.61,,5,1009456,0,0,OTHERS
7785,2019,UTTAR PRADESH,Nagina (SC),CHARAN SINGH,,,SC,Independent,IND,,2877,4,2881,,0.29,,6,1009456,0,0,OTHERS
7786,2019,UTTAR PRADESH,Nagina (SC),TEJ SINGH,,,SC,Ambedkar Samaj Party,ASP,,2165,4,2169,,0.21,,7,1009456,0,0,OTHERS
7787,2019,UTTAR PRADESH,Nagina (SC),KAMESH KUMAR,,,SC,Peoples Party of India (Democratic),PPI(D),,1751,1,1752,,0.17,,8,1009456,0,0,OTHERS
7788,2019,UTTAR PRADESH,Phulpur,Keshari Devi Patel,,,GEN,Bharatiya Janata Party,BJP,,542398,2303,544701,,55.68,,1,978236,1,0,NDA
7789,2019,UTTAR PRADESH,Phulpur,Pandhari Yadav,,,GEN,Samajwadi Party,SP,,371318,1415,372733,,38.1,,2,978236,0,1,OTHERS
7790,2019,UTTAR PRADESH,Phulpur,Pankaj Patel,,,GEN,Indian National Congress,INC,,32617,144,32761,,3.35,,3,978236,0,0,OTHERS
7791,2019,UTTAR PRADESH,Phulpur,NOTA,,,GEN,None of the Above,NA,,7862,20,7882,,0.81,,4,978236,0,0,OTHERS
7792,2019,UTTAR PRADESH,Phulpur,Dr. Neeraj,,,GEN,Independent,IND,,2969,3,2972,,0.3,,5,978236,0,0,OTHERS
7793,2019,UTTAR PRADESH,Phulpur,Sanjeev Kumar Mishra,,,GEN,Yuva Vikas Party,YVP,,2858,0,2858,,0.29,,6,978236,0,0,OTHERS
7794,2019,UTTAR PRADESH,Phulpur,Sunil Kumar Maurya,,,GEN,Pragatisheel Samaj Party,PSP-II,,2185,4,2189,,0.22,,7,978236,0,0,OTHERS
7795,2019,UTTAR PRADESH,Phulpur,Ramnath Priydarshi Suman,,,GEN,Rashtriya Janmat Party,RJP-VI,,2058,0,2058,,0.21,,8,978236,0,0,OTHERS
7796,2019,UTTAR PRADESH,Phulpur,Dr. Ramlakhan Chaurasiya,,,GEN,Moulik Adhikar Party,MAP,,1965,1,1966,,0.2,,9,978236,0,0,OTHERS
7797,2019,UTTAR PRADESH,Phulpur,Rishabh Pandey,,,GEN,Independent,IND,,1945,0,1945,,0.2,,10,978236,0,0,OTHERS
7798,2019,UTTAR PRADESH,Phulpur,Priya Singh Paul Alias Priyadarshini Gandhi,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,1602,5,1607,,0.16,,11,978236,0,0,OTHERS
7799,2019,UTTAR PRADESH,Phulpur,Atul Kumar Dwivedi,,,GEN,Lok Gathbandhan Party,LGP,,1398,8,1406,,0.14,,12,978236,0,0,OTHERS
7800,2019,UTTAR PRADESH,Phulpur,Srichandra Kesarwani (Advocate),,,GEN,Baliraja Party,BP,,1261,1,1262,,0.13,,13,978236,0,0,OTHERS
7801,2019,UTTAR PRADESH,Phulpur,Dakkhini Prasad Kushwaha,,,GEN,Rashtriya Garib Dal,RGD,,974,1,975,,0.1,,14,978236,0,0,OTHERS
7802,2019,UTTAR PRADESH,Phulpur,Kamala Prasad,,,GEN,Ambedkar Yug Party,AYP,,916,5,921,,0.09,,15,978236,0,0,OTHERS
7803,2019,UTTAR PRADESH,Pilibhit,Feroze Varun Gandhi,,,GEN,Bharatiya Janata Party,BJP,,702755,1794,704549,,59.38,,1,1186589,1,0,NDA
7804,2019,UTTAR PRADESH,Pilibhit,Hemraj Verma,,,GEN,Samajwadi Party,SP,,447140,1782,448922,,37.83,,2,1186589,0,1,OTHERS
7805,2019,UTTAR PRADESH,Pilibhit,NOTA,,,GEN,None of the Above,NA,,9916,57,9973,,0.84,,3,1186589,0,0,OTHERS
7806,2019,UTTAR PRADESH,Pilibhit,Varun Gandhi,,,GEN,Independent,IND,,4471,12,4483,,0.38,,4,1186589,0,0,OTHERS
7807,2019,UTTAR PRADESH,Pilibhit,Surendra Kumar Gupta,,,GEN,Independent,IND,,4440,2,4442,,0.37,,5,1186589,0,0,OTHERS
7808,2019,UTTAR PRADESH,Pilibhit,Anita Tripathi,,,GEN,Shivsena,SHS,,3961,13,3974,,0.33,,6,1186589,0,0,OTHERS
7809,2019,UTTAR PRADESH,Pilibhit,Munesh Singh,,,GEN,Independent,IND,,2128,1,2129,,0.18,,7,1186589,0,0,OTHERS
7810,2019,UTTAR PRADESH,Pilibhit,Jafri Begum,,,GEN,Independent,IND,,1627,6,1633,,0.14,,8,1186589,0,0,OTHERS
7811,2019,UTTAR PRADESH,Pilibhit,Dr. Bharat,,,GEN,Janata Dal (United),JD(U),,1606,18,1624,,0.14,,9,1186589,0,0,OTHERS
7812,2019,UTTAR PRADESH,Pilibhit,Md. Hanif,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,1275,1,1276,,0.11,,10,1186589,0,0,OTHERS
7813,2019,UTTAR PRADESH,Pilibhit,Dr. Sita Ram Rajput,,,GEN,Sabka Dal United,SDU,,1097,1,1098,,0.09,,11,1186589,0,0,OTHERS
7814,2019,UTTAR PRADESH,Pilibhit,Kaif Raza Khan,,,GEN,Independent,IND,,924,2,926,,0.08,,12,1186589,0,0,OTHERS
7815,2019,UTTAR PRADESH,Pilibhit,Urvashi Singh,,,GEN,Independent,IND,,861,3,864,,0.07,,13,1186589,0,0,OTHERS
7816,2019,UTTAR PRADESH,Pilibhit,Sanjay Kumar Bharti,,,GEN,Naitik Party,NP,,689,7,696,,0.06,,14,1186589,0,0,OTHERS
7817,2019,UTTAR PRADESH,Pratapgarh,SANGAM LAL GUPTA,,,GEN,Bharatiya Janata Party,BJP,,434222,2069,436291,,47.7,,1,914665,1,0,NDA
7818,2019,UTTAR PRADESH,Pratapgarh,ASHOK TRIPATHI,,,GEN,Bahujan Samaj Party,BSP,,316633,1906,318539,,34.83,,2,914665,0,1,OTHERS
7819,2019,UTTAR PRADESH,Pratapgarh,RAJKUMARI RATNA SINGH,,,GEN,Indian National Congress,INC,,76686,410,77096,,8.43,,3,914665,0,0,OTHERS
7820,2019,UTTAR PRADESH,Pratapgarh,AKSHAY PRATAP SINGH ALIAS GOPAL JI,,,GEN,Jansatta Dal Loktantrik,JDL,,46766,197,46963,,5.13,,4,914665,0,0,OTHERS
7821,2019,UTTAR PRADESH,Pratapgarh,NOTA,,,GEN,None of the Above,NA,,12127,32,12159,,1.33,,5,914665,0,0,OTHERS
7822,2019,UTTAR PRADESH,Pratapgarh,DR. B. L. VERMA,,,GEN,Independent,IND,,7921,31,7952,,0.87,,6,914665,0,0,OTHERS
7823,2019,UTTAR PRADESH,Pratapgarh,RAM BAHADUR SHARMA,,,GEN,Moulik Adhikar Party,MAP,,5576,2,5578,,0.61,,7,914665,0,0,OTHERS
7824,2019,UTTAR PRADESH,Pratapgarh,M. IRSHAD,,,GEN,Sarvodaya Bharat Party,SBP,,5558,1,5559,,0.61,,8,914665,0,0,OTHERS
7825,2019,UTTAR PRADESH,Pratapgarh,SHESHNATH TIWARI,,,GEN,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),SUCOI(C),,4526,2,4528,,0.5,,9,914665,0,0,OTHERS
7826,2019,UTTAR PRADESH,Rae Bareli,SONIA GANDHI,,,GEN,Indian National Congress,INC,,533687,1231,534918,,55.8,,1,958556,1,0,UPA
7827,2019,UTTAR PRADESH,Rae Bareli,DINESH PRATAP SINGH,,,GEN,Bharatiya Janata Party,BJP,,365839,1901,367740,,38.36,,2,958556,0,1,OTHERS
7828,2019,UTTAR PRADESH,Rae Bareli,NOTA,,,GEN,None of the Above,NA,,10225,27,10252,,1.07,,3,958556,0,0,OTHERS
7829,2019,UTTAR PRADESH,Rae Bareli,ASHOK PRATAP MAURYA,,,GEN,Aajad Bharat Party (Democratic),ABP(D),,9449,10,9459,,0.99,,4,958556,0,0,OTHERS
7830,2019,UTTAR PRADESH,Rae Bareli,SURENDRA BAHADUR SINGH,,,GEN,Independent,IND,,8051,7,8058,,0.84,,5,958556,0,0,OTHERS
7831,2019,UTTAR PRADESH,Rae Bareli,PRAMOD KUREEL,,,GEN,Independent,IND,,3454,5,3459,,0.36,,6,958556,0,0,OTHERS
7832,2019,UTTAR PRADESH,Rae Bareli,SARTAJ KHAN,,,GEN,Independent,IND,,3333,0,3333,,0.35,,7,958556,0,0,OTHERS
7833,2019,UTTAR PRADESH,Rae Bareli,HORI LAL,,,GEN,Pragatisheel Samaj Party,PSP-II,,3295,1,3296,,0.34,,8,958556,0,0,OTHERS
7834,2019,UTTAR PRADESH,Rae Bareli,PRAMENDRA KUMAR,,,GEN,Independent,IND,,2887,1,2888,,0.3,,9,958556,0,0,OTHERS
7835,2019,UTTAR PRADESH,Rae Bareli,VIJAY BAHADUR SINGH,,,GEN,Independent,IND,,2812,2,2814,,0.29,,10,958556,0,0,OTHERS
7836,2019,UTTAR PRADESH,Rae Bareli,KIRAN CHAUDHARY,,,GEN,Bahujan Mukti Party,BMP,,2629,22,2651,,0.28,,11,958556,0,0,OTHERS
7837,2019,UTTAR PRADESH,Rae Bareli,RAM SINGH YADAV,,,GEN,Pragatishil Samajwadi Party (Lohia),PSP(L),,2282,23,2305,,0.24,,12,958556,0,0,OTHERS
