id,year,statename,pcname,candidate,sex,age,PC Type,category,party,symbol,general,postal,total,overelectors,overpolled,electors,rank,polled,win,runner,alliance
1235,1998,HARYANA,Hissar,JAI  PARKASH ALIAS J.P.,M,,GEN,,SJP(R),,,,171129,16.67%,23.33%,1026332,3,733670,0,0,JAN MORCHA
1236,1998,HARYANA,Hissar,RANJIT SINGH,M,,GEN,,INC,,,,73251,7.14%,9.98%,1026332,4,733670,0,0,CONGRESS
1237,1998,HARYANA,Hissar,PHOOL SINGH SHEOKAND,M,,GEN,,CPM,,,,25366,2.47%,3.46%,1026332,5,733670,0,0,UNITED FRONT
1238,1998,HARYANA,Hissar,ASHWANI KUMAR,M,,GEN,,LS,,,,2992,0.29%,0.41%,1026332,6,733670,0,0,NDA
1239,1998,HARYANA,Hissar,RAM KUMAR,M,,GEN,,IND,,,,2867,0.28%,0.39%,1026332,7,733670,0,0,OTHERS
1240,1998,HARYANA,Hissar,PREM SINGH,M,,GEN,,IND,,,,2396,0.23%,0.33%,1026332,8,733670,0,0,OTHERS
1241,1998,HARYANA,Hissar,AJAY,M,,GEN,,IND,,,,1957,0.19%,0.27%,1026332,9,733670,0,0,OTHERS
1242,1998,HARYANA,Hissar,BAHADUR SINGH,M,,GEN,,BKKGP,,,,1819,0.18%,0.25%,1026332,10,733670,0,0,OTHERS
1243,1998,HARYANA,Hissar,JAI PARKASH  S/O JAI LAL,M,,GEN,,IND,,,,1154,0.11%,0.16%,1026332,11,733670,0,0,OTHERS
1244,1998,HARYANA,Hissar,SHASHI BHARAT BHUSHAN,M,,GEN,,NPAP,,,,919,0.09%,0.13%,1026332,12,733670,0,0,OTHERS
1245,1998,HARYANA,Hissar,KARTAR SINGH,M,,GEN,,IND,,,,648,0.06%,0.09%,1026332,13,733670,0,0,OTHERS
1246,1998,HARYANA,Hissar,SURENDER SINGH,M,,GEN,,IND,,,,573,0.06%,0.08%,1026332,14,733670,0,0,OTHERS
1247,1998,HARYANA,Sirsa,DR.SUSHIL KUMAR INDORA,M,,SC,,HLD(R),,,,309451,28.83%,41.72%,1073350,1,741695,1,0,OTHERS
1248,1998,HARYANA,Sirsa,SELJA,F,,SC,,INC,,,,215521,20.08%,29.06%,1073350,2,741695,0,1,CONGRESS
1249,1998,HARYANA,Sirsa,HANS RAJ,M,,SC,,BJP,,,,184562,17.19%,24.88%,1073350,3,741695,0,0,NDA
1250,1998,HARYANA,Sirsa,JOGINDER SINGH,M,,SC,,CPI,,,,11270,1.05%,1.52%,1073350,4,741695,0,0,UNITED FRONT
1251,1998,HARYANA,Sirsa,DARSHAN LAL,M,,SC,,IND,,,,2397,0.22%,0.32%,1073350,5,741695,0,0,OTHERS
1252,1998,HARYANA,Sirsa,SUSHIL KUMAR,M,,SC,,IND,,,,1598,0.15%,0.22%,1073350,6,741695,0,0,OTHERS
1253,1998,HARYANA,Sirsa,CHHOTA SINGH,M,,SC,,IND,,,,1371,0.13%,0.18%,1073350,7,741695,0,0,OTHERS
1254,1998,HARYANA,Sirsa,PHOOL SINGH,M,,SC,,IND,,,,1137,0.11%,0.15%,1073350,8,741695,0,0,OTHERS
1255,1998,HARYANA,Sirsa,PARTAP,M,,SC,,IND,,,,1034,0.10%,0.14%,1073350,9,741695,0,0,OTHERS
1256,1998,HARYANA,Sirsa,OM PARKASH,M,,SC,,IND,,,,1008,0.09%,0.14%,1073350,10,741695,0,0,OTHERS
1257,1998,HARYANA,Sirsa,RAJ KUMAR,M,,SC,,IND,,,,899,0.08%,0.12%,1073350,11,741695,0,0,OTHERS
1258,1998,HARYANA,Sirsa,BALJEET SINGH,M,,SC,,IND,,,,879,0.08%,0.12%,1073350,12,741695,0,0,OTHERS
1259,1998,HIMACHAL PRADESH,Simla,KARISHAN DATT SULTANPURI,M,,SC,,INC,,,,307861,33.84%,48.54%,909670,1,634280,1,0,CONGRESS
1260,1998,HIMACHAL PRADESH,Simla,VIRENDER KASHYAP,M,,SC,,BJP,,,,265836,29.22%,41.91%,909670,2,634280,0,1,NDA
1261,1998,HIMACHAL PRADESH,Simla,MADAN LAL TOMAR,M,,SC,,HVC,,,,26981,2.97%,4.25%,909670,3,634280,0,0,OTHERS
1262,1998,HIMACHAL PRADESH,Simla,CHET RAM,M,,SC,,CPI,,,,13440,1.48%,2.12%,909670,4,634280,0,0,UNITED FRONT
1263,1998,HIMACHAL PRADESH,Simla,ISHWAR KALYAN,M,,SC,,JD,,,,10219,1.12%,1.61%,909670,5,634280,0,0,UNITED FRONT
1264,1998,HIMACHAL PRADESH,Mandi,MAHESHWAR SINGH,M,,GEN,,BJP,,,,304210,32.65%,62.00%,931708,1,490655,1,0,NDA
1265,1998,HIMACHAL PRADESH,Mandi,SMT.PRATIBHA SINGH,F,,GEN,,INC,,,,172378,18.50%,35.13%,931708,2,490655,0,1,CONGRESS
1266,1998,HIMACHAL PRADESH,Mandi,SUKH RAM,M,,GEN,,HVC,,,,8304,0.89%,1.69%,931708,3,490655,0,0,OTHERS
1267,1998,HIMACHAL PRADESH,Mandi,DINANATH,M,,GEN,,AIRJP,,,,1265,0.14%,0.26%,931708,4,490655,0,0,JAN MORCHA
1268,1998,HIMACHAL PRADESH,Mandi,AMAR NIRGOTRA,M,,GEN,,IND,,,,1081,0.12%,0.22%,931708,5,490655,0,0,OTHERS
1269,1998,HIMACHAL PRADESH,Kangra,SHANTA KUMAR,M,,GEN,,BJP,,,,334684,37.35%,52.15%,896183,1,641802,1,0,NDA
1270,1998,HIMACHAL PRADESH,Kangra,SAT MAHAJAN,M,,GEN,,INC,,,,275449,30.74%,42.92%,896183,2,641802,0,1,CONGRESS
1271,1998,HIMACHAL PRADESH,Kangra,HARNAIK SINGH,M,,GEN,,HVC,,,,15774,1.76%,2.46%,896183,3,641802,0,0,OTHERS
1272,1998,HIMACHAL PRADESH,Kangra,PRATAP CHAND CHAUDHARY,M,,GEN,,JD,,,,3914,0.44%,0.61%,896183,4,641802,0,0,UNITED FRONT
1273,1998,HIMACHAL PRADESH,Kangra,SHAKTI CHAND CHAUDHARY,M,,GEN,,SP,,,,3889,0.43%,0.61%,896183,5,641802,0,0,OTHERS
1274,1998,HIMACHAL PRADESH,Kangra,RACHHPAL SINGH MANKOTIA,M,,GEN,,AIRJP,,,,2020,0.23%,0.31%,896183,6,641802,0,0,JAN MORCHA
1275,1998,HIMACHAL PRADESH,Hamirpur-HP,SURESH CHANDEL,M,,GEN,,BJP,,,,319631,35.86%,49.94%,891303,1,640037,1,0,NDA
1276,1998,HIMACHAL PRADESH,Hamirpur-HP,MAJ.GEN.BIKRAM SINGH,M,,GEN,,INC,,,,241722,27.12%,37.77%,891303,2,640037,0,1,CONGRESS
1277,1998,HIMACHAL PRADESH,Hamirpur-HP,MAJOR SHIV RAM,M,,GEN,,HVC,,,,33987,3.81%,5.31%,891303,3,640037,0,0,OTHERS
1278,1998,HIMACHAL PRADESH,Hamirpur-HP,BHAGWAN DASS JASSAL,M,,GEN,,BSP,,,,27459,3.08%,4.29%,891303,4,640037,0,0,JAN MORCHA
1279,1998,HIMACHAL PRADESH,Hamirpur-HP,RANJIT SINGH,M,,GEN,,JD,,,,6864,0.77%,1.07%,891303,5,640037,0,0,UNITED FRONT
1280,1998,HIMACHAL PRADESH,Hamirpur-HP,MOHINDER SINGH,M,,GEN,,AIRJP,,,,3700,0.42%,0.58%,891303,6,640037,0,0,JAN MORCHA
1281,1998,JAMMU & KASHMIR,Baramulla,PROFESSOR SAIFUDDIN SOZ,M,,GEN,,JKN,,,,131164,17.21%,41.04%,762028,1,319591,1,0,OTHERS
1282,1998,JAMMU & KASHMIR,Baramulla,MUZAFFAR HUSSAIN BAIG,M,,GEN,,IND,,,,93179,12.23%,29.16%,762028,2,319591,0,1,OTHERS
1283,1998,JAMMU & KASHMIR,Baramulla,ABDUL MAJID GAWALI,M,,GEN,,JKAL,,,,20843,2.74%,6.52%,762028,3,319591,0,0,OTHERS
1284,1998,JAMMU & KASHMIR,Baramulla,ABDUL GANI VAKIL,M,,GEN,,INC,,,,11702,1.54%,3.66%,762028,4,319591,0,0,CONGRESS
1285,1998,JAMMU & KASHMIR,Baramulla,MOHD. YOUSAF QURESHI,M,,GEN,,BKKGP,,,,4193,0.55%,1.31%,762028,5,319591,0,0,OTHERS
1286,1998,JAMMU & KASHMIR,Baramulla,GHULAM MOHAMAD MALLA,M,,GEN,,IND,,,,4118,0.54%,1.29%,762028,6,319591,0,0,OTHERS
1287,1998,JAMMU & KASHMIR,Baramulla,DIN MOHMAD CHICHI (CHEETA),M,,GEN,,BJP,,,,4115,0.54%,1.29%,762028,7,319591,0,0,NDA
1288,1998,JAMMU & KASHMIR,Baramulla,MOLVI MOHAMAD KAZIM,M,,GEN,,IND,,,,3625,0.48%,1.13%,762028,8,319591,0,0,OTHERS
1289,1998,JAMMU & KASHMIR,Baramulla,GHULAM MOHAMAD HUREA (SAAKIH),M,,GEN,,IND,,,,3247,0.43%,1.02%,762028,9,319591,0,0,OTHERS
1290,1998,JAMMU & KASHMIR,Baramulla,GIANI SANT SINGH,M,,GEN,,IND,,,,2876,0.38%,0.90%,762028,10,319591,0,0,OTHERS
1291,1998,JAMMU & KASHMIR,Baramulla,MOHAMAD ALTAF PARCEY,M,,GEN,,IND,,,,2347,0.31%,0.73%,762028,11,319591,0,0,OTHERS
1292,1998,JAMMU & KASHMIR,Baramulla,SAYED TAADI,M,,GEN,,IND,,,,2332,0.31%,0.73%,762028,12,319591,0,0,OTHERS
1293,1998,JAMMU & KASHMIR,Baramulla,GHULAM MOHIUDDIN,M,,GEN,,IND,,,,2196,0.29%,0.69%,762028,13,319591,0,0,OTHERS
1294,1998,JAMMU & KASHMIR,Baramulla,ABDUL RASHID WAR,M,,GEN,,IND,,,,2143,0.28%,0.67%,762028,14,319591,0,0,OTHERS
1295,1998,JAMMU & KASHMIR,Baramulla,WALI MOHMAD WANI,M,,GEN,,ABMSD,,,,1721,0.23%,0.54%,762028,15,319591,0,0,OTHERS
1296,1998,JAMMU & KASHMIR,Baramulla,SHEIKH ABDUL REHMAN,M,,GEN,,IND,,,,1566,0.21%,0.49%,762028,16,319591,0,0,OTHERS
1297,1998,JAMMU & KASHMIR,Baramulla,FAROOQ AHMAD OBAICHI,M,,GEN,,IND,,,,1497,0.20%,0.47%,762028,17,319591,0,0,OTHERS
1298,1998,JAMMU & KASHMIR,Baramulla,SAFAUDIN KHAN,M,,GEN,,IND,,,,1338,0.18%,0.42%,762028,18,319591,0,0,OTHERS
1299,1998,JAMMU & KASHMIR,Baramulla,QUADIR AHMAD DAR,M,,GEN,,NPAP,,,,1291,0.17%,0.40%,762028,19,319591,0,0,OTHERS
1300,1998,JAMMU & KASHMIR,Baramulla,ABDUL MAJID MIR,M,,GEN,,IND,,,,1205,0.16%,0.38%,762028,20,319591,0,0,OTHERS
1301,1998,JAMMU & KASHMIR,Baramulla,MUSHTAQ AHMAD KHAN,M,,GEN,,IND,,,,1003,0.13%,0.31%,762028,21,319591,0,0,OTHERS
1302,1998,JAMMU & KASHMIR,Baramulla,PARVEEZ AHMED,M,,GEN,,IND,,,,928,0.12%,0.29%,762028,22,319591,0,0,OTHERS
1303,1998,JAMMU & KASHMIR,Baramulla,ABDUL RASHID WANI,M,,GEN,,IND,,,,903,0.12%,0.28%,762028,23,319591,0,0,OTHERS
1304,1998,JAMMU & KASHMIR,Baramulla,GHULAM RASOOL MALIK,M,,GEN,,IND,,,,879,0.12%,0.28%,762028,24,319591,0,0,OTHERS
1305,1998,JAMMU & KASHMIR,Baramulla,NAZIR AHMAD ZARGAR,M,,GEN,,LS,,,,716,0.09%,0.22%,762028,25,319591,0,0,NDA
1306,1998,JAMMU & KASHMIR,Baramulla,GHULAM QADIR SHAH,M,,GEN,,IND,,,,686,0.09%,0.21%,762028,26,319591,0,0,OTHERS
1307,1998,JAMMU & KASHMIR,Baramulla,BASHIR AHMED  RATHOR,M,,GEN,,IND,,,,684,0.09%,0.21%,762028,27,319591,0,0,OTHERS
1308,1998,JAMMU & KASHMIR,Baramulla,SARDAR AYA SINGH,M,,GEN,,IND,,,,595,0.08%,0.19%,762028,28,319591,0,0,OTHERS
1309,1998,JAMMU & KASHMIR,Baramulla,GURBAKSH SINGH 'BAWA',M,,GEN,,IND,,,,476,0.06%,0.15%,762028,29,319591,0,0,OTHERS
1310,1998,JAMMU & KASHMIR,Srinagar,OMAR ABDULLAH,M,,GEN,,JKN,,,,144609,16.95%,56.38%,853183,1,256490,1,0,OTHERS
1311,1998,JAMMU & KASHMIR,Srinagar,AGA SYED MOHDI,M,,GEN,,INC,,,,73770,8.65%,28.76%,853183,2,256490,0,1,CONGRESS
1312,1998,JAMMU & KASHMIR,Srinagar,ABDUL RASHID KABULI,M,,GEN,,BJP,,,,11135,1.31%,4.34%,853183,3,256490,0,0,NDA
1313,1998,JAMMU & KASHMIR,Srinagar,BASHIR AHMAD KHANDY,M,,GEN,,IND,,,,4152,0.49%,1.62%,853183,4,256490,0,0,OTHERS
1314,1998,JAMMU & KASHMIR,Srinagar,GHULAM MOHI-UD-DIN AKHOON,M,,GEN,,BSP,,,,3656,0.43%,1.43%,853183,5,256490,0,0,JAN MORCHA
1315,1998,JAMMU & KASHMIR,Srinagar,HAFIZA BEGUM,F,,GEN,,IND,,,,2967,0.35%,1.16%,853183,6,256490,0,0,OTHERS
1316,1998,JAMMU & KASHMIR,Srinagar,MOHAMMAD SULTAN,M,,GEN,,IND,,,,2009,0.24%,0.78%,853183,7,256490,0,0,OTHERS
1317,1998,JAMMU & KASHMIR,Anantnag,MUFTI MOHMAD SAYEED,M,,GEN,,INC,,,,120444,14.96%,53.37%,804983,1,225679,1,0,CONGRESS
1318,1998,JAMMU & KASHMIR,Anantnag,MOHD. YUSUF TENG,M,,GEN,,JKN,,,,68444,8.50%,30.33%,804983,2,225679,0,1,OTHERS
1319,1998,JAMMU & KASHMIR,Anantnag,MOHD. MAQBOOL DAR,M,,GEN,,JD,,,,10818,1.34%,4.79%,804983,3,225679,0,0,UNITED FRONT
1320,1998,JAMMU & KASHMIR,Anantnag,SHOWKAT HUSSAIN WANI,M,,GEN,,BJP,,,,6861,0.85%,3.04%,804983,4,225679,0,0,NDA
1321,1998,JAMMU & KASHMIR,Anantnag,GHULAM NABI KHAN,M,,GEN,,RJD,,,,1787,0.22%,0.79%,804983,5,225679,0,0,JAN MORCHA
1322,1998,JAMMU & KASHMIR,Anantnag,DILAWAR,M,,GEN,,IND,,,,1711,0.21%,0.76%,804983,6,225679,0,0,OTHERS
1323,1998,JAMMU & KASHMIR,Anantnag,MOHD. AKBAR,M,,GEN,,AIIC(S),,,,1365,0.17%,0.60%,804983,7,225679,0,0,UNITED FRONT
1324,1998,JAMMU & KASHMIR,Anantnag,MOHD. YUSSAF GANIE,M,,GEN,,NPAP,,,,1194,0.15%,0.53%,804983,8,225679,0,0,OTHERS
1325,1998,JAMMU & KASHMIR,Anantnag,GH. MOHD. LONE,M,,GEN,,IND,,,,761,0.09%,0.34%,804983,9,225679,0,0,OTHERS
1326,1998,JAMMU & KASHMIR,Anantnag,BASHIR AHMED AHANGER,M,,GEN,,IND,,,,635,0.08%,0.28%,804983,10,225679,0,0,OTHERS
1327,1998,JAMMU & KASHMIR,Anantnag,RAKESH PARDESI,M,,GEN,,IND,,,,607,0.08%,0.27%,804983,11,225679,0,0,OTHERS
1328,1998,JAMMU & KASHMIR,Anantnag,ALTAF AHMED,M,,GEN,,IND,,,,413,0.05%,0.18%,804983,12,225679,0,0,OTHERS
1329,1998,JAMMU & KASHMIR,Anantnag,ABDUL RASHID LONE,M,,GEN,,IND,,,,377,0.05%,0.17%,804983,13,225679,0,0,OTHERS
1330,1998,JAMMU & KASHMIR,Ladakh,SYED HUSSAIN,M,,GEN,,JKN,,,,62432,43.51%,59.31%,143492,1,105265,1,0,OTHERS
1331,1998,JAMMU & KASHMIR,Ladakh,PHUNTSOG NAMGYAL,M,,GEN,,INC,,,,31875,22.21%,30.28%,143492,2,105265,0,1,CONGRESS
1332,1998,JAMMU & KASHMIR,Ladakh,SPALZES ANGMO,F,,GEN,,BJP,,,,8759,6.10%,8.32%,143492,3,105265,0,0,NDA
1333,1998,JAMMU & KASHMIR,Ladakh,MOHAMMED YAQOOB BEIJEL (LADAKHI),M,,GEN,,BSP,,,,1083,0.75%,1.03%,143492,4,105265,0,0,JAN MORCHA
1334,1998,JAMMU & KASHMIR,Udhampur,PROF. CHAMAN LAL GUPTA,M,,GEN,,BJP,,,,250813,24.68%,47.97%,1016243,1,522899,1,0,NDA
1335,1998,JAMMU & KASHMIR,Udhampur,RAJINDER SINGH CHIB,M,,GEN,,JKN,,,,169449,16.67%,32.41%,1016243,2,522899,0,1,OTHERS
1336,1998,JAMMU & KASHMIR,Udhampur,THAKUR RANDHIR SINGH,M,,GEN,,INC,,,,36731,3.61%,7.02%,1016243,3,522899,0,0,CONGRESS
1337,1998,JAMMU & KASHMIR,Udhampur,KHALIL ALLAHA,M,,GEN,,BSP,,,,28617,2.82%,5.47%,1016243,4,522899,0,0,JAN MORCHA
1338,1998,JAMMU & KASHMIR,Udhampur,PROF BHIM SINGH,M,,GEN,,NPAP,,,,13734,1.35%,2.63%,1016243,5,522899,0,0,OTHERS
1339,1998,JAMMU & KASHMIR,Udhampur,DOONI CHAND THAKUR,M,,GEN,,BKKGP,,,,6512,0.64%,1.25%,1016243,6,522899,0,0,OTHERS
1340,1998,JAMMU & KASHMIR,Udhampur,JAGDISH RAJ SHASTRY,M,,GEN,,SP,,,,3587,0.35%,0.69%,1016243,7,522899,0,0,OTHERS
1341,1998,JAMMU & KASHMIR,Udhampur,SHASHI KUMAR,M,,GEN,,ABJS,,,,1256,0.12%,0.24%,1016243,8,522899,0,0,OTHERS
1342,1998,JAMMU & KASHMIR,Udhampur,DEV RAJ,M,,GEN,,IND,,,,928,0.09%,0.18%,1016243,9,522899,0,0,OTHERS
1343,1998,JAMMU & KASHMIR,Udhampur,MEHBOOB ALI KHAN,M,,GEN,,IND,,,,816,0.08%,0.16%,1016243,10,522899,0,0,OTHERS
1344,1998,JAMMU & KASHMIR,Udhampur,ASHWANI KUMAR,M,,GEN,,IND,,,,776,0.08%,0.15%,1016243,11,522899,0,0,OTHERS
1345,1998,JAMMU & KASHMIR,Udhampur,GHULAM ALI,M,,GEN,,IND,,,,723,0.07%,0.14%,1016243,12,522899,0,0,OTHERS
1346,1998,JAMMU & KASHMIR,Udhampur,KOSHAL KUMAR SHARMA,M,,GEN,,IND,,,,493,0.05%,0.09%,1016243,13,522899,0,0,OTHERS
1347,1998,JAMMU & KASHMIR,Udhampur,SUDARSHAN KUMAR,M,,GEN,,LS,,,,483,0.05%,0.09%,1016243,14,522899,0,0,NDA
1348,1998,JAMMU & KASHMIR,Udhampur,RAJESH MANCHANDA,M,,GEN,,RJD,,,,390,0.04%,0.07%,1016243,15,522899,0,0,JAN MORCHA
1349,1998,JAMMU & KASHMIR,Jammu,VAID VISHNO DUTT,M,,GEN,,BJP,,,,336472,23.32%,42.62%,1442853,1,789529,1,0,NDA
1350,1998,JAMMU & KASHMIR,Jammu,JANAK RAJ GUPTA,M,,GEN,,JKN,,,,208571,14.46%,26.42%,1442853,2,789529,0,1,OTHERS
1351,1998,JAMMU & KASHMIR,Jammu,MANGAT RAM SHARMA,M,,GEN,,INC,,,,140832,9.76%,17.84%,1442853,3,789529,0,0,CONGRESS
1352,1998,JAMMU & KASHMIR,Jammu,GIRDHARI LAL,M,,GEN,,BSP,,,,74030,5.13%,9.38%,1442853,4,789529,0,0,JAN MORCHA
1353,1998,JAMMU & KASHMIR,Jammu,SATISH POONCHI,M,,GEN,,LS,,,,3647,0.25%,0.46%,1442853,5,789529,0,0,NDA
1354,1998,JAMMU & KASHMIR,Jammu,SOM NATH,M,,GEN,,RPI,,,,2698,0.19%,0.34%,1442853,6,789529,0,0,OTHERS
1355,1998,JAMMU & KASHMIR,Jammu,RAJINDER KUMAR,M,,GEN,,IND,,,,2199,0.15%,0.28%,1442853,7,789529,0,0,OTHERS
1356,1998,JAMMU & KASHMIR,Jammu,ANAM HAFIZ CHOUDHARY,M,,GEN,,IND,,,,1686,0.12%,0.21%,1442853,8,789529,0,0,OTHERS
1357,1998,JAMMU & KASHMIR,Jammu,SURJIT SINGH,M,,GEN,,IND,,,,1151,0.08%,0.15%,1442853,9,789529,0,0,OTHERS
1358,1998,JAMMU & KASHMIR,Jammu,SUNIL GUPTA,M,,GEN,,IND,,,,1031,0.07%,0.13%,1442853,10,789529,0,0,OTHERS
1359,1998,JAMMU & KASHMIR,Jammu,SOM NATH,M,,GEN,,IND,,,,981,0.07%,0.12%,1442853,11,789529,0,0,OTHERS
1360,1998,JAMMU & KASHMIR,Jammu,HARDEV SINGH,M,,GEN,,SP,,,,766,0.05%,0.10%,1442853,12,789529,0,0,OTHERS
1361,1998,JAMMU & KASHMIR,Jammu,SUNDER SINGH,M,,GEN,,IND,,,,766,0.05%,0.10%,1442853,13,789529,0,0,OTHERS
1362,1998,JAMMU & KASHMIR,Jammu,VIDHI SHARAN SINGH,M,,GEN,,IND,,,,759,0.05%,0.10%,1442853,14,789529,0,0,OTHERS
1363,1998,JAMMU & KASHMIR,Jammu,PREM NATH,M,,GEN,,IND,,,,698,0.05%,0.09%,1442853,15,789529,0,0,OTHERS
1364,1998,JAMMU & KASHMIR,Jammu,SUBASH CHANDER,M,,GEN,,IND,,,,685,0.05%,0.09%,1442853,16,789529,0,0,OTHERS
1365,1998,JAMMU & KASHMIR,Jammu,VIJAY KUMAR,M,,GEN,,RJD,,,,584,0.04%,0.07%,1442853,17,789529,0,0,JAN MORCHA
1366,1998,JAMMU & KASHMIR,Jammu,GHULAM ALI,M,,GEN,,IND,,,,301,0.02%,0.04%,1442853,18,789529,0,0,OTHERS
1367,1998,KARNATAKA,Bidar,RAMCHANDRA VEERAPPA,M,,SC,,BJP,,,,317504,26.72%,52.07%,1188479,1,609809,1,0,NDA
1368,1998,KARNATAKA,Bidar,BABU HONNA NAIK,M,,SC,,JD,,,,132871,11.18%,21.79%,1188479,2,609809,0,1,UNITED FRONT
1369,1998,KARNATAKA,Bidar,GUNDAPPA KORWAR,M,,SC,,INC,,,,101150,8.51%,16.59%,1188479,3,609809,0,0,CONGRESS
1370,1998,KARNATAKA,Bidar,SURYAWANSHI VAIJANATH RAO,M,,SC,,BSP,,,,31288,2.63%,5.13%,1188479,4,609809,0,0,JAN MORCHA
1371,1998,KARNATAKA,Bidar,SHARANBASAPPA VITTAPPA SIRSIKAR,M,,SC,,JP,,,,7024,0.59%,1.15%,1188479,5,609809,0,0,NDA
1372,1998,KARNATAKA,Bidar,DR.SHANKER RAO SONALAWADI,M,,SC,,IND,,,,2913,0.25%,0.48%,1188479,6,609809,0,0,OTHERS
1373,1998,KARNATAKA,Bidar,YESHWANTH RAMCHANDRA,M,,SC,,SAP,,,,2896,0.24%,0.47%,1188479,7,609809,0,0,NDA
1374,1998,KARNATAKA,Bidar,MALLAPPA J. MADAR,M,,SC,,IND,,,,648,0.05%,0.11%,1188479,8,609809,0,0,OTHERS
1375,1998,KARNATAKA,Gulbarga,BASWARAJ PATIL SEDAM,M,,GEN,,BJP,,,,328982,25.82%,43.78%,1274111,1,751365,1,0,NDA
1376,1998,KARNATAKA,Gulbarga,QAMARUL ISLAM,M,,GEN,,JD,,,,197184,15.48%,26.24%,1274111,2,751365,0,1,UNITED FRONT
1377,1998,KARNATAKA,Gulbarga,DR.B.G.JAWALI,M,,GEN,,INC,,,,140913,11.06%,18.75%,1274111,3,751365,0,0,CONGRESS
1378,1998,KARNATAKA,Gulbarga,VITHAL HEROOR,M,,GEN,,BSP,,,,55583,4.36%,7.40%,1274111,4,751365,0,0,JAN MORCHA
1379,1998,KARNATAKA,Gulbarga,S.K.KANTA,M,,GEN,,SAP,,,,7671,0.60%,1.02%,1274111,5,751365,0,0,NDA
1380,1998,KARNATAKA,Gulbarga,MAHAMED MASAQ ALI,M,,GEN,,BMSM,,,,3030,0.24%,0.40%,1274111,6,751365,0,0,OTHERS
1381,1998,KARNATAKA,Gulbarga,KHALID KAREEM KHAN,M,,GEN,,RJD,,,,1456,0.11%,0.19%,1274111,7,751365,0,0,JAN MORCHA
1382,1998,KARNATAKA,Gulbarga,ABDUL HAMID DABAR,M,,GEN,,MUL,,,,889,0.07%,0.12%,1274111,8,751365,0,0,CONGRESS
1383,1998,KARNATAKA,Raichur,A.VENKATESH NAIK,M,,GEN,,INC,,,,264187,22.03%,43.53%,1199449,1,606962,1,0,CONGRESS
1384,1998,KARNATAKA,Raichur,RAJA RANGAPPA NAIK,M,,GEN,,JD,,,,185909,15.50%,30.63%,1199449,2,606962,0,1,UNITED FRONT
1385,1998,KARNATAKA,Raichur,ABDUL SAMAD SIDDIQUI,M,,GEN,,LS,,,,117999,9.84%,19.44%,1199449,3,606962,0,0,NDA
1386,1998,KARNATAKA,Raichur,KARIYAPPA PATIL ADVOCATE,M,,GEN,,KTVP,,,,9359,0.78%,1.54%,1199449,4,606962,0,0,OTHERS
1387,1998,KARNATAKA,Raichur,N.BHANURAJA ADVOCATE,M,,GEN,,IND,,,,7812,0.65%,1.29%,1199449,5,606962,0,0,OTHERS
1388,1998,KARNATAKA,Raichur,SHANTAPPA JUMMAPPA SIDDAPUR,M,,GEN,,IND,,,,1832,0.15%,0.30%,1199449,6,606962,0,0,OTHERS
1389,1998,KARNATAKA,Raichur,LAXMI DEVI V.H.MASTER,F,,GEN,,CPI(ML)(L),,,,1363,0.11%,0.22%,1199449,7,606962,0,0,OTHERS
1390,1998,KARNATAKA,Koppal,H.G.RAMULU,M,,GEN,,INC,,,,289681,23.90%,39.90%,1212089,1,725998,1,0,CONGRESS
1391,1998,KARNATAKA,Koppal,BASAVARAJ RAYAREDDY,M,,GEN,,JD,,,,206559,17.04%,28.45%,1212089,2,725998,0,1,UNITED FRONT
1392,1998,KARNATAKA,Koppal,AGADI VIRUPAKSHAPPA SANGANNA,M,,GEN,,LS,,,,175473,14.48%,24.17%,1212089,3,725998,0,0,NDA
1393,1998,KARNATAKA,Koppal,Y.N.GOUDAR,M,,GEN,,KTVP,,,,31873,2.63%,4.39%,1212089,4,725998,0,0,OTHERS
1394,1998,KARNATAKA,Koppal,DHAN RAJ JAIN MOHANLAL,M,,GEN,,IND,,,,3107,0.26%,0.43%,1212089,5,725998,0,0,OTHERS
1395,1998,KARNATAKA,Koppal,SRIPURI HOTTEPAKSHA BALAYOGI,M,,GEN,,IND,,,,866,0.07%,0.12%,1212089,6,725998,0,0,OTHERS
1396,1998,KARNATAKA,Bellary,K.C.KONDAIAH,M,,GEN,,INC,,,,284909,24.15%,38.60%,1179711,1,738186,1,0,CONGRESS
1397,1998,KARNATAKA,Bellary,N.THIPPANNA,M,,GEN,,LS,,,,221171,18.75%,29.96%,1179711,2,738186,0,1,NDA
1398,1998,KARNATAKA,Bellary,Y.NETTAKALLAPPA,M,,GEN,,JD,,,,186992,15.85%,25.33%,1179711,3,738186,0,0,UNITED FRONT
1399,1998,KARNATAKA,Bellary,SUDHAKAR HIREMAT,M,,GEN,,KTVP,,,,10498,0.89%,1.42%,1179711,4,738186,0,0,OTHERS
1400,1998,KARNATAKA,Bellary,P.NARAYANA MURTHY,M,,GEN,,IND,,,,9201,0.78%,1.25%,1179711,5,738186,0,0,OTHERS
1401,1998,KARNATAKA,Bellary,R.MANJUNATH,M,,GEN,,IND,,,,1888,0.16%,0.26%,1179711,6,738186,0,0,OTHERS
1402,1998,KARNATAKA,Bellary,K. SUBHAN SAB,M,,GEN,,IND,,,,1055,0.09%,0.14%,1179711,7,738186,0,0,OTHERS
